"","es_score","brier_score","location","target_date","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23D_50_CI","X23B_50_CI","other_50_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23D_95_CI","X23B_95_CI","other_95_CI"
"1",NA,NA,"AK",2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",0.018899352020996,0.0224166951594942,"AK",2023-02-27,1,1,1,1,1,1,1,1,0,0,1,1
"3",NA,NA,"AK",2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",NA,NA,"AK",2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",NA,NA,"AK",2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",NA,NA,"AK",2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",NA,NA,"AK",2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",0.0108963457688927,0.0117971465621875,"AK",2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
"9",NA,NA,"AK",2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",NA,NA,"AK",2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",0.031293285667434,0.00869432558457675,"AK",2023-03-08,1,1,1,1,1,1,1,1,0,0,1,1
"12",0.00715891874290157,0.00789218415755875,"AK",2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
"13",NA,NA,"AK",2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,NA,"AK",2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,NA,"AK",2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",0.00636384787952976,0.00558348400101157,"AK",2023-03-13,1,1,1,1,1,1,1,1,0,0,1,1
"17",NA,NA,"AK",2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",0.00581387436885793,0.00487322017566969,"AK",2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
"19",0.00579401881021473,0.0046134523181399,"AK",2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
"20",NA,NA,"AK",2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
