"","es_score","brier_score","location","target_date","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23D_50_CI","X23B_50_CI","X23E_50_CI","other_50_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23D_95_CI","X23B_95_CI","X23E_95_CI","other_95_CI"
"121",NA,NA,"AR",2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,NA,"AR",2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,NA,"AR",2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,NA,"AR",2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,NA,"AR",2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,NA,"AR",2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",1.77343928369581,0.140465169722159,"AZ",2023-04-09,1,1,0,1,0,1,1,1,1,0,0,0,1,1
"128",1.76485654726008,0.139308341899884,"AZ",2023-04-10,1,1,0,0,1,1,1,0,1,0,0,0,1,1
"129",2.7741466645474,0.21647101917633,"AZ",2023-04-11,1,0,0,1,1,0,0,1,0,0,0,0,0,0
"130",0.0301892799650644,0.00608531223972967,"AZ",2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"131",0.208497199336021,0.00645669786654206,"AZ",2023-04-13,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"132",1.08127215523831,0.305230014753957,"AZ",2023-04-14,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"133",0.316014308371498,0.0073067389183143,"AZ",2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"134",1.48313656545263,0.258218447766118,"AZ",2023-04-16,1,1,0,1,0,1,0,1,1,0,1,0,1,0
"135",1.03970451636089,0.106491715125808,"AZ",2023-04-17,1,0,1,1,1,1,1,1,0,0,0,0,1,1
"136",1.30453174980419,0.17605418408718,"AZ",2023-04-18,1,1,0,0,1,1,1,1,1,0,0,1,1,1
"137",1.74367581763239,0.0447713467790158,"AZ",2023-04-19,1,1,0,0,1,1,0,1,1,0,0,0,0,0
"138",4.00698313330277,0.244713510070505,"AZ",2023-04-20,1,1,0,0,1,1,0,1,1,0,0,0,1,0
"139",1.21160642603607,0.841318638378756,"AZ",2023-04-21,1,1,0,1,0,1,1,1,1,0,1,0,1,1
"140",0.107550147608183,0.0117448337151893,"AZ",2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"141",1.54582213517659,0.0753653469880351,"AZ",2023-04-23,1,1,1,0,1,1,1,1,0,0,0,0,1,1
"142",1.37338694546687,0.0480328020224497,"AZ",2023-04-24,1,1,0,1,1,1,1,1,1,0,0,1,0,1
"143",1.45726503205199,0.133543452429384,"AZ",2023-04-25,1,1,1,1,1,1,0,1,0,0,0,0,1,0
"144",1.1989319766622,0.097998115280893,"AZ",2023-04-26,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"145",0.664404055170325,0.0762525995461445,"AZ",2023-04-27,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"146",0.709386220944778,0.018236518158947,"AZ",2023-04-28,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"147",0.374540158175595,0.0196585195751701,"AZ",2023-04-29,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"148",1.73603840090491,0.208057047950429,"AZ",2023-04-30,1,1,1,0,1,1,1,1,0,1,0,0,1,1
"149",1.72300372555915,0.0936255485768342,"AZ",2023-05-01,1,0,1,0,1,1,1,1,0,0,0,0,1,1
"150",4.0121458134352,0.211171370172488,"AZ",2023-05-02,1,1,0,0,0,1,0,1,1,0,0,0,1,0
"151",1.84938955785961,0.1449429081366,"AZ",2023-05-03,1,1,1,1,0,1,1,1,1,0,0,0,0,1
"152",1.20712302655391,0.0790616771219341,"AZ",2023-05-04,1,1,0,1,1,1,1,1,1,0,0,0,0,1
"153",1.45011306008327,0.250178135350592,"AZ",2023-05-05,1,0,1,0,1,1,1,1,0,0,0,1,1,1
"154",0.897774358636143,0.0334514811240769,"AZ",2023-05-06,1,1,0,1,1,1,1,1,1,0,0,1,1,0
"155",3.30147685105017,0.303512221339214,"AZ",2023-05-07,0,0,0,1,1,0,1,0,0,0,0,0,0,1
"156",6.82583439527116,0.309380332586777,"AZ",2023-05-08,1,0,0,0,0,1,0,0,0,0,0,0,1,0
"157",3.89972927736133,0.111548983462508,"AZ",2023-05-09,1,1,0,1,0,1,0,1,1,0,0,0,1,0
"158",2.78830457247894,0.15320460153664,"AZ",2023-05-10,1,0,1,1,0,1,1,1,0,0,0,0,0,1
"159",0.185127219701708,0.0488577781330805,"AZ",2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"160",1.11446300894644,0.156424520219056,"AZ",2023-05-12,1,0,1,1,1,1,1,1,0,1,0,1,1,1
"161",NA,NA,"AZ",2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",1.30900288563955,0.335899593514241,"AZ",2023-05-14,1,1,1,1,0,1,1,1,1,0,1,0,1,1
"163",2.84457560546543,0.219588369414082,"AZ",2023-05-15,1,0,1,1,0,1,0,1,0,1,0,0,0,0
"164",2.37235031828805,0.210605899184552,"AZ",2023-05-16,0,1,1,1,0,1,1,0,1,0,1,0,0,1
"165",1.21605091195397,0.187350318591599,"AZ",2023-05-17,1,1,1,1,1,1,1,1,1,0,0,0,1,1
"166",0.888054316235342,0.238845811736333,"AZ",2023-05-18,1,1,1,1,0,1,1,1,1,1,0,0,1,1
"167",0.88504209912122,0.626895013057931,"AZ",2023-05-19,1,1,1,0,1,1,1,1,1,0,0,1,1,1
"168",1.80389884927963,0.61988625552339,"AZ",2023-05-20,1,1,0,0,1,1,1,1,1,0,0,1,1,1
"169",0.57260722275665,0.0682356602555321,"CA",2023-04-09,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"170",9.93578017629971,0.193293923066317,"CA",2023-04-10,0,1,0,0,1,1,0,0,0,0,0,0,0,0
"171",2.48411835947904,0.106089364982511,"CA",2023-04-11,1,1,1,1,0,1,1,1,0,0,0,0,0,1
"172",9.26018683138721,0.215796316647255,"CA",2023-04-12,0,1,0,0,0,1,0,0,1,0,0,0,1,0
"173",2.26133565903504,0.143856366179831,"CA",2023-04-13,1,0,1,1,1,1,0,0,0,0,0,0,0,0
"174",4.33377726267665,0.0760906764569103,"CA",2023-04-14,1,1,0,0,1,1,1,1,0,0,0,0,1,1
"175",3.46875027104277,0.148047454731793,"CA",2023-04-15,0,0,1,0,1,1,0,0,0,0,0,1,1,0
"176",2.69050941661581,0.147673737457267,"CA",2023-04-16,1,0,1,0,0,1,0,1,0,0,0,0,0,0
"177",2.62808397489243,0.146816329109635,"CA",2023-04-17,1,0,1,1,1,0,0,1,0,0,1,0,0,0
"178",2.19804480068624,0.126610864821261,"CA",2023-04-18,1,1,1,1,0,1,0,1,1,0,0,0,0,0
"179",3.95308234551141,0.215006433956628,"CA",2023-04-19,1,1,0,0,1,0,0,0,1,0,0,0,1,0
"180",3.04764417767428,0.207955426487877,"CA",2023-04-20,0,0,0,1,1,1,1,0,0,0,0,0,0,1
"181",4.42594989350991,0.0745634495893,"CA",2023-04-21,1,0,0,0,0,1,1,1,0,0,0,0,1,1
"182",6.076811958433,0.327464239707749,"CA",2023-04-22,0,1,0,1,1,0,0,0,1,0,0,0,0,0
"183",1.91573620189757,0.270526098942603,"CA",2023-04-23,1,1,0,1,0,1,1,1,1,0,0,0,0,1
"184",2.01434703658722,0.156115605571834,"CA",2023-04-24,1,1,1,0,1,1,0,1,1,0,0,1,0,0
"185",7.44569617012211,0.245052306580264,"CA",2023-04-25,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"186",5.44276744390845,0.141265550068568,"CA",2023-04-26,1,0,0,1,0,0,0,1,0,1,0,0,0,0
"187",2.35158197435367,0.168163464147754,"CA",2023-04-27,1,0,1,1,1,1,1,1,0,0,0,0,0,1
"188",2.27165427897139,0.177712062024329,"CA",2023-04-28,0,0,1,1,1,1,1,0,0,0,0,0,1,1
"189",5.91074482303982,0.28246903533191,"CA",2023-04-29,0,0,0,1,1,1,0,0,0,0,0,1,0,0
"190",3.47571247317469,0.190176412763826,"CA",2023-04-30,1,0,1,1,0,1,0,1,0,0,1,0,0,0
"191",5.92759669368148,0.251364166950746,"CA",2023-05-01,1,0,0,0,1,1,1,1,0,0,0,0,0,1
"192",7.04285337965554,0.280048596707202,"CA",2023-05-02,1,0,0,0,1,0,0,1,0,0,0,1,0,0
"193",3.14205025583123,0.192006759239096,"CA",2023-05-03,1,0,1,1,0,1,1,1,0,0,0,0,0,1
"194",2.03395422401229,0.234489248581772,"CA",2023-05-04,1,1,1,0,1,1,1,1,1,0,0,0,0,1
"195",6.92191054988253,0.209897545759368,"CA",2023-05-05,1,0,1,0,0,0,1,1,0,0,0,0,0,1
"196",2.94138742298484,0.194918616507307,"CA",2023-05-06,1,1,0,1,0,1,0,1,1,0,0,0,1,0
"197",1.20466227717183,0.270742185546875,"CA",2023-05-07,1,1,1,1,1,1,1,1,1,0,0,1,0,1
"198",9.5540783898557,0.367992941477158,"CA",2023-05-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199",8.83436952341848,0.202163727850699,"CA",2023-05-09,1,0,0,1,0,1,0,1,0,0,0,0,1,0
"200",5.03809863555856,0.288876591725186,"CA",2023-05-10,1,0,1,0,0,0,0,1,0,0,0,0,0,0
"201",3.91724032648754,0.287812601263176,"CA",2023-05-11,1,0,1,1,1,1,0,1,0,0,0,0,0,0
"202",2.29230082436231,0.229851032249168,"CA",2023-05-12,1,0,1,1,0,1,0,1,0,0,0,0,0,0
"203",1.64383492220519,0.418616198938608,"CA",2023-05-13,1,1,1,0,1,0,1,1,1,0,0,1,0,1
"204",4.90602586754903,0.547750773423839,"CA",2023-05-14,1,1,0,0,1,0,0,1,1,0,0,0,0,0
"205",2.68357959753386,0.332798495567821,"CA",2023-05-15,1,1,0,1,0,1,1,1,1,0,0,0,0,1
"206",2.09925449677999,0.238573887698667,"CA",2023-05-16,1,1,0,1,0,1,1,1,1,1,0,1,0,1
"207",3.04011828712411,0.331126170755297,"CA",2023-05-17,0,0,1,1,0,0,1,0,0,0,0,0,1,1
"208",1.54187246874634,0.32132143262152,"CA",2023-05-18,1,1,1,0,1,1,1,1,1,0,0,0,1,1
"209",3.59522976612311,0.265436801879912,"CA",2023-05-19,1,0,0,1,0,1,1,1,0,0,1,0,1,1
"210",1.44881344526922,0.142697212202591,"CA",2023-05-20,1,1,0,1,1,1,1,1,1,1,1,1,1,1
"211",0.00596997526297721,0.0036754935783682,"CO",2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"212",0.00689935398688139,0.00391046615238799,"CO",2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"213",1.01691459025569,0.188213233548462,"CO",2023-04-11,1,0,1,1,1,1,1,1,0,1,1,1,0,1
"214",0.0522530541488671,0.00444172694234023,"CO",2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"215",0.0931617577656575,0.00474113368562135,"CO",2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"216",0.909270582593929,0.119131820378728,"CO",2023-04-14,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"217",0.00807665849028193,0.00541629888765262,"CO",2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"218",NA,NA,"CO",2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",0.92431708865979,0.184647653326176,"CO",2023-04-17,1,1,1,1,1,0,1,1,1,0,1,1,0,1
"220",0.904779447695949,0.289835847958087,"CO",2023-04-18,1,1,1,0,1,1,1,1,1,0,0,1,1,1
"221",0.0746053775467649,0.00713085173869164,"CO",2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"222",NA,NA,"CO",2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",1.25660887948322,0.884044685575453,"CO",2023-04-21,1,1,0,1,1,0,1,1,1,0,1,1,0,1
"224",1.2251160263621,0.860974192664666,"CO",2023-04-22,1,1,0,1,0,1,1,1,1,0,1,0,1,1
"225",NA,NA,"CO",2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",0.865904474691868,0.182508900038072,"CO",2023-04-24,1,1,1,1,1,0,1,1,1,1,0,1,0,1
"227",1.04376606462255,0.302358137062503,"CO",2023-04-25,1,1,1,1,1,1,0,1,1,0,1,1,1,0
"228",0.120699089456657,0.0117574917598657,"CO",2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
