"","es_score","brier_score","location","target_date","X21L_50_CI","X22B_50_CI","X22D_50_CI","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23C_50_CI","recombinant_50_CI","other_50_CI","X21L_95_CI","X22B_95_CI","X22D_95_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23C_95_CI","recombinant_95_CI","other_95_CI"
"1",0.845683407166787,0.111685294868001,"AK",2022-12-11,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"2",0.946137149084086,0.240401316672123,"AK",2022-12-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"3",1.07789606738776,0.320375167007754,"AK",2022-12-13,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
"4",0.989242326421086,0.363433528038082,"AK",2022-12-14,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"5",0.824912616852494,0.291221921960457,"AK",2022-12-15,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"6",3.31218997311428,0.441127011797367,"AK",2022-12-16,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1,0
"7",0.128858232364024,0.0767984098366665,"AK",2022-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"8",1.53725506100337,0.552289820748902,"AK",2022-12-18,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"9",0.984233027544956,0.306901393480941,"AK",2022-12-19,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
"10",0.382432727847706,0.235276672370229,"AK",2022-12-20,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"11",0.97523060247056,0.324785239641286,"AK",2022-12-21,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
"12",0.764519671765349,0.300142582573829,"AK",2022-12-22,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
"13",0.0987055728766484,0.0553187157701267,"AK",2022-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"14",1.07684803081831,0.336683472484155,"AK",2022-12-24,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
"15",0.274793898330589,0.0508576563024635,"AK",2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"16",1.66766633231684,0.341896055859923,"AK",2022-12-26,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
"17",6.78498245833876,0.650234220375383,"AK",2022-12-27,1,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
"18",1.60166428082296,0.394522947818286,"AK",2022-12-28,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"19",0.822778956849199,0.287364082879422,"AK",2022-12-29,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1
"20",3.013926506024,0.595574129137789,"AK",2022-12-30,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
"21",1.03715031609918,0.382136877929877,"AK",2022-12-31,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"22",0.830777687504982,0.395960978985576,"AK",2023-01-01,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"23",0.792083742890175,0.221250141277375,"AK",2023-01-02,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"24",1.52443586590803,0.253155642930315,"AK",2023-01-03,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
"25",1.084059321948,0.19767482724654,"AK",2023-01-04,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"26",0.481054980369212,0.05038633181021,"AK",2023-01-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
"27",0.809088839880174,0.282907521395472,"AK",2023-01-06,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
"28",0.555817925813467,0.336216235551806,"AK",2023-01-07,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
"29",0.106927018567653,0.0584642522171229,"AK",2023-01-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
