...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,other_95_CI
22,NA,NA,AK,2022-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.0658937393602244,0.08861994781808,AK,2022-10-24,1,1,1,1,1,1,1,1,1,1,1,1
24,NA,NA,AK,2022-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2022-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2022-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2022-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2022-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0.922426056833967,0.582055518582565,AK,2022-10-30,1,1,1,1,0,1,1,1,0,1,0,1
30,NA,NA,AK,2022-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2022-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.262074364137486,0.131603943843911,AK,2022-11-02,1,1,1,1,1,1,1,1,1,1,1,1
33,NA,NA,AK,2022-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2022-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2022-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2022-11-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2022-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2022-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2022-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2022-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2022-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2022-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.226468529393525,0.02134312501823715,AL,2022-10-02,1,1,1,1,1,1,1,1,1,1,1,1
44,0.0343408387655365,0.02124709393778435,AL,2022-10-03,1,1,1,1,1,1,1,1,1,1,1,1
45,NA,NA,AL,2022-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.124704147480909,0.02107658842499365,AL,2022-10-05,1,1,1,1,1,1,1,1,1,1,1,1
47,NA,NA,AL,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2022-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.106375411086296,0.02087707389909745,AL,2022-10-08,1,1,1,1,1,1,1,1,1,1,1,1
50,0.20856799882508,0.02082644181164915,AL,2022-10-09,1,1,1,1,1,1,1,1,1,1,1,1
51,0.121551345175201,0.0207842371100159,AL,2022-10-10,1,1,1,1,1,1,1,1,1,1,1,1
52,0.198712888707702,0.0207508329044927,AL,2022-10-11,1,1,1,1,1,1,1,1,1,1,1,1
53,2.14714804757885,0.4092310820748445,AL,2022-10-12,1,1,0,1,0,1,1,1,0,1,0,1
54,0.374297128378586,0.1650084796519055,AL,2022-10-13,1,1,1,1,1,1,1,0,0,1,1,1
55,0.330780612803318,0.02070810806356195,AL,2022-10-14,1,1,1,1,1,1,1,1,0,0,1,1
56,0.0309904254163083,0.02071495733006405,AL,2022-10-15,1,1,1,1,1,1,1,1,1,1,1,1
57,0.88324880660313,0.1835609657912525,AL,2022-10-16,1,1,1,0,1,1,1,1,0,0,1,1
58,1.03299261647764,0.4271787038159245,AL,2022-10-17,1,1,1,0,1,1,1,1,1,1,1,1
59,0.0335252052338284,0.0208093270053285,AL,2022-10-18,1,1,1,1,1,1,1,1,1,1,1,1
60,0.111942268854456,0.02086859402295945,AL,2022-10-19,1,1,1,1,1,1,1,1,1,1,1,1
61,0.0323631318086872,0.0209436739790599,AL,2022-10-20,1,1,1,1,1,1,1,1,1,1,1,1
62,0.0359078156718665,0.0210359207277252,AL,2022-10-21,1,1,1,1,1,1,1,1,1,1,1,1
63,0.0321470116913972,0.02114684710411695,AL,2022-10-22,1,1,1,1,1,1,1,1,1,1,1,1
64,0.113669775776469,0.02127814094927715,AL,2022-10-23,1,1,1,1,1,1,1,1,1,1,1,1
65,0.0319257296953715,0.0214316830064306,AL,2022-10-24,1,1,1,1,1,1,1,1,1,1,1,1
66,0.116792251324132,0.0216095669521166,AL,2022-10-25,1,1,1,1,1,1,1,1,1,1,1,1
67,1.2150070513872,0.397194394251162,AL,2022-10-26,1,1,0,1,0,1,1,1,0,1,0,1
68,2.2985874118153,0.81601720673098,AL,2022-10-27,1,1,0,0,1,1,1,1,0,0,1,1
69,NA,NA,AL,2022-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.922433329921895,0.405176105365473,AL,2022-10-29,1,1,1,1,0,1,1,1,0,1,0,1
71,0.762274934838293,0.3858127287094765,AL,2022-10-30,1,0,1,1,1,1,1,0,0,1,1,1
72,0.727252192758172,0.1748846521762485,AL,2022-10-31,1,1,1,1,0,1,1,1,0,1,0,1
73,1.05834981787558,0.3193825495602255,AL,2022-11-01,1,1,0,1,0,1,1,0,0,1,0,1
74,0.804448361789714,0.2740445912437645,AL,2022-11-02,1,1,1,1,0,1,1,1,0,1,0,1
75,2.83924690076283,0.51385651959569,AL,2022-11-03,1,0,0,1,0,1,1,0,0,1,0,1
76,1.10604422240805,0.76529785471523,AL,2022-11-04,1,1,0,1,0,1,1,1,0,1,0,1
77,1.13913916735773,0.787841201498035,AL,2022-11-05,1,1,0,0,1,1,1,1,0,0,1,1
78,1.09561165380724,0.755931006271805,AL,2022-11-06,1,1,0,1,0,1,1,1,0,1,0,1
79,1.59840265500671,0.31692020247523,AL,2022-11-07,1,1,1,1,0,1,1,1,0,1,0,1
80,0.137038917926297,0.02859011531191155,AL,2022-11-08,1,1,1,1,1,1,1,1,1,1,1,1
81,1.15542042494435,0.3849753455435765,AL,2022-11-09,1,1,0,1,0,1,1,0,0,1,0,1
82,2.368062856635,0.3319482082579035,AL,2022-11-10,1,1,0,1,0,1,1,0,0,1,0,1
83,1.07699890626658,0.72701166339122,AL,2022-11-11,1,1,0,1,0,1,1,1,0,1,0,1
84,0.745060024944815,0.262372441228631,AL,2022-11-12,1,1,1,1,0,1,1,0,0,0,0,1
85,0.312494992296586,0.014388917741100401,AR,2022-10-02,1,1,1,1,1,1,1,1,1,1,1,1
86,1.49632378412037,0.1776942724614735,AR,2022-10-03,1,0,0,1,1,1,1,0,0,1,1,1
87,0.978833779153054,0.1937640566191695,AR,2022-10-04,1,1,1,1,0,1,1,1,0,1,0,1
88,2.35513576191403,0.0148654912030561,AR,2022-10-05,1,0,0,1,1,1,1,1,1,1,1,1
89,0.31463365941481,0.0150350181531355,AR,2022-10-06,1,1,1,1,1,1,1,0,0,1,1,1
90,1.81058558773774,0.1921360254928135,AR,2022-10-07,1,1,1,1,1,0,1,0,0,0,1,0
91,0.419672770417743,0.1412167404325725,AR,2022-10-08,1,1,1,1,1,1,1,0,0,1,1,1
92,0.134511084458208,0.01558086807307275,AR,2022-10-09,1,1,1,1,1,1,1,1,1,1,1,1
93,0.449938183777314,0.0157768720722457,AR,2022-10-10,1,1,1,1,1,1,1,1,1,1,1,1
94,0.574870313428934,0.0993763821779645,AR,2022-10-11,1,1,1,1,1,1,1,0,0,1,1,1
95,0.528667109170286,0.165991041740333,AR,2022-10-12,1,1,1,1,1,1,1,0,0,1,1,1
96,0.460610909230109,0.1409745245682785,AR,2022-10-13,1,1,1,1,1,1,1,1,1,1,1,1
97,0.598616693832145,0.2030610515367295,AR,2022-10-14,1,1,1,1,1,1,1,0,0,1,1,1
98,0.723053149227908,0.264851229807004,AR,2022-10-15,1,1,1,1,1,1,1,0,0,1,1,1
99,0.61134432730427,0.2026542279318405,AR,2022-10-16,1,1,1,1,1,1,1,1,1,1,1,1
100,1.72598972018217,0.2486261823916945,AR,2022-10-17,1,0,0,1,0,1,1,0,0,1,0,1
101,0.992514497596024,0.0947928268935315,AR,2022-10-18,1,1,1,0,1,1,1,1,1,1,1,1
102,0.911586178247337,0.38597502988877,AR,2022-10-19,1,0,0,1,1,1,1,0,0,1,1,1
103,0.660059701603608,0.201745984588214,AR,2022-10-20,1,1,1,1,1,1,1,0,0,1,1,1
104,1.79732489394473,0.4407426053519185,AR,2022-10-21,0,1,0,0,1,1,0,1,0,0,1,1
105,0.401899062307227,0.01899680118934935,AR,2022-10-22,1,1,1,1,1,1,1,0,0,1,1,1
106,0.0947766317685355,0.01937026239644305,AR,2022-10-23,1,1,1,1,1,1,1,1,1,1,1,1
107,3.57328162400789,0.2400117943268475,AR,2022-10-24,1,1,0,1,0,1,1,0,0,1,0,1
108,3.4617533841534,0.2576452291585225,AR,2022-10-25,0,1,0,1,0,1,0,0,0,0,0,1
109,0.665858940091939,0.200109429833147,AR,2022-10-26,1,1,1,1,1,1,1,0,0,1,1,1
110,0.520095918618578,0.1402378071806375,AR,2022-10-27,1,1,1,1,1,1,1,0,0,1,1,1
111,0.100693179240377,0.02161400731080445,AR,2022-10-28,1,1,1,1,1,1,1,1,1,1,1,1
112,0.147101032982738,0.0221517368707794,AR,2022-10-29,1,1,1,1,1,1,1,1,1,1,1,1
113,1.65974705938758,0.4058457019262865,AR,2022-10-30,0,1,0,1,1,1,0,0,0,1,1,1
114,3.42161421165279,0.287583375925557,AR,2022-10-31,1,0,0,1,0,1,1,0,0,1,0,1
115,2.58247582644999,0.4052640482117215,AR,2022-11-01,1,1,0,1,0,1,1,1,0,1,0,1
116,3.07505419750574,0.1751896687456955,AR,2022-11-02,1,0,0,1,1,1,1,0,0,1,1,1
117,1.24696741093239,0.140145245236704,AR,2022-11-03,1,1,1,0,0,1,1,0,0,0,0,1
118,2.14920732563076,0.4184604557889485,AR,2022-11-04,1,1,0,1,0,1,1,1,0,1,0,1
119,1.76224836762144,0.298425695701213,AR,2022-11-05,1,0,0,1,1,1,1,0,0,1,1,1
120,2.00536163993804,0.75272082667051,AR,2022-11-06,1,0,0,1,0,1,0,0,0,1,0,1
121,0.0800990746229116,0.028874392558688,AR,2022-11-07,1,1,1,1,1,1,1,1,1,1,1,1
122,2.63100870614337,0.2930263544297505,AR,2022-11-08,1,0,0,0,0,1,1,0,0,0,0,1
123,0.875555744744114,0.1833622096629305,AR,2022-11-09,1,1,1,1,0,1,1,1,0,1,0,1
124,0.30351059870234,0.0321047212458849,AR,2022-11-10,1,1,1,1,1,1,1,0,0,1,0,1
125,0.0412230208164722,0.03332180618352015,AR,2022-11-11,1,1,1,1,1,1,1,1,1,1,1,1
126,0.0115215412988121,0.03461567073931565,AR,2022-11-12,1,1,1,1,1,1,1,1,1,1,1,1
127,2.42690976682779,0.2731696342623245,AZ,2022-10-02,1,1,0,1,0,1,1,0,0,1,0,1
128,1.88088606381175,0.1705276639188945,AZ,2022-10-03,1,1,1,0,1,1,1,0,0,0,0,1
129,1.2671897822131,0.17848833415641,AZ,2022-10-04,1,0,1,1,1,1,1,0,0,1,0,1
130,1.71474023838815,0.0874316255270575,AZ,2022-10-05,1,1,0,1,0,1,1,0,0,0,1,1
131,1.21345633120145,0.1163126803534245,AZ,2022-10-06,1,1,1,1,1,1,1,0,0,0,0,1
132,0.939522218648819,0.13474849527621,AZ,2022-10-07,1,1,1,1,1,1,1,0,0,1,0,1
133,1.85283826170562,0.312840160620917,AZ,2022-10-08,1,0,0,1,1,1,1,0,0,1,0,1
134,0.505554563147492,0.1283211647377485,AZ,2022-10-09,1,1,1,1,1,1,1,0,0,0,1,1
135,3.04441397650353,0.156464205557905,AZ,2022-10-10,1,0,1,1,1,1,1,0,0,1,0,0
136,1.92549345919627,0.078045376026806,AZ,2022-10-11,1,1,0,1,0,1,1,0,0,1,0,1
137,1.23243331147565,0.186497359795643,AZ,2022-10-12,1,1,1,0,1,1,1,0,0,1,0,1
138,1.55765208929275,0.21454310589231,AZ,2022-10-13,1,1,1,1,0,1,1,1,0,1,0,1
139,0.695834019808342,0.169907828051303,AZ,2022-10-14,1,1,1,1,1,1,1,1,0,1,0,1
140,0.924335507401851,0.1048151382060095,AZ,2022-10-15,1,1,1,1,1,1,1,0,0,1,0,1
141,0.746483359005815,0.1544823921890075,AZ,2022-10-16,1,1,1,1,1,1,1,1,0,1,0,1
142,4.65107103460092,0.1243347334992805,AZ,2022-10-17,1,1,0,1,0,1,1,1,0,1,0,1
143,1.7052852147993,0.216746119585345,AZ,2022-10-18,1,1,1,1,0,1,1,0,0,0,0,1
144,3.3645030520735,0.273956588492558,AZ,2022-10-19,1,0,0,1,0,0,1,0,0,0,0,0
145,2.11327897283546,0.250659542395537,AZ,2022-10-20,1,1,1,1,0,1,1,0,0,0,0,1
146,1.27177492997244,0.1439923921817405,AZ,2022-10-21,1,1,0,1,1,1,1,1,0,1,0,1
147,0.46360589430121,0.312355999281681,AZ,2022-10-22,1,1,1,1,1,1,1,1,1,1,1,1
148,1.02260882972026,0.134574447290127,AZ,2022-10-23,1,1,1,1,1,1,1,1,0,1,0,1
149,1.64039231646065,0.2524757908045765,AZ,2022-10-24,1,1,1,1,1,1,1,0,0,1,0,1
150,2.62877672008617,0.2768816733462125,AZ,2022-10-25,0,1,1,0,1,1,0,0,0,0,0,1
151,1.94793463272188,0.2382694345483875,AZ,2022-10-26,1,1,1,0,1,1,1,0,0,0,0,0
152,2.81259938597819,0.329959260325932,AZ,2022-10-27,1,1,0,1,1,1,1,0,0,0,0,0
153,1.90074049320653,0.211762265425835,AZ,2022-10-28,1,1,1,1,1,1,1,1,0,1,0,1
154,2.7871166465276,0.3537382509907865,AZ,2022-10-29,1,0,0,0,1,1,1,0,0,1,0,1
155,2.59723477671278,0.3305537301635765,AZ,2022-10-30,0,0,1,1,0,1,0,0,0,1,0,1
156,3.60228925272945,0.2943289507562575,AZ,2022-10-31,1,1,1,0,1,1,1,0,0,0,0,1
157,2.55857447894242,0.2584944994699525,AZ,2022-11-01,1,1,1,0,1,1,1,0,0,1,0,1
158,4.16383640513979,0.2774219747883165,AZ,2022-11-02,1,1,1,0,1,0,1,0,0,0,0,0
159,6.38056793581954,0.3731463068048365,AZ,2022-11-03,1,0,0,0,1,0,1,0,0,0,0,0
160,2.63662190037781,0.254100100087,AZ,2022-11-04,1,1,1,1,1,0,1,0,1,1,1,0
161,5.22508993340881,0.3266075867783085,AZ,2022-11-05,1,1,1,0,0,0,1,0,0,0,0,0
162,4.92120851796243,0.2736791161965795,AZ,2022-11-06,1,1,0,1,0,0,1,1,0,0,0,0
163,7.54217182748167,0.279498458062253,AZ,2022-11-07,0,1,1,0,1,1,0,0,0,0,0,1
164,4.4087679160199,0.297279379715491,AZ,2022-11-08,1,0,1,1,1,0,1,0,0,1,0,0
165,5.86726426734684,0.3093251873770735,AZ,2022-11-09,0,1,1,0,1,0,0,0,0,0,0,0
166,5.19286286402346,0.312481317390737,AZ,2022-11-10,1,1,1,0,1,0,1,0,0,0,0,0
167,11.5940551567098,0.3743671862967415,AZ,2022-11-11,1,0,1,0,0,0,1,0,0,0,0,0
168,5.60808970581835,0.282049887343945,AZ,2022-11-12,1,1,0,1,1,0,1,0,0,0,0,1
169,2.87380511163417,0.142953690020428,CA,2022-10-02,0,1,1,1,1,1,0,0,0,0,0,0
170,5.96633818345562,0.1323503745913965,CA,2022-10-03,1,0,1,1,0,1,0,0,0,0,0,0
171,4.24549012566544,0.136338946353731,CA,2022-10-04,0,0,1,0,1,0,0,0,0,0,0,0
172,3.36560101672509,0.1354807732137675,CA,2022-10-05,1,1,1,1,1,1,0,0,0,0,0,1
173,4.44697247680283,0.1686363937189715,CA,2022-10-06,1,0,1,1,0,1,1,0,0,1,1,1
174,2.47545406458807,0.161327730043745,CA,2022-10-07,1,1,1,1,1,1,0,0,0,0,0,0
175,2.51969959240422,0.14469987982334,CA,2022-10-08,0,1,1,1,1,1,0,0,0,0,0,1
176,3.09736013558569,0.154211380472954,CA,2022-10-09,1,1,1,0,0,1,0,0,0,0,0,1
177,8.23316181291733,0.136585424277974,CA,2022-10-10,1,1,0,0,1,1,0,0,0,0,0,1
178,3.12061133371135,0.184714746113308,CA,2022-10-11,1,1,1,1,1,1,0,0,0,1,0,0
179,5.62930332145408,0.2073886204960195,CA,2022-10-12,1,0,1,1,0,1,0,0,0,0,0,1
180,5.65901596398485,0.2051123754617135,CA,2022-10-13,0,1,1,1,1,1,0,1,0,0,0,1
181,8.04750723702437,0.203253127009456,CA,2022-10-14,1,0,1,1,0,0,1,0,0,1,0,0
182,4.49445106471598,0.184052311143822,CA,2022-10-15,1,0,1,0,1,1,0,0,0,0,0,0
183,2.98249013521753,0.1922410849260365,CA,2022-10-16,0,1,1,0,1,1,0,1,1,0,0,0
184,4.85029370689335,0.2097050722699245,CA,2022-10-17,0,1,1,1,1,1,0,0,0,0,0,1
185,6.73899005762749,0.2544775818836225,CA,2022-10-18,1,1,0,0,0,1,0,0,0,0,0,0
186,9.21607077421924,0.2609330408990785,CA,2022-10-19,1,1,0,1,0,1,0,1,0,0,0,0
187,3.16807620758467,0.2243209007221415,CA,2022-10-20,1,1,1,1,1,1,0,0,0,1,0,0
188,5.62088684826515,0.1952496745158475,CA,2022-10-21,1,0,0,1,1,1,0,0,0,1,0,1
189,5.37629090581862,0.2478450628800575,CA,2022-10-22,1,0,1,1,0,1,1,0,0,0,0,0
190,3.99663617485841,0.2505390558835965,CA,2022-10-23,0,1,1,1,1,0,1,0,0,1,0,0
191,7.3181038950327,0.2858642844053695,CA,2022-10-24,1,0,1,0,1,0,0,0,0,0,0,0
192,7.4245538939311,0.284380053100274,CA,2022-10-25,0,1,1,1,0,1,0,0,0,1,0,0
193,5.8539631966685,0.279485409253451,CA,2022-10-26,1,1,1,1,1,1,1,0,0,0,0,0
194,6.99003255345303,0.278623587823511,CA,2022-10-27,1,0,1,1,1,1,0,0,0,0,0,0
195,12.014306035816,0.2280546906679315,CA,2022-10-28,1,0,0,0,1,1,0,0,0,0,0,1
196,12.609566955386,0.263644798893128,CA,2022-10-29,1,0,0,1,1,0,0,0,0,0,0,1
197,10.6987152553855,0.2895164936904925,CA,2022-10-30,0,1,0,1,0,0,0,0,0,0,0,0
198,14.3944323315983,0.2923996940515205,CA,2022-10-31,0,0,1,1,1,0,0,0,0,0,0,0
199,11.7884471018987,0.297298397528822,CA,2022-11-01,0,1,0,1,1,1,1,0,0,0,0,0
200,9.44911894429007,0.2954994845249465,CA,2022-11-02,0,0,0,1,1,0,0,0,0,0,0,0
201,13.1099240558687,0.3045583277348925,CA,2022-11-03,1,0,0,1,1,0,0,0,0,0,0,0
202,24.4168130426584,0.2842734048668385,CA,2022-11-04,0,0,0,0,1,0,0,0,0,0,0,0
203,13.1773100739256,0.307183999975305,CA,2022-11-05,0,0,0,1,1,1,0,0,0,0,0,1
204,13.5242552906712,0.3150138723180235,CA,2022-11-06,0,1,0,1,1,0,0,0,0,0,0,0
205,28.2221026836722,0.310767535859724,CA,2022-11-07,0,0,0,1,1,0,0,0,0,0,0,1
206,28.8525994121536,0.314542727703408,CA,2022-11-08,0,0,0,1,1,0,0,0,0,0,0,0
207,28.6594032014495,0.304107266853923,CA,2022-11-09,0,0,0,1,1,0,0,0,0,0,0,0
208,19.2841427065634,0.3187863351435625,CA,2022-11-10,0,1,0,1,1,0,0,0,0,0,0,0
209,20.4672277792658,0.3226348166468955,CA,2022-11-11,0,1,0,1,1,0,0,0,0,0,0,0
210,26.0118434523675,0.3246588516187145,CA,2022-11-12,0,0,0,1,1,0,0,0,0,0,0,0
211,0.299050463035483,0.02211607279234955,CO,2022-10-02,1,1,1,1,1,1,1,1,1,1,1,1
212,0.88478843181858,0.0796725642543115,CO,2022-10-03,1,1,1,1,1,1,1,0,0,1,1,1
213,0.440817083402516,0.0257056460534855,CO,2022-10-04,1,1,1,1,1,1,1,0,0,1,0,1
214,0.606455102929887,0.1066152606908355,CO,2022-10-05,1,1,1,1,1,1,1,0,0,1,1,1
215,0.595494630515558,0.117642861212779,CO,2022-10-06,1,1,1,1,1,1,1,0,1,1,0,1
216,1.16965578908619,0.271458201421941,CO,2022-10-07,1,1,1,0,1,1,1,0,0,0,0,1
217,0.566825993376895,0.2057031525357275,CO,2022-10-08,1,1,1,1,1,1,1,1,0,1,0,1
218,1.35385874912628,0.479501737226719,CO,2022-10-09,1,0,0,1,1,1,1,0,0,1,0,1
219,1.67763566309988,0.2359999212380505,CO,2022-10-10,1,1,0,1,1,1,1,0,0,1,1,1
220,2.18356945747097,0.2567847051654985,CO,2022-10-11,1,1,0,0,1,1,1,0,0,0,1,1
221,1.00446613328289,0.1529077050260885,CO,2022-10-12,1,1,1,0,1,1,1,1,1,0,0,1
222,0.919151301564577,0.25150969761536,CO,2022-10-13,1,1,1,1,1,1,1,1,0,1,0,1
223,0.982706085484479,0.246730939302726,CO,2022-10-14,0,1,1,1,1,1,0,0,1,1,1,1
224,1.0471673772588,0.2775987534042105,CO,2022-10-15,1,1,1,1,0,1,1,0,0,1,0,1
225,1.08182611853617,0.1841862322157815,CO,2022-10-16,0,1,1,1,1,1,0,0,0,1,1,1
226,1.78576299298621,0.075518894013568,CO,2022-10-17,1,1,0,1,0,1,1,1,0,0,1,1
227,0.839961071707622,0.204060899784997,CO,2022-10-18,1,1,1,1,1,1,1,1,0,1,0,1
228,1.04644934576859,0.2091661991578935,CO,2022-10-19,1,1,1,1,1,1,1,1,0,1,0,1
229,1.63825112020676,0.304472217414968,CO,2022-10-20,1,1,1,0,1,1,1,1,0,0,0,1
230,1.02006886889427,0.354140591846395,CO,2022-10-21,1,1,1,0,1,1,1,1,1,0,0,1
231,0.394465722254919,0.234121748385053,CO,2022-10-22,1,1,1,1,1,1,1,1,0,1,0,1
232,0.113250151257111,0.124054179124274,CO,2022-10-23,1,1,1,1,1,1,1,1,1,1,1,1
233,1.41254669305116,0.2658505043165905,CO,2022-10-24,1,1,1,0,1,0,1,1,1,0,0,0
234,1.93906574073306,0.2855523022510795,CO,2022-10-25,1,1,1,0,1,1,1,0,0,0,0,1
235,1.6732838016002,0.2240849405185045,CO,2022-10-26,1,0,1,1,1,1,0,0,0,1,0,1
236,1.75240573580123,0.317823747063657,CO,2022-10-27,0,0,1,1,1,1,0,0,0,1,0,1
237,1.10961555735018,0.285884914682702,CO,2022-10-28,1,1,1,0,1,1,1,0,0,0,0,1
238,1.12076602879001,0.2696362081265705,CO,2022-10-29,1,1,1,1,0,1,1,1,0,1,1,0
239,0.918758924771454,0.239487311039254,CO,2022-10-30,1,1,1,1,1,1,1,0,0,1,0,1
240,2.22163921741922,0.2942164128677825,CO,2022-10-31,1,1,0,1,0,1,1,1,0,1,0,1
241,1.85041900787696,0.3042794670333585,CO,2022-11-01,1,1,1,1,1,1,1,0,0,0,0,1
242,2.40726000909239,0.337492010914378,CO,2022-11-02,1,1,0,0,1,1,1,0,0,0,0,1
243,1.96724592493054,0.292252544326104,CO,2022-11-03,1,1,1,0,1,1,1,0,1,0,0,1
244,1.67787596446366,0.312682162622951,CO,2022-11-04,1,1,1,1,1,1,0,1,0,0,0,1
245,2.0445069866917,0.4218469106316975,CO,2022-11-05,1,1,1,0,0,0,1,0,0,0,0,0
246,2.98321349445979,0.3091566075523105,CO,2022-11-06,1,1,0,1,0,1,1,0,0,0,0,1
247,3.95705792161254,0.2855573511250225,CO,2022-11-07,1,0,1,1,0,1,0,0,0,0,0,1
248,3.16342878061177,0.3101166147228205,CO,2022-11-08,1,1,1,1,1,1,1,0,0,0,0,1
249,3.15335455038319,0.280384152294093,CO,2022-11-09,1,0,1,1,1,1,1,0,0,1,0,1
250,2.62270642103583,0.347126862674886,CO,2022-11-10,1,1,1,1,1,0,1,0,0,1,0,0
251,1.42030110979623,0.364184399747007,CO,2022-11-11,1,1,1,0,1,1,1,0,0,0,0,0
252,2.82866042838452,0.268075054907928,CO,2022-11-12,1,1,1,1,0,1,1,0,0,1,0,1
253,0.990709586156881,0.1622788225442945,CT,2022-10-02,1,1,1,1,1,1,1,1,1,0,0,1
254,2.2496260929125,0.189604280359349,CT,2022-10-03,1,1,1,1,1,0,1,0,1,0,1,0
255,2.663501936413,0.10434193504708,CT,2022-10-04,1,0,0,0,1,1,1,0,0,0,0,0
256,0.713832724598246,0.1624225601475355,CT,2022-10-05,1,1,1,1,1,1,1,1,0,1,0,1
257,1.09202288310078,0.216002461345058,CT,2022-10-06,1,1,1,1,1,1,1,0,0,1,0,1
258,1.98059864444151,0.1443173677699345,CT,2022-10-07,1,1,0,1,1,1,1,0,0,1,0,1
259,0.952784342955892,0.131564153714547,CT,2022-10-08,1,1,1,1,1,1,1,0,0,1,1,1
