...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23F_50_CI,X24A_50_CI,X23H_50_CI,X23I_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23F_95_CI,X24A_95_CI,X23H_95_CI,X23I_95_CI,other_95_CI
56,NA,NA,AL,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,1.25246393242271,0.3845369300708175,AL,2024-01-07,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1
58,NA,NA,AL,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.426825463959065,0.2520023038354755,AL,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.39064815627341,0.277681127698755,AL,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
69,NA,NA,AL,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.397911867714088,0.229144737027859,AL,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
73,NA,NA,AL,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.438054588398699,0.340447061169545,AL,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
77,NA,NA,AL,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.379959642781904,0.205350054374704,AL,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
83,NA,NA,AL,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,0.755622585174168,0.394054048427631,AR,2023-12-27,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0
89,1.41630397563875,0.333741924593651,AR,2023-12-28,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
90,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,0.285585678531383,0.2117439299254045,AR,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,1.16344765039169,0.2110611620728185,AR,2024-01-03,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
96,1.23364980192874,0.350952423969084,AR,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
97,0.262010144455658,0.210250854071563,AR,2024-01-05,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
98,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.865803929724144,0.59335769543961,AR,2024-01-10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0
103,0.652443471291299,0.211839926153423,AR,2024-01-11,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
104,0.795905343730102,0.403144276646608,AR,2024-01-12,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
105,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.242714671184821,0.221796877296827,AR,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
112,NA,NA,AR,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.236562050231404,0.227418342432814,AR,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
115,NA,NA,AR,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.589541124447625,0.231652355100321,AR,2024-01-24,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
117,NA,NA,AR,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,0.225956848586079,0.2518972763685645,AR,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125,NA,NA,AR,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.01119881522318,0.322878903832498,AZ,2023-12-24,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
128,1.68246988890814,0.3287927819206235,AZ,2023-12-25,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,0
129,3.24750475720626,0.3041757672500645,AZ,2023-12-26,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
130,1.74830311085671,0.318871154468519,AZ,2023-12-27,1,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0
131,1.03772501835892,0.3157951969663835,AZ,2023-12-28,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1
132,0.716488144345404,0.339828910145598,AZ,2023-12-29,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
133,0.514104070745792,0.1166017540824715,AZ,2023-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
134,1.00678980144628,0.1728228824273285,AZ,2023-12-31,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,1
135,2.33842175476882,0.301894844351063,AZ,2024-01-01,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0
136,2.78337668320581,0.3027842799351155,AZ,2024-01-02,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
137,0.982058160588404,0.319456260648692,AZ,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
138,0.801446326943247,0.2274491772620945,AZ,2024-01-04,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1
139,0.418859255899156,0.2419184316457775,AZ,2024-01-05,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
140,1.01543363534491,0.1297124751935565,AZ,2024-01-06,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
141,1.28970147930192,0.0554930284395035,AZ,2024-01-07,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
142,1.44984861728807,0.1677195265849345,AZ,2024-01-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
143,1.67688222460235,0.186767109933975,AZ,2024-01-09,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,1
144,0.203683439846099,0.0403810586860148,AZ,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
145,1.90360889093694,0.337375447569105,AZ,2024-01-11,1,1,1,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1
146,0.944705891544125,0.225527537524757,AZ,2024-01-12,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
147,0.801600398947627,0.155214084200066,AZ,2024-01-13,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
148,2.03939605687952,0.252756360980595,AZ,2024-01-14,1,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1
149,2.29179330619559,0.1734858259106325,AZ,2024-01-15,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0
150,0.128151345868674,0.02018035153221265,AZ,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
151,1.38643383826329,0.1809421110036965,AZ,2024-01-17,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0
152,0.805651843224693,0.220728376843533,AZ,2024-01-18,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
153,0.276022850345679,0.01391600933858255,AZ,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
154,0.638877732023297,0.2139379077080255,AZ,2024-01-20,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
155,2.34691655724765,0.206164458235966,AZ,2024-01-21,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1
156,1.32386962769417,0.0574727150081395,AZ,2024-01-22,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
157,1.3775949837807,0.075771403145975,AZ,2024-01-23,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
158,2.42129473561085,0.353280277601298,AZ,2024-01-24,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,0
159,0.110720556545025,0.00638560653965095,AZ,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160,1.09501516221318,0.4524655795337515,AZ,2024-01-26,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0
161,1.21069902658221,0.132822904169287,AZ,2024-01-27,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0
162,0.0105804811645606,0.00427839769742397,AZ,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
163,1.71365760793715,0.1160692940679545,AZ,2024-01-29,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1
164,1.20627688534874,0.098625149263676,AZ,2024-01-30,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
165,0.790273439674503,0.068807121059554,AZ,2024-01-31,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0
166,0.0572535251969054,0.00250086863924155,AZ,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167,0.0449707078460553,0.002187598903316995,AZ,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
168,NA,NA,AZ,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
169,1.92538514256908,0.255712889633868,CA,2023-12-24,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1
170,0.846183201240093,0.410864454479069,CA,2023-12-25,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
171,2.48491914054004,0.2884461902615285,CA,2023-12-26,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0
172,2.69062556202058,0.3692034014991315,CA,2023-12-27,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0
173,2.60283486715017,0.2480565802022395,CA,2023-12-28,1,1,1,1,1,0,0,1,1,1,0,1,1,0,0,0,1,0
174,3.0874571869166,0.2441137660054935,CA,2023-12-29,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0
175,1.17013847322528,0.3370725925884815,CA,2023-12-30,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,0
176,0.476050378890298,0.122591030282659,CA,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
177,0.364804681435697,0.2332500298193485,CA,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
178,1.1665110227113,0.2667775241814335,CA,2024-01-02,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0
179,1.37912013324155,0.243378278487892,CA,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0
180,1.8345557821136,0.2703714112217365,CA,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
181,1.33775907815095,0.228957061187148,CA,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
182,3.15861227990916,0.398057914410931,CA,2024-01-06,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,0
183,1.54820664955989,0.50315421689311,CA,2024-01-07,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,1,0,1
184,2.99112718752057,0.223069134960477,CA,2024-01-08,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0
185,10.5080868763984,0.1505990970514205,CA,2024-01-09,1,0,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,1
186,9.71635256834996,0.1541780750450115,CA,2024-01-10,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,1,0
187,7.39729623521672,0.150241638893961,CA,2024-01-11,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
188,4.74475738817317,0.169823619066615,CA,2024-01-12,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0
189,3.16276847897032,0.129931078813737,CA,2024-01-13,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0
190,1.55615873864021,0.200743695775002,CA,2024-01-14,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0
191,1.58919833342317,0.229814609961752,CA,2024-01-15,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0
192,1.71196254219047,0.1730867678675525,CA,2024-01-16,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1
193,3.52039980193458,0.0491816121653264,CA,2024-01-17,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,0
194,1.74760832371397,0.156115590238016,CA,2024-01-18,1,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1
195,1.91537640578338,0.0444329611119406,CA,2024-01-19,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0
196,1.79914846389981,0.097857104004995,CA,2024-01-20,1,1,1,1,0,0,1,1,0,1,1,1,1,0,0,1,0,0
197,0.852145491889274,0.2351288847741775,CA,2024-01-21,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
198,2.27127864082413,0.079188189549598,CA,2024-01-22,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1
199,2.18578980612105,0.03656234889772445,CA,2024-01-23,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
200,1.00530242660857,0.106672190339897,CA,2024-01-24,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0
201,1.88594213023531,0.1496691445384515,CA,2024-01-25,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0
