...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,X23B_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,X23B_95_CI,other_95_CI
1,NA,NA,AK,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.06362114059706,0.066613412964198,AK,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
3,NA,NA,AK,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,AK,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,NA,AK,2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,AK,2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,AK,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,0.0463020025005321,0.052096136593446,AK,2023-03-05,1,1,1,1,1,1,0,1,0,1,1,1
9,NA,NA,AK,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,AK,2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,0.122335307255964,0.0467194934356906,AK,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
12,0.0354788422697369,0.0451682561562886,AK,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
13,NA,NA,AK,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,AK,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,AK,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,0.0314157784252342,0.04003361943848665,AK,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
17,NA,NA,AK,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0.0313486032794569,0.0380466626324173,AK,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
19,0.0315051284383594,0.0371847927660649,AK,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
20,NA,NA,AK,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,0.0277809384454945,0.03570835806197525,AK,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
22,NA,NA,AK,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.0268141254861071,0.03454402947766135,AK,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
24,NA,NA,AK,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1.09583689561732,0.70742599114037,AK,2023-03-24,0,1,0,1,1,1,0,1,0,1,1,1
28,NA,NA,AK,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.0731603835966831,0.0329980968116908,AK,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
34,NA,NA,AK,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.0229928355903964,0.03392397483348905,AK,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1
37,NA,NA,AK,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,1.05017504982652,0.4055708826502605,AK,2023-04-07,1,1,1,0,1,1,1,1,0,0,1,1
42,NA,NA,AK,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.0397393020407691,0.0300476010572973,AL,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
45,NA,NA,AL,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.118617042502643,0.02546698017286195,AL,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
48,0.79194852917693,0.379819292414114,AL,2023-03-03,0,1,1,1,1,1,1,1,1,1,1,1
49,NA,NA,AL,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.103457004637717,0.02191966568202705,AL,2023-03-05,1,1,1,1,1,1,1,0,0,1,1,1
51,NA,NA,AL,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.0305352607744345,0.0200300199102583,AL,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
53,0.0981440345315357,0.0192094592563491,AL,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
54,0.891631255201418,0.2856453379619435,AL,2023-03-09,1,0,1,1,1,1,0,0,1,1,1,1
55,NA,NA,AL,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.0251601037310776,0.01573820198308905,AL,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
60,0.0793499754904403,0.0153697821588434,AL,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
61,0.0232672637331054,0.01505481842594025,AL,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
62,0.0226153112814221,0.01479173888437445,AL,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
63,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.986751336625199,0.428040073618639,AL,2023-03-20,1,1,1,1,1,0,1,1,0,1,1,0
66,NA,NA,AL,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.0238442204389428,0.01422631773755845,AL,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
68,NA,NA,AL,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.0254226949032988,0.0143512297726105,AL,2023-03-24,1,1,1,1,1,1,0,1,0,1,1,1
70,0.991767613162576,0.429162767756934,AL,2023-03-25,1,1,1,1,1,0,1,1,1,1,0,0
71,NA,NA,AL,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.0762914303768048,0.01494392284268655,AL,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
73,NA,NA,AL,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0252339256764256,0.0186489978222991,AL,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.0283675542260113,0.020477089412775,AL,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1
82,2.24125224243945,0.82490550791636,AL,2023-04-06,1,1,0,1,1,0,0,1,0,1,1,0
83,NA,NA,AL,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.10035623032118,0.02405528678253965,AL,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1
85,0.527192542241204,0.254246388391446,AR,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
86,8.6456007447415,0.3890690991292225,AR,2023-02-27,0,1,0,1,1,1,0,1,0,1,1,0
87,2.04400148529671,0.4126455918660195,AR,2023-02-28,0,1,0,1,1,0,0,1,0,1,1,0
88,0.67335081739066,0.03785942330433765,AR,2023-03-01,1,1,1,1,1,1,1,1,0,1,1,0
89,0.60572542243085,0.1325854066277995,AR,2023-03-02,1,1,1,1,1,1,0,1,0,1,1,1
90,0.150395737647177,0.03285890970315485,AR,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
91,0.0407082787483362,0.03068718839353075,AR,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
