...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,recombinant_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,recombinant_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
86,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0.53072602535078,0.058899241737159,AR,2023-05-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
88,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.117400401363976,0.070879970498608,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
91,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-05-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.689850434034455,0.51777968032612,AR,2023-05-29,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
94,0.683381241372171,0.504728385348775,AR,2023-05-30,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
95,0.16216724681184,0.096592992455494,AR,2023-05-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,NA,NA,AR,2023-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-06-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-06-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-06-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.223507529698839,0.1483593325342295,AR,2023-06-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,0.225362836473191,0.157554496782514,AR,2023-06-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104,0.236747962755728,0.16723814151102,AR,2023-06-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,NA,NA,AR,2023-06-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-06-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.623573363848459,0.199256026807417,AR,2023-06-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,0.489555112612813,0.3070764303116585,AR,2023-06-13,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
109,0.466075448093499,0.2930489137863655,AR,2023-06-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,NA,NA,AR,2023-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.436037651019009,0.265728500755689,AR,2023-06-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-06-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.347759513032616,0.2896595589422195,AR,2023-06-19,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
115,NA,NA,AR,2023-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.378001536684155,0.3328999025327005,AR,2023-06-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,0.386442157190173,0.347519468190008,AR,2023-06-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2023-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,2.67323943348314,0.3911131066470345,AR,2023-06-26,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
122,0.3144604122044,0.145919375817169,AR,2023-06-27,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
123,NA,NA,AR,2023-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-06-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-06-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.01032311652361,0.1943992317699315,AZ,2023-05-21,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1
128,1.34322882920475,0.2049616923205005,AZ,2023-05-22,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
129,1.00898534113418,0.1681289950948165,AZ,2023-05-23,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
130,1.35101910597118,0.278108905991597,AZ,2023-05-24,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
131,0.439818265827213,0.057200975704435,AZ,2023-05-25,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
132,0.954596179977137,0.277683372389312,AZ,2023-05-26,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1,1
133,0.431096756765596,0.061479473271821,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
134,2.26018773105445,0.301011597265019,AZ,2023-05-28,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
135,1.33606732608042,0.294152474536512,AZ,2023-05-29,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,0
136,1.8830570710839,0.3628289822961685,AZ,2023-05-30,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
137,1.44334712568735,0.2169781472787915,AZ,2023-05-31,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,1
138,2.24780283181228,0.445298658791017,AZ,2023-06-01,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1
139,0.79226988276518,0.2871821250827565,AZ,2023-06-02,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
140,0.765241504039851,0.2156858943485255,AZ,2023-06-03,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
141,0.822400502771421,0.1965425757038545,AZ,2023-06-04,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
142,0.656309272726772,0.231274630148222,AZ,2023-06-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
143,1.40543968533347,0.388881680027592,AZ,2023-06-06,1,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1
144,1.0831295753005,0.28384181174214,AZ,2023-06-07,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1
145,1.90839043305899,0.3774487760258965,AZ,2023-06-08,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1
146,1.34588827308333,0.3993390216316995,AZ,2023-06-09,0,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1,1,1
147,1.05247744448354,0.4357043681690315,AZ,2023-06-10,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0
148,0.843832993068327,0.219526418156507,AZ,2023-06-11,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
149,1.71500030723878,0.3570612025791525,AZ,2023-06-12,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
150,2.85574092329219,0.46837489550384,AZ,2023-06-13,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1,1
151,2.7477010750174,0.3080890079495,AZ,2023-06-14,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1
152,1.44844120450434,0.659536751530115,AZ,2023-06-15,1,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0
153,0.812840378228721,0.2419320629381925,AZ,2023-06-16,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
154,0.697816535250029,0.3518887106128245,AZ,2023-06-17,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
155,8.34864091551057,0.493514885561279,AZ,2023-06-18,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1
156,4.99101357451061,0.4139599827909355,AZ,2023-06-19,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0
157,4.48876273748118,0.489782444603683,AZ,2023-06-20,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
158,2.29544999021299,0.368990654177923,AZ,2023-06-21,1,1,1,1,1,0,0,1,1,1,0,0,0,1,0,0,1,0
159,2.47446649169653,0.4191482334510595,AZ,2023-06-22,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,1
160,0.19262358036692,0.16549174589907,AZ,2023-06-23,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
161,1.69854047887734,0.4506485928741965,AZ,2023-06-24,1,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1
162,2.1185971385629,0.391763792667792,AZ,2023-06-25,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
163,3.82676747767226,0.3718192777201805,AZ,2023-06-26,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0
164,2.16092628589415,0.3319492000819215,AZ,2023-06-27,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1
165,1.41306135456917,0.331920224700829,AZ,2023-06-28,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1
166,3.55903984153275,0.3902943792729815,AZ,2023-06-29,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0
167,1.46373148548451,0.3841747264862005,AZ,2023-06-30,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1
168,0.820558935124262,0.267735173432322,AZ,2023-07-01,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
169,1.04919886030104,0.4419993897303185,CA,2023-05-21,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1
170,1.5730899780027,0.2887571442065405,CA,2023-05-22,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0
171,1.36669770185994,0.281566714584529,CA,2023-05-23,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
172,1.42461022150226,0.274773920805594,CA,2023-05-24,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,1,0
173,1.92281256577943,0.273073732249107,CA,2023-05-25,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1
174,1.58192094557489,0.324341780828136,CA,2023-05-26,0,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0
175,1.11462256862177,0.3123421543603225,CA,2023-05-27,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
176,1.5603028521789,0.4194067965052775,CA,2023-05-28,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
177,1.86490095932552,0.4797484023558325,CA,2023-05-29,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1
178,1.79554249363177,0.285782690090081,CA,2023-05-30,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0
179,1.73241389876352,0.3199540338998995,CA,2023-05-31,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
180,1.74068143407103,0.3156132433590455,CA,2023-06-01,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1
181,1.44376630942683,0.369690503553881,CA,2023-06-02,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1
182,1.29383199855309,0.298147663108853,CA,2023-06-03,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0
183,2.47338746862758,0.438371227848556,CA,2023-06-04,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
184,1.50983788552678,0.2970233214515985,CA,2023-06-05,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1
185,2.14466662906177,0.406258166897856,CA,2023-06-06,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,1,1
186,2.30039827571381,0.4029828011869385,CA,2023-06-07,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1
187,1.19720054539623,0.3608372140432835,CA,2023-06-08,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0
188,3.7459799858877,0.473555997821109,CA,2023-06-09,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1
189,1.28219531517402,0.58948563847486,CA,2023-06-10,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,1,1,1
190,0.914556493790898,0.3531132457142915,CA,2023-06-11,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
191,1.32408936250452,0.3633690621695155,CA,2023-06-12,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1,1,0
192,1.76543816251095,0.331104703560772,CA,2023-06-13,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
193,2.39388283436524,0.3883686969203815,CA,2023-06-14,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0
194,1.39385466891385,0.3581205443832165,CA,2023-06-15,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1
195,1.53007724409219,0.393808198067841,CA,2023-06-16,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0
196,1.46695362155707,0.4956721081027615,CA,2023-06-17,0,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
197,0.647182012860039,0.4603805313325375,CA,2023-06-18,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
198,1.88990717063647,0.358294780902878,CA,2023-06-19,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0
199,2.49096214473827,0.3753592348618205,CA,2023-06-20,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1
