...1,es_score,brier_score,location,target_date,X22B_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22B_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI
1,1.45362638930208,0.2752626803225055,AK,2023-02-05,1,0,1,0,1,1,1,1,0,1,0,1,1,1
2,6.66993863737649,0.2702143890094735,AK,2023-02-06,1,0,1,0,1,1,1,0,0,1,0,1,1,0
3,1.52388150536782,0.3293823852240415,AK,2023-02-07,1,0,1,1,0,1,1,1,0,1,1,0,1,0
4,1.43850005262018,0.308325253287999,AK,2023-02-08,1,1,1,1,1,1,1,0,1,0,0,1,1,0
5,0.2668757053514,0.2598424442693085,AK,2023-02-09,1,1,1,1,1,1,1,1,0,1,0,1,1,1
6,3.5942741808451,0.259184459140808,AK,2023-02-10,1,0,1,0,1,1,1,1,0,1,0,1,1,0
7,1.78034407564597,0.2573569727204665,AK,2023-02-11,1,1,1,0,1,1,1,0,0,1,0,1,1,1
8,1.86999915284449,0.2533472673213305,AK,2023-02-12,1,0,1,0,1,1,1,0,0,1,0,1,1,1
9,1.52398975285618,0.2898501165634275,AK,2023-02-13,1,1,1,1,1,1,1,1,0,0,0,0,1,0
10,0.918568034160311,0.2555586507739345,AK,2023-02-14,1,1,1,1,1,1,1,1,0,1,1,1,1,0
11,0.655006971326707,0.2565723363245855,AK,2023-02-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,3.37372125625716,0.2423876369711205,AK,2023-02-16,1,0,1,0,1,1,1,1,0,1,0,1,1,1
13,2.13220445410017,0.245405521711197,AK,2023-02-17,1,0,1,0,1,1,1,1,0,1,0,1,1,0
14,0.822105587708194,0.2483745641486675,AK,2023-02-18,1,1,1,1,1,1,1,1,0,1,0,1,1,1
15,0.286866508505552,0.2596575303988995,AK,2023-02-19,1,1,1,1,1,1,1,1,0,1,0,1,1,1
16,4.89107558696649,0.2394725644722785,AK,2023-02-20,1,0,1,0,1,1,1,0,0,1,0,1,1,1
17,2.50572859029239,0.2371696851161585,AK,2023-02-21,1,0,1,0,1,1,1,0,0,1,0,1,1,1
18,NA,NA,AK,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,1.66997075975213,0.2246821218180455,AK,2023-02-23,1,0,1,0,1,1,1,1,0,1,0,1,1,1
20,0.92804528721598,0.4356623741115085,AK,2023-02-24,1,1,1,1,0,1,1,1,1,0,1,0,1,1
21,NA,NA,AK,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.323884915249052,0.215177960578175,AK,2023-02-27,1,1,1,1,1,1,1,1,0,1,0,1,1,1
24,NA,NA,AK,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0.311248605940269,0.2020881568100415,AK,2023-03-05,1,1,1,1,1,1,1,1,0,1,0,1,1,1
30,NA,NA,AK,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.717946786514149,0.1963664450487785,AK,2023-03-08,1,1,1,1,1,1,1,1,0,1,0,1,1,1
33,0.318277459473433,0.1946220496864645,AK,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,NA,NA,AK,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.312737772816091,0.18861550431962,AK,2023-03-13,1,1,1,1,1,1,1,1,0,1,0,1,1,1
38,NA,NA,AK,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.308933623185907,0.186266000428735,AK,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,0.309354295149696,0.185269743656795,AK,2023-03-16,1,1,1,1,1,1,1,1,0,1,0,1,1,1
41,NA,NA,AK,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0.310891333160614,0.18365144466461,AK,2023-03-18,1,1,1,1,1,1,1,1,0,1,0,1,1,1
43,0.608560943490291,0.3843594463035185,AL,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,0.340472553080841,0.273290509655324,AL,2023-02-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,0.595992191163896,0.409374364118957,AL,2023-02-07,1,1,1,1,1,1,1,1,0,1,0,1,1,1
46,1.16447922397384,0.1343573820514765,AL,2023-02-08,1,1,1,0,1,1,1,1,0,1,0,0,1,1
47,0.964885301715051,0.67154319753336,AL,2023-02-09,1,1,1,1,0,1,1,1,1,1,0,0,1,1
48,0.157657998590324,0.120544023005425,AL,2023-02-10,1,1,1,1,1,1,1,1,0,1,0,1,1,1
49,NA,NA,AL,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
