...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,0.1945388264337,0.03889122743365645,AK,2022-07-10,1,1,1,1,1,1,1,0,0,1
2,2.47670062173344,0.2505097199375455,AK,2022-07-11,1,0,1,1,1,0,0,0,0,1
3,0.944791942788384,0.221706826889283,AK,2022-07-12,1,1,1,0,1,1,1,0,0,1
4,1.37498899727935,0.110657247295044,AK,2022-07-13,1,1,1,1,1,1,0,0,0,1
5,0.564940861022565,0.17053792671989151,AK,2022-07-14,1,1,1,1,1,1,1,1,1,1
6,0.696449626495607,0.16077295691699,AK,2022-07-15,1,1,1,1,1,1,0,0,1,1
7,1.16157392193283,0.143811802287824,AK,2022-07-16,1,1,1,1,1,1,0,0,1,1
8,1.06380145942248,0.2469329144931265,AK,2022-07-17,1,1,1,1,1,0,0,0,1,1
9,2.13689646484163,0.0513176236030075,AK,2022-07-18,1,1,0,1,1,0,1,0,0,1
10,2.62392713575018,0.01486288449737755,AK,2022-07-19,1,0,0,1,1,1,0,0,1,1
11,0.723229104196526,0.1461895720576715,AK,2022-07-20,1,1,1,1,1,1,0,0,0,1
12,0.725013736872404,0.1447657530481675,AK,2022-07-21,1,1,1,1,1,1,1,1,1,1
13,0.820552913153757,0.1003452102958255,AK,2022-07-22,1,1,1,1,1,1,0,0,0,1
14,0.520734790600065,0.00945326026896165,AK,2022-07-23,1,1,1,1,1,1,0,0,0,1
15,0.424593642018876,0.0911430927754515,AK,2022-07-24,1,1,1,1,1,1,0,0,0,1
16,1.32483714852733,0.2074769731441165,AK,2022-07-25,0,1,1,1,1,0,0,0,0,1
17,1.9228131759503,0.0545554720139775,AK,2022-07-26,1,1,0,1,1,0,1,0,0,1
18,1.16879395260848,0.04304828021607645,AK,2022-07-27,1,1,1,1,1,1,1,0,0,1
19,1.4230419918389,0.100320656044834,AK,2022-07-28,0,0,1,1,1,0,0,0,0,1
20,0.960814587859754,0.116563622004772,AK,2022-07-29,1,1,1,1,0,1,0,0,0,0
21,0.777875927369367,0.1032361869828745,AK,2022-07-30,1,1,1,1,1,1,0,0,0,1
22,1.37525278792452,0.003740599170371915,AK,2022-07-31,1,1,0,1,1,1,0,0,1,1
23,1.5153792258975,0.1007073173500645,AK,2022-08-01,1,1,1,0,1,1,0,0,0,1
24,0.432490009873882,0.0717711012368615,AK,2022-08-02,1,1,1,1,1,1,0,0,1,1
25,0.403089130227227,0.00263776476785241,AK,2022-08-03,1,1,1,1,1,0,1,0,1,1
26,1.01610713541139,0.1670079098123785,AK,2022-08-04,1,1,1,1,1,1,0,0,1,1
27,1.75179150835424,0.184241058745259,AK,2022-08-05,1,0,0,1,1,1,0,0,1,1
28,0.312204410168775,0.00186240342334759,AK,2022-08-06,1,1,1,1,1,1,1,1,1,1
29,0.258997625644157,0.00165903682354538,AK,2022-08-07,1,1,1,1,1,1,0,0,1,1
30,0.858888620506716,0.0987965113228385,AK,2022-08-08,1,1,1,1,1,1,0,0,1,1
31,1.1980301061735,0.091184698914477,AK,2022-08-09,1,1,1,1,1,1,0,0,0,1
32,0.932558981889408,0.001174193600076605,AK,2022-08-10,1,1,1,1,1,1,1,1,1,1
33,0.601564807866032,0.157078097230385,AK,2022-08-11,1,1,1,1,1,1,0,0,1,1
34,0.245312162900391,9.33381797651585e-4,AK,2022-08-12,1,1,1,1,1,1,1,1,1,1
35,1.22919787551167,0.1722784765435885,AK,2022-08-13,1,0,1,1,1,1,0,0,1,1
36,0.701372521102108,0.1899556854030335,AK,2022-08-14,1,1,1,1,1,1,1,1,1,1
37,0.341335047831404,6.62093989612325e-4,AK,2022-08-15,1,1,1,1,1,1,1,1,1,1
38,0.570330514830735,0.106346402539687,AK,2022-08-16,1,1,1,1,1,1,0,0,1,1
39,1.00274010003037,0.0889423985375995,AK,2022-08-17,1,1,1,0,1,1,1,0,0,1
40,0.0750600894163806,4.6974186448047e-4,AK,2022-08-18,1,1,1,1,1,1,1,1,1,1
41,0.595746970019377,0.096350312926314,AK,2022-08-19,1,1,1,1,1,1,1,1,1,1
42,0.988112739312544,0.481152670111393,AK,2022-08-20,1,0,0,1,1,1,1,1,1,1
43,0.418276741486379,0.243177778238712,AL,2022-07-10,1,1,1,1,1,1,0,0,1,1
44,1.79225577972167,0.2120483398031645,AL,2022-07-11,1,1,1,0,1,1,0,1,0,1
45,1.06144531925858,0.308569551627999,AL,2022-07-12,1,1,1,0,1,1,0,0,0,1
46,1.26163060737341,0.198414646516223,AL,2022-07-13,1,1,1,1,1,1,0,1,0,1
47,1.30046194865335,0.3079157601151175,AL,2022-07-14,1,0,1,1,1,1,0,0,0,1
48,1.89196977782618,0.3806487825976625,AL,2022-07-15,1,0,0,1,1,1,0,0,0,1
49,0.604255733040982,0.2308781505828015,AL,2022-07-16,1,1,1,1,1,1,1,0,0,1
50,0.833321208105188,0.233201527994914,AL,2022-07-17,1,1,1,1,1,1,0,0,0,1
51,0.637251025281587,0.188923032245181,AL,2022-07-18,1,1,1,1,1,1,0,0,1,1
52,3.64432327895948,0.148779232067946,AL,2022-07-19,1,0,0,1,0,0,0,0,0,0
53,1.30764898773102,0.226054894050079,AL,2022-07-20,1,1,1,1,1,1,0,0,0,1
54,2.32814808172687,0.1222751547046335,AL,2022-07-21,1,0,0,1,0,1,0,0,1,0
55,1.99807079445992,0.215829006525505,AL,2022-07-22,0,1,1,1,1,0,0,0,0,1
56,1.30083695196248,0.1590953415098515,AL,2022-07-23,1,1,1,1,0,1,1,0,0,0
57,0.808819759050622,0.1517119646942565,AL,2022-07-24,1,1,1,1,1,0,1,1,0,1
58,0.537405016596389,0.15006280866083,AL,2022-07-25,1,1,1,1,1,1,0,0,1,1
59,0.78456713213309,0.161734888740168,AL,2022-07-26,1,1,1,0,1,1,0,0,0,1
60,0.518207440308052,0.246000357351305,AL,2022-07-27,1,1,1,1,1,1,0,0,1,1
