...1,es_score,brier_score,location,target_date,X22B_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
1,0.329546459502013,0.2751555484354245,AK,2023-01-22,1,1,1,1,1,1,0,1,1,0,1,1
2,0.618037824113126,0.1409128440457955,AK,2023-01-23,1,1,1,1,1,1,0,0,1,1,1,1
3,1.56997538673239,0.24337986966576,AK,2023-01-24,1,0,1,1,1,1,1,0,1,1,1,0
4,1.39359869051848,0.3441268978737425,AK,2023-01-25,1,1,1,1,1,0,0,0,1,0,1,0
5,2.40938942085778,0.1742249345017995,AK,2023-01-26,1,0,1,0,1,1,0,0,1,0,1,1
6,1.14561850838286,0.355189164895334,AK,2023-01-27,1,1,1,1,1,1,1,0,1,0,1,0
7,0.244310413215903,0.1503587995773035,AK,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,1
8,0.382946866309086,0.229027710781011,AK,2023-01-29,1,1,1,1,1,1,1,0,1,0,1,1
9,1.00289508173906,0.153706947417121,AK,2023-01-30,1,0,1,1,1,1,1,0,0,1,1,1
10,1.2395747560018,0.281701330469622,AK,2023-01-31,1,1,1,0,1,1,0,0,1,0,1,1
11,1.17764283618218,0.373547292630263,AK,2023-02-01,1,0,1,0,1,1,1,0,1,0,1,1
12,3.20085160782003,0.299907387070995,AK,2023-02-02,1,0,1,0,1,1,1,0,1,0,1,1
13,1.13103947710787,0.400859916423762,AK,2023-02-03,1,1,0,1,1,1,1,0,0,0,1,1
14,0.80778229009446,0.2486476242494245,AK,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1
15,1.83699209483721,0.363172452366944,AK,2023-02-05,1,0,1,0,1,1,1,0,1,0,1,1
16,8.21769459636253,0.3468057375336105,AK,2023-02-06,1,0,1,0,1,1,0,0,0,0,1,1
17,2.13522097706978,0.385096780883046,AK,2023-02-07,1,0,1,0,0,1,1,0,1,0,0,1
18,2.27656603591683,0.353438984823785,AK,2023-02-08,1,0,0,0,1,1,1,0,1,0,1,1
19,0.310468593738379,0.2608026417199935,AK,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,1
