...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,1.14399798592451,0.2398361288048935,AK,2022-07-17,1,1,1,1,1,1,0,0,0,1
2,2.01755704049685,0.05744097916605,AK,2022-07-18,1,1,0,1,1,1,0,0,1,1
3,2.58044057269078,0.02396542809847295,AK,2022-07-19,1,0,0,1,1,1,0,0,1,1
4,0.73088622471067,0.1452717786861945,AK,2022-07-20,1,1,1,1,1,1,0,0,1,1
5,0.780964550033552,0.1414179782189275,AK,2022-07-21,1,1,1,1,1,1,0,0,1,1
6,0.856307022403604,0.1006996567846185,AK,2022-07-22,1,1,1,1,1,1,0,0,0,1
7,0.507760528134787,0.01765014180558965,AK,2022-07-23,1,1,1,1,1,1,0,0,1,1
8,0.459656076295449,0.0917132419986905,AK,2022-07-24,1,1,1,1,1,1,0,0,0,1
9,1.29838183412268,0.2027219412716765,AK,2022-07-25,0,1,0,1,1,0,0,0,0,1
10,1.80412587275516,0.0587283406226015,AK,2022-07-26,1,1,0,1,1,1,0,0,0,1
11,0.99287653626355,0.04701828753708455,AK,2022-07-27,1,1,1,1,1,1,1,1,1,1
12,1.23117081144105,0.102414995641872,AK,2022-07-28,0,1,1,1,1,1,1,0,0,1
13,0.945885529674913,0.1158350937998915,AK,2022-07-29,1,1,1,1,0,1,1,0,1,0
14,0.709139003079426,0.1027689718860265,AK,2022-07-30,1,1,1,1,1,1,0,0,0,1
15,1.15784888095526,0.0101282648852182,AK,2022-07-31,1,1,0,1,1,1,1,1,1,1
16,1.33054912351404,0.100351458875499,AK,2022-08-01,1,1,1,0,1,1,0,0,0,1
17,0.418734042145585,0.071731064219188,AK,2022-08-02,1,1,1,1,1,1,0,0,1,1
18,0.319286380143282,0.00847348256383005,AK,2022-08-03,1,1,1,1,1,1,1,1,1,1
19,1.20684788178685,0.158168261015562,AK,2022-08-04,1,0,1,1,1,1,0,0,0,1
20,2.04274109901305,0.1736688865920325,AK,2022-08-05,1,0,0,1,1,1,0,0,1,1
21,0.240738162664747,0.0072510656694381,AK,2022-08-06,1,1,1,1,1,1,1,1,1,1
22,0.202647213779544,0.006924066746701,AK,2022-08-07,1,1,1,1,1,1,1,1,1,1
23,0.909279268343852,0.095233208763022,AK,2022-08-08,1,1,1,1,1,1,0,0,1,1
24,1.27032417539482,0.088138173070112,AK,2022-08-09,1,1,1,1,1,1,0,0,1,1
25,0.703427246237355,0.00614882297770515,AK,2022-08-10,1,1,1,1,1,1,1,1,1,1
26,0.686559112217615,0.147673556698505,AK,2022-08-11,1,1,1,1,1,1,0,0,1,1
27,0.16220802561367,0.00578428040607485,AK,2022-08-12,1,1,1,1,1,0,1,0,1,1
28,1.45727842151183,0.161018167427912,AK,2022-08-13,1,0,0,1,1,1,0,0,1,1
29,0.796514115847459,0.1767750816302545,AK,2022-08-14,1,0,1,1,1,1,0,0,1,1
30,0.205927581162762,0.0054389735144161,AK,2022-08-15,1,1,1,1,1,1,1,1,1,1
31,0.625728349047689,0.100784674267557,AK,2022-08-16,1,1,1,1,1,1,0,0,1,1
32,0.942133420127612,0.0867363109934905,AK,2022-08-17,1,1,1,0,1,1,1,0,0,1
33,0.0391689042877951,0.00531905292215045,AK,2022-08-18,1,1,1,1,1,1,1,1,1,1
34,0.606300932938702,0.0913466780773955,AK,2022-08-19,1,1,1,1,1,1,0,0,1,1
35,1.11825568361432,0.4354085410744535,AK,2022-08-20,1,0,0,1,1,1,0,0,1,1
36,0.108297547563081,0.0054239785339951,AK,2022-08-21,1,1,1,1,1,1,1,1,1,1
