...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,other_95_CI
1,0.513851319220059,0.0165760026220435,AK,2022-08-07,1,1,1,0,0,0
2,0.643084587746895,0.0949937328871765,AK,2022-08-08,1,1,1,0,0,1
3,0.926295661362682,0.0888573691145765,AK,2022-08-09,1,1,1,0,0,1
4,2.00993102536024,0.0183919579508212,AK,2022-08-10,0,0,1,0,0,0
5,0.377129481886665,0.139867818459593,AK,2022-08-11,1,1,1,1,1,1
6,0.545155733032724,0.02006712741925795,AK,2022-08-12,1,1,1,0,0,1
7,0.693528542761351,0.150267369130609,AK,2022-08-13,1,1,1,0,0,1
8,0.430011484827334,0.1627623444207785,AK,2022-08-14,1,1,1,0,0,1
9,0.876559386181155,0.02347418571807185,AK,2022-08-15,1,1,1,1,1,1
10,0.374763866400797,0.1010189205692625,AK,2022-08-16,1,1,1,0,0,1
11,1.1091776809082,0.1010880182600285,AK,2022-08-17,1,1,0,0,0,0
12,0.195857821638354,0.0282990427548962,AK,2022-08-18,1,1,1,1,1,1
13,0.434384085673228,0.0955402694510095,AK,2022-08-19,1,1,1,1,1,1
14,0.754090074541636,0.3523246025525585,AK,2022-08-20,1,1,1,0,0,1
15,0.645096474580191,0.03509632256302595,AK,2022-08-21,1,1,1,0,0,0
16,1.02706956862496,0.241548053279594,AK,2022-08-22,0,1,1,0,0,1
17,0.0412247354120197,0.041107390048785,AK,2022-08-23,1,1,1,1,1,1
18,NA,NA,AK,2022-08-24,NA,NA,NA,NA,NA,NA
19,0.149561038135923,0.0486615253144801,AK,2022-08-25,1,1,1,1,1,1
20,NA,NA,AK,2022-08-26,NA,NA,NA,NA,NA,NA
21,0.16408530880316,0.058152726896179,AK,2022-08-27,1,1,1,1,1,1
22,0.184856997044508,0.0637715773447295,AK,2022-08-28,1,1,1,0,0,1
23,0.344435132793487,0.0700624158123915,AK,2022-08-29,1,1,1,0,0,1
24,0.190059287076431,0.0770998266397875,AK,2022-08-30,1,1,1,0,0,1
25,0.389984240228712,0.16840252000553,AK,2022-08-31,1,1,1,1,1,1
26,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA
27,0.092696197642333,0.103516030443535,AK,2022-09-02,1,1,1,0,0,1
28,NA,NA,AK,2022-09-03,NA,NA,NA,NA,NA,NA
29,0.0984711387228999,0.126439553094218,AK,2022-09-04,1,1,1,0,0,1
30,NA,NA,AK,2022-09-05,NA,NA,NA,NA,NA,NA
31,0.53787926569035,0.154468091466469,AK,2022-09-06,1,1,1,0,0,0
32,0.131611564774243,0.170610677621207,AK,2022-09-07,1,1,1,0,0,1
33,NA,NA,AK,2022-09-08,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2022-09-09,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2022-09-10,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2022-09-11,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2022-09-12,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2022-09-13,NA,NA,NA,NA,NA,NA
39,0.220171046390193,0.3275769939573455,AK,2022-09-14,1,1,1,1,1,1
40,NA,NA,AK,2022-09-15,NA,NA,NA,NA,NA,NA
41,0.542643096360617,0.3857580484423285,AK,2022-09-16,1,1,1,0,0,1
42,0.254704939499514,0.416510890083443,AK,2022-09-17,1,1,1,0,0,1
43,1.31279170224386,0.131270019976647,AL,2022-08-07,1,1,1,0,0,1
44,1.08936184867704,0.154155276374126,AL,2022-08-08,1,1,1,0,0,1
45,2.29149332406615,0.058153982070812,AL,2022-08-09,0,0,1,0,0,1
46,0.855350357786938,0.1713653961215475,AL,2022-08-10,1,1,1,0,0,1
47,1.61505478668051,0.1180577876651415,AL,2022-08-11,1,0,1,1,1,1
48,2.47185610545897,0.2232181784514045,AL,2022-08-12,0,0,1,0,0,0
49,2.24214505040966,0.115325398651907,AL,2022-08-13,0,0,1,0,0,1
50,3.38680391280558,0.093326891173813,AL,2022-08-14,0,0,1,0,0,1
51,1.03470026378673,0.188157124174587,AL,2022-08-15,1,1,1,0,0,1
52,0.862493727171903,0.155305449748455,AL,2022-08-16,1,1,1,1,1,1
53,1.25605928106619,0.183856681203653,AL,2022-08-17,1,1,0,1,0,0
54,2.30515337494286,0.230603552376797,AL,2022-08-18,0,0,1,0,0,1
55,1.27936855480053,0.2238450673521005,AL,2022-08-19,1,1,1,0,0,1
56,2.57923811755259,0.0920151674799165,AL,2022-08-20,0,0,1,0,0,1
57,2.3572474946085,0.096934232257253,AL,2022-08-21,0,0,1,0,0,1
58,2.44896795951754,0.1538118783717235,AL,2022-08-22,0,0,1,0,0,1
59,1.60332189395567,0.222364017674171,AL,2022-08-23,1,1,1,0,0,1
60,2.47251836647588,0.1358830629233015,AL,2022-08-24,0,0,1,0,0,1
61,2.21228565135972,0.1427600587448975,AL,2022-08-25,0,0,1,0,0,1
62,1.70193761693466,0.2029013547362135,AL,2022-08-26,0,1,0,1,0,0
63,2.57634079275561,0.1718971459899845,AL,2022-08-27,0,0,1,0,0,1
