...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,X23B_50_CI,X23E_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,X23B_95_CI,X23E_95_CI,other_95_CI
24,NA,NA,AK,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-05-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.03243811339888,0.01971562854488055,AL,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,0.0346504525245463,0.01973632165889835,AL,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,0.0328544013024375,0.0197668967028975,AL,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,NA,NA,AL,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,0.0358623204083579,0.0204366194940845,AL,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,NA,NA,AL,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.881837992095133,0.400637253108418,AL,2023-05-03,1,1,1,0,1,1,1,1,0,1,0,1,1,1
61,NA,NA,AL,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.785833017839309,0.384151172005884,AL,2023-05-19,1,1,1,1,0,1,1,1,0,1,1,0,1,1
77,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.0810758734699421,0.0329539931446254,AL,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,NA,NA,AL,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-05-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1.24007815114518,0.466194579587811,AR,2023-04-16,1,0,1,0,1,1,1,1,0,1,0,1,1,1
86,0.0132443867192937,0.003016746781213745,AR,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,NA,NA,AR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,NA,NA,AR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.00407598975454726,0.00284319124836152,AR,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,0.0252784289973429,0.00281052615302644,AR,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92,0.00439346655629877,0.002781640632413415,AR,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,0.00372320004122842,0.002756334609990675,AR,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,NA,NA,AR,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,NA,NA,AR,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,0.0296582701196186,0.00267184152789613,AR,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,NA,NA,AR,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,1.28931532584987,0.92323264485031,AR,2023-05-02,1,0,1,1,1,1,0,1,0,1,1,1,1,0
102,0.00313558016589618,0.00266961160604389,AR,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,1.3063367861491,0.904700776534595,AR,2023-05-08,1,0,1,1,0,1,1,1,0,1,1,0,1,1
108,0.012320363858686,0.002748051934085805,AR,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,2.51765931526443,0.626621598597385,AR,2023-05-10,0,0,1,1,1,1,1,0,0,1,1,1,1,1
110,NA,NA,AR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-05-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-05-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,0.0432740562782008,0.00363175458541344,AR,2023-05-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
123,NA,NA,AR,2023-05-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.00820010518867403,0.00407336614052256,AR,2023-05-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2023-05-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.25752898366584,0.2532378996137545,AZ,2023-04-16,1,1,1,1,0,1,0,1,0,1,0,0,1,0
128,1.07847635657093,0.106416322332011,AZ,2023-04-17,0,1,1,1,1,1,1,0,0,1,1,0,1,1
129,1.23264057091778,0.1764174429259515,AZ,2023-04-18,1,1,1,0,1,1,1,1,0,1,0,0,1,1
130,1.74823982300568,0.0439017243960565,AZ,2023-04-19,1,0,1,0,1,1,1,1,0,1,0,0,1,0
131,3.09890147005753,0.2437148167956445,AZ,2023-04-20,1,0,0,0,1,1,1,1,0,0,0,1,1,0
132,1.19016092386559,0.86461569480169,AZ,2023-04-21,1,0,1,1,0,1,1,1,0,1,1,0,1,1
133,0.125530669167245,0.01045243034794805,AZ,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,1.91649541447521,0.076251388393044,AZ,2023-04-23,1,1,1,0,0,1,1,1,0,1,0,0,1,0
135,1.57338161922096,0.04591140402886705,AZ,2023-04-24,1,0,1,1,1,1,1,0,0,1,0,0,1,0
136,1.10529096504365,0.1318210065372855,AZ,2023-04-25,1,1,1,1,1,1,1,1,1,1,0,0,0,1
137,1.34650652345368,0.0969480000167925,AZ,2023-04-26,1,1,1,1,1,1,1,1,0,1,1,0,1,1
138,0.60838294079042,0.072923535139088,AZ,2023-04-27,1,1,1,1,1,1,1,1,1,1,0,1,1,0
139,0.671936614783511,0.01162385074069815,AZ,2023-04-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,0.345397229185929,0.0118549238955759,AZ,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,1.68772295262078,0.2099653439088825,AZ,2023-04-30,1,1,1,0,1,1,1,1,0,1,0,0,1,1
142,1.69020546786148,0.090119309527962,AZ,2023-05-01,0,1,1,0,1,1,1,0,0,1,0,0,1,1
143,3.75928144386517,0.212773540841925,AZ,2023-05-02,1,0,1,0,1,0,1,1,0,1,0,0,0,1
144,1.49167572399049,0.1416300618416655,AZ,2023-05-03,1,1,1,1,1,0,1,1,1,1,0,1,0,1
145,1.22186595912067,0.073733109638286,AZ,2023-05-04,1,1,1,1,1,1,1,1,0,1,0,1,1,1
146,1.47678542820916,0.2545905412769335,AZ,2023-05-05,0,0,1,1,1,1,1,0,0,1,0,1,1,1
147,0.677635843398692,0.01388346608062945,AZ,2023-05-06,1,1,1,1,1,1,1,1,0,1,1,0,1,1
148,4.15605067145936,0.3229301733498645,AZ,2023-05-07,0,0,1,1,0,0,1,0,0,1,0,0,0,1
149,6.87438363245536,0.321188868250778,AZ,2023-05-08,0,0,1,0,1,1,1,0,0,1,0,0,1,0
150,1.89921329567914,0.097261624830982,AZ,2023-05-09,1,1,1,1,1,1,1,1,0,1,0,0,1,0
151,1.33091276972057,0.140735260375072,AZ,2023-05-10,0,1,1,1,1,1,1,0,0,1,0,0,1,0
152,0.107396071985023,0.015955587608867,AZ,2023-05-11,1,1,1,1,1,1,1,1,0,1,0,1,1,1
153,0.951435886296966,0.1379298206134635,AZ,2023-05-12,0,1,1,1,1,1,1,0,0,1,0,1,1,1
154,NA,NA,AZ,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,1.91374694800933,0.4365810772191235,AZ,2023-05-14,1,0,1,1,0,1,1,1,0,1,1,0,1,1
156,2.58352238004516,0.2171424079480745,AZ,2023-05-15,0,0,1,1,0,1,1,0,0,1,0,0,1,1
157,1.46920312942287,0.194378057949181,AZ,2023-05-16,1,1,1,1,1,0,1,1,0,1,0,0,0,1
158,1.38073695757309,0.183503799342942,AZ,2023-05-17,1,1,1,1,0,1,1,1,0,1,0,1,1,1
159,1.73988479801864,0.297472250801021,AZ,2023-05-18,1,1,1,1,0,1,1,1,0,1,1,0,1,0
160,0.973060233987519,0.73417673376744,AZ,2023-05-19,1,0,1,0,1,1,1,1,1,1,0,0,1,1
161,1.98978604115793,0.72899592437657,AZ,2023-05-20,1,0,1,0,1,1,1,1,0,1,0,1,1,1
162,0.984987372482283,0.193711402724575,AZ,2023-05-21,1,1,1,1,1,1,0,1,0,1,0,1,1,1
163,1.89949890307381,0.210132727229772,AZ,2023-05-22,1,1,1,1,0,0,1,1,0,1,0,0,0,1
164,0.998051185622058,0.162410301670136,AZ,2023-05-23,0,1,1,1,1,1,1,0,0,1,1,1,1,1
165,2.20522413253724,0.298701844822884,AZ,2023-05-24,0,0,1,1,0,1,1,0,0,1,0,0,1,1
166,0.300668083289543,0.0270963660791313,AZ,2023-05-25,1,1,1,1,1,1,1,1,0,1,0,1,1,0
167,1.03077826601661,0.2944617858259115,AZ,2023-05-26,1,1,1,0,1,1,1,1,0,1,1,0,1,1
168,0.339021619706085,0.0296813401932215,AZ,2023-05-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169,2.91343645276279,0.148218559312007,CA,2023-04-16,1,1,1,0,0,1,1,1,0,0,1,0,0,1
170,3.15807374785566,0.148080993787316,CA,2023-04-17,1,1,1,1,1,0,1,1,0,0,0,1,0,1
171,2.68208026446837,0.12930997101825,CA,2023-04-18,1,0,1,1,1,1,1,1,0,0,0,0,1,0
172,2.70422119720919,0.211061239522676,CA,2023-04-19,1,1,1,1,1,0,1,1,0,1,0,0,0,1
173,1.98423990127892,0.2048372685925625,CA,2023-04-20,1,1,1,1,1,1,1,0,0,1,0,1,0,0
174,5.20505460062969,0.082085356401244,CA,2023-04-21,1,0,1,0,0,1,1,0,0,1,0,0,1,0
175,4.85113330262818,0.3157362166231765,CA,2023-04-22,1,0,0,1,1,0,0,1,0,0,1,0,0,0
176,1.86809161421156,0.2661771005987455,CA,2023-04-23,1,1,1,1,0,1,1,1,0,1,1,0,1,1
177,2.31559205092801,0.160196132917362,CA,2023-04-24,1,1,0,0,1,1,1,0,0,0,0,0,1,1
178,4.21546878066556,0.239368252249772,CA,2023-04-25,0,1,1,1,1,1,1,0,0,1,1,0,0,0
179,5.24516613701108,0.14427414705281,CA,2023-04-26,1,0,1,1,0,0,1,1,0,0,0,0,0,0
180,3.47614439920115,0.170698585657899,CA,2023-04-27,1,1,1,1,1,1,1,1,0,1,1,1,0,1
181,2.67248170982765,0.180390964854824,CA,2023-04-28,1,1,1,1,1,1,1,0,0,1,0,0,0,1
182,4.3737830768684,0.276313270217597,CA,2023-04-29,1,0,1,1,1,1,1,0,0,0,0,0,0,0
183,2.48864527068648,0.189981079786013,CA,2023-04-30,1,1,0,1,1,1,1,1,0,0,0,1,1,1
184,4.38667065734695,0.2476693998187865,CA,2023-05-01,1,1,1,0,1,1,1,1,0,1,0,0,1,0
185,5.27296670204611,0.2754141887634655,CA,2023-05-02,1,0,1,1,0,0,1,0,0,0,0,0,0,0
186,3.15804183867471,0.1953596151183545,CA,2023-05-03,1,0,1,1,1,1,1,1,0,0,0,0,0,1
187,1.8460103446385,0.2325828112788585,CA,2023-05-04,1,1,1,1,1,1,1,0,0,1,0,0,0,0
188,4.2347768511892,0.205403703378808,CA,2023-05-05,1,1,1,0,0,0,1,0,0,1,0,0,0,0
189,2.26534058561586,0.1972918520865615,CA,2023-05-06,1,1,0,1,1,1,1,0,0,0,0,0,0,1
190,1.22234888373101,0.268059489987847,CA,2023-05-07,1,1,1,1,1,1,1,1,0,1,0,0,0,1
191,8.08468642386401,0.349087556947882,CA,2023-05-08,1,0,1,0,1,1,0,0,0,1,0,0,0,0
192,4.65909476196699,0.199442729074184,CA,2023-05-09,1,0,1,1,0,1,0,0,0,1,0,0,0,1
193,2.89027281465544,0.2822486063547535,CA,2023-05-10,1,1,1,1,1,1,1,0,0,1,0,0,0,0
194,4.38345470894577,0.288449304928349,CA,2023-05-11,1,1,1,1,0,1,0,1,0,1,0,0,1,0
195,1.64301427065955,0.232303383321075,CA,2023-05-12,1,1,0,1,1,1,1,0,0,0,0,0,1,1
196,1.3402247273322,0.376300555191176,CA,2023-05-13,1,1,1,0,1,0,1,1,0,1,0,1,0,1
197,4.40459069627313,0.509586019685265,CA,2023-05-14,1,0,0,1,1,0,0,1,0,0,0,0,0,0
198,5.10988583667342,0.3606822010259675,CA,2023-05-15,1,0,1,1,0,1,1,0,0,0,1,0,0,1
199,2.12864398693736,0.249470383948262,CA,2023-05-16,1,1,1,1,1,1,1,0,0,1,0,0,0,1
200,1.48460921817027,0.314698626994351,CA,2023-05-17,1,1,1,1,1,1,0,0,0,1,0,0,0,0
201,1.82829950752077,0.323415598046679,CA,2023-05-18,1,1,1,1,0,1,1,1,0,0,0,0,0,1
202,1.91777321615901,0.250379252246526,CA,2023-05-19,1,0,1,1,1,1,1,0,0,1,0,1,0,1
203,1.19365191838978,0.159012099041828,CA,2023-05-20,1,0,1,1,1,1,1,0,0,1,0,1,1,0
204,1.0475630714763,0.4477675235827165,CA,2023-05-21,0,1,1,1,1,1,1,0,1,1,0,0,1,1
205,2.23390752695861,0.312933580863555,CA,2023-05-22,1,1,0,1,0,1,1,0,0,0,0,1,1,1
206,1.79370223757259,0.296456384464077,CA,2023-05-23,1,1,1,1,1,1,1,0,1,1,1,1,0,1
207,1.87311740089448,0.324107529421976,CA,2023-05-24,1,1,0,0,1,1,1,0,0,0,1,1,1,1
208,2.29396000994315,0.3003053842886035,CA,2023-05-25,1,0,1,1,1,1,0,0,0,1,0,0,1,0
209,2.15831388595966,0.3522957753165565,CA,2023-05-26,1,1,1,1,1,1,0,0,0,1,0,1,1,0
210,1.50949720817616,0.3575874422251575,CA,2023-05-27,1,1,1,0,0,1,1,1,0,1,0,1,1,1
211,NA,NA,CO,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.767842511037344,0.1795316184042075,CO,2023-04-17,1,1,1,1,1,0,1,1,0,1,0,1,0,1
213,0.713368662489999,0.265607345796091,CO,2023-04-18,1,1,1,0,1,1,1,1,1,1,0,1,1,0
214,0.196864277044738,0.02368940711292745,CO,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,NA,NA,CO,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
216,1.13106470088067,0.79191640921427,CO,2023-04-21,1,0,1,1,1,0,1,1,0,1,1,1,0,1
217,1.12562297680094,0.79744000658436,CO,2023-04-22,1,0,1,1,0,1,1,1,0,1,1,0,1,1
218,NA,NA,CO,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.739978169498824,0.1814624054427175,CO,2023-04-24,1,1,1,1,1,0,1,1,1,1,1,0,0,1
220,0.761483610159023,0.2773521042313625,CO,2023-04-25,1,1,1,1,1,1,0,1,1,1,1,0,1,0
221,0.297383479989151,0.03880654922079495,CO,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,NA,NA,CO,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,1.07530322284586,0.2468986878741285,CO,2023-04-28,1,1,1,0,1,1,1,1,1,1,0,1,0,1
224,0.057900929571651,0.04844217715054275,CO,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225,0.192464273569357,0.052204700511592,CO,2023-04-30,1,1,1,1,1,1,1,1,0,1,0,1,1,1
226,0.793324315256495,0.0562758263164755,CO,2023-05-01,1,0,1,1,1,1,1,1,0,1,1,0,1,1
227,0.52466625562954206,0.1682388578592985,CO,2023-05-02,1,1,1,1,1,1,1,1,0,0,1,1,1,1
228,0.0828036464678826,0.065426491215271,CO,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,0.454429662618851,0.070547511294035,CO,2023-05-04,1,1,1,1,1,1,1,1,0,1,1,1,0,1
230,0.092108987855906,0.076059625367585,CO,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
231,NA,NA,CO,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,0.593981427922291,0.3066106065547435,CO,2023-05-07,1,1,1,0,1,1,1,1,0,1,0,0,0,1
233,0.946685631822211,0.69872014163065,CO,2023-05-08,1,1,1,1,0,1,1,1,0,1,1,0,1,1
234,0.548189059416638,0.297965198774192,CO,2023-05-09,1,1,1,1,1,1,1,1,0,1,0,1,1,1
235,2.2960709517144,0.568043057270575,CO,2023-05-10,1,0,1,0,1,0,0,1,0,1,0,1,1,0
