...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,X23B_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,X23B_95_CI,other_95_CI
17,0.0642903315071899,0.00330301508830756,AK,2023-04-04,1,1,1,1,1,1,1,0,1,0,1,1,1,1
18,0.141261680398609,0.003453999318488315,AK,2023-04-05,1,1,1,1,1,1,1,0,1,0,1,1,1,1
19,0.0213946236694587,0.003639633773632835,AK,2023-04-06,1,1,1,1,1,1,1,0,1,0,1,1,0,1
20,1.00470653361761,0.18772501625053,AK,2023-04-07,1,1,1,1,0,1,1,0,1,1,1,0,1,1
21,0.0240066316467455,0.004130547520479195,AK,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,0.00565206005353776,0.004445270737830115,AK,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,1.29177571802938,0.91638883324765,AK,2023-04-10,1,1,0,1,0,1,1,1,1,0,1,0,1,1
24,0.0777151404723186,0.0052420720247574,AK,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,0.00645058159613507,0.00573787135874215,AK,2023-04-12,1,1,1,1,1,1,1,1,0,0,1,1,1,1
26,0.0857850388783911,0.0063089692036533,AK,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,0.00951915631781655,0.00696399659434645,AK,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
28,0.0105472612908238,0.00771216801877505,AK,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
29,0.00854388636335529,0.00856313899422785,AK,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,1.1519520463659,0.4493719461711545,AK,2023-04-17,1,1,0,1,1,1,0,0,1,1,1,1,1,0
31,0.0393361005220361,0.01061305140468825,AK,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
32,NA,NA,AK,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.012495043483518301,0.0131907662889904,AK,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,NA,NA,AK,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,1.04023425399719,0.4291159987432325,AL,2023-03-20,1,1,1,1,1,1,0,1,1,0,1,1,1,0
45,NA,NA,AL,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.0182424780983688,0.0132383798835605,AL,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,NA,NA,AL,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.0175130833124741,0.01289083270032535,AL,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,1.0373048643168,0.4307603904741205,AL,2023-03-25,1,1,1,1,1,1,0,1,1,1,1,1,1,1
50,NA,NA,AL,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.0582995634761918,0.0125258550138539,AL,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,NA,NA,AL,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.0183898815764393,0.01232912762976465,AL,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,NA,NA,AL,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.0213142065181636,0.0124366241237378,AL,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,1.95541345257154,0.857997101096225,AL,2023-04-06,1,1,0,0,1,1,0,1,1,0,0,1,1,0
62,NA,NA,AL,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,0.0636018779787029,0.0127437371356884,AL,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,NA,NA,AL,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1.01761639811498,0.4356167411255815,AL,2023-04-10,1,0,1,1,1,1,1,1,0,0,1,1,1,1
66,1.14354632352196,0.80466279096786,AL,2023-04-11,0,1,0,1,1,1,1,0,1,0,1,1,1,1
67,0.0233031564687184,0.01346096845517945,AL,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,NA,NA,AL,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.0239964322399963,0.0139744629664916,AL,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,0.0237624364641498,0.01427600945573625,AL,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,NA,NA,AL,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.0253323266530577,0.0149798628297532,AL,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,0.0253171097152305,0.0153874121227337,AL,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,0.0260078540445054,0.01583602585924755,AL,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,NA,NA,AL,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.0360350807366549,0.02139598511866295,AL,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,NA,NA,AL,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.062894546336806,0.003704050345064125,AR,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,0.507164066313735,0.003319315658050645,AR,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,1.47017758200727,0.002975948424243845,AR,2023-03-22,1,1,0,1,1,1,1,1,1,0,1,1,1,0
89,0.0298723156236025,0.002669461130951975,AR,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,0.0240302396084605,0.002395842507077035,AR,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,1.21384440396361,0.473737987735263,AR,2023-03-26,1,1,0,0,1,1,1,1,1,0,0,1,1,1
93,0.00426914304302616,0.001738288109834315,AR,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,2.10080972041767,0.31008053133383,AR,2023-03-28,0,1,0,1,1,1,1,0,1,0,1,1,1,1
95,0.408695261922544,0.0014082102399093,AR,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,0.0158406891587201,0.001268861137861075,AR,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,0.00322258258428718,0.001144187813217105,AR,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,0.00310760702272042,0.0010326051640727,AR,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99,0.00956604510681305,9.32703593789415e-4,AR,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,0.00250068313313337,8.4322933719015e-4,AR,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,0.109866082457983,7.6306690808442e-4,AR,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,0.0437908347626637,6.9122348195637e-4,AR,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,0.0018169533050744,6.2681503301235e-4,AR,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104,1.27398944886015,0.4848462213548785,AR,2023-04-07,1,1,0,0,1,1,1,1,1,0,0,1,1,1
105,NA,NA,AR,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.00559781113948092,4.7074312635877e-4,AR,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,0.015127095599018,4.29009152932405e-4,AR,2023-04-10,1,1,1,1,1,1,1,1,1,0,1,1,1,0
108,0.00162016548754357,3.91538633670895e-4,AR,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,0.00524252561232234,3.5788692730955e-4,AR,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,NA,NA,AR,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,1.31012107895309,0.4895620070099155,AR,2023-04-16,1,1,0,1,0,1,1,1,1,0,1,0,1,1
114,0.00386483976942713,2.3441126517567e-4,AR,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,NA,NA,AR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.00116153602853271,1.7350308157709e-4,AR,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,0.0079895156529631,1.61925922288215e-4,AR,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120,9.8567857159283e-4,1.5153156560323e-4,AR,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121,9.2261878876638e-4,1.42208076869575e-4,AR,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,NA,NA,AR,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.52369028622759,0.171110529448363,AZ,2023-03-19,1,1,1,0,1,1,1,0,1,0,0,1,1,1
128,1.8111645852663,0.0909628970584845,AZ,2023-03-20,1,1,1,1,1,1,1,0,1,0,1,0,1,1
129,1.12160460813907,0.169215690201071,AZ,2023-03-21,1,1,1,1,0,1,1,1,0,0,1,0,1,1
130,0.702202171315189,0.097570818993957,AZ,2023-03-22,1,1,1,1,1,1,1,1,0,0,1,0,1,0
131,0.557234835362137,0.1131913291451575,AZ,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,0.279083823008613,0.00735715196211005,AZ,2023-03-24,1,1,1,1,1,1,1,1,1,0,1,0,1,1
133,0.0127891433343609,0.0073051631665138,AZ,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,0.712880659275477,0.1026347432349445,AZ,2023-03-26,1,1,1,1,1,1,1,0,1,0,1,0,1,1
135,1.39163077403547,0.112891018624562,AZ,2023-03-27,1,1,1,1,0,1,1,0,1,0,1,0,1,1
136,2.35992981356266,0.0478953779553083,AZ,2023-03-28,0,1,0,1,1,1,1,0,0,0,1,0,1,0
137,0.834569321341197,0.0072745156784414,AZ,2023-03-29,1,1,0,1,1,1,1,1,1,1,1,1,1,1
138,1.52564847675846,0.224856092965624,AZ,2023-03-30,1,1,0,0,0,1,1,0,1,0,0,0,1,1
139,0.0482309607498343,0.00736513462599065,AZ,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,0.875234780929738,0.2902233435085275,AZ,2023-04-01,0,1,1,1,1,1,1,0,1,0,1,1,1,1
141,0.729246664804028,0.1528602173788065,AZ,2023-04-02,1,1,1,1,0,1,1,1,0,0,1,0,0,0
142,1.24928317955652,0.0540730969298565,AZ,2023-04-03,1,1,1,1,1,0,1,1,0,1,1,1,0,1
143,1.52449638302938,0.172510657609677,AZ,2023-04-04,1,1,1,1,0,1,1,0,1,0,0,0,1,0
144,1.05532560355603,0.0828689123838085,AZ,2023-04-05,1,1,1,1,1,0,1,0,1,1,1,0,0,1
145,0.169263970757431,0.00810089475650815,AZ,2023-04-06,1,1,1,1,1,1,1,0,1,0,1,1,1,1
146,0.456290716114469,0.00830100962145885,AZ,2023-04-07,1,1,1,1,1,1,1,0,0,0,1,0,1,1
147,0.658323578215221,0.094701508058606,AZ,2023-04-08,1,1,1,1,1,1,1,0,1,0,1,0,1,1
148,1.88365353843985,0.141946607864819,AZ,2023-04-09,1,1,1,1,0,0,1,1,1,0,1,0,0,1
149,1.94423189388029,0.1413765555456865,AZ,2023-04-10,1,1,1,1,0,0,1,0,1,0,1,0,0,1
150,1.90956005434477,0.213708493038618,AZ,2023-04-11,1,1,0,0,0,1,1,1,0,0,0,0,0,0
151,0.0763398738775068,0.00973458921314925,AZ,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
152,0.429667324121457,0.0101261912733594,AZ,2023-04-13,1,1,1,1,1,1,1,0,1,0,1,1,1,1
153,0.78458944178141,0.284542942741531,AZ,2023-04-14,0,1,1,1,1,1,1,0,1,0,1,1,1,1
154,0.553716952631972,0.0110422898906877,AZ,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,1.21864330276515,0.2544084431614745,AZ,2023-04-16,1,1,1,1,1,0,0,0,1,0,1,1,0,0
156,1.59596301488072,0.1081451783419235,AZ,2023-04-17,1,1,1,1,1,1,1,1,0,0,1,0,1,0
157,1.27660514370114,0.1794087595413055,AZ,2023-04-18,1,1,1,1,0,0,1,1,0,1,0,0,0,1
158,2.70538587357633,0.0470355109819907,AZ,2023-04-19,1,1,0,1,1,1,1,0,1,0,1,1,1,0
159,2.55272724911034,0.245197796366576,AZ,2023-04-20,1,1,1,1,0,0,1,0,1,0,0,0,1,1
160,1.12751411973464,0.842947122301245,AZ,2023-04-21,1,1,0,1,1,0,1,0,1,1,1,1,0,1
161,0.262938705585351,0.01623958269576825,AZ,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162,3.26217946901768,0.0801068833641525,AZ,2023-04-23,1,1,0,1,1,0,1,0,1,1,0,1,0,1
163,2.93360690676756,0.0530368430424545,AZ,2023-04-24,1,1,0,1,1,1,1,0,1,0,1,0,1,1
164,2.32081550790384,0.136972020376152,AZ,2023-04-25,1,1,1,1,1,1,1,0,1,0,1,0,1,1
165,4.24871556845905,0.1037449978476135,AZ,2023-04-26,0,1,0,1,1,1,1,0,1,0,0,0,0,0
166,1.67779958635863,0.0822803084404465,AZ,2023-04-27,1,1,0,1,1,1,1,1,1,0,1,0,1,0
167,1.43474568435991,0.0249798913447645,AZ,2023-04-28,1,1,0,1,1,1,1,1,1,0,0,1,1,1
168,0.883006585102594,0.0270524259864588,AZ,2023-04-29,1,1,0,1,1,1,1,1,1,0,1,0,1,1
169,2.9946335618571,0.1684223976369555,CA,2023-03-19,0,1,0,1,1,1,1,0,0,0,0,0,0,0
170,4.81783366447963,0.064398265172323,CA,2023-03-20,1,1,0,1,1,1,1,0,0,0,0,0,0,1
171,2.84813633459959,0.0912422279748985,CA,2023-03-21,1,1,1,1,1,0,1,0,1,0,0,0,0,0
172,2.63548340482317,0.1221810931431175,CA,2023-03-22,1,1,1,1,1,1,1,0,0,0,1,0,0,0
173,2.76520705030344,0.1351883168489825,CA,2023-03-23,1,1,1,1,0,1,1,0,0,0,0,0,0,1
174,2.58692260225991,0.132230131867296,CA,2023-03-24,1,1,1,1,1,1,0,0,0,0,1,0,0,0
175,5.54268297817263,0.228068155364826,CA,2023-03-25,1,0,0,1,1,0,1,0,0,1,0,0,0,1
176,3.08740803406559,0.17071366097487,CA,2023-03-26,1,1,1,0,1,0,0,0,0,0,1,0,0,1
177,3.75593748028691,0.098837089021295,CA,2023-03-27,0,1,0,1,1,1,1,0,0,0,1,0,0,0
178,3.75526374346477,0.0568798962041195,CA,2023-03-28,1,1,0,1,1,1,1,0,0,0,0,1,0,1
179,4.25110076450166,0.1964352334938935,CA,2023-03-29,1,1,0,1,1,0,1,0,0,0,0,1,0,1
180,3.98811955624272,0.074674770969592,CA,2023-03-30,1,1,0,1,1,1,1,0,0,0,1,0,0,0
181,2.65489969937205,0.119685514909009,CA,2023-03-31,1,1,1,1,1,1,1,0,0,0,0,0,0,0
182,4.12431774798478,0.193890184247171,CA,2023-04-01,1,1,0,0,0,1,1,0,0,1,0,0,0,1
183,2.38133874712636,0.165119191280533,CA,2023-04-02,1,1,1,0,1,1,1,0,0,0,0,0,1,0
184,3.00424455864734,0.1555691694685285,CA,2023-04-03,1,1,1,0,1,1,1,0,0,0,0,0,0,0
185,5.48760890453348,0.087193877035308,CA,2023-04-04,1,1,0,1,0,1,1,0,0,0,0,0,0,1
186,3.02740051011895,0.1617455314164315,CA,2023-04-05,0,1,1,0,1,1,1,0,0,0,0,0,0,0
187,3.60669586358368,0.1973524510290695,CA,2023-04-06,0,1,1,1,0,1,1,0,1,1,0,0,0,0
188,3.47199552112203,0.1456066061149395,CA,2023-04-07,1,1,1,1,1,1,1,1,0,0,0,1,0,0
189,4.67581463211018,0.136867443589733,CA,2023-04-08,1,1,0,1,0,0,1,1,0,0,1,0,0,0
190,1.42077159209596,0.0819411650960535,CA,2023-04-09,1,1,0,1,1,1,1,1,0,1,1,0,1,1
191,4.13796621422989,0.1874895146922855,CA,2023-04-10,1,0,1,1,1,1,0,0,0,0,0,1,0,0
192,10.4122627861224,0.1178528050357535,CA,2023-04-11,1,1,0,1,1,0,1,1,0,0,1,0,0,0
193,3.67583583753987,0.207785925028119,CA,2023-04-12,1,1,1,0,1,1,1,0,1,0,0,0,0,1
194,7.86663913975327,0.1553073414044285,CA,2023-04-13,1,1,0,1,0,1,0,0,1,0,1,0,0,0
195,13.7053189695959,0.107798272341405,CA,2023-04-14,1,0,0,1,0,1,1,0,0,0,0,0,0,0
196,6.95186479009214,0.1708500142615515,CA,2023-04-15,0,1,0,1,0,1,1,0,0,0,1,0,0,1
197,5.41331033966411,0.162286134287454,CA,2023-04-16,1,1,0,1,1,0,1,1,0,0,1,0,0,0
198,12.8355342846804,0.175403086549978,CA,2023-04-17,1,1,0,1,0,1,0,0,0,0,0,0,0,0
199,9.20639546171534,0.1671059844252205,CA,2023-04-18,1,0,0,1,0,1,0,1,0,0,0,0,0,0
200,6.19870577348203,0.228715757491973,CA,2023-04-19,1,0,0,1,0,1,0,1,0,0,0,0,0,0
201,7.27195089168914,0.2335033833507295,CA,2023-04-20,1,1,0,1,0,1,0,0,1,0,0,0,0,0
202,13.654224517415,0.1686199627559675,CA,2023-04-21,1,1,0,1,0,0,1,0,0,0,0,0,0,0
203,4.26453436907986,0.321184291259654,CA,2023-04-22,0,1,1,1,0,1,0,0,0,0,0,0,0,0
204,2.51279830289456,0.3010600824973975,CA,2023-04-23,1,1,1,1,0,0,1,1,0,0,1,0,0,1
205,9.08305873800599,0.269786065327892,CA,2023-04-24,1,1,0,1,0,0,1,1,0,0,1,0,0,0
206,16.4736518461871,0.2982307933430785,CA,2023-04-25,1,1,0,0,0,1,0,0,0,0,0,0,0,0
207,28.7911197895042,0.2682011332895675,CA,2023-04-26,1,1,0,0,0,1,1,1,0,0,0,0,1,0
208,29.921322702702,0.3016140052530555,CA,2023-04-27,1,0,0,0,0,1,1,1,0,0,0,0,0,0
209,24.1228451806579,0.3358951644503985,CA,2023-04-28,1,1,0,1,0,1,0,0,0,0,0,0,0,0
210,18.0049378167025,0.3752072915205685,CA,2023-04-29,1,1,0,0,0,0,0,0,0,0,0,0,0,0
211,0.740650072037354,0.151383199463141,CO,2023-03-19,0,1,1,1,1,1,1,0,1,1,1,0,1,1
212,0.423667783145049,0.004973275214477545,CO,2023-03-20,1,1,1,1,1,1,1,1,1,0,1,0,1,1
213,0.858706478045222,0.1183852966491605,CO,2023-03-21,1,1,1,1,1,0,1,1,1,0,1,1,0,1
214,4.51500228263959,0.493204830082076,CO,2023-03-22,0,0,0,1,0,1,1,0,0,0,1,0,1,1
215,0.713089688863116,0.1141534676438205,CO,2023-03-23,1,1,1,1,0,1,1,1,1,0,1,0,1,1
216,0.167099221755942,0.0064014727054206,CO,2023-03-24,1,1,1,1,1,1,1,1,0,0,1,1,1,1
217,0.00749503487683066,0.00694849311497025,CO,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218,0.809994179435986,0.176205135144538,CO,2023-03-26,1,1,1,1,0,1,1,1,1,0,1,0,1,1
219,0.165315514927299,0.00837719019030665,CO,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
220,0.132176996812338,0.00930317945873495,CO,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221,0.193615753701138,0.0104075769895228,CO,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,0.169009908120279,0.01172536600438555,CO,2023-03-30,1,1,1,1,1,1,1,1,1,0,1,1,0,1
223,NA,NA,CO,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
224,0.0102706976866784,0.0151744989865874,CO,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
225,NA,NA,CO,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.65119458474586,0.141469057423073,CO,2023-04-03,1,1,1,1,0,1,1,1,1,0,1,0,1,1
227,0.0431052738756582,0.02323072410616425,CO,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1
228,0.0156655830045701,0.026964000178733,CO,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,0.27939975328836397,0.0313552588012708,CO,2023-04-06,1,1,1,1,1,1,1,1,0,0,1,0,1,1
230,NA,NA,CO,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,0.0178411808613242,0.04244683375203545,CO,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,0.0185500412662852,0.04930482207468465,CO,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
233,0.023964909424842,0.0571276437794245,CO,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,0.858767051089289,0.2069329818227985,CO,2023-04-11,1,0,1,1,1,1,1,1,0,1,1,0,1,1
235,0.187683376132713,0.075853283807776,CO,2023-04-12,1,1,1,1,1,1,1,1,1,0,1,0,1,1
236,0.278474257135581,0.0868067532483295,CO,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
