...1,es_score,brier_score,location,target_date,X22B_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,other_50_CI,X22B_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,other_95_CI
33,0.0821661897167055,0.0361032793774825,AK,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
34,NA,NA,AK,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,0.0807285002084187,0.03657843017444085,AK,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1
36,NA,NA,AK,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.0799320009878649,0.0373568692106758,AK,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
38,NA,NA,AK,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.84635406681571,0.69002584470533,AK,2023-03-24,1,0,1,1,1,1,1,0,1,0,1,1
42,NA,NA,AK,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.115705890676509,0.0808035225949885,AL,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
45,0.353042343674784,0.075613426171083,AL,2023-02-14,1,1,1,1,1,1,1,1,0,0,1,1
46,0.534894742768937,0.0707955268220565,AL,2023-02-15,1,1,1,1,1,1,1,0,1,0,1,1
47,0.0972983596792706,0.0663313833014635,AL,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1
48,NA,NA,AL,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.0871975797303162,0.0516477063617315,AL,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1
52,0.0726292991426293,0.0486819025319564,AL,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1
53,0.849949535095787,0.63245024648601,AL,2023-02-22,1,0,1,1,1,1,1,0,1,0,1,1
54,0.0723680231870992,0.04348079612663415,AL,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
55,0.873341896656627,0.404267026141989,AL,2023-02-24,1,1,1,1,1,0,1,1,1,0,1,0
56,1.09453243913161,0.782924818903845,AL,2023-02-25,1,1,1,1,0,1,1,0,1,1,0,1
57,NA,NA,AL,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.0614730350456513,0.03559429998784505,AL,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
59,NA,NA,AL,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.185752278811246,0.03148980464935235,AL,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
62,0.640077703165858,0.364447756234619,AL,2023-03-03,1,1,1,1,1,1,1,0,1,0,1,1
63,NA,NA,AL,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,0.16568241037383,0.0286427112911232,AL,2023-03-05,1,1,1,1,1,1,0,1,1,0,1,1
65,NA,NA,AL,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.0546613481477587,0.0273462428363462,AL,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
67,0.159165643254464,0.02686209735668265,AL,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1
68,0.879419388273042,0.292229987948379,AL,2023-03-09,1,1,0,1,1,1,1,0,0,1,1,1
69,NA,NA,AL,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.0492479931917293,0.0260511824786958,AL,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
74,0.158348686240073,0.02625122171973715,AL,2023-03-15,1,1,1,1,1,1,1,1,0,0,0,1
75,0.0475868862277946,0.0265470857246904,AL,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
76,0.0509564904540261,0.02694023841371035,AL,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
77,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.895916154286894,0.407837318911532,AL,2023-03-20,1,1,1,1,1,0,1,1,1,0,1,0
80,NA,NA,AL,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.0571160834751973,0.0304591062379925,AL,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
82,NA,NA,AL,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.0572432495592149,0.03266561118624935,AL,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
84,0.916954664545212,0.402315354412809,AL,2023-03-25,1,1,1,1,1,0,1,1,1,0,1,0
85,0.617427015998287,0.4653538498841705,AR,2023-02-12,1,1,1,1,1,1,1,0,1,0,1,1
86,2.08902185217574,0.4641248986279965,AR,2023-02-13,0,1,1,0,1,1,0,1,1,0,1,1
87,2.03514673378987,0.3367872737642325,AR,2023-02-14,0,1,1,1,1,1,0,1,1,0,1,0
88,0.935406248063281,0.2225910457346085,AR,2023-02-15,1,1,1,1,1,1,0,0,1,0,1,1
89,1.09585986070671,0.206119885155099,AR,2023-02-16,1,1,1,1,1,1,0,0,1,0,1,1
90,1.37154500493807,0.083336954998061,AR,2023-02-17,1,1,1,0,1,1,1,0,1,0,1,1
91,0.51851928594342,0.3341719008988155,AR,2023-02-18,1,1,1,1,1,1,1,0,1,0,1,1
92,0.338094922594954,0.0697015215655485,AR,2023-02-19,1,1,1,1,1,1,0,1,1,0,1,1
93,1.02709642099668,0.3467409307366045,AR,2023-02-20,1,0,1,1,1,1,1,0,1,0,1,1
94,2.49017526409751,0.2830306949994195,AR,2023-02-21,0,1,1,1,1,0,1,0,0,0,1,0
95,2.43170261926131,0.358165804843509,AR,2023-02-22,1,0,1,0,1,1,0,0,1,0,1,1
96,1.05843595569074,0.2081926273032035,AR,2023-02-23,1,0,1,1,1,1,0,0,1,0,1,1
97,1.04607904605588,0.209361535822575,AR,2023-02-24,1,0,1,1,1,1,0,0,1,0,1,1
98,NA,NA,AR,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,0.624432721454719,0.2695846254706565,AR,2023-02-26,1,0,1,1,1,1,1,0,1,1,1,0
100,5.51778875377141,0.3832523301355035,AR,2023-02-27,1,0,1,0,1,1,0,0,1,0,1,1
101,1.7540860257157,0.414978202917797,AR,2023-02-28,1,1,1,1,1,0,0,1,1,1,1,0
102,0.690661228736703,0.0318620369036998,AR,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1
103,0.164383226515526,0.02998574240864,AR,2023-03-02,1,1,1,1,1,1,1,0,1,0,1,1
104,0.0470107073407914,0.0283320340631162,AR,2023-03-03,1,1,1,1,1,1,1,0,1,0,1,1
105,NA,NA,AR,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.952260356704594,0.0244822196542633,AR,2023-03-06,1,1,1,0,1,1,0,1,1,0,1,1
108,0.474355299437884,0.02350596543372035,AR,2023-03-07,1,1,1,1,1,1,0,1,1,0,1,1
109,0.429084811634567,0.1636237407187095,AR,2023-03-08,1,1,1,1,1,1,0,1,1,0,1,1
110,0.206709646259359,0.0219212840897819,AR,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
111,0.197477033604112,0.02128822851159095,AR,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
112,1.19996761809971,0.85900415460954,AR,2023-03-11,1,1,1,0,0,1,1,1,1,0,0,1
113,NA,NA,AR,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.0322213993260154,0.0199093026865516,AR,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
115,0.898809919873091,0.2292788930540255,AR,2023-03-14,1,1,1,1,1,0,1,1,1,0,1,0
116,0.085860667516086,0.01935017515496125,AR,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
117,0.0805561178995481,0.01916170616766875,AR,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
118,0.884588552768369,0.18808010326113,AR,2023-03-17,1,0,1,1,1,1,0,0,1,1,1,1
119,1.07630506201911,0.4425205234380545,AR,2023-03-18,1,0,1,1,1,1,0,0,1,1,1,1
120,NA,NA,AR,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.141041175766801,0.0189256630155489,AR,2023-03-20,1,1,1,1,1,1,0,1,1,0,1,1
122,0.868260635958512,0.01898229328729065,AR,2023-03-21,1,1,1,1,1,1,1,1,1,1,1,1
123,2.07636397506162,0.019081093404747,AR,2023-03-22,1,1,1,0,1,1,1,1,1,1,1,1
124,0.0835105386465197,0.0192205813117002,AR,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
125,0.0665317048233155,0.0193995186493971,AR,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,3.58321099132025,0.2806464843305095,AZ,2023-02-12,1,1,0,0,1,1,0,0,0,0,1,0
128,3.6292559683785,0.2343765396471235,AZ,2023-02-13,0,0,1,1,1,1,0,0,0,0,0,1
129,1.496096401543,0.132189426914483,AZ,2023-02-14,1,1,1,1,1,0,1,0,0,0,1,0
130,1.35734941820491,0.22813202533417,AZ,2023-02-15,1,1,0,1,1,1,1,0,0,1,1,1
131,1.16398985816161,0.1897701412641795,AZ,2023-02-16,1,1,1,1,0,1,0,1,0,0,0,1
132,1.23692390535973,0.180737194964842,AZ,2023-02-17,1,1,0,1,1,1,0,1,0,0,1,1
133,1.12515674530123,0.197226610447047,AZ,2023-02-18,1,0,1,1,1,1,1,0,1,0,1,0
134,2.50624280794019,0.2808545645878455,AZ,2023-02-19,1,1,0,0,1,0,0,0,0,0,1,0
135,2.46562096653884,0.167962513488072,AZ,2023-02-20,1,1,0,1,1,1,0,0,0,0,1,0
136,0.990294673487509,0.1563819144018355,AZ,2023-02-21,1,1,1,1,1,1,1,0,0,0,1,1
137,1.56744799883094,0.248157076477786,AZ,2023-02-22,1,0,1,0,1,1,0,0,0,0,1,1
138,0.554643973179276,0.093826324065348,AZ,2023-02-23,1,1,1,1,1,1,1,1,0,0,1,1
139,0.736864962216483,0.173612616962072,AZ,2023-02-24,0,1,1,1,1,1,0,1,0,1,1,1
140,1.30352946670437,0.2899158719400095,AZ,2023-02-25,1,1,0,1,1,0,1,1,0,0,1,0
141,1.02506746126701,0.1541505237448605,AZ,2023-02-26,1,1,1,1,1,1,0,0,1,1,1,0
142,3.59693390755286,0.1047146682241475,AZ,2023-02-27,1,0,0,1,1,1,0,0,0,0,1,0
143,1.87379145883897,0.081102574848064,AZ,2023-02-28,1,1,1,0,1,1,0,0,0,0,1,1
144,1.99677752003528,0.1875850995586765,AZ,2023-03-01,1,1,1,1,1,0,0,0,0,0,1,1
145,1.47161185454599,0.208649823934879,AZ,2023-03-02,1,1,1,1,0,0,1,0,0,0,0,0
146,3.08725761179771,0.378603647792879,AZ,2023-03-03,1,1,0,0,1,1,1,1,0,0,1,1
147,4.12898570195257,0.4206284309023935,AZ,2023-03-04,1,0,0,0,1,0,1,0,0,0,1,0
148,1.15081207636607,0.0778281277881305,AZ,2023-03-05,1,1,1,1,1,1,1,1,0,0,1,1
149,1.72008789274051,0.116517225477437,AZ,2023-03-06,1,1,1,1,0,1,0,1,1,0,0,0
150,2.0167919883959,0.058718554666239,AZ,2023-03-07,1,1,1,0,1,1,0,1,0,0,1,1
151,0.657750481973371,0.213009101958382,AZ,2023-03-08,1,0,1,1,1,1,1,0,1,0,1,1
152,0.29976280301432,0.01109721522404195,AZ,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1
153,0.185294413195731,0.01091958620783075,AZ,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
154,1.16231657302016,0.1736605284617365,AZ,2023-03-11,1,0,1,1,1,1,1,0,0,0,1,1
155,1.27373548343281,0.0756608977432455,AZ,2023-03-12,1,1,1,1,0,1,1,0,0,0,0,0
156,3.02121315451575,0.150900787452313,AZ,2023-03-13,1,1,1,1,1,0,0,1,0,0,1,0
157,0.812757467307917,0.0816573006394925,AZ,2023-03-14,1,1,1,1,1,1,1,1,1,0,0,1
158,1.14562679718312,0.1166994132042415,AZ,2023-03-15,1,1,1,1,0,1,1,1,0,0,0,0
159,0.8266223773681,0.01122850178334545,AZ,2023-03-16,1,1,1,1,1,1,0,1,1,0,1,1
160,1.81447992735647,0.582443479218215,AZ,2023-03-17,1,1,0,0,0,1,1,0,0,0,0,1
161,2.07606285709184,0.555692808200475,AZ,2023-03-18,1,0,1,0,1,1,1,0,0,1,1,0
162,1.41865451184678,0.1704108170075755,AZ,2023-03-19,1,1,1,1,1,0,1,0,0,0,1,0
163,2.44268545746097,0.0935741800330395,AZ,2023-03-20,1,1,1,1,0,1,1,0,0,1,0,1
164,1.22168518563212,0.1699432984750065,AZ,2023-03-21,1,1,1,1,0,1,1,0,1,0,0,1
165,0.937333120288085,0.1008129455745035,AZ,2023-03-22,1,1,1,1,1,1,0,1,1,0,1,1
166,0.601043689330342,0.1159520135662665,AZ,2023-03-23,1,1,1,1,1,1,1,0,0,0,1,1
167,0.414976041395374,0.0171091250404612,AZ,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
168,0.0275515954283151,0.0185720326099761,AZ,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
169,10.1100585412513,0.196218341857337,CA,2023-02-12,1,0,1,0,1,1,0,0,0,0,1,0
170,12.3937780652686,0.165519836947921,CA,2023-02-13,1,0,0,0,1,1,0,0,1,0,1,0
171,7.28728612171678,0.161058158440657,CA,2023-02-14,1,0,1,0,1,1,0,0,0,0,1,0
172,7.08874711866559,0.220022070076701,CA,2023-02-15,1,1,0,1,1,0,0,0,0,0,0,0
173,5.49861574600521,0.2225491776577165,CA,2023-02-16,1,1,1,1,1,1,0,0,0,0,0,1
174,2.60399591475565,0.216653011762468,CA,2023-02-17,1,1,0,1,1,1,1,0,0,0,0,0
175,1.66242042010681,0.2037705305664145,CA,2023-02-18,1,1,1,1,1,1,0,0,0,0,0,0
176,2.7705748675754,0.167915992138261,CA,2023-02-19,1,0,0,1,1,1,0,0,0,0,1,1
177,2.92827139397593,0.1456132214037375,CA,2023-02-20,1,1,1,0,1,1,0,0,1,0,1,1
178,2.25310554959207,0.181514301699978,CA,2023-02-21,1,1,1,1,1,1,0,1,0,0,0,1
179,3.71606788304536,0.170203137874376,CA,2023-02-22,1,1,1,1,1,1,0,0,0,0,1,0
180,5.55070957857812,0.1851290487006055,CA,2023-02-23,1,1,1,1,1,0,1,0,0,0,0,0
181,8.53686173281684,0.122655404429398,CA,2023-02-24,1,0,1,0,1,1,0,0,0,0,0,0
182,4.81241516069334,0.2346790431375185,CA,2023-02-25,1,1,1,0,0,0,0,0,0,0,0,0
183,1.47548867742548,0.1460157793464475,CA,2023-02-26,1,1,1,1,1,1,0,0,1,0,1,1
184,7.54480254820588,0.187289241803412,CA,2023-02-27,1,0,1,0,1,1,0,0,0,0,0,0
185,4.76687513382809,0.1690489654222275,CA,2023-02-28,1,0,1,1,0,1,0,0,0,1,0,1
186,4.99338444942415,0.1553641759517825,CA,2023-03-01,1,1,1,1,0,1,0,0,0,0,0,0
187,4.00951092190726,0.13923520603399,CA,2023-03-02,1,1,1,1,0,1,0,0,0,0,0,0
188,5.11747016376396,0.15306954642707651,CA,2023-03-03,0,0,1,1,1,1,0,0,0,0,1,0
189,4.34749379989827,0.1326313402149,CA,2023-03-04,1,0,1,1,0,1,0,0,1,0,0,0
190,4.27710251312443,0.062163353784373,CA,2023-03-05,1,0,1,0,1,1,0,0,0,0,0,0
191,3.75249926865446,0.1633094240070575,CA,2023-03-06,1,0,1,0,1,1,0,0,0,0,1,1
192,4.98517411406021,0.175019650489256,CA,2023-03-07,1,0,1,0,0,1,0,0,0,0,0,0
193,10.8719725081037,0.177712446541855,CA,2023-03-08,1,1,0,0,0,0,0,0,0,0,0,0
194,4.59044084369058,0.093043717703352,CA,2023-03-09,1,0,1,1,0,1,0,0,0,0,1,1
195,4.3502528191817,0.1278169462788345,CA,2023-03-10,1,1,1,1,0,1,0,0,0,0,0,0
196,2.44148569727493,0.0888185826033235,CA,2023-03-11,1,1,1,1,0,1,0,0,0,0,0,0
197,5.13555130971047,0.1470831158370765,CA,2023-03-12,1,1,1,0,0,1,0,1,0,0,0,0
198,7.0768133076808,0.1656020316331395,CA,2023-03-13,1,1,0,0,0,1,0,0,1,0,0,1
199,3.78639594750958,0.13115047616714,CA,2023-03-14,1,1,1,1,0,1,0,0,0,0,0,1
200,4.0300478830324,0.1305452852324085,CA,2023-03-15,1,0,1,1,1,1,0,0,0,0,1,0
201,2.88905248593722,0.098863632340054,CA,2023-03-16,1,1,1,1,0,1,0,0,1,0,0,0
202,5.99788668116821,0.151006863890788,CA,2023-03-17,1,1,0,0,0,1,0,0,0,0,0,0
203,2.72393019989747,0.131126281748864,CA,2023-03-18,1,1,1,1,0,0,0,0,0,0,0,0
204,4.43452737358305,0.167709397810376,CA,2023-03-19,0,0,1,0,0,1,1,0,0,0,0,0
205,3.12452379558847,0.0650417747155405,CA,2023-03-20,1,1,1,1,0,1,0,0,0,0,0,0
206,2.63630981614076,0.0912801906387245,CA,2023-03-21,1,1,1,1,1,0,0,0,1,0,0,0
207,4.61499897036595,0.122322203339718,CA,2023-03-22,1,1,1,1,0,0,0,0,0,0,0,0
208,5.74845300908325,0.135700357778758,CA,2023-03-23,1,1,1,0,0,0,0,0,0,0,0,0
209,4.43981746013955,0.1330474064417705,CA,2023-03-24,0,1,1,0,0,1,0,0,1,0,0,0
210,8.30764424807069,0.2268969250646845,CA,2023-03-25,1,1,0,0,1,0,1,1,0,0,0,0
211,0.296935164242423,0.02000260501173745,CO,2023-02-12,1,1,1,1,1,1,1,0,1,0,1,1
212,1.24274316085579,0.1850419475560655,CO,2023-02-13,0,1,0,1,1,1,0,0,0,0,1,0
213,0.395186868999325,0.099677652863619,CO,2023-02-14,1,1,1,1,1,1,1,0,1,0,1,1
214,0.403092190839908,0.1418370197314225,CO,2023-02-15,1,1,1,1,1,1,1,1,1,0,1,0
215,0.781906839929045,0.1089813741038605,CO,2023-02-16,1,1,1,1,1,0,0,0,1,0,1,1
216,0.957628388436795,0.195537072326076,CO,2023-02-17,0,1,1,1,1,1,0,0,1,0,1,1
217,0.389526014570062,0.1103394993221985,CO,2023-02-18,1,1,1,1,1,1,1,1,1,1,1,1
218,0.632463120040897,0.2109240744357,CO,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1
219,0.98421637674036,0.144537253810243,CO,2023-02-20,1,0,1,1,1,1,1,0,0,0,1,1
220,0.515805249000611,0.0597162340178405,CO,2023-02-21,1,1,1,1,1,1,0,1,1,0,1,1
221,0.86810209511317,0.1564513489357675,CO,2023-02-22,1,1,0,1,1,1,0,1,0,1,1,1
222,0.261965855935849,0.0072385053906696,CO,2023-02-23,1,1,1,1,1,1,0,1,0,0,1,1
223,0.433397120754908,0.00671766411697665,CO,2023-02-24,1,1,1,1,1,1,1,1,0,0,1,1
224,0.112728643349466,0.0062594061443972,CO,2023-02-25,1,1,1,1,1,1,0,1,1,0,1,1
225,0.108513113195895,0.00585749572948905,CO,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
226,0.43099815850645,0.062460275590239,CO,2023-02-27,1,1,1,1,1,1,1,1,0,0,0,1
227,1.54463255141627,0.1598769328116965,CO,2023-02-28,1,0,0,0,1,1,1,0,0,0,1,1
228,0.853550132851187,0.00493930824766995,CO,2023-03-01,1,1,1,1,1,1,1,0,0,0,1,1
229,0.254706195085665,0.00471571549024805,CO,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
230,0.115069347233214,0.00452821419325825,CO,2023-03-03,1,1,1,1,1,1,1,0,1,0,1,1
231,1.0991679017145,0.310162971515434,CO,2023-03-04,1,1,1,0,1,0,1,1,1,0,1,0
232,0.140055411625305,0.00425302662655917,CO,2023-03-05,1,1,1,1,1,1,0,1,1,0,1,1
233,1.45598800667243,0.2282646486052535,CO,2023-03-06,1,1,1,0,1,0,1,1,1,0,1,0
234,0.479795241650325,0.071295775528936,CO,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
235,0.535168379161868,0.083515489827519,CO,2023-03-08,1,1,1,1,1,1,1,0,1,0,0,0
236,0.0897843045199072,0.00407123354063964,CO,2023-03-09,1,1,1,1,1,1,1,0,0,0,1,1
237,0.0579315281928269,0.004102097617678335,CO,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
238,0.00392343854015204,0.004165461079599815,CO,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
239,0.0167179555978554,0.00426334773644426,CO,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
240,0.0155492736369558,0.00439845212702761,CO,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
241,0.0789686408195195,0.004574201906377015,CO,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
242,0.388112444357614,0.00479482630175669,CO,2023-03-15,1,1,1,1,1,1,1,0,1,0,1,0
243,0.236875659813791,0.0050654266145926,CO,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
244,0.896843810491916,0.176162232227143,CO,2023-03-17,1,0,1,1,1,1,1,0,1,0,1,1
245,1.16162282690156,0.43006833867932,CO,2023-03-18,1,0,1,0,1,1,1,0,1,0,1,1
246,0.796088538241219,0.1466709105270405,CO,2023-03-19,1,0,1,1,1,1,1,0,1,1,1,0
247,0.305856991294097,0.00678335994659225,CO,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
248,0.92982821089877,0.1203921330549725,CO,2023-03-21,1,1,1,1,1,0,0,0,1,0,1,0
249,4.9405008611154,0.50118771677722,CO,2023-03-22,1,1,0,0,0,1,1,0,0,0,0,1
250,0.989306071605174,0.121542050909641,CO,2023-03-23,1,1,1,1,0,1,1,1,1,0,0,1
251,0.0978228018638432,0.009956881343019,CO,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
252,0.00516786161765537,0.01105748331217445,CO,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
253,0.00869177067705822,0.00658660938073065,CT,2023-02-12,1,1,1,1,1,1,1,1,1,1,1,1
254,0.491759023768411,0.00632815888009835,CT,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1
255,0.00626107698079126,0.00609094166520965,CT,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1
256,1.00284203159595,0.228493354275447,CT,2023-02-15,0,1,1,1,1,1,0,0,1,1,1,1
257,0.495745549524168,0.056277404415957,CT,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1
258,0.758868017790444,0.1047243715964685,CT,2023-02-17,1,1,1,1,1,0,0,1,1,0,1,0
