...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,other_95_CI
20,NA,NA,AK,2022-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2022-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0.967981814392649,0.347198943845241,AK,2022-11-22,1,1,1,1,1,0,0,0,1,1,1,0
25,0.970069285375074,0.65936754209174,AK,2022-11-23,1,1,0,1,1,1,1,1,0,0,1,1
26,NA,NA,AK,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2022-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,0.4096856457114,0.2666510130129545,AK,2022-11-26,1,1,1,1,1,1,1,1,1,1,1,1
29,1.08663975451183,0.4677378210506085,AK,2022-11-27,0,0,1,1,1,1,0,0,1,1,1,1
30,0.187074644776508,0.197032256136812,AK,2022-11-28,1,1,1,1,1,1,1,0,1,1,1,0
31,NA,NA,AK,2022-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.598692023852823,0.327052339694424,AK,2022-11-30,1,1,1,1,1,1,1,0,1,0,1,1
33,NA,NA,AK,2022-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2022-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2022-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2022-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2022-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2022-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,0.572934966376305,0.2973816740510225,AK,2022-12-09,1,1,1,1,1,1,1,0,1,0,1,1
42,NA,NA,AK,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.683062732722375,0.3498981581131015,AL,2022-10-30,0,1,1,1,1,1,1,1,1,1,1,1
44,0.544744461370491,0.1765119811892115,AL,2022-10-31,1,1,1,1,1,1,1,0,1,0,1,1
45,0.561429922821222,0.286420227205824,AL,2022-11-01,1,1,1,1,1,1,0,0,1,0,1,1
46,0.399467819204909,0.242604387335372,AL,2022-11-02,1,1,1,1,1,1,1,0,1,0,1,1
47,1.74089853858353,0.4163120319494155,AL,2022-11-03,0,0,1,1,1,1,1,0,1,0,1,1
48,0.712669307270072,0.53232158135166,AL,2022-11-04,1,1,1,0,1,1,1,0,1,0,1,1
49,0.975369588108435,0.687064092463435,AL,2022-11-05,1,1,0,1,1,1,0,1,0,1,1,1
50,0.654960074251909,0.500568339481405,AL,2022-11-06,1,1,1,1,1,1,1,1,1,1,1,1
51,0.626807924452755,0.262260357830189,AL,2022-11-07,1,1,1,1,1,1,1,0,1,0,1,1
52,0.51706997860738,0.1218396825049465,AL,2022-11-08,1,1,1,1,1,1,1,1,1,1,1,1
53,0.623910860345023,0.3251981904678735,AL,2022-11-09,1,1,1,1,1,1,0,0,1,0,1,1
54,0.830235019216482,0.2658235701490065,AL,2022-11-10,1,1,1,1,1,1,1,0,0,0,1,1
55,0.55436538063765906,0.4191404657322145,AL,2022-11-11,1,1,1,1,1,1,1,1,0,0,1,1
56,0.376055246881236,0.23909705858861,AL,2022-11-12,1,1,1,1,1,1,1,1,0,0,1,1
57,0.289902998335386,0.276988573889276,AL,2022-11-13,1,1,1,1,1,1,1,0,1,0,1,1
58,1.10441319984431,0.3709192277763045,AL,2022-11-14,1,1,1,0,1,1,1,0,0,0,1,1
59,NA,NA,AL,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.517492700731471,0.26972167889805,AL,2022-11-16,1,1,1,1,1,1,1,0,1,0,1,1
61,0.895316659417108,0.373326207918419,AL,2022-11-17,1,1,0,1,1,1,1,0,0,1,1,1
62,1.50612207116297,0.3101726071978075,AL,2022-11-18,1,0,1,0,1,1,1,0,0,0,1,1
63,NA,NA,AL,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1.00051405323561,0.4696648429603,AL,2022-11-21,1,1,1,1,1,0,1,0,0,0,1,0
66,0.884613065655335,0.4149815334490635,AL,2022-11-22,0,1,1,1,1,1,0,0,0,0,1,1
67,0.326959825657713,0.243337378831732,AL,2022-11-23,1,1,1,1,1,1,1,1,0,0,1,1
68,NA,NA,AL,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.731797089653498,0.3861188701715945,AL,2022-11-25,1,1,0,1,1,1,1,1,1,1,1,1
70,NA,NA,AL,2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.973114467675262,0.22148111231642,AL,2022-11-28,1,1,1,1,1,1,1,1,0,0,1,1
73,0.766131527115303,0.303660144916943,AL,2022-11-29,1,1,1,1,1,1,1,0,0,0,1,1
74,1.34711334709379,0.272126017144085,AL,2022-11-30,1,1,1,1,0,1,1,1,0,0,0,1
75,0.943667292683332,0.2770062947678165,AL,2022-12-01,1,1,1,1,1,1,1,0,0,1,1,1
76,0.671685147634403,0.279496137073505,AL,2022-12-02,1,1,1,1,1,1,1,1,1,0,1,0
77,NA,NA,AL,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,1.00625521996872,0.2640558372645085,AL,2022-12-04,1,1,1,1,1,1,1,0,0,0,0,0
79,1.10659078450148,0.287832347296027,AL,2022-12-05,1,1,1,1,1,1,1,0,0,0,1,1
80,1.22935926090441,0.3427767558819645,AL,2022-12-06,1,1,1,1,0,1,1,0,0,0,1,1
81,0.41845728676109,0.2358028887365005,AL,2022-12-07,1,1,1,1,1,1,1,0,1,0,1,1
82,1.23852517799453,0.2971485588430965,AL,2022-12-08,1,0,1,1,1,1,0,0,0,0,1,1
83,1.07719373382543,0.257573064946418,AL,2022-12-09,1,1,1,1,1,0,1,0,0,0,1,0
84,1.07427099342093,0.1605678770508425,AL,2022-12-10,1,1,1,1,1,1,1,0,0,1,1,1
85,1.13436536079132,0.3759366118671025,AR,2022-10-30,1,1,1,1,1,0,0,0,1,1,1,0
86,1.26753396125782,0.265739328740406,AR,2022-10-31,1,1,1,1,1,1,0,0,1,0,1,1
87,1.41792367892252,0.353175265051924,AR,2022-11-01,1,0,1,0,1,1,1,0,0,0,1,0
88,2.28510227259037,0.181761441764572,AR,2022-11-02,0,1,1,0,1,1,0,0,0,0,0,1
89,1.80544075488762,0.1562432455446475,AR,2022-11-03,0,0,0,1,1,1,0,0,0,1,1,0
90,1.34258319484999,0.351336373430166,AR,2022-11-04,1,1,1,0,1,1,0,0,1,0,1,1
91,1.02251740421359,0.2797513278919925,AR,2022-11-05,0,1,1,1,1,1,0,0,1,1,1,1
92,1.3372609896357,0.59731800491927,AR,2022-11-06,1,0,1,0,1,1,0,0,1,1,1,1
93,0.519955637007277,0.08147142896282,AR,2022-11-07,1,1,1,1,1,1,1,1,1,1,1,1
94,0.943859704599258,0.277269972491955,AR,2022-11-08,1,1,0,1,1,1,1,0,0,0,1,1
95,0.644889757207283,0.188187412465235,AR,2022-11-09,1,1,1,1,1,1,0,0,1,1,1,1
96,1.64990202037787,0.094813643254262,AR,2022-11-10,1,0,1,1,1,1,1,0,1,0,1,1
97,0.337247753895618,0.099716440031984,AR,2022-11-11,1,1,1,1,1,1,1,0,1,0,1,1
98,0.111866399847739,0.104856788163146,AR,2022-11-12,1,1,1,1,1,1,1,1,1,1,1,1
99,NA,NA,AR,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,3.66312970041047,0.403398764579857,AR,2022-11-14,1,0,1,0,1,1,0,0,1,0,1,1
101,0.814350189266482,0.3865473510878175,AR,2022-11-15,1,1,1,1,1,1,0,0,1,1,1,1
102,0.131571782916767,0.127885715381471,AR,2022-11-16,1,1,1,1,1,1,0,0,1,1,1,1
103,2.47523091734344,0.2715800452047095,AR,2022-11-17,0,1,1,0,1,1,0,0,1,0,1,1
104,0.609248547396021,0.232050119456295,AR,2022-11-18,1,1,1,1,1,1,0,0,0,0,1,1
105,0.859876244658023,0.41414501718332,AR,2022-11-19,1,1,1,1,1,0,0,1,1,1,1,0
106,1.19849288370945,0.3566292122947815,AR,2022-11-20,1,1,1,0,1,1,0,0,1,1,1,1
107,1.14607310435524,0.2436002177182745,AR,2022-11-21,1,1,1,1,1,1,0,0,0,0,1,1
108,5.50078548745411,0.4298679509055575,AR,2022-11-22,1,0,1,0,1,1,0,0,0,0,1,1
109,3.3038213904602,0.402285000967264,AR,2022-11-23,1,0,1,0,1,0,1,0,0,0,1,0
110,1.00884081408729,0.4210676291408565,AR,2022-11-24,1,1,1,1,1,0,1,0,1,0,1,0
111,3.79614955437835,0.4025041423115125,AR,2022-11-25,1,0,1,0,1,1,0,1,0,0,1,0
112,2.24326911223705,0.65116078897379,AR,2022-11-26,1,0,0,1,1,0,0,0,0,1,1,0
113,0.65360760385004,0.3502878651314815,AR,2022-11-27,1,1,1,1,1,1,0,1,1,0,1,1
114,3.28694171699689,0.2882628424606395,AR,2022-11-28,0,1,1,1,0,1,0,0,0,0,0,0
115,2.07282436860453,0.2736555491431185,AR,2022-11-29,0,1,1,1,1,1,0,1,0,0,1,1
116,3.14600501451829,0.331294251936928,AR,2022-11-30,1,0,1,0,1,1,0,0,0,0,1,1
117,2.55846986468066,0.337135034496573,AR,2022-12-01,0,1,1,0,0,1,0,0,0,0,0,1
118,4.52553634102436,0.3556828485424625,AR,2022-12-02,1,0,1,0,1,1,0,0,1,0,1,1
119,0.837828060800847,0.401660417846072,AR,2022-12-03,1,1,0,1,1,1,0,0,0,0,1,1
120,0.419266355794526,0.296012877751217,AR,2022-12-04,1,1,1,1,1,1,1,0,1,0,1,1
121,2.56064218831943,0.337602199598192,AR,2022-12-05,0,1,0,1,1,1,1,0,0,0,0,1
122,6.26297652480187,0.3721587369295315,AR,2022-12-06,1,0,0,0,1,0,1,0,0,0,1,0
123,4.17298696525271,0.3138436020026715,AR,2022-12-07,0,1,1,0,1,1,0,0,0,0,1,1
124,3.61013633830124,0.369360714333815,AR,2022-12-08,0,1,0,1,1,1,0,0,0,0,1,1
125,4.22299628055827,0.3372276275239,AR,2022-12-09,0,0,0,0,1,1,0,0,1,0,1,0
126,1.26426195276878,0.2951282476206535,AR,2022-12-10,1,1,1,0,1,1,0,0,0,0,1,1
127,2.54482656613686,0.3319874904775835,AZ,2022-10-30,0,1,1,0,1,0,0,0,0,0,0,0
128,2.33519797911253,0.292819221393529,AZ,2022-10-31,1,1,1,1,1,1,0,0,0,0,1,1
129,1.91903103047866,0.2579111360232265,AZ,2022-11-01,1,1,1,1,1,1,0,1,0,0,0,1
130,2.6709665682093,0.275099886879472,AZ,2022-11-02,1,1,1,1,1,1,1,0,0,0,0,1
131,6.41431453072345,0.3719076909340275,AZ,2022-11-03,0,0,1,1,0,1,0,0,1,0,0,1
132,2.44067149440899,0.2558296077739345,AZ,2022-11-04,1,1,0,1,1,1,1,0,0,0,1,1
133,3.6467213945295,0.3184456431250475,AZ,2022-11-05,1,1,0,0,0,1,0,0,0,0,0,1
134,4.73627917831473,0.2667700029694745,AZ,2022-11-06,1,0,1,0,0,1,0,0,1,0,1,0
135,3.68800508627036,0.2777193991156565,AZ,2022-11-07,1,1,1,1,1,1,0,0,0,0,0,0
136,3.1467856602757,0.297388860482884,AZ,2022-11-08,0,1,1,1,1,1,0,0,0,0,0,0
137,4.76522707111704,0.3107492438763285,AZ,2022-11-09,1,0,1,1,0,0,1,0,1,0,0,0
138,3.30181252835669,0.311541822073685,AZ,2022-11-10,1,0,1,1,1,1,0,0,0,0,0,0
139,8.69531636219896,0.350963533189255,AZ,2022-11-11,0,1,0,0,0,1,0,0,1,0,0,1
140,4.24318847085332,0.270161979558893,AZ,2022-11-12,1,0,1,1,1,1,1,0,1,0,0,1
141,3.17711920473731,0.317173633760278,AZ,2022-11-13,1,0,1,1,1,0,1,0,0,0,0,0
142,3.9256184614736,0.28165137388506,AZ,2022-11-14,1,1,0,1,1,1,0,0,0,0,1,1
143,3.0528532595648,0.2838417682242525,AZ,2022-11-15,1,1,1,1,1,1,0,0,0,0,0,0
144,3.17562292210505,0.3027491286488215,AZ,2022-11-16,0,1,1,1,1,1,0,0,0,0,0,1
145,5.41501986525952,0.2856722086163965,AZ,2022-11-17,1,0,0,1,0,1,0,0,0,0,0,1
146,3.56899391867874,0.285973238887423,AZ,2022-11-18,1,1,0,1,0,1,1,0,0,0,0,1
147,3.10435376979188,0.2534929497730415,AZ,2022-11-19,1,1,0,0,1,1,1,1,0,0,1,1
148,3.5640964635211,0.2955383993625865,AZ,2022-11-20,1,0,1,1,1,1,0,0,0,0,1,1
149,6.49642339850396,0.2807751855322755,AZ,2022-11-21,1,1,1,1,1,1,0,0,0,0,1,0
150,13.3292425327808,0.3127862075599935,AZ,2022-11-22,1,0,1,0,0,1,1,0,1,0,0,0
151,5.38159773258012,0.2818040834027325,AZ,2022-11-23,1,0,1,1,1,1,1,0,0,0,1,1
152,1.05250952239404,0.3175808070600475,AZ,2022-11-24,1,1,1,1,1,0,1,0,0,0,1,0
153,5.32512061958485,0.2750142210566475,AZ,2022-11-25,1,1,0,1,1,1,0,0,0,0,0,1
154,4.57969033065111,0.3060645801258625,AZ,2022-11-26,0,1,0,1,1,0,0,0,0,0,0,0
155,4.63129444646423,0.2812454376198555,AZ,2022-11-27,1,1,0,1,1,1,0,0,0,0,0,0
156,9.82417494077731,0.280535101342341,AZ,2022-11-28,1,1,1,1,0,1,0,0,0,0,0,0
157,5.91740003824695,0.307105612318425,AZ,2022-11-29,1,1,0,1,0,0,0,0,0,0,1,0
158,4.05130139117561,0.289017222514316,AZ,2022-11-30,1,1,1,1,1,1,1,0,0,0,0,1
159,6.26587371441156,0.3237219548474665,AZ,2022-12-01,1,0,1,1,0,0,0,0,0,0,0,0
160,4.29064156539197,0.3195404441845765,AZ,2022-12-02,1,1,1,1,0,0,0,0,0,0,0,0
161,3.03180042613583,0.2927186871080055,AZ,2022-12-03,1,1,1,1,1,0,1,0,0,0,0,1
162,3.02758436008852,0.29586222435219,AZ,2022-12-04,1,1,1,1,1,1,1,0,0,0,0,1
163,8.78763466901163,0.3138562837035475,AZ,2022-12-05,1,1,1,1,0,0,0,0,0,0,0,0
164,4.54683614324666,0.299757994507186,AZ,2022-12-06,1,1,1,1,1,1,0,0,0,0,0,1
165,8.19039491815475,0.2920790940541115,AZ,2022-12-07,1,1,0,1,1,0,0,0,0,0,0,0
166,4.30415625631994,0.2890105417064775,AZ,2022-12-08,1,0,1,0,1,0,1,0,0,0,1,0
167,4.7675002934735,0.305010301103545,AZ,2022-12-09,0,1,0,1,1,0,0,0,0,0,1,0
168,3.03680425817959,0.3254713314315105,AZ,2022-12-10,1,1,1,1,0,1,1,0,0,0,0,1
169,8.19094877555946,0.2913642128491685,CA,2022-10-30,0,1,1,0,1,1,0,0,0,0,0,0
170,6.74746815853604,0.288707563462427,CA,2022-10-31,1,1,1,1,1,1,0,0,0,0,0,0
171,6.32335490451493,0.2944819492135625,CA,2022-11-01,1,1,1,1,1,1,0,0,0,0,1,0
172,4.1361600127508,0.292349224620548,CA,2022-11-02,1,1,1,1,1,1,0,0,0,0,0,0
173,6.28812102357864,0.3010012289956915,CA,2022-11-03,1,1,1,1,1,0,1,0,0,0,0,0
174,8.96636571974762,0.279766827037888,CA,2022-11-04,1,0,1,1,1,1,1,0,0,0,0,0
175,5.31350671729317,0.3053726359674425,CA,2022-11-05,1,1,0,1,1,1,0,0,0,0,0,0
176,5.83446128951912,0.3110385424045455,CA,2022-11-06,1,1,1,1,1,1,0,0,0,0,0,1
177,8.58532435070061,0.306587229181931,CA,2022-11-07,1,1,1,1,1,1,0,0,0,0,0,0
178,7.06226089611403,0.309393871645515,CA,2022-11-08,1,1,1,1,1,1,0,0,0,0,0,0
179,8.5349481720682,0.295139824341627,CA,2022-11-09,0,1,1,1,1,1,0,0,0,0,0,0
180,10.9257106050729,0.3143046515509495,CA,2022-11-10,1,0,1,0,1,1,0,0,0,0,0,0
181,8.29078265873092,0.3165699126430455,CA,2022-11-11,1,1,1,1,1,1,0,0,0,0,0,0
182,8.68843516459515,0.3196018952525375,CA,2022-11-12,1,1,1,1,1,1,1,0,0,0,0,0
183,11.8855348365134,0.309508763255346,CA,2022-11-13,1,0,1,0,0,1,0,0,0,0,0,0
184,10.4080447684518,0.3115931233269585,CA,2022-11-14,1,1,1,1,0,1,0,0,0,0,1,0
185,9.55390654050285,0.309685052663945,CA,2022-11-15,1,1,1,1,0,1,1,0,0,0,0,0
186,12.5096666839522,0.312366847161801,CA,2022-11-16,1,1,1,1,1,1,0,0,0,0,0,0
187,12.2633693573719,0.3073594919009545,CA,2022-11-17,1,0,1,1,1,1,0,0,0,0,0,0
188,14.9014403745509,0.3038450863734775,CA,2022-11-18,0,0,1,0,1,1,0,0,1,0,1,0
189,15.620352605821,0.3076165287229175,CA,2022-11-19,1,0,1,0,0,1,1,0,0,0,0,1
190,10.1974066116131,0.287406389824408,CA,2022-11-20,1,0,1,1,0,1,0,0,0,0,0,0
191,10.5613656375371,0.3100756596527145,CA,2022-11-21,1,1,1,1,1,1,0,0,0,0,0,0
192,11.2468103511611,0.2928539491481865,CA,2022-11-22,0,1,1,1,1,1,0,0,0,0,0,0
193,9.3873963552662,0.296321915254244,CA,2022-11-23,1,1,1,1,1,0,0,0,0,0,0,0
194,1.47569674265283,0.271858147909139,CA,2022-11-24,1,1,1,1,1,1,0,0,1,1,0,1
195,18.9439263114654,0.2795121187309315,CA,2022-11-25,1,1,1,0,1,1,0,0,0,0,0,0
196,22.6631799909783,0.275924175868358,CA,2022-11-26,1,1,1,1,0,1,0,0,0,0,0,0
197,16.5197330685864,0.2983091730617395,CA,2022-11-27,1,1,1,1,1,1,0,0,0,0,0,0
198,19.537758632819,0.2762887745111135,CA,2022-11-28,0,1,1,1,1,1,0,0,0,0,0,0
199,16.6309299206058,0.2730006750584585,CA,2022-11-29,1,1,1,1,1,1,1,0,0,0,0,0
200,12.4929330427096,0.265207882762005,CA,2022-11-30,0,1,1,1,1,0,0,0,0,0,1,0
201,14.0096072004438,0.2711352806993525,CA,2022-12-01,1,1,1,1,1,1,0,0,0,0,0,1
202,21.4609243947446,0.287658330035881,CA,2022-12-02,0,1,1,1,1,1,0,0,0,0,0,0
203,26.188687709587,0.285149713260928,CA,2022-12-03,1,0,1,1,0,1,0,0,0,0,0,0
204,11.5059228633656,0.2749842341043165,CA,2022-12-04,1,1,1,1,1,1,0,0,0,0,0,1
205,29.168736338911,0.263648854488167,CA,2022-12-05,0,1,1,1,0,1,0,0,0,0,0,0
206,15.7263727290831,0.253652813521829,CA,2022-12-06,1,1,1,1,1,1,0,0,0,0,0,0
207,29.6818646710183,0.266084795221549,CA,2022-12-07,1,1,0,1,0,1,1,0,0,0,0,0
208,29.0724254576011,0.246613323391564,CA,2022-12-08,1,1,1,1,1,1,0,0,0,0,0,0
209,24.8409262325227,0.23545307410507,CA,2022-12-09,1,1,1,0,1,1,0,0,0,0,0,0
210,30.9710965037818,0.274172263703029,CA,2022-12-10,1,0,1,1,0,1,0,0,0,0,0,0
211,0.974419503614004,0.203702621183972,CO,2022-10-30,1,1,1,1,1,1,1,0,0,0,1,1
212,1.898221004578,0.3186455090990225,CO,2022-10-31,1,0,1,0,1,1,1,0,1,0,1,1
213,1.23026197580094,0.3006328905312825,CO,2022-11-01,1,1,1,1,1,1,0,0,1,0,1,1
214,2.03840929782987,0.346028046146588,CO,2022-11-02,1,0,0,1,1,1,0,0,0,1,1,0
215,1.89031281771105,0.2496856209393445,CO,2022-11-03,1,0,1,1,1,1,0,0,0,0,1,1
216,1.20549089079929,0.293689037120148,CO,2022-11-04,1,1,1,1,1,1,0,1,1,0,0,1
217,2.25021750915584,0.389198388744786,CO,2022-11-05,0,1,1,0,1,0,0,0,0,0,1,0
218,2.5337190394455402,0.32913017143948,CO,2022-11-06,1,0,1,0,1,1,0,0,0,0,1,1
219,2.86649662089066,0.2721860667082545,CO,2022-11-07,0,1,1,0,1,1,1,0,1,0,1,0
220,1.80680996945709,0.300871267912846,CO,2022-11-08,1,1,1,1,1,1,1,0,1,0,1,1
221,2.28656689977596,0.2576357977215625,CO,2022-11-09,0,1,1,1,1,1,0,0,0,0,1,1
222,2.06977606678619,0.302956298745188,CO,2022-11-10,1,1,1,1,0,0,0,0,0,0,0,1
223,1.28352966765665,0.3380063302414545,CO,2022-11-11,0,1,1,1,1,1,0,0,1,0,1,1
224,2.84700729913322,0.3040157448761015,CO,2022-11-12,1,0,1,0,1,1,0,0,1,1,1,1
225,1.16181111411923,0.3409733949295005,CO,2022-11-13,1,1,0,1,1,1,1,0,0,0,1,1
226,1.98301481020391,0.2986759351126065,CO,2022-11-14,0,1,1,1,1,1,0,0,0,0,1,1
227,2.0325826290325,0.330309909878778,CO,2022-11-15,1,1,1,1,1,0,0,0,1,0,1,0
228,1.45180401126218,0.3150423516531045,CO,2022-11-16,1,1,1,1,1,0,1,0,1,0,1,1
229,2.00998964118459,0.25610457445782697,CO,2022-11-17,1,1,1,1,1,1,0,0,0,0,1,0
230,3.31950032557712,0.313187744870266,CO,2022-11-18,1,0,1,0,1,1,1,0,1,0,1,1
231,1.00842437500014,0.239120889993618,CO,2022-11-19,1,1,1,1,1,1,1,0,1,0,1,1
232,1.50054270661193,0.1900646051317895,CO,2022-11-20,1,0,1,0,1,1,1,1,1,1,1,1
233,1.764410747766,0.293010893228157,CO,2022-11-21,1,1,1,1,1,1,0,0,1,0,1,1
234,1.58689752011241,0.291728897885619,CO,2022-11-22,1,1,1,1,0,1,1,0,0,0,0,1
235,7.4673515199817,0.2015459359845115,CO,2022-11-23,0,0,1,0,1,1,1,0,0,0,1,0
236,0.216252628281813,0.165961271240237,CO,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,1
237,4.18151919224536,0.207319358844264,CO,2022-11-25,1,0,1,0,1,1,1,0,0,0,1,1
238,1.90414164193305,0.378201556743222,CO,2022-11-26,1,1,1,1,0,1,1,0,1,1,0,1
239,1.01486431397936,0.2607164506272415,CO,2022-11-27,1,1,1,1,1,1,1,0,0,0,1,1
240,2.68561597751824,0.2784345280365055,CO,2022-11-28,1,0,1,1,1,1,1,0,0,0,1,0
241,1.34252623096021,0.328434239927925,CO,2022-11-29,1,1,0,1,1,1,1,0,0,0,1,1
242,3.46496929034231,0.320915221480783,CO,2022-11-30,1,0,1,0,0,1,1,0,0,0,0,1
243,3.53235558966883,0.2543015371153785,CO,2022-12-01,1,0,0,0,1,1,1,0,0,0,1,1
244,2.871357462267,0.315541646695182,CO,2022-12-02,1,0,1,0,1,1,0,0,0,0,1,1
245,1.10249957962489,0.2774993368684165,CO,2022-12-03,1,0,1,1,1,1,0,0,1,1,1,1
246,1.44618717461767,0.309018046478701,CO,2022-12-04,1,1,1,1,0,1,1,0,1,0,0,0
247,1.75030323506602,0.301344663975137,CO,2022-12-05,1,1,1,1,1,0,1,0,0,1,1,0
248,2.25502074886359,0.2104326161425455,CO,2022-12-06,1,1,1,1,1,1,1,1,0,0,1,1
249,1.68345137140903,0.2291406217735425,CO,2022-12-07,1,1,1,1,1,1,1,0,0,1,1,1
250,1.12392951519926,0.327603018921005,CO,2022-12-08,1,1,1,1,1,0,1,1,1,1,1,1
251,1.80771308130527,0.3625151280073165,CO,2022-12-09,1,0,1,0,1,1,1,0,1,0,1,1
252,1.02603878520574,0.2700042197927005,CO,2022-12-10,1,1,1,1,1,0,1,1,0,1,1,0
253,1.30885353630466,0.2246414368920515,CT,2022-10-30,1,0,1,1,1,1,0,0,1,0,1,1
254,3.51750348467292,0.26830406412482,CT,2022-10-31,1,0,1,0,1,0,0,0,1,0,1,0
255,1.54690980246183,0.2791644130239305,CT,2022-11-01,1,1,1,1,1,1,0,0,1,0,1,1
256,1.00684773339138,0.2994773045836565,CT,2022-11-02,1,1,1,1,1,1,0,0,1,0,1,1
257,3.0568319336402,0.287964522744581,CT,2022-11-03,1,0,1,0,1,1,1,0,1,0,1,1
258,1.22237950998284,0.302842617126023,CT,2022-11-04,1,1,1,1,1,0,0,0,1,0,1,0
259,2.50249166253583,0.363025712631137,CT,2022-11-05,0,1,1,1,1,0,0,0,0,1,1,0
260,1.35394983842779,0.254363707355071,CT,2022-11-06,1,0,1,1,1,1,1,0,1,0,1,1
