...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23H_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23H_95_CI,X23G_95_CI,other_95_CI
78,NA,NA,AL,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.450433171397104,0.2869503127088225,AL,2023-11-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2023-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.440298577628225,0.2820406705500765,AL,2023-11-09,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
83,NA,NA,AL,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2.15836223135287,0.20865467057120551,AR,2023-10-02,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,1.20834761728181,0.2066371517634285,AR,2023-10-03,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
88,1.34564089363954,0.3848449511502055,AR,2023-10-04,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1,0
89,1.90562395550703,0.27397944379228,AR,2023-10-05,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1
90,0.281101221507101,0.2004209237056665,AR,2023-10-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,0.276611560139917,0.1982984897086965,AR,2023-10-07,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
92,0.246543937253323,0.196153155668622,AR,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
93,1.14208109226751,0.193986393787582,AR,2023-10-09,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1
94,1.14448601943549,0.1917997439751365,AR,2023-10-10,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,1.14750746998022,0.2271722320500855,AR,2023-10-11,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1
96,1.64337853498643,0.3816021671926305,AR,2023-10-12,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
97,1.38912604140981,0.2648821076527925,AR,2023-10-13,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
98,NA,NA,AR,2023-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2.11914382388485,0.237253589329019,AR,2023-10-16,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1
101,0.790556313085815,0.58630661832677,AR,2023-10-17,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,NA,NA,AR,2023-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,1.45772168600872,0.1715098064704555,AR,2023-10-19,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1
104,0.223489470175758,0.1692222716404555,AR,2023-10-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,0.236653281142444,0.166935570222262,AR,2023-10-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106,NA,NA,AR,2023-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.38778894746144,0.405433965880188,AR,2023-10-23,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,1
108,0.627162532851772,0.4098989603922305,AR,2023-10-24,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
109,1.16873044845537,0.60627781735759,AR,2023-10-25,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,1
110,NA,NA,AR,2023-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.46368520020807,0.2858601578626355,AR,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
112,NA,NA,AR,2023-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.800948364453831,0.60949330847597,AR,2023-10-30,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
115,NA,NA,AR,2023-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.902617478527727,0.670486793647725,AR,2023-11-01,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0
117,NA,NA,AR,2023-11-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.813605052579624,0.617210252819385,AR,2023-11-03,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
119,NA,NA,AR,2023-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,3.00820914106581,0.53979705655231,AR,2023-11-06,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0
122,0.837139277463255,0.625107877313255,AR,2023-11-07,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
123,0.200896475140255,0.128403078187576,AR,2023-11-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,NA,NA,AR,2023-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,5.88608199778016,0.3815864326104185,AZ,2023-10-01,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0
128,6.8803774633708,0.4121676521186955,AZ,2023-10-02,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0
129,1.38379262500486,0.334555276962206,AZ,2023-10-03,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
130,2.25768879478534,0.451062606344612,AZ,2023-10-04,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0,1
131,1.81421260553661,0.3591869711777005,AZ,2023-10-05,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
132,1.81672429913581,0.3924999321176165,AZ,2023-10-06,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1
133,1.35574619240226,0.53028405671442,AZ,2023-10-07,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0
134,2.65353367772853,0.357840878550616,AZ,2023-10-08,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
135,3.73317752436763,0.3584679006971685,AZ,2023-10-09,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0
136,3.19413191003403,0.3656024125563785,AZ,2023-10-10,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0
137,1.23257104954145,0.3489207113956465,AZ,2023-10-11,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,1,1,1
138,0.512672399180156,0.3684358292733915,AZ,2023-10-12,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
139,1.2046276952408,0.576712304458075,AZ,2023-10-13,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
140,1.15665873026506,0.3406195852771075,AZ,2023-10-14,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
141,1.96831001437383,0.406663887600375,AZ,2023-10-15,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,0,1
142,4.0878167771676,0.35380776598503,AZ,2023-10-16,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1
143,2.4441595407906,0.389953336643142,AZ,2023-10-17,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1
144,2.61414192025214,0.415144778817458,AZ,2023-10-18,1,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
145,2.15070306043341,0.3826552113383895,AZ,2023-10-19,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,1
146,1.49442941780173,0.315555096338222,AZ,2023-10-20,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
147,2.57227612040603,0.340443960914507,AZ,2023-10-21,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1
148,3.10838524185647,0.350335800557326,AZ,2023-10-22,1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0
149,4.34760114151136,0.379409768513543,AZ,2023-10-23,1,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0
150,3.61611023200232,0.321163623819453,AZ,2023-10-24,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
151,1.78138618248636,0.3419277899975585,AZ,2023-10-25,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0
152,0.366143568220957,0.2668962626202925,AZ,2023-10-26,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
153,0.963211888156419,0.319711263262483,AZ,2023-10-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
154,2.02161501930871,0.47029476228065,AZ,2023-10-28,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0
155,3.83387314585376,0.3610793965126595,AZ,2023-10-29,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0
156,5.26593251591175,0.381697416247144,AZ,2023-10-30,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1
157,2.56502728877296,0.3666148404218765,AZ,2023-10-31,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1
158,1.47061937033815,0.32947527217966,AZ,2023-11-01,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
159,3.58705372721464,0.3820666580388445,AZ,2023-11-02,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,1
160,2.06793513932131,0.4182220472975945,AZ,2023-11-03,0,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1
161,0.735243547930376,0.375730801740806,AZ,2023-11-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
162,3.69271884033415,0.38631535092465,AZ,2023-11-05,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0
163,7.16052754673116,0.3749980196592595,AZ,2023-11-06,1,1,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1
164,3.6588246568376,0.350815409286312,AZ,2023-11-07,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0
165,3.07816675370614,0.3899756519184055,AZ,2023-11-08,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
166,2.26705632401634,0.3957016498772585,AZ,2023-11-09,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0
167,1.14584774318695,0.3649546466627515,AZ,2023-11-10,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1
168,1.44502015718765,0.3539931222690725,AZ,2023-11-11,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1
169,1.23557464237016,0.404504076157591,CA,2023-10-01,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,1,0,1
170,3.18872384687853,0.336120868530292,CA,2023-10-02,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
171,2.81904723787498,0.34819830735214,CA,2023-10-03,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0
172,4.37273103340535,0.3429545781290075,CA,2023-10-04,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0
173,4.91058028479378,0.4319978485886715,CA,2023-10-05,1,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1
174,2.40338236393762,0.4094075656893015,CA,2023-10-06,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
175,1.87314509202417,0.2480737836251525,CA,2023-10-07,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,0
176,0.780352200050019,0.3014775459314925,CA,2023-10-08,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1
177,1.96227675942134,0.341105646516484,CA,2023-10-09,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1
178,3.02096434849586,0.3861815701009515,CA,2023-10-10,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1
179,3.07554187972891,0.3785067244748535,CA,2023-10-11,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1
180,1.78442245145095,0.3328422212513835,CA,2023-10-12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
181,2.36752790436944,0.384080928882882,CA,2023-10-13,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1
182,1.60999987110764,0.3719108876955875,CA,2023-10-14,1,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1,1
183,1.80918602149501,0.4142509423131535,CA,2023-10-15,0,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1
184,3.50717275553162,0.3549021551446195,CA,2023-10-16,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0
185,1.82369729224235,0.3506495331443715,CA,2023-10-17,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0
186,4.42809105797363,0.4087380597666595,CA,2023-10-18,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0
187,2.12656691507049,0.3828864412586265,CA,2023-10-19,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0
