...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI
1,NA,NA,AK,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,AK,2022-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,AK,2022-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,AK,2022-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,NA,AK,2022-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,0.271692897037717,0.1267607075967735,AK,2022-12-09,1,1,1,1,1,1,1,0,1,1,0,1,1,1
7,NA,NA,AK,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,AK,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0.253293398763185,0.1127506283398855,AK,2022-12-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,0.247172286486411,0.108516475217489,AK,2022-12-13,1,1,1,1,1,1,1,0,1,1,0,1,1,1
11,NA,NA,AK,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,0.252499643114855,0.100661980046616,AK,2022-12-15,1,1,1,1,1,1,1,0,1,1,0,1,1,1
13,0.993981390551407,0.58540154153296,AK,2022-12-16,0,1,1,1,1,1,1,0,0,0,1,1,0,1
14,NA,NA,AK,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,AK,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,0.547026588042682,0.52274874751848,AK,2022-12-19,1,1,1,1,1,1,1,1,0,1,0,1,1,1
17,NA,NA,AK,2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,0.568587292035303,0.53809137776722,AK,2022-12-21,1,1,1,1,1,1,1,1,0,1,0,1,1,1
19,NA,NA,AK,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2022-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0.21742140506204,0.06653033495167,AK,2022-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,0.941326200801027,0.74565329686108,AK,2022-12-29,1,1,1,1,1,1,0,1,1,1,0,1,1,0
27,0.578572262036922,0.596231583960885,AK,2022-12-30,1,1,1,1,1,1,1,1,0,0,1,1,1,1
28,NA,NA,AK,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.790412589255533,0.400372441583026,AK,2023-01-03,1,1,1,1,1,0,1,1,1,1,0,1,0,1
32,0.535542577452229,0.057977579674613,AK,2023-01-04,1,1,1,1,1,1,1,1,1,1,0,1,0,1
33,0.223556984741199,0.05722860348715,AK,2023-01-05,1,1,1,1,1,1,1,1,1,1,0,1,0,1
34,0.22804520361264,0.0565924300721535,AK,2023-01-06,1,1,1,1,1,1,1,1,1,0,0,1,1,1
35,NA,NA,AK,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.872480191541741,0.74117996016333,AK,2023-01-09,1,1,1,1,1,0,1,1,1,1,1,1,0,0
38,0.881617126633206,0.283597729099355,AK,2023-01-10,1,1,1,1,1,0,1,1,1,1,1,1,1,1
39,0.221526541758006,0.0550756793502185,AK,2023-01-11,1,1,1,1,1,1,1,1,1,1,0,1,0,1
40,0.235041204963749,0.0551042409770205,AK,2023-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,NA,NA,AK,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.731664084291154,0.257632844899888,AL,2022-12-04,1,1,1,1,1,1,1,1,0,1,0,0,1,1
44,0.890515359218561,0.282143712041475,AL,2022-12-05,1,1,1,1,1,1,1,1,0,1,0,1,1,1
45,1.05220245174356,0.3440759688814105,AL,2022-12-06,1,1,1,1,0,1,1,1,0,0,0,0,1,1
46,0.293748351258616,0.2271647540663335,AL,2022-12-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,0.922400933219075,0.2872593295100725,AL,2022-12-08,1,0,1,1,1,1,1,1,0,0,0,1,1,1
48,1.10561561832723,0.2569334361050915,AL,2022-12-09,1,1,1,1,1,0,1,1,0,1,1,1,0,1
49,1.23033511265022,0.1555504713219075,AL,2022-12-10,1,1,1,0,1,1,1,0,0,1,0,0,1,1
50,1.40113556936097,0.497948760723717,AL,2022-12-11,0,1,0,0,1,1,1,0,0,0,1,0,1,1
51,1.1897058192352301,0.419128535450897,AL,2022-12-12,1,1,0,1,0,1,1,0,0,0,1,0,1,1
52,0.155358628764303,0.0955214825502785,AL,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,0.662084678783462,0.29491042374913,AL,2022-12-14,1,1,1,1,1,1,1,1,0,1,0,1,1,1
54,0.839579365725984,0.266742364375542,AL,2022-12-15,1,1,1,1,1,1,1,1,0,1,0,0,1,1
55,0.939069461048405,0.3055473643036225,AL,2022-12-16,1,1,1,1,1,1,0,1,0,1,0,0,1,0
56,0.45354505945794,0.090744147284566,AL,2022-12-17,1,1,1,1,1,1,1,1,1,1,0,0,1,1
57,0.468782315819984,0.090129190555161,AL,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
58,0.443594174369691,0.193725485357377,AL,2022-12-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,2.5435548714759,0.2422629187388125,AL,2022-12-20,1,0,0,1,1,1,1,0,0,0,0,0,1,0
60,2.70610508514655,0.4526661682821245,AL,2022-12-21,1,0,1,1,1,0,0,0,0,0,0,1,0,0
61,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,0.170321234520454,0.0912503900880955,AL,2022-12-24,1,1,1,1,1,1,1,1,1,1,0,0,1,1
64,NA,NA,AL,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1.451068114254,0.28317789379063,AL,2022-12-26,1,1,1,1,1,1,1,0,1,1,0,0,0,1
66,1.9849745947184,0.2306343512757605,AL,2022-12-27,1,0,1,0,1,1,1,0,0,0,0,1,1,1
67,1.64686049799565,0.3582230304244815,AL,2022-12-28,1,1,1,1,0,0,1,1,0,1,0,1,0,1
68,2.92978491723625,0.3137200467788855,AL,2022-12-29,1,0,1,1,0,1,0,1,0,0,0,1,0,0
69,1.51027340755284,0.380371907516744,AL,2022-12-30,1,1,1,1,1,0,1,1,1,0,1,0,0,1
70,NA,NA,AL,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,3.65862660848469,0.2484298334489035,AL,2023-01-02,1,0,1,0,1,0,1,1,0,0,0,1,0,1
73,1.98422166288105,0.2301488623999125,AL,2023-01-03,1,1,1,0,1,1,0,0,0,1,0,0,1,0
74,2.83058038024363,0.3816349685473615,AL,2023-01-04,1,0,1,1,0,0,1,1,0,1,0,1,0,0
75,2.7704895159437,0.309054570715641,AL,2023-01-05,1,0,1,1,1,0,1,1,0,0,0,0,0,1
76,1.54905845537339,0.411230535669313,AL,2023-01-06,1,1,0,1,1,1,1,1,1,0,1,1,1,0
77,1.8173577423849,0.4165615880455945,AL,2023-01-07,1,1,1,1,1,0,0,1,0,0,0,0,0,0
78,1.08317378437802,0.558693405398845,AL,2023-01-08,1,1,1,1,1,1,0,1,0,1,0,1,1,0
79,2.05783692428711,0.3308295815520125,AL,2023-01-09,1,1,1,1,1,0,0,1,0,0,0,0,0,0
80,2.29929811240828,0.2778436888061705,AL,2023-01-10,1,1,1,1,1,0,1,1,1,0,0,0,0,1
81,0.818033710816508,0.4099764994224675,AL,2023-01-11,1,1,1,1,1,0,1,0,1,1,1,1,0,1
82,1.25420055692324,0.506174778921435,AL,2023-01-12,1,1,1,1,1,0,0,1,1,1,0,0,0,0
83,NA,NA,AL,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.26024188019931,0.264778592239009,AR,2022-12-04,1,1,1,1,1,1,1,1,0,1,0,1,1,1
86,1.87209854960112,0.3198726488293825,AR,2022-12-05,1,1,0,1,1,1,1,1,0,0,0,1,1,1
87,4.04405016774324,0.3617790447361685,AR,2022-12-06,0,0,0,1,1,1,1,0,0,0,0,1,1,1
88,1.23912789782452,0.2725961865051545,AR,2022-12-07,1,1,1,1,1,1,1,1,0,0,0,1,0,1
89,2.79148860287664,0.349405525662566,AR,2022-12-08,1,1,0,0,1,1,1,0,0,0,0,1,1,1
90,1.58284082687902,0.2717531681438155,AR,2022-12-09,1,1,0,1,1,1,1,0,0,0,0,0,1,1
91,0.514933295434046,0.2504620812381135,AR,2022-12-10,1,1,1,1,1,1,1,1,0,1,0,1,1,1
92,0.797431124369461,0.267367613267485,AR,2022-12-11,1,1,1,1,1,1,1,1,0,0,0,1,1,1
93,3.8375243481027,0.325447810862515,AR,2022-12-12,1,1,0,0,1,1,1,0,0,0,0,1,0,1
94,1.23309734817683,0.283923625547271,AR,2022-12-13,1,1,1,1,1,1,1,0,0,0,0,1,0,0
95,2.18131528386839,0.2907440319805585,AR,2022-12-14,1,1,1,1,1,1,1,0,0,0,0,1,0,1
96,1.76844980033731,0.195174128478419,AR,2022-12-15,1,0,1,0,1,1,1,1,0,0,0,1,0,1
97,2.80636434273908,0.421858367531078,AR,2022-12-16,1,0,0,0,1,1,0,1,0,0,0,1,0,0
98,0.878952365881466,0.270118006390226,AR,2022-12-17,1,1,1,1,0,1,1,1,0,0,0,1,1,1
99,0.655707105662249,0.2583897290772085,AR,2022-12-18,1,1,1,1,1,1,1,1,1,0,1,0,1,1
100,2.02832728313872,0.2370464747732385,AR,2022-12-19,1,1,0,1,1,0,1,0,0,0,0,0,0,1
101,2.28172045801057,0.3125097456333465,AR,2022-12-20,1,1,0,0,1,1,0,0,1,0,0,1,1,1
102,1.73927179991053,0.2422767366005485,AR,2022-12-21,1,1,1,1,1,1,0,0,0,0,0,1,0,0
103,1.24123323845168,0.276994056468953,AR,2022-12-22,1,0,1,1,1,1,1,1,0,0,1,1,1,1
104,1.69021665028751,0.3550709098497395,AR,2022-12-23,1,0,1,0,1,1,1,1,0,1,0,1,0,1
105,1.55593959460991,0.085165248249839,AR,2022-12-24,1,1,1,0,1,1,1,1,1,1,1,1,1,1
106,0.714947834264269,0.225838434732226,AR,2022-12-25,1,1,1,1,1,1,1,1,0,0,0,1,0,1
