...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23H_50_CI,X24A_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23H_95_CI,X24A_95_CI,other_95_CI
82,NA,NA,AL,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.300964826853275,0.219945187674603,AL,2024-01-26,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
84,NA,NA,AL,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1.70122196661097,0.470113124530299,AR,2023-12-18,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
87,1.06079746318222,0.330069957508719,AR,2023-12-19,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
88,NA,NA,AR,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1.6900624875005,0.334831506681331,AR,2023-12-21,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1
90,1.08845179575329,0.2761660797149925,AR,2023-12-22,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1
91,NA,NA,AR,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.778563934687014,0.4547598354120055,AR,2023-12-27,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1
96,1.37745152933857,0.287445626187957,AR,2023-12-28,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
97,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0.405512530282937,0.36615927043726,AR,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1
102,1.4235858016796,0.368065939470882,AR,2024-01-03,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
103,1.42963742856388,0.434406586123391,AR,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
104,0.369789000699444,0.3724873683229295,AR,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
105,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.826510755590058,0.588748970718765,AR,2024-01-10,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
110,0.913421143367006,0.389950452184899,AR,2024-01-11,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1
111,0.854971753285551,0.491995165468095,AR,2024-01-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1
112,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.397304095342686,0.4200114245780205,AR,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
119,NA,NA,AR,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.40960434508716,0.432296533679534,AR,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
122,NA,NA,AR,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,0.964116567511493,0.440571386043264,AR,2024-01-24,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
124,NA,NA,AR,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.29092377147734,0.2829865686299785,AZ,2023-12-17,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1
128,3.94143521315138,0.402806230398279,AZ,2023-12-18,1,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
129,3.70648232883847,0.3724628822237015,AZ,2023-12-19,1,1,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1
130,1.01291403543863,0.343332448728691,AZ,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1
131,1.74355040878948,0.39182196534107,AZ,2023-12-21,1,1,0,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0
132,0.959640126859701,0.37987609569527653,AZ,2023-12-22,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0
133,1.25878786050143,0.357539886274792,AZ,2023-12-23,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1
134,2.19607070923149,0.334808285166702,AZ,2023-12-24,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0,1
135,2.04779350551576,0.3488369597278355,AZ,2023-12-25,1,1,1,1,0,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1
136,5.06543176309641,0.3200282358025055,AZ,2023-12-26,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1
137,2.06624713278301,0.32697830907895,AZ,2023-12-27,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1
138,1.02752856840245,0.315875401884085,AZ,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
139,0.707938711028116,0.340163675464341,AZ,2023-12-29,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,0.649706489078221,0.178808403226966,AZ,2023-12-30,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
141,1.37178638447712,0.2115797376155965,AZ,2023-12-31,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,0,0,1
142,2.9430181679166,0.3084163289592185,AZ,2024-01-01,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,1
143,4.01803905960222,0.306081326508023,AZ,2024-01-02,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0
144,0.88917049464782,0.3140172444253175,AZ,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
145,0.954945704325495,0.248514173740614,AZ,2024-01-04,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,0
146,0.435482912899302,0.247137085564246,AZ,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
147,1.74150868391308,0.169437685627652,AZ,2024-01-06,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
148,1.83720444651918,0.1164026898150675,AZ,2024-01-07,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1
149,2.75595555344693,0.1952584885920715,AZ,2024-01-08,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1
150,2.989151935394,0.2061189602573515,AZ,2024-01-09,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1
151,0.406986018256566,0.097905996122129,AZ,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
152,1.44328968036415,0.311480375567164,AZ,2024-01-11,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1
153,0.897997335106551,0.2242236720091565,AZ,2024-01-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
154,1.13821705540657,0.1815922101288365,AZ,2024-01-13,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
155,1.78722829798272,0.244981979484455,AZ,2024-01-14,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1
156,4.73397992270641,0.189735442869696,AZ,2024-01-15,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0
157,0.306776176618999,0.068321685410272,AZ,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
158,2.26000860767365,0.1890422566014105,AZ,2024-01-17,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1
159,0.760287956468656,0.224015527050259,AZ,2024-01-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
160,0.664912865390724,0.05685293857379,AZ,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,0.529457066907956,0.204779390568133,AZ,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
162,2.26892399529229,0.203067301029863,AZ,2024-01-21,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0
163,2.81970692507498,0.085902718790885,AZ,2024-01-22,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1
164,2.97422007180418,0.0960981449039925,AZ,2024-01-23,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1
165,1.56185926596283,0.315610669050122,AZ,2024-01-24,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1
166,0.321758604743335,0.0394448213416294,AZ,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167,0.928355922987365,0.4025557868395975,AZ,2024-01-26,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0
168,1.78647191944475,0.138778771857631,AZ,2024-01-27,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0
169,0.737283567597921,0.2649072999791675,CA,2023-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
170,2.13402940792227,0.316496798495819,CA,2023-12-18,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
171,1.80546432131918,0.3184015204156205,CA,2023-12-19,1,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,1
172,2.02632397873739,0.3451883640874705,CA,2023-12-20,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0
173,6.21880435236357,0.335459569978322,CA,2023-12-21,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0
174,2.44439082421149,0.2665114914901885,CA,2023-12-22,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,0
175,0.604459585529914,0.274454645197379,CA,2023-12-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
176,1.8780945958383,0.2496504645163075,CA,2023-12-24,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0
177,0.849742990324163,0.406120137854539,CA,2023-12-25,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
178,2.49269726590944,0.289608203662764,CA,2023-12-26,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0
179,2.459918202401,0.371038046290726,CA,2023-12-27,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1
180,2.80144483850934,0.247034085334462,CA,2023-12-28,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1
181,3.62571845087633,0.242880132659374,CA,2023-12-29,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1
182,1.2373324257329,0.339056406388671,CA,2023-12-30,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,1
183,0.476584765106544,0.1189918745827405,CA,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184,0.359909089768389,0.23366482420747,CA,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
185,1.25476494229274,0.268557249508854,CA,2024-01-02,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
186,1.47774705806702,0.243967914861982,CA,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0
