...1,es_score,brier_score,location,target_date,X21K_50_CI,X21L_50_CI,X22B_50_CI,X22C_50_CI,X22D_50_CI,X22E_50_CI,X23A_50_CI,X23D_50_CI,X23B_50_CI,other_50_CI,X21K_95_CI,X21L_95_CI,X22B_95_CI,X22C_95_CI,X22D_95_CI,X22E_95_CI,X23A_95_CI,X23D_95_CI,X23B_95_CI,other_95_CI
22,0.0126195367019244,0.003859551836506315,AK,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,1.11885978184574,0.4560755504313325,AK,2023-04-17,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
24,0.0447119393069683,0.0043666093155664,AK,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
25,NA,NA,AK,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.0188532345096782,0.0050154027844837,AK,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
27,NA,NA,AK,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-05-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.111305731132036,0.0186910040177734,AL,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
45,NA,NA,AL,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,NA,NA,AL,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.0364455845063554,0.0188256052008132,AL,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
52,NA,NA,AL,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.0397046255149736,0.01903544252979715,AL,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,1.73523756668824,0.81060814639059,AL,2023-04-06,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0
55,NA,NA,AL,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.144670803199048,0.0195035747394308,AL,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
57,NA,NA,AL,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.836518268795328,0.404013007191359,AL,2023-04-10,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
59,1.05290834390049,0.812359533548625,AL,2023-04-11,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,0,1
60,0.050096153623185,0.02045061270954155,AL,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,NA,NA,AL,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,0.0554980675886877,0.02108515797854585,AL,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
63,0.062177751791353,0.0214484133784272,AL,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
64,NA,NA,AL,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.064306822023039,0.0222768877185488,AL,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,0.066227069481013,0.02274661757123735,AL,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
67,0.0739500331706873,0.0232566439903138,AL,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,NA,NA,AL,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.112593065185464,0.0291510479736465,AL,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
76,NA,NA,AL,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.714047669964582,0.4040379405390975,AL,2023-05-03,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
82,NA,NA,AL,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1.18916335003106,0.45941644627681,AR,2023-03-26,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
86,0.00584033430456526,0.00382131147915071,AR,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,2.01259128449993,0.302506705878014,AR,2023-03-28,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1
88,0.456584137348275,0.00317647601791792,AR,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
89,0.0133200096739286,0.0028974399419176,AR,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,0.00408338609170111,0.00264378759432985,AR,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
91,0.00352881638733438,0.002413173591296725,AR,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
92,0.0152087970273964,0.00220347208491493,AR,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,0.0027094776218051,0.002012756615675385,AR,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,0.127685110685747,0.00183928160191672,AR,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
95,0.0590746421246319,0.001681465384753435,AR,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,0.00228958347514535,0.00153787474063924,AR,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,1.24838010631933,0.474704311495444,AR,2023-04-07,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
98,NA,NA,AR,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,0.00984009783489315,0.001180063089877655,AR,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,0.0183995380653431,0.001081543603029495,AR,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,0.00222918241392787,9.9185916428708e-4,AR,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,0.009468368412516,9.1021250979455e-4,AR,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
103,NA,NA,AR,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,1.2906687839358,0.483969386124134,AR,2023-04-16,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
107,0.00776125839862721,5.9940805861613e-4,AR,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,NA,NA,AR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,0.001360940141197,4.3693581689782e-4,AR,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,0.0127129441543196,4.04998254216085e-4,AR,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113,0.00168977307936539,3.7593035397179e-4,AR,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114,0.00151738044576856,3.4947772853137e-4,AR,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,NA,NA,AR,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.0139943890327926,2.34095560448975e-4,AR,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121,NA,NA,AR,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,1.31943270072431,0.97867953543408,AR,2023-05-02,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1
123,0.00260382172651916,1.97059879021365e-4,AR,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,NA,NA,AR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.683945836169711,0.1025452729950985,AZ,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
128,1.22452774772809,0.1123975296283245,AZ,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0
129,2.40275631359169,0.0475589255131261,AZ,2023-03-28,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0
130,0.901301313323745,0.00794043342611685,AZ,2023-03-29,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
131,1.36367859312348,0.221678164152392,AZ,2023-03-30,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0
132,0.0532708456042459,0.008284315373293,AZ,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,0.864565514806365,0.291244072159953,AZ,2023-04-01,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
134,0.702140590726257,0.150726398795182,AZ,2023-04-02,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0
135,1.22361004833719,0.0545821052713255,AZ,2023-04-03,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1
136,1.34916968832374,0.170117799891644,AZ,2023-04-04,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
137,1.13240006384745,0.08360866800822,AZ,2023-04-05,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0
138,0.190368595923151,0.0101211277985855,AZ,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
139,0.438783986014399,0.0105739338442408,AZ,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
140,0.620319285865877,0.093866700426415,AZ,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
141,1.66436146259363,0.1397227147391235,AZ,2023-04-09,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1
142,1.6373832027591,0.138767347296201,AZ,2023-04-10,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1
143,2.21241893978192,0.207305943408502,AZ,2023-04-11,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0
144,0.080917878399511,0.0137309205530202,AZ,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145,0.497992810433611,0.01458604657188425,AZ,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0
146,0.819627301907232,0.284334868117632,AZ,2023-04-14,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1
147,0.637106568094379,0.0165869079114284,AZ,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
148,1.22237073325825,0.249629127640114,AZ,2023-04-16,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0
149,1.45010881109766,0.1082745278870255,AZ,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
150,1.12271029205874,0.173553550952625,AZ,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
151,2.7335965073472,0.052987056538329,AZ,2023-04-19,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
152,2.45797223606592,0.2349006933825505,AZ,2023-04-20,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,0
153,1.11447774355657,0.77728253648906,AZ,2023-04-21,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1
154,0.261364315291946,0.027976854666738,AZ,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
155,3.03344549724919,0.086373387436174,AZ,2023-04-23,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0
156,2.78633561031244,0.0629762104835955,AZ,2023-04-24,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
157,2.05591409207082,0.1375296133457165,AZ,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
158,3.80779682041817,0.109404205400654,AZ,2023-04-26,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0
159,1.56208146866862,0.0924268042610815,AZ,2023-04-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
160,1.3487350793218,0.04687675955445775,AZ,2023-04-28,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1
161,0.814701730020878,0.051267482818209,AZ,2023-04-29,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
162,1.36187420719855,0.204250834698335,AZ,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
163,3.41082836222021,0.117864777150777,AZ,2023-05-01,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,1
164,3.27825608472511,0.2099360558462345,AZ,2023-05-02,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0
165,3.6878093759168,0.1622352721961395,AZ,2023-05-03,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1
166,2.77555927741586,0.118590561302442,AZ,2023-05-04,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
167,1.18712773800596,0.2443769892829525,AZ,2023-05-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
168,1.78595581827199,0.095833336762683,AZ,2023-05-06,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1
169,3.26745681217838,0.1700635724838515,CA,2023-03-26,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0
170,3.04335890801986,0.097571713867181,CA,2023-03-27,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
171,3.39121273220871,0.055766840571701,CA,2023-03-28,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1
172,4.86659874327329,0.1967806734726925,CA,2023-03-29,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,1
173,3.37753118760509,0.0733696322022625,CA,2023-03-30,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0
174,1.97701515993418,0.118928699880757,CA,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
175,4.36998064553453,0.193800624310076,CA,2023-04-01,1,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0
176,2.92626803553466,0.164045420086152,CA,2023-04-02,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0
177,3.52964283720534,0.154241780199091,CA,2023-04-03,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0
178,3.83034303051312,0.0846215940763845,CA,2023-04-04,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
179,2.8357546033668,0.1608685186268775,CA,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0
180,5.21634620035256,0.197664883205235,CA,2023-04-06,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0
181,2.5728265486232,0.144018017561079,CA,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0
182,3.77832645261297,0.133888267708788,CA,2023-04-08,1,1,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,1
183,1.119251223138,0.077035420135696,CA,2023-04-09,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0
184,3.77066727624191,0.1866014257910425,CA,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
185,6.8114543363512,0.1125025802299345,CA,2023-04-11,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0
186,3.01727460390493,0.207076520632791,CA,2023-04-12,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
187,4.9693737978128,0.148382929222208,CA,2023-04-13,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1
188,10.4781435006438,0.095391752223572,CA,2023-04-14,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,1
