...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
1,0.861671716550577,0.4721193130904335,AK,2022-11-27,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
2,0.351627429561474,0.207876434056908,AK,2022-11-28,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
3,NA,NA,AK,2022-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.364258025444001,0.3001069229209515,AK,2022-11-30,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
5,NA,NA,AK,2022-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,AK,2022-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,AK,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,AK,2022-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,AK,2022-12-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,AK,2022-12-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,AK,2022-12-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,AK,2022-12-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,0.303049688662913,0.2508208451940885,AK,2022-12-09,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
14,NA,NA,AK,2022-12-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,AK,2022-12-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,0.264875680554022,0.2400474161464765,AK,2022-12-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17,0.272884569948663,0.237067437791435,AK,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,NA,NA,AK,2022-12-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0.258830610540527,0.2320046525210105,AK,2022-12-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,0.944695955383743,0.456744050039289,AK,2022-12-16,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
21,NA,NA,AK,2022-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2022-12-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.508651393903533,0.3043686999550565,AK,2022-12-19,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
24,NA,NA,AK,2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0.548636344907437,0.307963377257787,AK,2022-12-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,NA,NA,AK,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2022-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2022-12-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.232678237951276,0.2267391905040605,AK,2022-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,0.905514099036019,0.65577869852753,AK,2022-12-29,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
34,0.586745270909511,0.3117644393047445,AK,2022-12-30,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
35,NA,NA,AK,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-01-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,0.789853536822433,0.4076694833002895,AK,2023-01-03,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
39,0.550051451305196,0.242430622552769,AK,2023-01-04,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
40,0.24525776657699,0.2456264696906235,AK,2023-01-05,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
41,0.242996170390014,0.2490406603464315,AK,2023-01-06,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
42,NA,NA,AK,2023-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.806110560143722,0.2056298540356495,AL,2022-11-28,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
45,0.725221659773089,0.298992445740727,AL,2022-11-29,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
46,1.07223197119334,0.2651256941470635,AL,2022-11-30,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1
47,0.781745882115369,0.2676910092072145,AL,2022-12-01,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
48,0.572200608636385,0.2693384476960185,AL,2022-12-02,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
49,NA,NA,AL,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.712266227690104,0.252967198940158,AL,2022-12-04,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
51,0.903480401681758,0.274377671542285,AL,2022-12-05,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1
52,1.12742684702844,0.344502986233495,AL,2022-12-06,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1
53,0.287829746984835,0.225895717050386,AL,2022-12-07,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
54,0.966715698439405,0.279346362336281,AL,2022-12-08,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1
55,1.05039961502278,0.2650820043715795,AL,2022-12-09,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
56,1.12814192342338,0.160834422978926,AL,2022-12-10,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,1
57,1.47391878062928,0.4969700965024565,AL,2022-12-11,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,1
58,1.26615541635671,0.4197833653861675,AL,2022-12-12,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1
59,0.144039758388069,0.1040634959103625,AL,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,0.708205738519174,0.288190637463573,AL,2022-12-14,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
61,0.910300952805586,0.262336257123241,AL,2022-12-15,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
62,0.934446758432154,0.310207583191191,AL,2022-12-16,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1
63,0.420193173057292,0.0959766968161305,AL,2022-12-17,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
64,0.399855795708149,0.0943978557247085,AL,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
65,0.382462201299014,0.1933461054852315,AL,2022-12-19,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
66,2.37954329092852,0.2445505994034345,AL,2022-12-20,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,1
67,2.72633621224633,0.456145260184303,AL,2022-12-21,1,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1
68,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.147065171317521,0.088307985382711,AL,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,NA,NA,AL,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1.45926338498394,0.2837838178927865,AL,2022-12-26,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
73,1.72750335519202,0.228483267559139,AL,2022-12-27,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
74,1.68886536532626,0.3631497973832605,AL,2022-12-28,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1
75,3.04237475325903,0.314323699968585,AL,2022-12-29,1,0,1,1,0,1,1,0,1,0,1,0,0,0,1,0
76,1.54118625821516,0.388231074495292,AL,2022-12-30,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1
77,NA,NA,AL,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,3.22933141674834,0.2413022837357275,AL,2023-01-02,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,1
80,1.68235769030332,0.224240157851148,AL,2023-01-03,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
81,2.78337119177058,0.3849620376581045,AL,2023-01-04,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1
82,2.64386498380794,0.297948375369005,AL,2023-01-05,1,0,1,1,1,0,1,1,1,1,0,0,0,0,1,1
83,1.61249827943604,0.4038718593905635,AL,2023-01-06,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
84,1.66329501019913,0.4288629014447625,AL,2023-01-07,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,0
85,0.736199533288492,0.3859323175064965,AR,2022-11-27,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1
86,4.81446088889178,0.291340786067294,AR,2022-11-28,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
87,2.95703081807486,0.27984670613131,AR,2022-11-29,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
88,1.45762747672513,0.307573383537428,AR,2022-11-30,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
89,1.83268443887671,0.322685081182963,AR,2022-12-01,1,0,1,1,0,1,1,1,0,0,1,0,0,1,1,1
90,1.97402364711288,0.242142164943839,AR,2022-12-02,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1
91,0.690884713801428,0.387326527337407,AR,2022-12-03,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
92,0.32823176873744,0.2758900781412705,AR,2022-12-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
93,2.34752144333248,0.3347694593454095,AR,2022-12-05,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
94,3.07478900890368,0.357968737330413,AR,2022-12-06,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
95,1.83055082349654,0.278968550243759,AR,2022-12-07,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
96,2.67143738823035,0.361731653223582,AR,2022-12-08,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1
97,1.02963636820589,0.2566729588654085,AR,2022-12-09,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
98,0.741096467369025,0.2612184122365635,AR,2022-12-10,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1
99,0.56969007526226,0.2543196036020755,AR,2022-12-11,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
100,4.50283671621549,0.3405457643186885,AR,2022-12-12,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,0
101,1.14839686521942,0.2839564428563085,AR,2022-12-13,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
102,3.62138027809817,0.302317903031506,AR,2022-12-14,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1
103,1.35609352424028,0.1686738544239605,AR,2022-12-15,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1
104,3.16440403129521,0.468513074748739,AR,2022-12-16,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0
105,0.932034636975712,0.268706297966778,AR,2022-12-17,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1
106,0.513535443612696,0.254035181330708,AR,2022-12-18,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0
107,3.20109113262987,0.2434720754715205,AR,2022-12-19,1,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1
108,3.01150390905333,0.3338882534915365,AR,2022-12-20,1,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1
109,1.91541749606338,0.239853023740758,AR,2022-12-21,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
110,1.80471919561207,0.316271588309658,AR,2022-12-22,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
111,2.20368751459946,0.4309804469086435,AR,2022-12-23,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1
112,1.59500124335196,0.0391926286545395,AR,2022-12-24,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
113,0.458345765277157,0.2024552145738045,AR,2022-12-25,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1
114,3.55695471107624,0.1040733386578355,AR,2022-12-26,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0
115,1.54773363154775,0.3424332935855455,AR,2022-12-27,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1
116,1.09777148589036,0.293167759767034,AR,2022-12-28,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1
117,6.45406495127588,0.4575068607276265,AR,2022-12-29,1,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1
118,3.09834180525395,0.2222082200577605,AR,2022-12-30,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1
119,0.687632749198678,0.312322805859507,AR,2022-12-31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
120,0.108083972545576,0.02836906361482035,AR,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
121,1.35073709749148,0.1207280314977295,AR,2023-01-02,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
122,3.72465923983967,0.255061295672043,AR,2023-01-03,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1
123,6.68761809437405,0.225276390261024,AR,2023-01-04,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
124,4.10882667237591,0.356404419855279,AR,2023-01-05,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1
125,0.850068855288932,0.2955995009468325,AR,2023-01-06,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
126,1.0119355501702,0.179452183953832,AR,2023-01-07,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
127,2.85195416359913,0.273139958784987,AZ,2022-11-27,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
128,5.43457931040839,0.2719295442729775,AZ,2022-11-28,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1
129,4.3305565475954,0.3021225329663495,AZ,2022-11-29,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0
130,2.98105576156351,0.282948576147505,AZ,2022-11-30,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
131,6.88940443402353,0.3277485639241345,AZ,2022-12-01,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1
132,4.23918904132429,0.32077968322303,AZ,2022-12-02,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0,1
133,2.35787933384131,0.277382633642712,AZ,2022-12-03,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1
134,2.09424935371092,0.285463867892413,AZ,2022-12-04,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0
