...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,X23B_50_CI,X23E_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,X23B_95_CI,X23E_95_CI,other_95_CI
34,NA,NA,AK,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.989278412045092,0.410418898695398,AL,2023-04-10,1,0,1,1,1,1,1,1,0,0,1,1,1,1
45,1.10942860516839,0.797696521232305,AL,2023-04-11,0,1,0,1,1,1,1,1,1,1,1,1,1,1
46,0.0241975475506147,0.02007057662601935,AL,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
47,NA,NA,AL,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,0.0295465133577406,0.02099250932898715,AL,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,0.0288906011083013,0.0214923496267136,AL,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,NA,NA,AL,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.0329048038735453,0.02257502727753865,AL,2023-04-17,1,1,1,1,1,1,1,1,1,0,1,1,1,0
52,0.0304420216683507,0.02316046646022905,AL,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
53,0.0298363422847214,0.0237773724792034,AL,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,NA,NA,AL,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-04-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,NA,NA,AL,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.0441802437405464,0.0301323532988255,AL,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
62,NA,NA,AL,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-05-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.852694829131811,0.3783021551624415,AL,2023-05-03,1,1,1,0,1,1,1,0,1,0,0,1,1,1
68,NA,NA,AL,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,NA,NA,AL,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-05-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-05-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.739946354570643,0.368014874744661,AL,2023-05-19,1,1,1,1,0,1,1,0,1,1,1,0,1,1
84,NA,NA,AL,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.0127488524469179,0.001681561206085135,AR,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,0.0269238573649431,0.001624025067072795,AR,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,0.00381329958616843,0.001570924406724165,AR,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
88,0.013658673774538,0.00152186281498338,AR,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,NA,NA,AR,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,NA,NA,AR,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,1.24012548835912,0.4752182582235925,AR,2023-04-16,1,1,0,0,1,1,1,1,1,0,0,1,1,1
93,0.0107206022077922,0.00132638473393539,AR,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,NA,NA,AR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,0.00314946774264455,0.001217166236787765,AR,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,0.0331927165384478,0.001195297746000225,AR,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
99,0.00359029225020037,0.00117545957870318,AR,2023-04-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,0.00381549161697119,0.001157611976280245,AR,2023-04-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,NA,NA,AR,2023-04-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2023-04-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2023-04-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-04-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.0272803921164349,0.001092147692488775,AR,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,NA,NA,AR,2023-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,1.29221481720391,0.95263510424957,AR,2023-05-02,0,1,0,1,1,1,1,0,1,0,1,1,1,1
109,0.00378559514208618,0.00108798838693252,AR,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,NA,NA,AR,2023-05-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2023-05-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2023-05-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,1.27243501820565,0.939847421323595,AR,2023-05-08,1,1,0,1,0,1,1,1,1,0,1,0,1,1
115,0.0188274070625075,0.00115214706544315,AR,2023-05-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,2.44136660693622,0.63687115222862,AR,2023-05-10,1,0,0,1,1,1,1,0,0,0,1,1,1,1
117,NA,NA,AR,2023-05-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2023-05-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2023-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2023-05-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2023-05-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-05-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2023-05-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-05-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.51683163333062,0.139034842386106,AZ,2023-04-09,1,1,1,1,0,1,1,1,0,0,0,0,1,1
128,1.63384997780916,0.137921675108273,AZ,2023-04-10,1,1,1,0,1,1,1,1,1,0,0,0,1,1
129,2.22215835457959,0.2113925125490025,AZ,2023-04-11,1,0,0,0,1,0,0,0,0,0,0,1,0,1
130,0.0491959937445804,0.00999509575003805,AZ,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
131,0.314563265162195,0.0101198782263841,AZ,2023-04-13,1,1,1,1,1,1,1,1,0,0,1,1,1,1
132,0.950527443153974,0.295276062570907,AZ,2023-04-14,0,1,1,1,1,1,1,0,1,1,1,1,1,0
133,0.362199973217695,0.01037757489768275,AZ,2023-04-15,1,1,1,1,1,1,1,1,1,0,1,1,1,0
134,1.29373272417304,0.253522358645243,AZ,2023-04-16,1,1,0,1,0,1,0,1,1,0,1,0,1,0
135,1.12738322039927,0.1062733395482695,AZ,2023-04-17,1,0,1,1,1,1,1,1,1,0,0,1,0,1
136,1.25762677510901,0.175345998491535,AZ,2023-04-18,1,1,1,0,1,1,1,1,0,0,0,0,1,1
137,1.85111928086018,0.0450682667787684,AZ,2023-04-19,1,1,0,1,1,1,1,1,1,0,0,1,1,0
138,3.60165031200509,0.242435683389839,AZ,2023-04-20,1,1,0,0,1,1,0,1,0,0,0,1,1,0
139,1.18274174738915,0.85301305298259,AZ,2023-04-21,1,1,0,1,0,1,1,1,1,0,1,0,1,1
140,0.117336807237679,0.01128960156402495,AZ,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,1.61653942486464,0.07607419567382,AZ,2023-04-23,1,1,1,1,0,1,1,0,1,0,0,0,1,1
142,1.20451494301881,0.0464076116883773,AZ,2023-04-24,1,1,0,1,1,1,1,1,1,0,0,1,1,1
143,1.45221896966422,0.1321890288111385,AZ,2023-04-25,1,1,1,0,1,1,1,1,1,0,1,1,1,0
144,1.27874459896782,0.0969321086560575,AZ,2023-04-26,1,1,1,1,1,1,1,0,1,0,0,0,1,1
145,0.669738057330459,0.0732255327918035,AZ,2023-04-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
146,0.659630450909294,0.01196796953559435,AZ,2023-04-28,1,1,1,1,1,1,1,1,1,0,0,1,1,1
147,0.303781016941711,0.01206458365923545,AZ,2023-04-29,1,1,1,1,1,1,1,1,1,0,0,1,1,1
148,1.80815257961251,0.210580497670035,AZ,2023-04-30,1,1,1,0,1,1,1,1,1,0,0,1,1,1
149,1.4418813781362,0.089416300884295,AZ,2023-05-01,1,0,1,1,1,1,1,1,0,0,0,0,1,1
150,4.14798523253278,0.213821020079501,AZ,2023-05-02,1,1,0,0,1,0,1,1,1,0,0,0,0,0
151,1.77420581640091,0.1421642839587845,AZ,2023-05-03,1,1,1,0,1,0,1,1,1,0,0,0,0,1
152,0.995011156785423,0.0723589134921465,AZ,2023-05-04,1,1,1,1,1,1,1,1,1,0,0,1,1,1
153,1.64037345233083,0.256234304282834,AZ,2023-05-05,1,0,0,0,1,1,1,1,0,0,1,1,1,1
154,0.5501914982674,0.01258202729203845,AZ,2023-05-06,1,1,1,1,1,1,1,0,1,0,0,1,1,1
155,4.50004566765826,0.3242962077128445,AZ,2023-05-07,0,0,0,1,1,0,1,0,0,0,0,0,0,1
156,7.79155316221769,0.32652936799131,AZ,2023-05-08,1,0,0,0,1,1,0,1,0,0,0,1,1,0
157,1.62910886460064,0.096424940528483,AZ,2023-05-09,1,1,1,1,1,1,1,1,0,0,0,0,1,0
158,1.74338311857528,0.141781322563989,AZ,2023-05-10,1,0,1,1,1,1,1,1,0,0,0,1,1,1
159,0.0946118556151196,0.0127816616370376,AZ,2023-05-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160,0.891751272122318,0.1360766298831675,AZ,2023-05-12,1,0,1,1,1,1,1,1,0,0,1,1,1,1
161,NA,NA,AZ,2023-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,1.80827055753469,0.4338053428980075,AZ,2023-05-14,1,1,0,1,0,1,1,1,1,0,0,0,1,1
163,3.14632628027182,0.2204917785347615,AZ,2023-05-15,1,0,0,0,1,1,0,1,0,0,0,0,1,0
164,1.79626839589468,0.19778307816018,AZ,2023-05-16,0,1,1,1,1,0,1,0,1,0,0,0,0,1
165,1.30487030170966,0.1838848320925335,AZ,2023-05-17,1,1,1,1,0,1,1,1,1,0,1,0,1,1
166,1.54557795818804,0.294110845927944,AZ,2023-05-18,1,1,1,1,0,1,1,1,1,1,0,0,1,1
167,1.05338098824103,0.79367305331915,AZ,2023-05-19,1,1,0,0,1,1,1,1,1,0,0,1,1,1
168,2.10771521583485,0.793440477368105,AZ,2023-05-20,1,1,0,0,1,1,1,1,1,0,0,1,1,1
169,0.872899418106381,0.0720058586129255,CA,2023-04-09,1,1,1,1,1,1,1,0,1,0,0,0,1,1
170,6.3209417289167,0.1900168337841635,CA,2023-04-10,1,1,1,0,1,1,1,0,0,0,0,0,0,0
171,4.73921458231512,0.1079264102694725,CA,2023-04-11,1,1,0,1,0,1,1,0,0,0,0,0,0,0
172,5.29067831562106,0.21149315707191849,CA,2023-04-12,0,1,0,0,1,1,1,0,1,0,0,0,1,1
173,2.51459672496623,0.1435971861645295,CA,2023-04-13,1,1,1,1,1,1,1,1,0,1,0,0,0,0
174,6.48370194208085,0.080123611193332,CA,2023-04-14,1,1,0,0,1,1,1,0,1,0,0,0,0,1
175,3.11543152853927,0.147485642469361,CA,2023-04-15,0,0,1,0,1,1,1,0,1,0,0,0,0,0
176,2.74153778755979,0.147437601107354,CA,2023-04-16,1,1,1,0,0,1,1,1,0,0,0,0,1,0
177,3.19406339454605,0.147206592691784,CA,2023-04-17,1,1,1,1,1,0,1,1,0,0,0,0,0,1
178,2.5091922432756,0.1279842926660765,CA,2023-04-18,1,1,0,1,1,1,0,0,0,0,0,0,0,0
179,2.52647895777001,0.2116021671247395,CA,2023-04-19,1,1,1,1,1,0,0,1,1,0,0,0,0,0
180,2.10969638180971,0.2053443575893725,CA,2023-04-20,1,0,1,1,1,1,1,0,0,0,0,1,0,1
181,5.33614861500456,0.0794757464444695,CA,2023-04-21,1,1,0,0,0,1,1,1,0,1,1,0,0,1
182,4.80505404031008,0.3189463923104665,CA,2023-04-22,0,1,0,1,1,0,1,0,1,0,0,1,1,1
183,1.97328341788661,0.269106717323621,CA,2023-04-23,1,1,1,1,0,1,1,1,1,0,1,0,0,1
184,2.47114599561262,0.1590461890251005,CA,2023-04-24,1,1,1,0,0,1,1,1,1,0,0,1,1,0
185,4.42228683268852,0.2397702191423025,CA,2023-04-25,1,0,0,1,1,1,1,0,0,0,0,0,0,0
186,6.32854182312203,0.1427983671034635,CA,2023-04-26,1,1,0,1,0,0,1,1,0,0,0,0,0,0
187,3.90833911350752,0.169986729628268,CA,2023-04-27,1,1,0,1,1,1,1,1,0,0,0,0,1,0
188,3.50076939243271,0.179914672524376,CA,2023-04-28,1,1,1,0,1,1,1,0,0,0,0,0,0,1
189,4.32684366523698,0.277708853381953,CA,2023-04-29,1,0,0,1,0,1,1,0,0,0,0,0,0,0
190,2.58004347110811,0.1882376969835835,CA,2023-04-30,1,1,1,1,1,1,0,0,0,0,0,0,0,0
191,4.49937536722882,0.248501008410785,CA,2023-05-01,1,1,1,1,0,1,1,1,1,0,0,0,0,0
192,5.30762935040965,0.276221058861241,CA,2023-05-02,1,1,0,1,0,1,1,1,0,0,0,0,0,0
193,3.82735327876039,0.19454897299132,CA,2023-05-03,1,1,0,1,1,1,1,1,0,0,1,0,0,0
194,1.83285318394467,0.2329607538772835,CA,2023-05-04,1,1,1,1,1,1,1,1,0,0,0,0,0,0
195,4.16125725480352,0.204427475638809,CA,2023-05-05,1,0,1,1,0,0,1,0,0,0,0,0,0,0
196,2.53304482770197,0.1949911057472115,CA,2023-05-06,1,1,0,0,1,1,1,1,1,0,1,0,1,1
197,1.21431312966502,0.268943869597265,CA,2023-05-07,1,1,1,1,1,1,1,0,1,1,0,0,0,1
198,7.12631815644463,0.3519828928116235,CA,2023-05-08,0,1,0,0,1,0,1,1,0,0,0,0,0,0
199,5.53167352679044,0.1976057946694565,CA,2023-05-09,1,1,0,1,0,0,1,0,0,0,0,0,0,0
200,2.6973011138999,0.2823923063754715,CA,2023-05-10,1,1,1,1,1,1,1,1,1,0,1,0,0,1
201,5.32442759730025,0.289273248034762,CA,2023-05-11,1,1,1,1,0,0,1,1,0,0,0,0,0,1
202,1.98942686751461,0.2299707904717645,CA,2023-05-12,1,1,1,1,1,1,0,1,0,0,0,0,0,1
203,1.15004005808727,0.377098599260361,CA,2023-05-13,1,1,1,0,1,1,1,1,1,0,0,0,0,1
204,4.23939804136848,0.50882592479163,CA,2023-05-14,1,1,0,1,1,0,0,1,1,0,0,1,0,0
205,5.48349495065527,0.3643458619262675,CA,2023-05-15,1,1,1,1,0,1,1,1,0,0,0,0,0,1
206,2.53015906240045,0.248953014331014,CA,2023-05-16,1,1,1,1,0,1,1,0,0,0,1,0,0,1
207,1.58664270858323,0.3144672572307685,CA,2023-05-17,0,1,1,1,1,1,1,0,1,0,1,0,0,0
208,2.33780937819527,0.3249955761805395,CA,2023-05-18,1,1,1,1,0,1,1,1,0,1,0,0,0,1
209,2.10367059548514,0.247843435336248,CA,2023-05-19,1,1,0,1,1,1,1,1,0,0,1,0,1,1
210,1.26355080699007,0.1536992012562085,CA,2023-05-20,1,1,0,1,1,1,1,1,1,1,1,1,1,1
211,0.0107784852057251,0.0088412298801025,CO,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,0.0129234511947289,0.0093119085152918,CO,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,0.845832275426846,0.182550879827794,CO,2023-04-11,1,0,1,1,1,1,1,1,0,0,1,1,1,1
214,0.104339119809895,0.0103819347911709,CO,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.192766407979995,0.010989214800057,CO,2023-04-13,1,1,1,1,1,1,1,1,1,0,0,1,1,1
216,0.621099932382371,0.1154134007347235,CO,2023-04-14,1,1,1,1,1,1,1,0,1,1,1,1,0,1
217,0.0198887782452575,0.0123714060277931,CO,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
218,NA,NA,CO,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.768623338374032,0.180491843316751,CO,2023-04-17,1,1,1,1,1,0,1,1,1,1,1,1,1,1
220,0.771994457341496,0.2772510662945235,CO,2023-04-18,1,1,1,0,1,1,1,1,1,0,0,1,1,1
221,0.160017989529665,0.01596848436441505,CO,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,NA,NA,CO,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
223,1.14479653072845,0.825613685708985,CO,2023-04-21,1,1,0,1,1,0,1,1,1,0,1,1,0,1
224,1.13854374102276,0.820492857010955,CO,2023-04-22,1,1,0,1,0,1,1,1,1,0,1,0,1,1
225,NA,NA,CO,2023-04-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.743344790921362,0.1795719987074065,CO,2023-04-24,1,1,1,1,1,0,1,1,1,1,1,1,1,1
227,0.857719411347044,0.283697224143949,CO,2023-04-25,1,1,1,1,1,1,0,1,1,0,1,1,1,0
228,0.263396717885307,0.0262953323871848,CO,2023-04-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,NA,NA,CO,2023-04-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
230,1.17033941290796,0.2604608269477885,CO,2023-04-28,1,1,1,0,1,1,1,1,1,1,0,1,0,1
231,0.0477571292494648,0.03309808634237875,CO,2023-04-29,1,1,1,1,1,1,1,1,1,0,1,0,1,1
232,0.17352753453256,0.0357939997393446,CO,2023-04-30,1,1,1,1,1,1,1,0,1,0,1,1,1,1
233,0.714870977245643,0.03873468831109545,CO,2023-05-01,1,1,1,1,1,1,1,1,1,0,1,1,0,1
234,0.546926701049765,0.16895202316019,CO,2023-05-02,1,1,1,1,1,1,1,1,1,0,0,1,1,1
235,0.0762739537534476,0.0454312347874244,CO,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
