...1,es_score,brier_score,location,target_date,X21L_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X21L_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
71,NA,NA,AL,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.210657066043192,0.137689730322599,AL,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
73,0.486843804711548,0.1321741252577975,AL,2023-02-14,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
74,0.79461921154316,0.1269708095338095,AL,2023-02-15,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
75,0.196944172522334,0.122065232815229,AL,2023-02-16,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
76,NA,NA,AL,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.172369312741996,0.105148242712029,AL,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
80,0.162725040930384,0.101532132001405,AL,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,0.644944514806646,0.4943027821450115,AL,2023-02-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,0.160169486312714,0.0949547823783675,AL,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,0.924203191658353,0.4149194055174225,AL,2023-02-24,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
84,1.00944335269115,0.736343088406435,AL,2023-02-25,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
85,3.73436628369659,0.4762267065532505,AR,2023-01-15,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1
86,6.59260627570368,0.59135220210566,AR,2023-01-16,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1
87,3.50724599763023,0.2440565015092215,AR,2023-01-17,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1
88,3.61689208045816,0.3347808513362555,AR,2023-01-18,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,0
89,2.71009085327341,0.278623728053877,AR,2023-01-19,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1
90,3.06095683233138,0.4178733837480095,AR,2023-01-20,0,1,1,0,1,1,0,1,0,0,1,0,1,1,0,1
91,1.42765213345765,0.514864907881565,AR,2023-01-21,1,1,1,0,0,0,1,1,1,0,1,0,0,0,1,1
92,1.32577771062426,0.214138495346948,AR,2023-01-22,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1
93,3.71540954123182,0.2527573543671215,AR,2023-01-23,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
94,4.92501918954742,0.3590144355111655,AR,2023-01-24,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1
95,3.23988092376394,0.336848811844661,AR,2023-01-25,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
96,2.64847258675395,0.2452948102202795,AR,2023-01-26,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1
97,3.41990875852093,0.387355537060964,AR,2023-01-27,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1
98,0.696695043808848,0.268700912475597,AR,2023-01-28,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
99,1.58455132149426,0.381200403942234,AR,2023-01-29,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1
100,15.1017193316475,0.535032020492945,AR,2023-01-30,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1
101,0.653627218623395,0.1770925637877135,AR,2023-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
102,3.29927296786327,0.523376767604415,AR,2023-02-01,1,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0
103,0.673097045177823,0.265185453286541,AR,2023-02-02,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
104,1.27608258082957,0.264332298604329,AR,2023-02-03,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
105,1.71383431642367,0.481510662365581,AR,2023-02-04,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1
106,1.00484280287106,0.694769780513015,AR,2023-02-05,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
107,7.32685605957024,0.569354238566525,AR,2023-02-06,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1
108,5.3109222697181,0.57447680280111,AR,2023-02-07,1,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1
109,1.4980719182672,0.3619628970871845,AR,2023-02-08,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1
110,1.29399155205639,0.299298443286533,AR,2023-02-09,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
111,6.50544466500069,0.488248084821324,AR,2023-02-10,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1
112,NA,NA,AR,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,0.0747174278829856,0.057577022359158,AR,2023-02-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114,2.81791445333652,0.53066135027378,AR,2023-02-13,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1
115,6.41388474718525,0.57974197516851,AR,2023-02-14,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1
116,4.03994476128218,0.4603196572678405,AR,2023-02-15,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0
117,4.94702229514762,0.472633941839345,AR,2023-02-16,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1
118,4.61541806883342,0.595480653692915,AR,2023-02-17,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1
119,0.634963769826566,0.3299918932790735,AR,2023-02-18,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
120,1.74245543567633,0.570133584011875,AR,2023-02-19,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
121,2.10325321230707,0.4108012586706625,AR,2023-02-20,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
122,9.5259078558979,0.4907122191524805,AR,2023-02-21,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1
123,3.10190499998842,0.3640728676571485,AR,2023-02-22,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
124,4.25768822823955,0.4099397028177205,AR,2023-02-23,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1
125,4.1695701136786,0.399783248488277,AR,2023-02-24,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1
126,NA,NA,AR,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.7539245113356,0.3320493368182045,AZ,2023-01-15,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
128,3.97154580688992,0.328569668813268,AZ,2023-01-16,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1
129,2.61498662962987,0.2804552176835005,AZ,2023-01-17,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
130,0.989647090330252,0.3296965331201405,AZ,2023-01-18,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
131,2.71927885911445,0.33907320301637,AZ,2023-01-19,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
132,1.42833513709161,0.2644117018422625,AZ,2023-01-20,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
133,0.607475710500223,0.2618597655369935,AZ,2023-01-21,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
134,0.311498115644176,0.243982393797669,AZ,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135,2.20657774825607,0.315145537142922,AZ,2023-01-23,1,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0
136,3.05526188894659,0.398602359903297,AZ,2023-01-24,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0
137,1.3937960473255,0.3249791671178555,AZ,2023-01-25,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
138,3.13310737099484,0.3704978622828615,AZ,2023-01-26,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1
139,0.986179586751154,0.3090526754679945,AZ,2023-01-27,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
140,1.08477986225913,0.3557696841357075,AZ,2023-01-28,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1
141,3.76816390662595,0.3812424887261785,AZ,2023-01-29,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1
142,2.23168534617874,0.260951965291943,AZ,2023-01-30,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
143,2.83017516925698,0.2373367324251765,AZ,2023-01-31,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0
144,11.8268722350349,0.3793437807035405,AZ,2023-02-01,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1
145,1.0931114397881,0.1631403133778915,AZ,2023-02-02,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
146,2.31990228249386,0.306047284985728,AZ,2023-02-03,1,0,1,1,1,0,0,1,1,0,1,0,0,0,0,1
147,1.06896299417562,0.2754274947161765,AZ,2023-02-04,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
148,3.29971893408111,0.2517560239592315,AZ,2023-02-05,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1
149,2.77560526702139,0.243667148752213,AZ,2023-02-06,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1
150,2.09090381828683,0.250642911386477,AZ,2023-02-07,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,1
151,1.47724343488055,0.07766296936663,AZ,2023-02-08,1,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1
152,0.894778183619407,0.163795129260868,AZ,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
153,2.08451849234563,0.344115851745484,AZ,2023-02-10,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1
154,1.11137505414551,0.182436959623712,AZ,2023-02-11,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
155,8.52726034748165,0.304053843013534,AZ,2023-02-12,1,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1
156,12.910549852031,0.255625243338491,AZ,2023-02-13,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
157,1.06252057664704,0.1227071391058365,AZ,2023-02-14,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0
158,2.22636390371342,0.239489243745295,AZ,2023-02-15,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1
159,1.87808418410178,0.1928288294894065,AZ,2023-02-16,1,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0
160,2.6218221906109,0.1872844200017345,AZ,2023-02-17,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1
161,2.65499617020955,0.217178480216635,AZ,2023-02-18,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
162,4.65343412110836,0.303290813194006,AZ,2023-02-19,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
163,10.3995861231963,0.1778902411968325,AZ,2023-02-20,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,1
164,2.58970446549645,0.167669245087702,AZ,2023-02-21,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
165,3.63830979402985,0.276179197603345,AZ,2023-02-22,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1
166,0.802057365664592,0.092128153978817,AZ,2023-02-23,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
167,1.72065322599052,0.1853071140909615,AZ,2023-02-24,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1
168,1.99925675748357,0.3113787180723595,AZ,2023-02-25,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1
169,6.99735556704649,0.3276964364595145,CA,2023-01-15,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0
170,8.48242285542737,0.315482363432207,CA,2023-01-16,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
171,6.54535165927886,0.3148128836483705,CA,2023-01-17,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0
172,3.78230043207261,0.291432477145331,CA,2023-01-18,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
173,2.64496632058131,0.338633076875982,CA,2023-01-19,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
174,3.40366264415946,0.311010472180236,CA,2023-01-20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
175,10.2726120297855,0.275422559028189,CA,2023-01-21,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
176,3.44343692823232,0.3057424937084515,CA,2023-01-22,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0
177,4.49413503290016,0.312158633688,CA,2023-01-23,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0
178,8.36216343051445,0.271819719966995,CA,2023-01-24,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1
179,4.43019943112065,0.316523625363588,CA,2023-01-25,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
180,4.21696036596247,0.305952821372667,CA,2023-01-26,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0
181,4.00125678534807,0.328688030651795,CA,2023-01-27,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
182,4.95008406935452,0.3115535790182715,CA,2023-01-28,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0
183,4.5937301665234,0.312296429694045,CA,2023-01-29,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0
184,4.78712907430803,0.30173071448607,CA,2023-01-30,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1
185,2.8216397109401,0.2912452263525715,CA,2023-01-31,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1
186,3.1931933521112,0.282710834961139,CA,2023-02-01,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0
187,7.15174629672675,0.3046792738654255,CA,2023-02-02,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1
188,6.8621410139947,0.279949902075005,CA,2023-02-03,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0
189,3.75683517406858,0.294316929459078,CA,2023-02-04,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
190,6.54296498301025,0.290005746189278,CA,2023-02-05,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0
191,6.5240793020488,0.2476636047725265,CA,2023-02-06,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
192,7.16561486404509,0.297322665136685,CA,2023-02-07,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0
193,6.21092300526994,0.244586324371524,CA,2023-02-08,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1
194,7.42711500175146,0.250299182179546,CA,2023-02-09,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0
195,4.84183160139874,0.2584827058583055,CA,2023-02-10,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0
196,4.58738271086002,0.2870529060743705,CA,2023-02-11,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1
197,7.93163664576166,0.1939647454685175,CA,2023-02-12,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
198,11.4281179230543,0.161546113075017,CA,2023-02-13,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1
199,5.87595223478809,0.1572570298676865,CA,2023-02-14,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1
200,8.5291511976349,0.2213192453177185,CA,2023-02-15,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
201,9.00445017167891,0.225081804738766,CA,2023-02-16,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0
202,3.48164176731167,0.219355493972869,CA,2023-02-17,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0
203,2.41073828864384,0.206289172881866,CA,2023-02-18,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
204,2.4799740733169,0.1647059340928605,CA,2023-02-19,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,1
205,3.24934786207749,0.1435338642731405,CA,2023-02-20,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1
206,3.34593978011599,0.184741350976544,CA,2023-02-21,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0
207,5.07814239389418,0.17040671961462,CA,2023-02-22,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0
208,8.00086423246885,0.1892848860057625,CA,2023-02-23,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0
209,6.75350469357996,0.118965320393633,CA,2023-02-24,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0
210,5.53555690152022,0.246600165047905,CA,2023-02-25,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
211,1.22343209084727,0.392679577127087,CO,2023-01-15,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1
212,0.853201836362585,0.314399150270235,CO,2023-01-16,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
213,2.42576379324096,0.369855808201716,CO,2023-01-17,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1
214,0.585234592621747,0.270972562147773,CO,2023-01-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
215,0.78005403277998,0.306637191107977,CO,2023-01-19,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
216,2.54787860771801,0.219364833147674,CO,2023-01-20,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1
217,0.363271932991368,0.283094861592027,CO,2023-01-21,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
218,NA,NA,CO,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.824713776323616,0.198055838006726,CO,2023-01-23,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
220,1.59432076595213,0.467934894960973,CO,2023-01-24,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1
221,1.06404943520153,0.2495962275072735,CO,2023-01-25,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1
222,1.51218247950633,0.4133315800766815,CO,2023-01-26,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1
223,1.35640111677493,0.2481396053932825,CO,2023-01-27,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
224,0.727961856425878,0.1770832745012145,CO,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
