...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,other_95_CI
1,0.0302687338163583,0.00274484046245624,AK,2022-08-28,1,1,1,1,1,1
2,0.0620451080249093,0.00269940090932583,AK,2022-08-29,1,1,1,1,1,1
3,0.0276160473490575,0.00265718960772205,AK,2022-08-30,1,1,1,1,1,1
4,0.665491722721649,0.182573648385805,AK,2022-08-31,1,1,1,0,0,1
5,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA
6,0.00916725756568848,0.002548535839903085,AK,2022-09-02,1,1,1,1,1,1
7,NA,NA,AK,2022-09-03,NA,NA,NA,NA,NA,NA
8,0.00777510573830342,0.00248990123952035,AK,2022-09-04,1,1,1,1,1,1
9,NA,NA,AK,2022-09-05,NA,NA,NA,NA,NA,NA
10,0.0708407806049763,0.00244139999520879,AK,2022-09-06,1,1,1,0,0,1
11,0.00890455325561355,0.00242075308299686,AK,2022-09-07,1,1,1,1,1,1
12,NA,NA,AK,2022-09-08,NA,NA,NA,NA,NA,NA
13,NA,NA,AK,2022-09-09,NA,NA,NA,NA,NA,NA
14,NA,NA,AK,2022-09-10,NA,NA,NA,NA,NA,NA
15,NA,NA,AK,2022-09-11,NA,NA,NA,NA,NA,NA
16,NA,NA,AK,2022-09-12,NA,NA,NA,NA,NA,NA
17,NA,NA,AK,2022-09-13,NA,NA,NA,NA,NA,NA
18,0.0149271514056532,0.0023384025239219,AK,2022-09-14,1,1,1,1,1,1
19,NA,NA,AK,2022-09-15,NA,NA,NA,NA,NA,NA
20,0.0536223137981995,0.00233386298919337,AK,2022-09-16,1,1,1,1,1,1
21,0.0153979996685236,0.00233468239816903,AK,2022-09-17,1,1,1,1,1,1
22,0.0513650513743653,0.002337564145452215,AK,2022-09-18,1,1,1,1,1,1
23,0.186611982281777,0.002342518136449365,AK,2022-09-19,1,1,1,0,0,1
24,NA,NA,AK,2022-09-20,NA,NA,NA,NA,NA,NA
25,0.0231481162541064,0.00235871368194689,AK,2022-09-21,1,1,1,0,0,1
26,NA,NA,AK,2022-09-22,NA,NA,NA,NA,NA,NA
27,0.0218864680530984,0.00238347431163234,AK,2022-09-23,1,1,1,1,1,1
28,NA,NA,AK,2022-09-24,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2022-09-25,NA,NA,NA,NA,NA,NA
30,0.340472038923469,0.002437383165965135,AK,2022-09-26,1,1,1,1,1,1
31,NA,NA,AK,2022-09-27,NA,NA,NA,NA,NA,NA
32,0.0327524365270771,0.002485157604808915,AK,2022-09-28,1,1,1,1,1,1
