...1,es_score,brier_score,location,target_date,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
1,1.12908835569714,0.343583220767456,AK,2022-12-18,0,1,0,1,1,1,1,0,1,0,1,1,1,1
2,0.883127642754722,0.3025060411695795,AK,2022-12-19,1,1,1,0,1,1,1,0,1,0,1,0,1,1
3,0.358891634093566,0.248595173763147,AK,2022-12-20,1,1,1,1,1,1,1,1,1,0,1,0,1,1
4,0.539346844794071,0.2730734611914935,AK,2022-12-21,1,1,1,1,1,1,1,0,1,0,1,1,1,1
5,0.810663247825022,0.313125272215577,AK,2022-12-22,1,0,1,1,1,1,1,1,0,0,1,0,1,0
6,0.238062007579353,0.201464119552463,AK,2022-12-23,1,1,1,1,1,1,1,1,1,0,1,0,1,1
7,0.551589343680747,0.2739659999149245,AK,2022-12-24,1,1,1,1,1,1,1,0,0,0,1,1,1,1
8,0.586736504604957,0.2028185279008675,AK,2022-12-25,1,1,1,1,1,1,1,0,1,0,1,1,1,1
9,2.11020928230026,0.374047352441217,AK,2022-12-26,0,0,1,1,0,1,1,0,0,0,1,1,1,1
10,5.77933694917821,0.51509187888637,AK,2022-12-27,1,0,0,1,0,1,1,1,0,0,1,0,1,1
11,1.65443380451614,0.4096049955873035,AK,2022-12-28,0,0,1,1,1,1,1,0,0,0,1,1,1,1
12,0.989308692491019,0.3508864081347085,AK,2022-12-29,1,1,1,1,1,0,1,0,1,0,1,0,0,1
13,2.16729300231013,0.4471212117459055,AK,2022-12-30,1,0,0,1,0,1,1,1,0,0,1,0,1,0
14,1.2625467813948,0.3987985042293975,AK,2022-12-31,1,0,1,1,0,1,1,0,0,1,1,0,1,1
15,0.830304854937492,0.410723774685987,AK,2023-01-01,1,0,1,1,1,1,1,0,0,1,1,1,1,1
16,1.11424410272709,0.311897261957532,AK,2023-01-02,1,0,1,1,1,1,1,0,0,0,1,0,1,1
17,2.81797173861759,0.329449151528868,AK,2023-01-03,0,1,1,1,0,1,1,0,1,0,1,0,1,1
18,1.688045362522,0.272903213666223,AK,2023-01-04,1,1,0,1,1,1,1,1,0,1,1,0,1,1
19,0.913248184257513,0.218142533236241,AK,2023-01-05,1,1,0,1,1,1,1,1,1,1,1,1,1,1
20,0.874739462708903,0.3484429098662085,AK,2023-01-06,1,0,1,1,1,1,1,0,0,1,1,1,1,1
21,0.819553439674699,0.387205375233975,AK,2023-01-07,1,1,1,1,0,1,1,0,1,0,1,1,1,1
22,0.216895586324519,0.2243765304136375,AK,2023-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,1.2971075714595,0.3658469032929965,AK,2023-01-09,0,0,1,1,0,1,1,0,1,1,1,0,1,1
24,1.61338664605584,0.2818254701097715,AK,2023-01-10,0,1,0,1,0,1,1,1,1,1,1,1,1,1
25,0.932253894713452,0.307614578529016,AK,2023-01-11,1,0,1,1,1,1,1,0,0,0,1,0,1,1
26,1.24076542371301,0.233832334227739,AK,2023-01-12,1,1,0,1,1,1,1,0,1,0,1,0,1,1
27,1.71941573895002,0.3373709477970475,AK,2023-01-13,0,1,1,1,0,1,1,0,1,1,1,0,1,1
28,0.213753133075653,0.238993934707982,AK,2023-01-14,1,1,1,1,1,1,1,0,1,0,1,1,1,1
29,0.208551867726281,0.2416712289277015,AK,2023-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,1.07075099771501,0.3161402009124425,AK,2023-01-16,1,1,1,1,0,1,1,1,1,0,1,1,1,0
31,3.24416492974642,0.339990220756993,AK,2023-01-17,0,1,1,0,0,1,1,0,1,0,0,0,1,1
32,1.38257054243935,0.2918401682018165,AK,2023-01-18,1,1,1,1,0,1,1,1,1,0,0,1,1,0
33,1.51652928765075,0.43223455013229,AK,2023-01-19,1,1,1,1,0,1,1,0,1,0,1,0,1,1
34,2.31789309741665,0.3142010560634175,AK,2023-01-20,0,1,1,1,0,1,1,0,1,0,1,0,1,1
35,NA,NA,AK,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.745730846010146,0.3863598614494405,AK,2023-01-22,1,1,1,1,0,1,1,1,1,1,0,0,1,1
37,0.5349006280117,0.2648257863628605,AK,2023-01-23,1,1,1,1,1,1,1,0,1,0,1,1,1,0
38,1.80380760849973,0.334998940480499,AK,2023-01-24,0,1,1,1,1,1,1,0,1,1,1,0,1,1
39,2.26514127912025,0.410323355771443,AK,2023-01-25,0,1,1,1,0,1,0,0,1,0,1,0,0,0
40,2.45725572957293,0.298368574051257,AK,2023-01-26,0,1,0,1,1,1,1,0,1,0,1,0,1,1
41,1.96892875566888,0.387078271519858,AK,2023-01-27,1,1,1,1,0,1,1,1,1,0,1,0,1,1
42,0.225796632332634,0.279832047707579,AK,2023-01-28,1,1,1,1,1,1,1,0,1,0,1,1,1,1
43,0.343494359360243,0.086131985920582,AL,2022-12-18,1,1,1,1,1,1,1,0,1,0,1,1,1,1
44,0.432453660232898,0.199379266912755,AL,2022-12-19,1,1,1,1,1,1,1,0,1,0,1,1,1,1
45,1.92086104252338,0.2371586634877565,AL,2022-12-20,0,0,1,1,1,1,1,0,0,0,0,0,0,0
46,2.46355394974279,0.43199298924613,AL,2022-12-21,1,1,0,1,0,0,1,1,1,0,1,0,0,1
47,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.112497973477089,0.080892011934448,AL,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
50,NA,NA,AL,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.949597286983793,0.2767908980309345,AL,2022-12-26,1,1,1,1,1,1,1,0,0,0,0,1,1,1
52,1.22440961696346,0.2202085564708055,AL,2022-12-27,1,1,1,1,1,1,1,0,0,0,0,1,1,1
53,1.47956451963203,0.35174686006168,AL,2022-12-28,1,1,1,0,1,1,1,1,0,0,0,0,1,0
54,1.88676729198097,0.2935389768764255,AL,2022-12-29,1,1,1,0,1,1,1,1,1,0,0,0,1,0
55,1.65068929496267,0.3861696344560785,AL,2022-12-30,1,1,0,1,0,1,1,1,1,0,1,0,1,1
56,NA,NA,AL,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1.66787687635193,0.2313354801381315,AL,2023-01-02,1,1,1,1,1,1,1,0,0,0,0,1,1,1
59,1.68952886233563,0.2342668165360235,AL,2023-01-03,1,1,1,1,1,0,1,1,0,0,0,0,0,1
60,1.85304964087166,0.355399088367322,AL,2023-01-04,1,1,1,0,0,1,1,0,1,0,0,0,1,1
61,1.68623737270472,0.2679932700598755,AL,2023-01-05,1,1,1,1,0,1,1,0,1,0,1,0,1,1
62,1.54825636608701,0.383623809929374,AL,2023-01-06,1,0,1,1,1,1,1,1,0,0,1,0,1,1
63,1.71599233605658,0.431032662498197,AL,2023-01-07,1,1,0,1,1,0,0,0,0,0,1,1,0,0
64,1.33008129941955,0.64030176313865,AL,2023-01-08,0,1,0,1,1,0,1,1,1,0,1,1,0,1
65,1.12919708002888,0.3058342846016155,AL,2023-01-09,1,1,1,1,1,0,1,0,1,1,0,0,0,1
66,1.12833298686028,0.2461836998123635,AL,2023-01-10,1,1,1,1,1,1,1,0,1,0,1,0,1,1
67,0.52892342729242,0.347187958355837,AL,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1
