...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,2.74042941223074,0.0232172296898553,AK,2022-07-31,0,0,1,1,0,0,0,1
2,2.51002561140153,0.105559868166501,AK,2022-08-01,0,1,0,1,0,0,1,1
3,0.899347523820593,0.0775908303781645,AK,2022-08-02,1,1,1,1,0,0,1,1
4,1.07589424616003,0.02475670879287215,AK,2022-08-03,1,0,1,1,0,0,0,1
5,0.511819486879039,0.150102682905772,AK,2022-08-04,1,1,1,1,0,0,1,1
6,0.681179300536426,0.1622534845651815,AK,2022-08-05,1,1,1,1,0,0,1,1
7,0.911817050261862,0.0275076260046837,AK,2022-08-06,1,1,1,1,0,0,1,1
8,0.96184151017131,0.0287501531243257,AK,2022-08-07,1,0,1,1,0,0,1,1
9,1.2810110409623,0.099207495928371,AK,2022-08-08,1,1,1,1,0,0,1,1
10,2.46367722412256,0.094352641463069,AK,2022-08-09,1,0,1,1,1,1,1,1
11,3.67921231808235,0.0337018413086812,AK,2022-08-10,0,0,1,1,0,0,0,1
12,0.352136648741321,0.1398025231713845,AK,2022-08-11,1,1,1,1,0,0,1,1
13,1.21763142629756,0.03826247100835075,AK,2022-08-12,0,0,1,1,0,0,1,1
14,0.595291077345329,0.149551480476119,AK,2022-08-13,1,1,1,1,0,0,0,1
15,0.325841930195047,0.160465055551282,AK,2022-08-14,1,1,1,1,1,1,1,1
16,1.84490767844684,0.0476213973157209,AK,2022-08-15,0,0,1,1,0,0,1,1
17,0.899061751108173,0.1123859936753755,AK,2022-08-16,1,1,1,1,1,1,1,1
18,2.1678758683828,0.1228846856944855,AK,2022-08-17,0,0,0,1,0,0,0,1
19,0.539295045699012,0.0609959498023585,AK,2022-08-18,1,1,1,1,0,0,1,1
20,1.31893071199602,0.1150875420157885,AK,2022-08-19,1,1,1,1,0,0,1,1
21,0.393819948725129,0.3035169971401285,AK,2022-08-20,1,1,1,1,0,0,1,1
22,1.57036112867739,0.079737633599361,AK,2022-08-21,0,0,1,1,0,0,1,1
23,0.48603890659138,0.2239412140532055,AK,2022-08-22,1,1,1,1,1,1,1,1
24,0.150624817588112,0.095922318069189,AK,2022-08-23,1,1,1,1,1,1,1,1
25,NA,NA,AK,2022-08-24,NA,NA,NA,NA,NA,NA,NA,NA
26,0.469449887997704,0.1154834937314425,AK,2022-08-25,1,1,1,1,0,0,1,1
27,NA,NA,AK,2022-08-26,NA,NA,NA,NA,NA,NA,NA,NA
28,0.552118420499604,0.138622557765279,AK,2022-08-27,1,1,1,1,1,1,1,1
29,0.603521461338675,0.1515321181224425,AK,2022-08-28,1,1,1,1,0,0,1,1
30,1.03940308441024,0.165296276715685,AK,2022-08-29,1,0,1,1,1,1,1,1
31,0.655352808798333,0.179859213947577,AK,2022-08-30,1,1,1,1,1,1,1,1
32,1.00978278311478,0.2185287084727815,AK,2022-08-31,1,1,1,1,0,0,1,1
33,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA,NA,NA
34,0.340470048266117,0.227456812565133,AK,2022-09-02,1,1,1,1,0,0,1,1
35,NA,NA,AK,2022-09-03,NA,NA,NA,NA,NA,NA,NA,NA
36,0.37671146283296,0.261230461681536,AK,2022-09-04,1,1,1,1,0,0,1,1
37,NA,NA,AK,2022-09-05,NA,NA,NA,NA,NA,NA,NA,NA
38,1.57326613162946,0.2952679137223735,AK,2022-09-06,0,0,1,1,0,0,1,1
39,0.469535519607678,0.311998600377834,AK,2022-09-07,1,1,1,1,0,0,1,1
40,NA,NA,AK,2022-09-08,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2022-09-09,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2022-09-10,NA,NA,NA,NA,NA,NA,NA,NA
43,0.800374951330481,0.205632678365539,AL,2022-07-31,1,1,1,1,0,0,1,1
44,1.28549594034053,0.129111943286332,AL,2022-08-01,0,1,1,1,0,1,0,1
45,1.1111949609684,0.185820936461112,AL,2022-08-02,1,1,1,1,1,1,1,1
46,0.810776112995051,0.11301833836748,AL,2022-08-03,1,1,1,1,0,0,1,1
47,1.94353514242515,0.2327164323097755,AL,2022-08-04,0,0,1,1,0,0,1,1
48,2.30546880411953,0.2199442003215,AL,2022-08-05,0,0,1,1,0,0,1,1
49,1.92288897871688,0.2035307342687255,AL,2022-08-06,1,0,1,1,0,0,0,1
50,0.602110272107623,0.145512407005795,AL,2022-08-07,1,1,1,1,0,0,1,1
51,1.0112981573364,0.161093046099982,AL,2022-08-08,1,1,1,1,0,0,1,1
52,1.55887457803552,0.02777927348368095,AL,2022-08-09,0,0,1,1,0,0,1,1
53,1.12659711650807,0.1731132695628965,AL,2022-08-10,1,1,1,1,0,1,0,1
