...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23H_50_CI,X24A_50_CI,X23I_50_CI,other_50_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23H_95_CI,X24A_95_CI,X23I_95_CI,other_95_CI
99,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.791202860065426,0.4166564971327825,AR,2023-12-27,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
103,1.45329233585808,0.32026937095398,AR,2023-12-28,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1
104,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.264966968051902,0.2442249962534985,AR,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,1.0366398121831,0.2433509011219615,AR,2024-01-03,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1,1
110,1.2514378594258,0.365694779988309,AR,2024-01-04,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1
111,0.262949917662924,0.2419882772298145,AR,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
112,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.869482978024662,0.59048256663901,AR,2024-01-10,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0
117,0.637149793701011,0.2406081875923485,AR,2024-01-11,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1
118,0.796021914899883,0.415618063798395,AR,2024-01-12,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0
119,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.258465913165474,0.2437199572383755,AR,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
126,NA,NA,AR,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.06193431152827,0.4535084621452375,AZ,2023-12-10,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,1
128,1.63697206350661,0.397742217754132,AZ,2023-12-11,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0
129,3.36799291380522,0.473830280728935,AZ,2023-12-12,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
130,2.43173456912416,0.410792582401807,AZ,2023-12-13,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0
131,1.67819872066661,0.3415249974696695,AZ,2023-12-14,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0
132,0.909074806438176,0.3540468183539005,AZ,2023-12-15,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,0,0,0
133,3.30399966011474,0.4431699352432605,AZ,2023-12-16,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1
134,1.84564036048124,0.2420834298476745,AZ,2023-12-17,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
135,6.42375415972242,0.4187883886448685,AZ,2023-12-18,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0
136,8.42127166830447,0.4675323954411915,AZ,2023-12-19,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0
137,2.28301039814091,0.4047115030246015,AZ,2023-12-20,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1
138,1.50566263093281,0.3873058209663675,AZ,2023-12-21,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,0,0,1,0
139,1.44144822063283,0.422260921908668,AZ,2023-12-22,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1
140,0.789348504746566,0.304739298566838,AZ,2023-12-23,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
141,5.13650390819063,0.4444854066888475,AZ,2023-12-24,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1
142,4.88214519942663,0.504802008406275,AZ,2023-12-25,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,0
143,15.8928527081761,0.4667394079596375,AZ,2023-12-26,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0
144,6.93965893853295,0.461480988388413,AZ,2023-12-27,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1
145,2.4168497777422,0.3857994373759015,AZ,2023-12-28,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1
146,1.43303268803237,0.4368024140179295,AZ,2023-12-29,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1
147,1.50680456375204,0.52776302828264,AZ,2023-12-30,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
148,3.69520734354011,0.464835741728493,AZ,2023-12-31,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1
149,15.0465256873608,0.4647060084838205,AZ,2024-01-01,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0
150,22.828385476849,0.4647144638604805,AZ,2024-01-02,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
151,3.53211538507384,0.454783908582412,AZ,2024-01-03,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0
152,2.50829629088908,0.54270386685731,AZ,2024-01-04,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1
153,1.28532655816457,0.4048485580672745,AZ,2024-01-05,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1
154,5.5539536750148,0.4884453050946885,AZ,2024-01-06,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1
155,5.02296570915752,0.539548757499695,AZ,2024-01-07,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
156,10.4666241215212,0.4953768174110315,AZ,2024-01-08,1,0,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,0
157,14.8347019545616,0.4953516576481325,AZ,2024-01-09,0,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1
158,1.54304463789212,0.54384992764073,AZ,2024-01-10,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1
159,3.26673649462236,0.417955383681093,AZ,2024-01-11,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0
160,3.51884742779813,0.430585080588033,AZ,2024-01-12,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,0
161,4.18454444310846,0.553849748457595,AZ,2024-01-13,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1
162,8.33899197512256,0.451512303257726,AZ,2024-01-14,1,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0
163,29.1455845532262,0.533907504318515,AZ,2024-01-15,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
164,1.56429019582632,0.55078233947588,AZ,2024-01-16,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1
165,15.8276351700593,0.505778257473125,AZ,2024-01-17,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1
166,2.56174767479919,0.561095175665755,AZ,2024-01-18,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1
167,3.23833997211339,0.553059696812,AZ,2024-01-19,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1
168,2.11402230934058,0.45148748479311,AZ,2024-01-20,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,0
169,2.01975350618489,0.392013369126973,CA,2023-12-10,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0
170,2.83721539551312,0.342862343570378,CA,2023-12-11,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0
171,2.67212064941508,0.3441508658121555,CA,2023-12-12,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,0
172,5.8679806384842,0.3545509137343845,CA,2023-12-13,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0
173,3.24170315505274,0.37339682470735,CA,2023-12-14,1,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0
174,1.68950525798238,0.3815670501911395,CA,2023-12-15,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,0,1,0
175,2.48172429791727,0.3112992919998025,CA,2023-12-16,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,0
176,0.783933820838965,0.2677593291158015,CA,2023-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
177,2.57735342638026,0.318840243136854,CA,2023-12-18,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0
178,1.99317790864642,0.320525805802601,CA,2023-12-19,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1
179,2.39732165786091,0.348931498854956,CA,2023-12-20,1,1,1,1,1,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1
180,7.39264938257417,0.3420149410620345,CA,2023-12-21,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1
181,2.61169272011025,0.267399236363063,CA,2023-12-22,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0
182,0.571645488684311,0.2712642029046215,CA,2023-12-23,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1
183,2.01479461613167,0.2548023172963215,CA,2023-12-24,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1
184,0.852890776296715,0.4090651720226865,CA,2023-12-25,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1
185,2.73325026499196,0.289170500599677,CA,2023-12-26,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
186,2.74891219612403,0.374080869470592,CA,2023-12-27,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,0,0,0,1,0
