...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,other_95_CI
1,NA,NA,AK,2022-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.285319874532288,0.01147062030580255,AK,2022-09-26,1,1,1,1,1,1,1,1,1,1
3,NA,NA,AK,2022-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.0202595143386873,0.01230403303035065,AK,2022-09-28,1,1,1,1,1,1,1,1,1,1
5,NA,NA,AK,2022-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,AK,2022-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,AK,2022-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,0.0242412184759291,0.01426232611609655,AK,2022-10-02,1,1,1,1,1,1,0,0,1,1
9,0.834697361097797,0.3972795385378495,AK,2022-10-03,0,1,1,1,1,1,1,1,1,1
10,1.170646148491,0.841222992615025,AK,2022-10-04,1,0,1,0,1,1,0,1,0,1
11,1.06240323237115,0.7723597623878,AK,2022-10-05,0,0,1,1,1,0,0,1,1,1
12,NA,NA,AK,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,0.0291354721967757,0.0173510949396578,AK,2022-10-07,1,1,1,1,1,1,1,1,1,1
14,NA,NA,AK,2022-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,AK,2022-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,1.09472492369868,0.279418274297764,AK,2022-10-10,1,1,0,1,1,0,0,0,0,1
17,0.0385194862801412,0.0204518619101655,AK,2022-10-11,1,1,1,1,1,0,0,1,1,1
18,NA,NA,AK,2022-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,AK,2022-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,NA,NA,AK,2022-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2022-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2022-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2022-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0.156828335812444,0.027683317354232,AK,2022-10-18,1,1,1,1,1,1,0,1,0,1
25,0.0488273495148494,0.02895364010701665,AK,2022-10-19,1,1,1,1,1,1,1,1,1,1
26,NA,NA,AK,2022-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2022-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2022-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2022-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,0.0713029365299726,0.0364753570141445,AK,2022-10-24,1,1,1,1,1,1,1,1,1,1
31,NA,NA,AK,2022-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2022-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2022-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2022-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2022-10-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.972279432502961,0.701723380517385,AK,2022-10-30,1,1,1,0,1,1,0,1,0,1
37,NA,NA,AK,2022-10-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2022-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.278895015008085,0.056983747638607,AK,2022-11-02,1,1,1,1,1,1,1,1,1,1
40,NA,NA,AK,2022-11-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2022-11-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2022-11-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.348432151250126,0.1921068759466345,AL,2022-09-25,1,1,1,1,1,0,1,1,0,1
44,0.365403085595362,0.192007681306582,AL,2022-09-26,1,1,1,1,1,0,0,1,1,1
45,0.508582801196738,0.2444087321925905,AL,2022-09-27,1,1,1,1,1,1,1,1,1,1
46,0.596420141005904,0.0347505266062585,AL,2022-09-28,1,1,1,1,1,0,0,1,1,1
47,0.476426615400906,0.2438779282177725,AL,2022-09-29,1,1,1,1,1,0,0,1,1,1
48,0.141943608445357,0.03552386073263835,AL,2022-09-30,1,1,1,1,1,1,1,1,1,1
49,1.10481073743939,0.2847761768177735,AL,2022-10-01,0,0,1,1,1,0,0,1,1,1
50,0.269309453851172,0.0363831395633588,AL,2022-10-02,1,1,1,1,1,1,1,1,1,1
51,0.0458276611417024,0.0368473430372772,AL,2022-10-03,1,1,1,1,1,1,1,1,1,1
52,NA,NA,AL,2022-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.146098155145609,0.03785033996391785,AL,2022-10-05,1,1,1,1,1,1,1,1,1,1
54,NA,NA,AL,2022-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2022-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.164411659356609,0.03956082411790995,AL,2022-10-08,1,1,1,1,1,1,1,1,1,1
57,0.287775360902748,0.04019194575368105,AL,2022-10-09,1,1,1,1,1,1,1,1,1,1
58,0.156275372669493,0.04085644364304135,AL,2022-10-10,1,1,1,1,1,0,0,1,1,1
59,0.29230025776555,0.0415562749519759,AL,2022-10-11,1,1,1,1,1,0,0,1,1,1
60,2.14267491531137,0.393257122882059,AL,2022-10-12,1,0,1,0,1,1,0,1,0,1
61,0.329231177430212,0.1605846033765175,AL,2022-10-13,1,1,1,1,1,0,1,1,1,0
62,0.482504857625208,0.04388981433622715,AL,2022-10-14,1,1,1,1,1,1,1,1,1,1
63,0.0531451980874328,0.0447539281845384,AL,2022-10-15,1,1,1,1,1,1,1,1,1,1
64,0.999692501254355,0.1989504069649805,AL,2022-10-16,1,1,0,1,1,1,1,1,1,1
65,1.04395554379786,0.428442874466355,AL,2022-10-17,1,1,0,1,1,0,1,0,1,1
66,0.0541502796656676,0.04764542038988545,AL,2022-10-18,1,1,1,1,1,0,0,1,1,1
67,0.167915519213308,0.04872009157239655,AL,2022-10-19,1,1,1,1,1,1,1,1,1,1
68,0.0585741376756617,0.04985637889788035,AL,2022-10-20,1,1,1,1,1,1,1,1,1,1
69,0.0545517607537159,0.0510584126846675,AL,2022-10-21,1,1,1,1,1,1,1,1,1,1
70,0.0563122162219847,0.0523306206166215,AL,2022-10-22,1,1,1,1,1,1,1,1,1,1
71,0.173650395386572,0.0536777438106415,AL,2022-10-23,1,1,1,1,1,1,1,1,1,1
72,0.060922382726758303,0.0551048527875035,AL,2022-10-24,1,1,1,1,1,1,1,1,1,1
73,0.179114113448428,0.056617363078992,AL,2022-10-25,1,1,1,1,1,1,1,1,1,1
74,1.1515862793096,0.363746393308683,AL,2022-10-26,1,0,1,0,1,1,0,1,0,1
75,2.26478389826731,0.7873667010622,AL,2022-10-27,1,0,0,1,1,1,0,0,1,1
76,NA,NA,AL,2022-10-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,0.984891920303542,0.4043612217734925,AL,2022-10-29,1,1,1,0,1,1,0,1,0,1
78,0.583991057202943,0.3129133102479365,AL,2022-10-30,1,1,1,1,1,1,1,1,1,1
79,0.970789153649169,0.201484315583405,AL,2022-10-31,1,1,1,0,1,0,1,1,0,1
80,1.00656554478742,0.2980212853651865,AL,2022-11-01,1,1,1,0,1,0,0,1,0,1
81,0.925039482013524,0.2904967249141715,AL,2022-11-02,1,1,1,0,1,0,0,1,0,1
82,2.66434146280335,0.4440619000394185,AL,2022-11-03,1,0,1,0,1,1,0,1,0,1
83,1.12615836976337,0.71587604349133,AL,2022-11-04,1,0,1,0,1,1,0,1,0,1
84,1.13585196934275,0.757517711292755,AL,2022-11-05,1,0,0,1,1,1,0,0,1,1
85,0.0582057920181885,0.0159498248280903,AR,2022-09-25,1,1,1,1,1,1,1,1,1,1
86,1.28951850232032,0.0660446768922345,AR,2022-09-26,0,1,1,1,0,0,0,1,1,0
87,0.456601753931398,0.0694127073689255,AR,2022-09-27,1,1,1,1,1,0,0,1,1,1
88,0.55779183108818,0.094820243140898,AR,2022-09-28,1,1,1,1,1,1,0,0,1,1
89,1.12981973108504,0.01549870739302685,AR,2022-09-29,1,0,1,1,1,0,0,1,1,1
90,1.36303280592059,0.2309504801077545,AR,2022-09-30,0,0,1,1,1,0,0,1,1,1
91,0.0598854175555805,0.01521122190288055,AR,2022-10-01,1,1,1,1,1,0,0,1,1,1
92,0.248049523895319,0.01505241983039625,AR,2022-10-02,1,1,1,1,1,1,1,1,1,1
93,1.57029599512329,0.1774306285863065,AR,2022-10-03,0,0,1,1,1,0,0,1,1,1
94,1.03256227061488,0.194020877911467,AR,2022-10-04,1,1,1,0,1,1,0,1,0,1
95,1.99341022103244,0.0145188582617454,AR,2022-10-05,0,0,1,1,1,1,0,0,1,1
96,0.248913418495754,0.01432309627396045,AR,2022-10-06,1,1,1,1,1,1,1,1,1,1
97,1.89637952535444,0.191803636055154,AR,2022-10-07,1,0,1,1,0,0,0,1,1,0
98,0.486102638910874,0.141713271865364,AR,2022-10-08,1,1,1,1,1,0,0,1,1,1
99,0.0978333839543942,0.0136880692032786,AR,2022-10-09,1,1,1,1,1,1,1,1,1,1
100,0.363241686351992,0.0134621351079125,AR,2022-10-10,1,1,1,1,1,1,1,1,1,1
101,0.672355909790785,0.0990874233357805,AR,2022-10-11,1,1,1,1,1,0,0,0,1,0
102,0.583767996630584,0.1679550502875335,AR,2022-10-12,1,1,1,1,1,0,0,1,1,1
103,0.523622605532243,0.1422451932788975,AR,2022-10-13,1,1,1,1,1,0,0,1,1,1
104,0.676879989645174,0.20730128656323,AR,2022-10-14,1,1,1,1,1,0,0,1,1,1
105,0.861254001284399,0.2727430040557375,AR,2022-10-15,0,1,1,1,1,0,0,1,1,1
106,0.7407948313034,0.2079486980856155,AR,2022-10-16,0,1,1,1,1,1,1,1,1,1
107,1.86750644196429,0.2555878529905685,AR,2022-10-17,0,0,1,0,1,0,0,0,0,1
108,0.903459526696255,0.0910618190810015,AR,2022-10-18,1,1,0,1,1,1,0,0,1,1
109,1.00583239554283,0.406769783716674,AR,2022-10-19,0,0,1,1,1,0,0,1,1,1
110,0.732228319769164,0.209360905554754,AR,2022-10-20,0,1,1,1,1,1,1,1,1,1
111,1.85388216747679,0.4500834174059755,AR,2022-10-21,1,0,0,1,0,1,0,0,1,0
112,0.298118972436257,0.0104318012018401,AR,2022-10-22,1,1,1,1,1,1,1,1,1,1
113,0.0691123071469776,0.01017039230183305,AR,2022-10-23,1,1,1,1,1,1,1,1,1,1
114,3.79587473456157,0.249752052576205,AR,2022-10-24,0,0,1,0,1,0,0,1,0,1
115,3.87581445605861,0.2663040484189205,AR,2022-10-25,1,0,1,0,0,0,0,1,0,0
116,0.80452420774504,0.2117303369029655,AR,2022-10-26,0,1,1,1,1,1,1,1,1,1
117,0.648413568595673,0.144479940061038,AR,2022-10-27,1,1,1,1,1,0,0,1,1,1
118,0.065100773780759,0.00889152581266975,AR,2022-10-28,1,1,1,1,1,1,1,1,1,1
119,0.104822789748168,0.0086446355742424,AR,2022-10-29,1,1,1,1,1,1,1,1,1,1
120,1.81917830535935,0.436059356865789,AR,2022-10-30,0,0,1,1,0,0,0,1,1,0
121,3.93208599226133,0.310709137528639,AR,2022-10-31,0,0,1,0,1,0,0,0,0,1
122,2.76071468474629,0.4404301797289505,AR,2022-11-01,0,0,1,0,1,0,1,0,0,1
123,3.8023775909601,0.187746412944567,AR,2022-11-02,0,0,1,1,1,0,0,0,1,1
124,1.22611274936805,0.134891301487385,AR,2022-11-03,1,1,0,0,1,0,0,1,0,0
125,2.22966013009782,0.451290203548177,AR,2022-11-04,1,0,1,0,1,1,0,1,0,1
126,2.02871592103556,0.3415108170645695,AR,2022-11-05,0,0,1,1,1,0,0,1,1,1
127,0.623329644514656,0.095081599474877,AZ,2022-09-25,1,1,1,1,1,0,0,1,0,1
