...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
63,NA,NA,AL,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.360032256325458,0.220513049512626,AL,2023-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,0.37013063211624597,0.2295263657837455,AL,2023-01-24,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
67,0.348515820313933,0.301738392454307,AL,2023-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,0.852324912333553,0.4313369221711465,AL,2023-01-26,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,0.674753898230716,0.271058244493794,AL,2023-01-27,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
70,0.961461221963666,0.652733546784355,AL,2023-01-28,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0
71,NA,NA,AL,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1.02695572811649,0.249467342934248,AL,2023-01-30,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
73,0.24612692811052,0.239979930455414,AL,2023-01-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,NA,NA,AL,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.772102823561793,0.336264168576331,AL,2023-02-02,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1
76,NA,NA,AL,2023-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,0.191581700969804,0.2056549256668785,AL,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,0.602006459609727,0.34779134248829,AL,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
79,0.427974302841836,0.2742313924925005,AL,2023-02-06,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
80,0.662362591300251,0.367409633667558,AL,2023-02-07,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
81,0.873400957452159,0.1775266441703245,AL,2023-02-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,1.00654196629669,0.6511611931543,AL,2023-02-09,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1
83,0.132041683661936,0.1658867100837705,AL,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,NA,NA,AL,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.0660018135541632,0.0451154378454674,AR,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
86,0.705559080775525,0.120985332289952,AR,2023-01-02,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
87,1.68637253657453,0.2398718572318055,AR,2023-01-03,1,0,1,1,1,1,1,1,0,0,0,0,1,0,1,1
88,2.34886154637005,0.2132950470718585,AR,2023-01-04,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0
89,3.77382003331846,0.3384277391170805,AR,2023-01-05,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1
90,1.35158205255909,0.2949935445473475,AR,2023-01-06,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
91,0.476396207908198,0.1680217464825365,AR,2023-01-07,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1
92,0.634352468273048,0.0350305351107939,AR,2023-01-08,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
93,5.5538073941976,0.3581301885950645,AR,2023-01-09,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1
94,2.46834054292845,0.2274504357525875,AR,2023-01-10,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0
95,2.59622607799625,0.2441211088464815,AR,2023-01-11,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0
96,2.7642994626053,0.30092944361277,AR,2023-01-12,0,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0
97,1.89268376582864,0.285193852254073,AR,2023-01-13,1,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1
98,1.48080647301822,0.519956635032405,AR,2023-01-14,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1
99,1.78419354889326,0.795219074786915,AR,2023-01-15,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1
100,3.97111590683763,0.555842765482755,AR,2023-01-16,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1
101,3.18790088114655,0.262968705210176,AR,2023-01-17,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1
102,1.97292894302066,0.2959226614511215,AR,2023-01-18,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1
103,1.76978650094528,0.307711399423887,AR,2023-01-19,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1
104,1.26105224600539,0.287359693194153,AR,2023-01-20,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,0
105,1.12697509224007,0.79290721840069,AR,2023-01-21,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1
106,0.853681874201057,0.2818659679132535,AR,2023-01-22,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
107,2.39761294893886,0.223357468784669,AR,2023-01-23,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1
108,5.70194698605275,0.4099493937651725,AR,2023-01-24,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1
109,3.80896108153482,0.3507790797453975,AR,2023-01-25,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1
110,2.45856696126547,0.246379568729384,AR,2023-01-26,1,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1
111,1.50294796707993,0.245123336357019,AR,2023-01-27,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1
112,0.0332315013497052,0.02552162628848865,AR,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113,0.962045441118509,0.409537878551019,AR,2023-01-29,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
114,17.8741953736835,0.609508026477535,AR,2023-01-30,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0
115,0.955093928448153,0.408995085816668,AR,2023-01-31,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
116,3.95528030553355,0.57055986712602,AR,2023-02-01,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0
117,0.821036875425353,0.2810254942864845,AR,2023-02-02,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
118,1.58774551911738,0.2808469588549755,AR,2023-02-03,1,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1
119,0.0303894129241398,0.02757569260045205,AR,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
120,1.13107854603408,0.785000282944425,AR,2023-02-05,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1
121,8.35046758684559,0.64085069555174,AR,2023-02-06,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1
122,4.35476068817315,0.589533467089095,AR,2023-02-07,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1
123,1.16701146487878,0.3243360276686875,AR,2023-02-08,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1
124,1.62100003840696,0.3290980198853545,AR,2023-02-09,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
125,7.97303656613187,0.550369521393505,AR,2023-02-10,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1
126,NA,NA,AR,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.15423347873833,0.071937738632957507,AZ,2023-01-01,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
128,2.31809387852223,0.2715606945880435,AZ,2023-01-02,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
129,2.2110891158777,0.24844924266647,AZ,2023-01-03,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,0
130,1.97164685326529,0.2421010177036985,AZ,2023-01-04,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
131,1.66596006758344,0.240393688560022,AZ,2023-01-05,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0
132,3.74137785023377,0.2036153823833115,AZ,2023-01-06,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
133,0.941322101371216,0.170279492934485,AZ,2023-01-07,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
134,0.96293852495296,0.2548488046365155,AZ,2023-01-08,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
135,3.72956461085646,0.3103138847052055,AZ,2023-01-09,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1
136,3.17386259003703,0.2252710305181195,AZ,2023-01-10,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0
137,1.90631804026104,0.2951249643676815,AZ,2023-01-11,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1
138,1.39523133791911,0.327846925818756,AZ,2023-01-12,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
139,1.12416516599009,0.35077568289479,AZ,2023-01-13,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
140,1.16502496291108,0.3413862916349135,AZ,2023-01-14,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
141,2.10494112337962,0.335729869031523,AZ,2023-01-15,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
142,3.79164512691444,0.3265509147362535,AZ,2023-01-16,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0
143,2.04554080580946,0.277742715677233,AZ,2023-01-17,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
144,1.08042231813813,0.330388988351965,AZ,2023-01-18,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0
145,3.0283653891535,0.3450763157325715,AZ,2023-01-19,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1
146,1.52574604561915,0.2648216337159055,AZ,2023-01-20,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1
147,0.652955641540342,0.2634418933063325,AZ,2023-01-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,0.342033206773129,0.2569442524789195,AZ,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
149,2.99294541239882,0.3176914956426045,AZ,2023-01-23,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0
150,2.93649326368462,0.398078381305469,AZ,2023-01-24,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1
151,1.48035262292298,0.32659286316853,AZ,2023-01-25,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1
152,2.59275176034918,0.364879688684783,AZ,2023-01-26,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1
153,1.12943070437859,0.310712778836681,AZ,2023-01-27,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
154,1.02925536398233,0.354357248744862,AZ,2023-01-28,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1
155,3.15729396695418,0.3726162611104425,AZ,2023-01-29,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0
156,2.83742285685077,0.2610812171750495,AZ,2023-01-30,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
157,3.75779354003846,0.243890443785459,AZ,2023-01-31,1,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0
158,9.49495506970659,0.373940932383491,AZ,2023-02-01,1,0,1,1,0,0,1,1,1,0,1,0,0,0,1,1
159,1.39567517545067,0.1706140711369375,AZ,2023-02-02,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
160,2.23881260178506,0.3034931588157455,AZ,2023-02-03,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1
161,0.8879068781069,0.264754230682068,AZ,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162,2.68184657938822,0.246841854263688,AZ,2023-02-05,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1
163,2.59209327578853,0.2413686535657995,AZ,2023-02-06,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1
164,1.84528166926562,0.2471626769307175,AZ,2023-02-07,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
165,1.84172472696451,0.089847769528176,AZ,2023-02-08,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1
166,0.914229157042869,0.160931481030563,AZ,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
167,1.72962492945065,0.325548561609447,AZ,2023-02-10,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1
168,1.01173901668925,0.1752875508283835,AZ,2023-02-11,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
169,1.37190646214922,0.2019804809503695,CA,2023-01-01,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,1
170,14.0230703063454,0.2277848743452495,CA,2023-01-02,1,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0
171,12.9903378849662,0.295538988154234,CA,2023-01-03,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0
172,6.08158059235848,0.261999534507848,CA,2023-01-04,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1
173,6.41898269475788,0.2624334825067725,CA,2023-01-05,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
174,9.21945051897895,0.2817782128778305,CA,2023-01-06,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0
175,6.44307640253042,0.2624201824439545,CA,2023-01-07,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
176,8.55696778742717,0.2672838629080875,CA,2023-01-08,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1
177,11.6392521428106,0.2501296402851425,CA,2023-01-09,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
178,8.72463020274372,0.301915711283324,CA,2023-01-10,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0
179,11.2255992719039,0.317813339674761,CA,2023-01-11,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0
180,7.15542813675599,0.282162024315547,CA,2023-01-12,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
181,5.58836584054749,0.3035694597853715,CA,2023-01-13,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0
182,5.01178182369319,0.290661790775225,CA,2023-01-14,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1
183,6.85688927200837,0.325862737861431,CA,2023-01-15,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
184,6.14346164092423,0.3126364082087685,CA,2023-01-16,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0
185,7.13232017825083,0.314978252863178,CA,2023-01-17,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
186,7.7672341714705,0.298157170866175,CA,2023-01-18,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0
187,3.10401526987315,0.3393760686084385,CA,2023-01-19,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0
188,6.42801677165005,0.315311199795692,CA,2023-01-20,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0
189,20.5037983539665,0.297418077036116,CA,2023-01-21,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,0
190,10.2155235296079,0.322390826135814,CA,2023-01-22,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
191,14.1712371290097,0.3282109097059085,CA,2023-01-23,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1
192,18.5502497526153,0.304627948990581,CA,2023-01-24,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0
193,15.7755974102619,0.34830874090816,CA,2023-01-25,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0
194,13.2505210585626,0.329608378533582,CA,2023-01-26,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0
195,13.0273474595153,0.3607983432607905,CA,2023-01-27,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0
196,11.0219976948465,0.3326832821205215,CA,2023-01-28,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
197,6.50795849804796,0.3253079953376665,CA,2023-01-29,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0
198,15.387353467958,0.3758670769184125,CA,2023-01-30,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0
199,9.88183010773685,0.3430390725137605,CA,2023-01-31,1,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0
200,13.4849615383227,0.333313660842031,CA,2023-02-01,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1,0
201,21.5206219350583,0.3422867551340975,CA,2023-02-02,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
202,13.1714605297395,0.306483701898693,CA,2023-02-03,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
203,19.7053185903858,0.350753156155089,CA,2023-02-04,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
204,42.7984557935828,0.364791089187977,CA,2023-02-05,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0
205,25.3672150325789,0.293160696800878,CA,2023-02-06,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0
206,36.7954031773522,0.3795600465834585,CA,2023-02-07,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0
207,30.6173657883932,0.290446868645507,CA,2023-02-08,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
208,41.1024514421615,0.3136705833080825,CA,2023-02-09,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1
209,28.9888596724789,0.3143412390998115,CA,2023-02-10,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
210,21.2258623094478,0.377683943612083,CA,2023-02-11,1,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1
211,NA,NA,CO,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,1.78836097716988,0.2122231655115505,CO,2023-01-02,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,1
213,1.79828822433323,0.2855418026866675,CO,2023-01-03,0,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1
214,1.21606841234519,0.371343937384252,CO,2023-01-04,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1
215,1.20760620997786,0.267362044303667,CO,2023-01-05,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0
216,0.78768918695916,0.134232833813947,CO,2023-01-06,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
217,0.788819363332721,0.3934881706606925,CO,2023-01-07,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
218,0.870628181628019,0.2102722388744495,CO,2023-01-08,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
219,1.23820932480162,0.3441620842672,CO,2023-01-09,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
220,1.00486933550923,0.3573418878006615,CO,2023-01-10,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1
221,2.59504363386154,0.417126777362975,CO,2023-01-11,0,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1
222,0.505613832561917,0.321350678263272,CO,2023-01-12,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
223,0.911100567885812,0.63690780747422,CO,2023-01-13,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
224,NA,NA,CO,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
