...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23B_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23B_95_CI,other_95_CI
1,NA,NA,AK,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,0.00868496831465468,0.00388470745863911,AK,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,NA,NA,AK,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,0.00718512412423331,0.003256040429767345,AK,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,0.00743672685833377,0.002988319140269415,AK,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,NA,NA,AK,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,0.006542915603724,0.002530470170935,AK,2023-03-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,NA,NA,AK,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,0.00652680771146208,0.00215900097572701,AK,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,NA,NA,AK,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,AK,2023-03-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,AK,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,1.23492844818687,0.92367344513673,AK,2023-03-24,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
14,NA,NA,AK,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,AK,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,AK,2023-03-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,AK,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,AK,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,0.0217395958727003,0.00112173608471775,AK,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,NA,NA,AK,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
21,NA,NA,AK,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,0.00636476712004887,9.7827067944694e-4,AK,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,NA,NA,AK,2023-04-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-04-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,1.19345518667754,0.4789583911518455,AK,2023-04-07,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
28,NA,NA,AK,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-04-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-04-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,NA,NA,AK,2023-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.0118496529852387,9.18951254427355e-4,AK,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,NA,NA,AK,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.0150377570378082,0.00117521343161416,AK,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,0.0430133599374148,0.001285641810279355,AK,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
39,NA,NA,AK,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.0189821259342974,0.00159067727939894,AK,2023-04-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
41,NA,NA,AK,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.0231374389268757,0.01898657189366245,AL,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
46,0.0790328942227412,0.0186376374740148,AL,2023-03-15,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
47,0.0222663540845513,0.01833902557914495,AL,2023-03-16,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
48,0.022619327647062,0.01808859367306325,AL,2023-03-17,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
49,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1.03655196698864,0.427045664203752,AL,2023-03-20,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
52,NA,NA,AL,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.0188011773091961,0.0175017464906457,AL,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,NA,NA,AL,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.0216290246006691,0.01755701088377955,AL,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,1.02822071113624,0.4268961517227295,AL,2023-03-25,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0
57,NA,NA,AL,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.0713426215596372,0.01793913932716025,AL,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,NA,NA,AL,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.0189585651344166,0.0202923639227778,AL,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.0221862671686703,0.02138200146486795,AL,2023-04-05,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
68,1.90693911257657,0.81709014186793,AL,2023-04-06,1,1,0,0,1,1,1,0,1,1,0,0,0,1,1,0
69,NA,NA,AL,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.0888448536677279,0.0234172716046244,AL,2023-04-08,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
71,NA,NA,AL,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1.01156404960936,0.4183964022196185,AL,2023-04-10,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,1
73,1.09777565512431,0.72456646795929,AL,2023-04-11,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
74,0.0285731950176679,0.0269727476180652,AL,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,NA,NA,AL,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.0295851496732689,0.02915407058321985,AL,2023-04-14,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
77,0.0322512816461265,0.0303540232759837,AL,2023-04-15,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
78,NA,NA,AL,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0339027295317012,0.0329839887632699,AL,2023-04-17,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
80,0.0371135317156332,0.0344182934977322,AL,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,0.0394694983704202,0.0359347631376001,AL,2023-04-19,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
82,NA,NA,AL,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1.15194471563453,0.78615844721061,AR,2023-03-12,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
86,0.0515752435574534,0.01288269523494735,AR,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,0.959848762329747,0.228061670185791,AR,2023-03-14,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
88,0.0372871561335656,0.0106878280520788,AR,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,0.0396162876087401,0.0097456054502468,AR,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
90,0.669742330950788,0.1730544655397015,AR,2023-03-17,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
91,1.04748379802677,0.422674588684017,AR,2023-03-18,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
92,NA,NA,AR,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.0494561280151543,0.00679329904161785,AR,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,0.402724449929299,0.0062206595904531,AR,2023-03-21,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
95,1.19507041722984,0.0057012191488993004,AR,2023-03-22,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
96,0.0209871148432224,0.005229603730854,AR,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
97,0.0187075208603633,0.00480099662408254,AR,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,1.22925345776865,0.4631219350865965,AR,2023-03-26,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1
100,0.00362851844352041,0.003732424024871275,AR,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,2.18404970362925,0.3007075909542235,AR,2023-03-28,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
102,0.250506443723044,0.00316763458799748,AR,2023-03-29,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
103,0.00800106821030849,0.00292134690423662,AR,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104,0.00200526998210368,0.00269619062713546,AR,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
105,0.00148633845797651,0.002490266507739925,AR,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106,0.00616723170511523,0.002301886389412175,AR,2023-04-02,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
107,0.00120915259923073,0.00212954878036467,AR,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,0.0756347296299466,0.001971917354280425,AR,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,0.029065696701724,0.0018278023161018,AR,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,0.0012765823020656,0.00169614456599496,AR,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,1.31391629335668,0.4756181939613335,AR,2023-04-07,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
112,NA,NA,AR,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,0.00336864647196439,0.00136702868455343,AR,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114,0.00744882672863165,0.001276822476940015,AR,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
115,8.698827649153e-4,0.00119537747589756,AR,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,0.00285121497189128,0.001122243498583285,AR,2023-04-12,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
117,NA,NA,AR,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1.30647710927075,0.4805069931809295,AR,2023-04-16,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
121,0.00342664178004479,8.73702256389105e-4,AR,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,NA,NA,AR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.00111440029028693,8.3733200432478e-4,AR,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,0.0072250284284128,8.64303879925295e-4,AR,2023-04-22,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
127,1.25032433049262,0.075994924934105,AZ,2023-03-12,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1
128,2.33732402893463,0.1505215175804265,AZ,2023-03-13,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0
129,0.756785724530433,0.0811945414814105,AZ,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
130,0.879212931314288,0.115473227868876,AZ,2023-03-15,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
131,0.821652688174636,0.0117065222590978,AZ,2023-03-16,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
132,1.75872575966324,0.57333043330202,AZ,2023-03-17,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1
133,2.07738568538964,0.550162234408335,AZ,2023-03-18,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
134,1.29595222950757,0.169127373695719,AZ,2023-03-19,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1
135,1.99734780445305,0.091554177509318,AZ,2023-03-20,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
136,0.987620715074754,0.1672059750739905,AZ,2023-03-21,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1
137,0.752307422331132,0.097820346962783,AZ,2023-03-22,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
138,0.502817923814963,0.1128311294716495,AZ,2023-03-23,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
139,0.378519480528254,0.0114259346484178,AZ,2023-03-24,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
140,0.0183243327799949,0.01156240954269715,AZ,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,0.770616346271868,0.102830074250482,AZ,2023-03-26,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
142,1.59980188716845,0.1132059962699465,AZ,2023-03-27,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1
143,3.39620774631131,0.051081738508896,AZ,2023-03-28,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0
144,1.19287143067894,0.01261733275480975,AZ,2023-03-29,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
145,1.25088280493603,0.219507581878104,AZ,2023-03-30,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1
146,0.0822683491801939,0.01354458270760425,AZ,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,0.774550410917213,0.28047558582468,AZ,2023-04-01,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
148,0.626796631302856,0.1492779357359935,AZ,2023-04-02,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0
149,1.89771641078661,0.059522104437301,AZ,2023-04-03,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1
150,1.28662827663429,0.168728831127125,AZ,2023-04-04,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1
151,1.84553571555244,0.0875575315977995,AZ,2023-04-05,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1
152,0.392456621623916,0.0192492335149237,AZ,2023-04-06,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
153,0.81769128862893,0.02089104318813125,AZ,2023-04-07,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
154,0.888318903008313,0.0968338121071855,AZ,2023-04-08,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
155,2.25776642059189,0.141641168592421,AZ,2023-04-09,1,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1
156,2.16207830185603,0.1392736178501315,AZ,2023-04-10,1,1,1,1,1,1,0,1,0,0,0,1,0,1,1,1
157,1.69296068830704,0.204673622619527,AZ,2023-04-11,1,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0
158,0.222486842060813,0.034612281475402,AZ,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
159,1.02388788456171,0.03882923604214425,AZ,2023-04-13,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1
160,0.695779719531897,0.275215448763291,AZ,2023-04-14,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
161,1.37596083433605,0.0490785979494636,AZ,2023-04-15,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
162,1.34826090684147,0.2544536947629595,AZ,2023-04-16,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0
163,3.87033176030744,0.1280261944462695,AZ,2023-04-17,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0
164,1.98482882562445,0.1809933238489345,AZ,2023-04-18,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1
165,6.46552801887722,0.102693940783026,AZ,2023-04-19,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0
166,3.15495368186716,0.2320243502938305,AZ,2023-04-20,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0
167,0.973351321491958,0.717174842280875,AZ,2023-04-21,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
168,0.808381142607987,0.103672638346167,AZ,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169,3.70540788889255,0.146601490187794,CA,2023-03-12,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0
170,4.70738586816697,0.1655248969771255,CA,2023-03-13,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0
171,2.37061330859513,0.131178900427577,CA,2023-03-14,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
172,3.36155653424681,0.129892293797468,CA,2023-03-15,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0
173,3.54207638251422,0.09859507123165,CA,2023-03-16,1,1,0,1,1,1,1,1,0,0,0,0,1,0,1,0
174,4.11781497491185,0.1506516271613095,CA,2023-03-17,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0
175,1.71614579620528,0.130999817535318,CA,2023-03-18,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0
176,2.97596829015511,0.16820195633792,CA,2023-03-19,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
177,4.92235996641525,0.064405979986882,CA,2023-03-20,0,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0
178,3.44113647541888,0.0912439132462435,CA,2023-03-21,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1
179,2.59551248226755,0.122199455909483,CA,2023-03-22,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
180,2.8312933390728,0.1353869587431065,CA,2023-03-23,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1
181,2.64693706704964,0.132498899877172,CA,2023-03-24,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0
182,5.43676175011135,0.228740748866914,CA,2023-03-25,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0
183,3.16367536824892,0.1714319666059875,CA,2023-03-26,1,1,1,0,1,0,0,1,1,1,0,1,0,0,0,0
184,4.37790903544321,0.099093407107876,CA,2023-03-27,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1
185,4.12110360533034,0.0562231537007155,CA,2023-03-28,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0
186,4.30319514046626,0.1971214251883175,CA,2023-03-29,1,1,0,1,1,1,0,1,0,0,0,1,0,0,0,1
187,3.88011478902529,0.0739954453924525,CA,2023-03-30,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0
188,2.30767677329502,0.11928618094213,CA,2023-03-31,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0
189,3.78415060011001,0.1947645139211705,CA,2023-04-01,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1
190,2.52577513551243,0.165794818038019,CA,2023-04-02,0,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1
