...1,es_score,brier_score,location,target_date,X23E_50_CI,X23F_50_CI,X24A_50_CI,other_50_CI,X23E_95_CI,X23F_95_CI,X24A_95_CI,other_95_CI
98,NA,NA,AR,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
100,0.0348041492657757,0.02489942342964415,AR,2024-02-05,1,1,1,1,1,1,1,1
101,0.0302716655139351,0.0231548330714865,AR,2024-02-06,1,1,1,1,1,1,1,1
102,0.0220243538658159,0.0215088897023441,AR,2024-02-07,1,1,1,1,1,1,1,1
103,0.0685743782041546,0.01995758177827815,AR,2024-02-08,1,1,1,1,1,1,1,1
104,0.070106664277973,0.01849739233128135,AR,2024-02-09,1,1,1,1,1,1,1,1
105,NA,NA,AR,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
107,0.0197511187047326,0.01463306039295545,AR,2024-02-12,1,1,1,1,1,1,1,1
108,0.977847171292967,0.4085376453599945,AR,2024-02-13,1,1,0,0,1,1,0,0
109,0.0533491205546349,0.0124590920066938,AR,2024-02-14,1,1,1,1,1,1,1,1
110,NA,NA,AR,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
114,0.0450865110255261,0.00826622489208165,AR,2024-02-19,1,1,1,1,1,1,1,1
115,0.0381801385859152,0.0076157657866814,AR,2024-02-20,1,1,1,1,1,1,1,1
116,NA,NA,AR,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
121,0.0304175102882648,0.00474725414184003,AR,2024-02-26,1,1,1,1,1,1,1,1
122,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA
124,1.21351794780525,0.88754867500764,AR,2024-02-29,1,1,0,0,1,1,0,0
125,0.00900801711443837,0.003579317152911865,AR,2024-03-01,1,1,1,1,1,1,1,1
126,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
127,2.93031786069639,0.192594554247041,AZ,2024-01-21,1,1,0,0,1,0,0,0
128,1.2254501813346,0.0644999864853095,AZ,2024-01-22,1,1,1,1,1,1,0,0
129,1.37407958951388,0.0812856334527305,AZ,2024-01-23,1,1,1,0,1,0,0,1
130,2.42358511806136,0.321974079431869,AZ,2024-01-24,1,0,0,0,1,0,0,0
131,0.134113639207132,0.01845873995039575,AZ,2024-01-25,1,1,1,1,1,1,1,1
132,1.01285451371063,0.40406764623873,AZ,2024-01-26,1,1,0,0,1,1,0,0
133,0.922337140144549,0.1275480766023575,AZ,2024-01-27,1,1,1,1,1,0,0,0
134,0.0144038075294498,0.014467707052209,AZ,2024-01-28,1,1,1,1,1,1,1,1
135,1.58859325122591,0.113424659068673,AZ,2024-01-29,1,0,1,1,1,0,0,1
136,0.952615680314233,0.097444832941028,AZ,2024-01-30,1,1,1,1,1,0,0,1
137,0.616304116888551,0.069565767657622,AZ,2024-01-31,1,1,1,1,1,0,0,1
138,0.0765547537932373,0.01058641361787815,AZ,2024-02-01,1,1,1,1,1,1,1,1
139,0.0779254754667448,0.00981662840469985,AZ,2024-02-02,1,1,1,1,1,1,1,1
140,NA,NA,AZ,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
141,0.0959817899239154,0.0084701856041215,AZ,2024-02-04,1,1,1,1,1,1,1,1
142,2.13691428334976,0.1574993932489585,AZ,2024-02-05,1,0,0,1,1,0,0,1
143,0.83510849323933,0.0427617621996255,AZ,2024-02-06,1,1,1,1,1,1,0,0
144,0.80525145699783,0.0068524647173678,AZ,2024-02-07,1,1,1,1,1,0,0,0
145,0.00736829306166144,0.0064020962744649,AZ,2024-02-08,1,1,1,1,1,1,1,1
146,1.02672564887032,0.2940630493921285,AZ,2024-02-09,1,1,0,0,1,1,0,0
147,0.0212745770542423,0.00561196855769785,AZ,2024-02-10,1,1,1,1,1,1,1,1
148,0.718904327468283,0.1143278789167715,AZ,2024-02-11,1,1,1,0,1,1,0,0
149,0.258636301829842,0.00494852509403736,AZ,2024-02-12,1,1,1,1,1,0,0,1
150,0.631633506043003,0.0633187719453045,AZ,2024-02-13,1,1,1,1,1,0,1,0
151,0.62521835011533,0.004390673637882525,AZ,2024-02-14,1,1,1,1,1,1,0,0
152,0.00527696819441943,0.004145791814320945,AZ,2024-02-15,1,1,1,1,1,1,1,1
153,0.0338655371523781,0.003921051418638105,AZ,2024-02-16,1,1,1,1,1,1,0,0
154,0.16550239161978,0.00371475887270069,AZ,2024-02-17,1,1,1,1,1,1,0,0
155,0.604448843131266,0.0506421044303855,AZ,2024-02-18,1,1,1,1,0,0,0,0
156,0.515016759641699,0.00335152048730943,AZ,2024-02-19,1,1,1,1,1,1,0,0
157,1.18774429116387,0.065274852025594,AZ,2024-02-20,1,1,1,0,1,1,1,1
158,0.746360003874663,0.03527683415760875,AZ,2024-02-21,1,1,1,1,1,1,0,0
159,1.01105381192943,0.2290658809963315,AZ,2024-02-22,1,1,0,0,1,1,0,0
160,0.0362397381118839,0.00278780852607557,AZ,2024-02-23,1,1,1,1,1,1,1,1
161,0.0158083552793451,0.002674870105615025,AZ,2024-02-24,1,1,1,1,1,1,1,1
162,1.4946262886298,0.205299368219945,AZ,2024-02-25,1,0,0,0,1,0,0,1
163,0.139176063062124,0.00247692410426753,AZ,2024-02-26,1,1,1,1,1,1,1,1
164,0.761300787693344,0.0854323379052975,AZ,2024-02-27,1,1,1,0,1,1,0,0
165,0.0760057073326044,0.002311955791351565,AZ,2024-02-28,1,1,1,1,1,1,1,1
166,0.0318219863686721,0.0022404739356331,AZ,2024-02-29,1,1,1,1,1,0,0,1
167,0.0053846322724153,0.002175710257898025,AZ,2024-03-01,1,1,1,1,1,1,0,0
168,0.0578634391013736,0.00211726406622844,AZ,2024-03-02,1,1,1,1,1,1,1,1
169,1.19843321936999,0.2463354909188715,CA,2024-01-21,1,1,0,0,1,0,0,0
170,0.713773063840758,0.070887343071761,CA,2024-01-22,1,1,1,1,1,0,0,1
171,0.729234252541926,0.0079659731131633,CA,2024-01-23,1,1,1,1,1,1,0,0
172,0.598360798410892,0.0850715373489295,CA,2024-01-24,1,1,1,1,1,0,1,0
173,2.58057403018886,0.1500184300249525,CA,2024-01-25,1,1,0,0,1,0,0,0
174,2.27510898384149,0.109391003775042,CA,2024-01-26,1,1,0,0,1,0,0,0
175,0.861645466074038,0.0050933328612101,CA,2024-01-27,1,1,1,1,1,1,0,0
176,0.626555740289872,0.04479792627128175,CA,2024-01-28,1,1,1,1,1,0,0,1
177,2.68105749848636,0.08629473473449,CA,2024-01-29,1,1,1,0,0,1,0,0
178,1.79994508257396,0.072484708942449,CA,2024-01-30,1,1,1,1,1,1,0,0
179,2.73440377697125,0.084070594737989,CA,2024-01-31,1,0,0,1,1,0,0,0
180,6.04992005474871,0.104512292382234,CA,2024-02-01,1,1,0,0,1,0,0,0
181,5.17572611672566,0.105038721094678,CA,2024-02-02,1,1,0,0,1,0,0,0
182,1.02211154983002,0.042151584729430903,CA,2024-02-03,1,1,1,1,1,0,0,0
183,0.636435779349214,0.0350183315346063,CA,2024-02-04,1,1,1,1,1,1,0,0
184,1.30269661712042,0.0635319136289945,CA,2024-02-05,1,1,1,0,1,0,0,0
185,5.96038697071139,0.107147924778558,CA,2024-02-06,1,0,0,0,1,0,0,0
186,3.54535438773225,0.085139181606645,CA,2024-02-07,1,1,0,0,1,0,0,0
187,1.14805739584296,0.03365791056964515,CA,2024-02-08,1,1,1,1,1,0,0,0
188,7.34670398282567,0.116661342330961,CA,2024-02-09,1,1,0,0,1,1,0,0
189,4.91958680744136,0.145816834915583,CA,2024-02-10,1,0,0,0,1,0,0,0
190,0.0108123618915602,0.001094385350051455,CA,2024-02-11,1,1,1,1,1,1,1,1
191,4.52966228230122,0.108367579683629,CA,2024-02-12,1,1,0,0,1,1,0,0
192,4.50157370103379,0.0870116271832395,CA,2024-02-13,1,1,0,0,1,1,0,0
193,2.0576957436083,0.0383105523808515,CA,2024-02-14,1,1,1,0,1,1,0,0
194,6.43284300293563,0.1160965744566715,CA,2024-02-15,1,0,0,0,1,0,0,0
195,1.54431491511424,0.03600990299582145,CA,2024-02-16,1,1,1,0,1,0,0,0
196,0.795471295047129,0.03248397992425165,CA,2024-02-17,1,1,1,0,1,1,1,1
197,1.75137002455873,0.053723687610726,CA,2024-02-18,1,1,0,0,1,1,0,0
198,1.21491939712835,0.0381558114603415,CA,2024-02-19,1,1,0,1,1,0,0,1
199,0.0662131610611137,5.578553456266e-4,CA,2024-02-20,1,1,1,1,1,1,1,1
200,6.07494098874298,0.0851695342785405,CA,2024-02-21,1,1,0,0,1,1,0,0
201,3.0236432965644,0.0635395914625545,CA,2024-02-22,1,0,0,0,1,0,0,0
202,3.79827896287932,0.0635036508439555,CA,2024-02-23,1,1,0,0,1,1,0,0
203,1.89685832153383,0.057041560360147,CA,2024-02-24,1,1,0,0,1,1,0,0
204,0.0922322039101235,4.3333043747872e-4,CA,2024-02-25,1,1,1,1,1,1,1,1
205,4.37769668449694,0.076918385223262,CA,2024-02-26,1,1,0,0,1,0,0,0
206,8.61358936363584,0.1138491362661085,CA,2024-02-27,1,0,0,0,1,0,0,0
207,5.4109435916314,0.075736002241916,CA,2024-02-28,1,1,0,0,1,1,0,0
208,0.00975134953519868,3.7909470326649e-4,CA,2024-02-29,1,1,1,1,1,1,1,1
209,0.0156888482859034,3.7013017454276e-4,CA,2024-03-01,1,1,1,1,1,1,1,1
210,0.0665998518109197,3.6273376070595e-4,CA,2024-03-02,1,1,1,1,1,1,1,1
211,NA,NA,CO,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA
212,0.276157723001076,0.0206937894046941,CO,2024-01-22,1,1,1,1,1,1,1,1
213,0.0672236835859357,0.0187890677573176,CO,2024-01-23,1,1,1,1,1,1,1,1
214,NA,NA,CO,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA
215,NA,NA,CO,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
216,0.0488105246449494,0.0140155781693038,CO,2024-01-26,1,1,1,1,1,0,0,1
217,NA,NA,CO,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
219,0.114106562979817,0.010421651789337,CO,2024-01-29,1,1,1,1,1,1,1,1
220,0.0107875220360498,0.0094396837276835,CO,2024-01-30,1,1,1,1,1,1,1,1
221,0.0095864728865975,0.0085511380400046,CO,2024-01-31,1,1,1,1,1,0,0,1
222,0.105327807711266,0.00774809401942325,CO,2024-02-01,1,1,1,1,1,1,0,0
223,0.0557075420046184,0.0070231640857767,CO,2024-02-02,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
226,0.0056866800040305,0.005250813434633,CO,2024-02-05,1,1,1,1,1,1,1,1
227,0.00851451315122372,0.00477449975670853,CO,2024-02-06,1,1,1,1,1,1,1,1
228,0.00541544798562173,0.00434671046969391,CO,2024-02-07,1,1,1,1,1,1,1,1
229,0.0218477940997747,0.003962848605255625,CO,2024-02-08,1,1,1,1,1,1,1,1
230,0.0180543257178069,0.00361870442729626,CO,2024-02-09,1,1,1,1,1,1,1,1
231,1.13776223341098,0.4565778788169565,CO,2024-02-10,1,1,0,0,1,1,0,0
232,NA,NA,CO,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
233,0.0159227076981189,0.002787802516868625,CO,2024-02-12,1,1,1,1,1,1,1,1
234,1.18173680512088,0.4615865541975925,CO,2024-02-13,1,1,0,0,1,1,0,0
235,NA,NA,CO,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
236,0.00416227092616391,0.00219516061679188,CO,2024-02-15,1,1,1,1,1,1,1,1
237,NA,NA,CO,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
238,NA,NA,CO,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
240,NA,NA,CO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA
241,0.00442733697288891,0.001570338333297175,CO,2024-02-20,1,1,1,1,1,1,1,1
242,0.0437194712756214,0.00148504199617701,CO,2024-02-21,1,1,1,1,1,1,1,1
243,NA,NA,CO,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA
244,1.19034048114065,0.4723439290571665,CO,2024-02-23,1,1,0,0,1,1,0,0
245,NA,NA,CO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA
247,0.0245404722211443,0.001196703425289785,CO,2024-02-26,1,1,1,1,1,1,1,1
248,0.00362136252470512,0.00116148778057958,CO,2024-02-27,1,1,1,1,1,1,1,1
249,0.00428783894770154,0.00113246405703363,CO,2024-02-28,1,1,1,1,1,1,1,1
250,0.0119437220504673,0.001109237305794705,CO,2024-02-29,1,1,1,1,1,1,1,1
251,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
253,0.0153515782083028,0.002193406037362355,CT,2024-01-21,1,1,1,1,1,1,1,1
254,0.182459235997535,0.001864769040605635,CT,2024-01-22,1,1,1,1,1,1,0,0
255,0.213529583887315,0.001586460388460675,CT,2024-01-23,1,1,1,1,1,1,1,1
256,0.0842917323701192,0.001350780466502235,CT,2024-01-24,1,1,1,1,1,1,1,1
257,1.05104185734898,0.19090187131282851,CT,2024-01-25,1,1,0,0,1,1,0,0
258,0.0207200752525579,9.82096827028755e-4,CT,2024-01-26,1,1,1,1,1,1,1,1
259,NA,NA,CT,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
260,0.00215816061130553,7.17343389420765e-4,CT,2024-01-28,1,1,1,1,1,1,1,1
261,0.992741474816868,0.1209280151753725,CT,2024-01-29,1,1,0,0,1,0,0,0
262,0.00443111732427486,5.2683424931205e-4,CT,2024-01-30,1,1,1,1,1,1,1,1
263,0.00298463479428833,4.52530694597615e-4,CT,2024-01-31,1,1,1,1,1,1,1,1
264,1.06741898211727,0.160843349298032,CT,2024-02-01,1,0,0,1,1,0,0,1
265,0.039592655871828,3.35588930654025e-4,CT,2024-02-02,1,1,1,1,1,1,1,1
266,NA,NA,CT,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
267,7.5388896768895e-4,2.50716790815355e-4,CT,2024-02-04,1,1,1,1,1,1,1,1
268,0.00622914617148189,2.17357047819875e-4,CT,2024-02-05,1,1,1,1,1,1,1,1
269,1.20070318461625,0.1949942998572035,CT,2024-02-06,1,0,0,1,1,0,0,1
270,0.00467602702487772,1.6441546389029e-4,CT,2024-02-07,1,1,1,1,1,1,1,1
271,1.34370506029762,0.4911036998034755,CT,2024-02-08,1,1,0,0,1,1,0,0
272,0.00251166847331617,1.25505228707585e-4,CT,2024-02-09,1,1,1,1,1,1,1,1
273,NA,NA,CT,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
274,2.8834400373739e-4,9.673759128627e-5,CT,2024-02-11,1,1,1,1,1,1,1,1
275,0.00403912014837048,8.52550516768e-5,CT,2024-02-12,1,1,1,1,1,1,1,1
276,NA,NA,CT,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
277,1.7950612752587e-4,6.6747011395895e-5,CT,2024-02-14,1,1,1,1,1,1,1,1
278,1.8159916358351e-4,5.930257150811e-5,CT,2024-02-15,1,1,1,1,1,1,1,1
279,NA,NA,CT,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
280,1.9339370476475e-4,4.72124934702951e-5,CT,2024-02-17,1,1,1,1,1,1,1,1
281,NA,NA,CT,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA
282,5.2980140221101e-4,3.80303950612992e-5,CT,2024-02-19,1,1,1,1,1,0,0,1
283,NA,NA,CT,2024-02-20,NA,NA,NA,NA,NA,NA,NA,NA
284,7.1204111821598e-4,3.10075117495429e-5,CT,2024-02-21,1,1,1,1,1,1,1,1
285,1.35942122578141,0.494967391655112,CT,2024-02-22,1,0,0,1,1,0,0,1
286,3.6009981629092e-4,2.559868581071025e-5,CT,2024-02-23,1,1,1,1,1,1,1,1
287,NA,NA,CT,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA
288,5.7827527348108e-4,2.140507725447755e-5,CT,2024-02-25,1,1,1,1,1,1,1,1
289,8.49518085285945e-5,1.966907040124115e-5,CT,2024-02-26,1,1,1,1,1,1,1,1
290,3.5928691424331e-4,1.813343167032055e-5,CT,2024-02-27,1,1,1,1,1,1,1,1
291,7.62543951372038e-5,1.677324654164145e-5,CT,2024-02-28,1,1,1,1,1,1,1,1
292,6.75444957977e-4,1.556704194668065e-5,CT,2024-02-29,1,1,1,1,1,1,1,1
293,NA,NA,CT,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA
294,NA,NA,CT,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA
295,1.15655170016401,0.840088703947205,DC,2024-01-21,1,0,0,1,1,0,0,1
296,NA,NA,DC,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA
297,0.0502589995786368,0.00693994230272875,DC,2024-01-23,1,1,1,1,1,1,1,1
298,NA,NA,DC,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA
299,NA,NA,DC,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,DC,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA
301,NA,NA,DC,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
302,NA,NA,DC,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA
305,0.00855883460521949,0.00401851028699431,DC,2024-01-31,1,1,1,1,1,1,1,1
306,0.00906491092645924,0.003789232074503835,DC,2024-02-01,1,1,1,1,1,1,1,1
307,0.00800324666527434,0.003581155760984795,DC,2024-02-02,1,1,1,1,1,1,1,1
308,NA,NA,DC,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
309,NA,NA,DC,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
310,NA,NA,DC,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA
311,NA,NA,DC,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA
312,NA,NA,DC,2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA
