...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,1.02859622958422,0.2468867066733865,AK,2022-07-17,1,1,1,1,1,1,1,0,0,1
2,2.00965527772842,0.0511376025266875,AK,2022-07-18,1,1,0,1,1,0,0,0,1,1
3,2.58660992541316,0.01523830814207305,AK,2022-07-19,1,0,0,1,1,0,0,0,0,1
4,0.70446623921435,0.146092013303257,AK,2022-07-20,1,1,1,1,1,1,0,0,0,1
5,0.768291822031113,0.1436841796074095,AK,2022-07-21,1,1,1,1,1,1,0,0,1,1
6,0.761342827983675,0.0998834284187225,AK,2022-07-22,1,1,1,1,1,0,0,0,1,1
7,0.505993525363513,0.0103892629997901,AK,2022-07-23,1,1,1,1,1,1,0,0,1,1
8,0.430675324269961,0.0908286341010165,AK,2022-07-24,1,1,1,1,1,1,1,1,1,1
9,1.27376991119272,0.206544346024871,AK,2022-07-25,0,1,1,1,1,0,1,0,0,1
10,1.91476871649139,0.0551895446605495,AK,2022-07-26,1,0,0,1,1,0,0,0,0,1
11,1.07699226265568,0.0435490470879335,AK,2022-07-27,1,1,1,1,1,1,0,0,1,1
12,1.32214357258348,0.100503096998836,AK,2022-07-28,0,0,1,1,1,1,0,1,0,1
13,0.948483748579094,0.116079482853098,AK,2022-07-29,1,1,1,1,0,1,0,0,0,0
14,0.718951745504232,0.102944087295881,AK,2022-07-30,1,1,1,1,1,1,1,0,0,1
15,1.28857277872378,0.004968522176474405,AK,2022-07-31,1,1,0,1,1,1,1,1,1,1
16,1.39362476989141,0.100370353464924,AK,2022-08-01,1,1,1,0,1,0,0,0,0,1
17,0.387163695516572,0.0714898031462,AK,2022-08-02,1,1,1,1,1,1,1,1,1,1
18,0.34992968111759,0.003821133507219705,AK,2022-08-03,1,1,1,1,1,1,1,1,1,1
19,1.13389624401872,0.164503577081213,AK,2022-08-04,1,0,1,1,1,0,1,0,1,1
20,1.92483388881332,0.181267058663394,AK,2022-08-05,1,0,0,1,1,0,0,1,1,1
21,0.266094614363389,0.00297271411924504,AK,2022-08-06,1,1,1,1,1,1,1,1,1,1
22,0.24852379298168,0.00274284137369874,AK,2022-08-07,1,1,1,1,1,1,0,0,1,1
23,0.788623639115654,0.0975768173048395,AK,2022-08-08,1,1,1,1,1,1,0,0,1,1
24,1.1466479988366,0.090089228716849,AK,2022-08-09,1,1,1,1,1,0,0,0,1,1
25,0.883587558297792,0.002180897399519135,AK,2022-08-10,1,1,1,1,1,1,0,0,1,1
26,0.688529718592035,0.154280399119879,AK,2022-08-11,1,1,1,1,1,1,0,0,1,1
27,0.196466207072688,0.001895205121860065,AK,2022-08-12,1,1,1,1,1,1,1,1,1,1
28,1.36918734973174,0.1689569770693705,AK,2022-08-13,1,0,0,1,1,1,1,1,1,1
29,0.77466958120157,0.186107075399321,AK,2022-08-14,1,0,1,1,1,1,0,0,1,1
30,0.23599851930926,0.001572912694665385,AK,2022-08-15,1,1,1,1,1,1,1,1,1,1
31,0.573576884688151,0.1044893855201845,AK,2022-08-16,1,1,1,1,1,1,0,0,1,1
32,0.922075126492323,0.08724048767821,AK,2022-08-17,1,1,1,0,1,1,1,0,0,1
33,0.0382945864376979,0.00135513505939177,AK,2022-08-18,1,1,1,1,1,1,1,1,1,1
34,0.582007695235242,0.094579354808654,AK,2022-08-19,1,1,1,1,1,1,1,1,1,1
35,1.11047023288394,0.4684177232886355,AK,2022-08-20,1,0,0,1,1,1,0,0,1,1
36,0.114290680036856,0.001225549713335805,AK,2022-08-21,1,1,1,1,1,1,1,1,1,1
37,2.00995036292243,0.3134858179074575,AK,2022-08-22,1,0,0,1,1,1,0,0,1,1
38,0.00508660090896706,0.001184753640505005,AK,2022-08-23,1,1,1,1,1,1,1,1,1,1
39,NA,NA,AK,2022-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.0207755482538192,0.001181395453692875,AK,2022-08-25,1,1,1,1,1,1,1,1,1,1
41,NA,NA,AK,2022-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0.0194920956588446,0.001219566547073285,AK,2022-08-27,1,1,1,1,1,1,1,1,1,1
43,0.830260137546194,0.2349160308692355,AL,2022-07-17,1,1,1,1,1,1,0,0,1,1
44,0.648765495858114,0.1883444554651605,AL,2022-07-18,1,1,1,1,1,1,1,0,0,1
45,3.29844830759129,0.1458463213720195,AL,2022-07-19,1,0,0,1,0,1,0,0,1,0
46,1.2877366847462,0.2282538981362025,AL,2022-07-20,1,1,1,1,1,1,0,0,0,1
47,2.53275966884853,0.1180451787426635,AL,2022-07-21,1,0,0,1,0,0,0,0,0,0
48,1.85278017689858,0.2176656920547935,AL,2022-07-22,0,1,1,1,1,0,1,0,0,1
49,1.35053095850083,0.1577409969068235,AL,2022-07-23,1,1,1,1,0,0,0,0,1,0
50,0.866665427867506,0.1501525664679875,AL,2022-07-24,1,1,1,1,1,1,0,0,0,1
51,0.508310606034603,0.149559028461387,AL,2022-07-25,1,1,1,1,1,1,1,0,0,1
52,0.815078233720371,0.1610066619058575,AL,2022-07-26,1,1,1,0,1,1,0,0,0,1
53,0.459376213857535,0.252399406608363,AL,2022-07-27,1,1,1,1,1,1,1,1,1,1
54,1.79832639418914,0.093533456662018,AL,2022-07-28,1,1,0,1,1,1,0,0,0,1
55,1.75014776176433,0.1103901030140025,AL,2022-07-29,1,1,1,1,1,1,0,0,0,1
56,3.35012703461797,0.24599156040408451,AL,2022-07-30,1,0,0,1,1,1,1,0,0,1
57,1.07626465627293,0.215008707568882,AL,2022-07-31,1,1,1,1,1,1,0,0,0,1
58,1.10388192924452,0.123782300173653,AL,2022-08-01,1,1,1,0,1,1,0,0,1,1
59,1.42503764215097,0.191123391041216,AL,2022-08-02,1,1,1,0,1,1,0,0,0,1
60,0.583899198627973,0.1095079243341075,AL,2022-08-03,1,1,1,1,1,1,1,1,1,1
61,2.36662431907649,0.2487949559997705,AL,2022-08-04,1,0,0,1,1,1,0,0,1,1
62,3.99037090228933,0.2658632502198655,AL,2022-08-05,1,0,0,1,1,1,0,0,1,1
63,1.52590402603402,0.2004678874746415,AL,2022-08-06,1,1,1,0,1,1,1,0,0,1
64,0.314480233732316,0.141390259031338,AL,2022-08-07,1,1,1,1,1,1,0,0,1,1
65,1.48568879753367,0.1740000676529375,AL,2022-08-08,1,1,1,1,1,1,0,0,1,1
66,1.214240748473,0.0120169097521479,AL,2022-08-09,1,0,0,1,1,1,1,1,1,1
67,1.66432841602745,0.1825728904679905,AL,2022-08-10,1,0,1,1,1,1,1,1,1,1
68,0.391412186266637,0.169546954403172,AL,2022-08-11,1,1,1,1,1,1,0,0,1,1
69,5.23907689878092,0.3401478109496645,AL,2022-08-12,1,0,0,1,1,1,0,0,1,1
70,0.373969274739792,0.090027625712229,AL,2022-08-13,1,1,1,1,1,1,1,1,1,1
71,0.520954853410768,0.071238201514817,AL,2022-08-14,1,1,1,1,1,1,0,0,1,1
72,4.37962671886055,0.2582334664545995,AL,2022-08-15,1,0,0,1,1,1,0,0,1,1
73,0.991489677949332,0.1536174980563065,AL,2022-08-16,1,1,1,1,1,1,0,0,1,1
74,1.27744003326954,0.179269828472964,AL,2022-08-17,0,1,1,1,1,0,0,0,1,1
75,5.63703432572467,0.299013027873082,AL,2022-08-18,1,0,0,1,1,1,0,0,1,1
76,3.43385214082686,0.288354139036723,AL,2022-08-19,1,0,0,1,1,1,0,0,1,1
77,0.74210513568441006,0.0053663359356466,AL,2022-08-20,1,1,1,1,1,1,0,0,1,1
78,0.698967322469229,0.004957962492626095,AL,2022-08-21,1,1,1,1,1,1,1,1,1,1
79,1.28732011323499,0.1281052325935315,AL,2022-08-22,1,1,1,1,1,1,0,0,1,1
80,5.13192241105289,0.2942311317687425,AL,2022-08-23,1,0,0,1,1,1,0,0,1,1
81,0.509856723298173,0.062240696876861,AL,2022-08-24,1,1,1,1,1,1,0,0,1,1
82,0.502441434205113,0.0664589448155935,AL,2022-08-25,1,1,1,1,1,1,0,0,1,1
83,1.48182795810837,0.1728040831233905,AL,2022-08-26,0,1,1,1,1,0,0,0,1,1
84,1.13307059211071,0.124347780721211,AL,2022-08-27,1,1,1,1,1,1,0,0,1,1
85,0.18954957292661,0.0159402709459788,AR,2022-07-17,1,1,1,1,1,1,1,1,1,1
86,3.39863613534648,0.1538098815533655,AR,2022-07-18,1,0,1,0,1,1,0,0,1,0
