...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,other_95_CI
1,0.488033712846884,0.1733300208560585,AK,2022-08-14,1,1,1,0,0,1
2,0.712456654992835,0.0072829602380748,AK,2022-08-15,1,1,1,0,0,0
3,0.358616132657411,0.099649842855051,AK,2022-08-16,1,1,1,1,1,1
4,0.960627615335807,0.088615191423373,AK,2022-08-17,1,1,0,1,0,0
5,0.138080898441607,0.00692622816690025,AK,2022-08-18,1,1,1,1,1,1
6,0.388401005786079,0.090434875968472,AK,2022-08-19,1,1,1,0,0,1
7,0.867544398447453,0.4252652474479395,AK,2022-08-20,0,0,1,0,0,1
8,0.4411412960514,0.0066622444606609,AK,2022-08-21,1,1,1,1,1,1
9,1.30101978911866,0.286163668892273,AK,2022-08-22,0,0,1,0,0,1
10,0.0248165205582695,0.0065328072651121,AK,2022-08-23,1,1,1,1,1,1
11,NA,NA,AK,2022-08-24,NA,NA,NA,NA,NA,NA
12,0.0884930190148731,0.0064380490365475,AK,2022-08-25,1,1,1,1,1,1
13,NA,NA,AK,2022-08-26,NA,NA,NA,NA,NA,NA
14,0.0979793999760331,0.00637637567992735,AK,2022-08-27,1,1,1,1,1,1
15,0.0958817090585325,0.00635757749561645,AK,2022-08-28,1,1,1,1,1,1
16,0.201084603143534,0.0063466630753980496,AK,2022-08-29,1,1,1,1,1,1
17,0.105606781012287,0.00634355793234505,AK,2022-08-30,1,1,1,1,1,1
18,0.414413914100552,0.174613369475633,AK,2022-08-31,1,1,1,0,0,1
19,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA
20,0.0377395333685492,0.0063807130164969,AK,2022-09-02,1,1,1,1,1,1
21,NA,NA,AK,2022-09-03,NA,NA,NA,NA,NA,NA
22,0.0465358427245372,0.00644422147264785,AK,2022-09-04,1,1,1,1,1,1
23,NA,NA,AK,2022-09-05,NA,NA,NA,NA,NA,NA
24,0.282580613450374,0.0065391375066252,AK,2022-09-06,1,1,1,1,1,1
25,0.0563582771579489,0.0065985894621405,AK,2022-09-07,1,1,1,1,1,1
26,NA,NA,AK,2022-09-08,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2022-09-09,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2022-09-10,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2022-09-11,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2022-09-12,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2022-09-13,NA,NA,NA,NA,NA,NA
32,0.0976450541526863,0.00725234237891525,AK,2022-09-14,1,1,1,1,1,1
33,NA,NA,AK,2022-09-15,NA,NA,NA,NA,NA,NA
34,0.286925468793692,0.0075216853909625,AK,2022-09-16,1,1,1,1,1,1
35,0.116727023599401,0.0076714196696831,AK,2022-09-17,1,1,1,1,1,1
36,0.312778605154502,0.00783161618097865,AK,2022-09-18,1,1,1,1,1,1
37,0.737976109756715,0.008002615206207,AK,2022-09-19,1,1,1,1,1,1
38,NA,NA,AK,2022-09-20,NA,NA,NA,NA,NA,NA
39,0.140772698804925,0.00837848224870605,AK,2022-09-21,1,1,1,1,1,1
40,NA,NA,AK,2022-09-22,NA,NA,NA,NA,NA,NA
41,0.164361187048839,0.00880214471003075,AK,2022-09-23,1,1,1,1,1,1
42,NA,NA,AK,2022-09-24,NA,NA,NA,NA,NA,NA
43,2.08461988496737,0.061840942407127,AL,2022-08-14,0,0,1,0,0,1
44,1.39797125120285,0.1582871870537145,AL,2022-08-15,1,1,1,0,0,0
45,1.03278072002843,0.1668502176364815,AL,2022-08-16,1,1,1,0,0,1
46,0.89611442869263,0.1712163790668505,AL,2022-08-17,1,1,0,0,0,0
47,4.57297786017546,0.261324816400234,AL,2022-08-18,0,0,1,0,0,0
48,2.56502884384597,0.2520975727547305,AL,2022-08-19,0,0,1,0,0,1
49,1.49496307323717,0.0253603581159047,AL,2022-08-20,0,0,1,0,0,1
50,1.33927564038701,0.02484261442124645,AL,2022-08-21,0,0,1,0,0,1
51,0.750539353692691,0.1226652196395185,AL,2022-08-22,1,1,1,0,0,1
52,3.95739297565884,0.254317151344229,AL,2022-08-23,0,0,1,0,0,1
53,1.05284345136407,0.069671898777011,AL,2022-08-24,1,1,1,0,0,1
54,0.806681119942314,0.072732744309492,AL,2022-08-25,1,1,1,1,0,0
55,0.963267801910655,0.1625839486630105,AL,2022-08-26,1,1,0,1,0,0
56,0.600938870054656,0.117937259706008,AL,2022-08-27,1,1,1,1,0,0
57,0.457984944348149,0.122487414707992,AL,2022-08-28,1,1,1,1,1,1
58,2.97442820572798,0.0575735931604805,AL,2022-08-29,0,0,1,0,0,1
59,1.1985583254689,0.1699806520519745,AL,2022-08-30,1,1,0,0,0,0
60,1.79843125633087,0.2108436277457135,AL,2022-08-31,0,0,1,0,0,1
61,0.5410424592843,0.0752378739894665,AL,2022-09-01,1,1,1,1,1,1
62,0.409569002467575,0.085138350846278,AL,2022-09-02,1,1,1,0,0,1
63,1.23636116410254,0.1996864563485495,AL,2022-09-03,0,0,1,1,1,1
64,1.05064165916076,0.01922767498575035,AL,2022-09-04,1,0,1,1,1,1
65,NA,NA,AL,2022-09-05,NA,NA,NA,NA,NA,NA
66,0.687756803089208,0.1639996468372755,AL,2022-09-06,1,1,1,0,0,1
67,0.359522034654039,0.0913026706609205,AL,2022-09-07,1,1,1,1,1,1
68,1.7808127728494,0.1899344948195675,AL,2022-09-08,0,0,1,0,0,0
69,0.359908660593252,0.139916588394149,AL,2022-09-09,1,1,1,0,0,1
70,0.856383996173077,0.383850498665068,AL,2022-09-10,0,0,1,0,0,1
71,0.463661897864084,0.164396282790361,AL,2022-09-11,1,1,1,0,0,1
72,0.935325086087368,0.1807321135610085,AL,2022-09-12,1,1,1,0,0,1
73,0.359171041191804,0.0844347332132035,AL,2022-09-13,1,1,1,1,1,1
74,1.11295595120168,0.2011691653488995,AL,2022-09-14,0,0,1,0,0,1
75,0.475149116914631,0.0177243423773356,AL,2022-09-15,1,1,1,1,1,1
76,0.569472287667498,0.201123945098133,AL,2022-09-16,1,1,1,0,0,1
77,0.588847395891021,0.201054443061834,AL,2022-09-17,1,1,1,0,0,1
78,0.0200175848340906,0.01796363307760035,AL,2022-09-18,1,1,1,1,1,1
79,0.702597167243147,0.261713071214438,AL,2022-09-19,1,1,1,0,0,1
80,0.182047329085136,0.0183233108027986,AL,2022-09-20,1,1,1,0,0,1
81,0.417591050861242,0.1224933095518115,AL,2022-09-21,1,1,1,1,1,1
82,0.52544646796744,0.163925912461598,AL,2022-09-22,1,1,1,0,0,1
83,2.27404677513269,0.290257475969991,AL,2022-09-23,0,0,1,0,0,1
84,0.125196321425666,0.01961423429733455,AL,2022-09-24,1,1,1,0,0,1
85,0.175277764538089,0.01282000619901595,AR,2022-08-14,1,1,1,0,0,1
86,2.51848215187421,0.136282475558515,AR,2022-08-15,0,0,1,0,0,0
87,2.52975239746654,0.0127379247525527,AR,2022-08-16,0,0,1,0,0,1
88,0.905243643795637,0.04655614886292565,AR,2022-08-17,1,1,1,0,0,1
89,0.674181319645592,0.0683032005928435,AR,2022-08-18,1,1,1,0,0,1
90,1.88878529223468,0.253813997707644,AR,2022-08-19,0,0,0,0,1,0
91,0.870496217117597,0.0125439301411177,AR,2022-08-20,1,1,1,0,0,1
92,1.46115901182231,0.184974957692925,AR,2022-08-21,1,0,0,1,0,0
93,3.65982542817773,0.1855643750680045,AR,2022-08-22,0,0,1,0,0,0
94,1.92041083642412,0.0442637126303383,AR,2022-08-23,1,0,1,0,0,1
95,1.57261891822787,0.113702576233912,AR,2022-08-24,1,1,0,0,0,0
96,1.68916061887573,0.136810027473409,AR,2022-08-25,1,0,1,1,0,0
97,0.606020095683747,0.0724242773474295,AR,2022-08-26,1,1,1,1,0,0
98,0.700607247713311,0.04616463646904715,AR,2022-08-27,1,1,1,0,1,0
99,3.07879956584031,0.236369477914673,AR,2022-08-28,0,0,1,0,0,1
100,2.22981062506289,0.11509638744105,AR,2022-08-29,1,0,1,0,0,0
101,1.13212852086267,0.087351494966921,AR,2022-08-30,1,1,1,0,0,0
102,2.38412060761526,0.1397276065805485,AR,2022-08-31,1,0,0,1,0,0
103,4.21423008339591,0.148872704478632,AR,2022-09-01,0,0,1,1,1,1
104,1.95745007915801,0.214597304259411,AR,2022-09-02,0,0,0,0,0,0
105,0.323279704555844,0.01135623609689025,AR,2022-09-03,1,1,1,0,0,1
106,1.12975121219764,0.1434250307616255,AR,2022-09-04,0,0,1,0,0,1
107,1.09059731084881,0.138096004733371,AR,2022-09-05,1,1,0,1,0,0
108,4.28584942434465,0.1184948716811565,AR,2022-09-06,0,0,1,0,0,0
109,6.64779217680604,0.1854614652589095,AR,2022-09-07,0,0,1,0,0,0
110,4.92598779190405,0.2190976492066075,AR,2022-09-08,0,0,1,0,0,1
111,2.70967846967327,0.1790880643393305,AR,2022-09-09,0,0,1,0,0,1
112,1.05430554112509,0.1250533154165955,AR,2022-09-10,0,1,1,1,1,1
113,0.402712963205942,0.0639825732860605,AR,2022-09-11,1,1,1,0,0,1
114,4.60876116399987,0.15853432626865,AR,2022-09-12,0,0,1,0,0,1
115,0.972496714608558,0.102407409309861,AR,2022-09-13,1,1,0,0,0,0
116,1.05079201669719,0.0472069721557062,AR,2022-09-14,1,1,0,0,0,0
117,1.91937179336503,0.1448979038698635,AR,2022-09-15,0,0,1,1,1,1
118,1.6469683774511,0.1335399523415215,AR,2022-09-16,1,0,0,0,1,0
119,1.16064167923007,0.292818351590918,AR,2022-09-17,1,0,0,1,0,0
120,1.61059521367255,0.1906061458843755,AR,2022-09-18,0,0,1,0,0,1
121,1.91700193347201,0.1142707167988065,AR,2022-09-19,1,0,0,0,1,0
122,0.99257259496397,0.0807951257338615,AR,2022-09-20,1,1,1,0,0,1
123,2.30735262968136,0.1168716423929555,AR,2022-09-21,1,0,0,0,0,0
124,0.495241542776617,0.0644310118304495,AR,2022-09-22,1,1,1,0,0,1
125,0.933635477753388,0.2147088708809,AR,2022-09-23,0,0,1,1,1,1
126,NA,NA,AR,2022-09-24,NA,NA,NA,NA,NA,NA
127,0.77480067209502,0.0877976549547275,AZ,2022-08-14,1,1,1,0,0,1
128,2.67417621307682,0.122367749527267,AZ,2022-08-15,1,1,0,0,0,0
129,3.30877810681828,0.050555636191933,AZ,2022-08-16,0,0,1,0,0,1
130,1.40304050259753,0.087884576307394,AZ,2022-08-17,1,1,1,0,0,1
131,2.09071071996606,0.1528119658754965,AZ,2022-08-18,0,0,1,0,0,1
132,0.65309699713547,0.102253158529126,AZ,2022-08-19,1,1,1,1,0,0
133,0.572061351508847,0.065824601128467,AZ,2022-08-20,1,1,1,0,0,0
134,3.07315671432143,0.1894553072393125,AZ,2022-08-21,0,0,1,0,0,0
135,1.37116520016185,0.1163914082456625,AZ,2022-08-22,1,1,1,0,0,1
136,2.38149946577329,0.057224697329872,AZ,2022-08-23,0,0,1,0,0,1
137,2.04249615629131,0.1633674310990835,AZ,2022-08-24,0,1,1,0,0,0
