...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23H_50_CI,X24A_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23H_95_CI,X24A_95_CI,other_95_CI
82,NA,NA,AL,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,0.293274050686579,0.2221736887371895,AL,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,NA,NA,AL,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-12-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,1.65348810246471,0.477858212680534,AR,2023-12-18,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,1,1
87,0.938816756238656,0.3495550495362905,AR,2023-12-19,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1
88,NA,NA,AR,2023-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,1.4831842289148,0.3549301951881785,AR,2023-12-21,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,0,1
90,0.939082822872839,0.3052944257132355,AR,2023-12-22,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2023-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.874541425331735,0.4367598123194865,AR,2023-12-27,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1
96,1.23790320297129,0.305219349665399,AR,2023-12-28,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
97,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
98,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,0.497568768125074,0.329255427554995,AR,2024-01-02,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1
102,1.73780596545454,0.3295251607856965,AR,2024-01-03,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1
103,1.81166241474573,0.405335925095205,AR,2024-01-04,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1
104,0.511569199524852,0.330007235272291,AR,2024-01-05,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0
105,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.78761370257406,0.570024495298775,AR,2024-01-10,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0
110,1.0955695215407,0.330361808080726,AR,2024-01-11,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1
111,0.93028475892566,0.450208829083647,AR,2024-01-12,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0
112,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,NA,NA,AR,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,0.528192304171444,0.326913088080634,AR,2024-01-19,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.547816666951114,0.3244179124075925,AR,2024-01-22,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1
122,NA,NA,AR,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,1.12842496339968,0.322434380011968,AR,2024-01-24,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,1
124,NA,NA,AR,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.26939047093095,0.268194132725351,AZ,2023-12-17,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1
128,4.31255225583311,0.406219801028143,AZ,2023-12-18,1,0,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0
129,3.71800118794701,0.377261981336321,AZ,2023-12-19,1,1,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0
130,0.993059418730242,0.3422964214038915,AZ,2023-12-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
131,1.90257200516399,0.3960992667103215,AZ,2023-12-21,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,0,1,0,0,1
132,0.961177467971092,0.382869966405824,AZ,2023-12-22,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,1,0
133,1.2733220530401,0.351953116531751,AZ,2023-12-23,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,0,1
134,2.05114126995684,0.3294714014197045,AZ,2023-12-24,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1
135,1.98244818145269,0.344543974108522,AZ,2023-12-25,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,1
136,4.24172688287817,0.3133165293631235,AZ,2023-12-26,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
137,1.94651258037647,0.3251781043755555,AZ,2023-12-27,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1
138,0.950769625351399,0.3090297636947555,AZ,2023-12-28,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0
139,0.709850253302542,0.3379201386831195,AZ,2023-12-29,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1
140,0.561525366633439,0.143897590127744,AZ,2023-12-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
141,1.02907259955696,0.184249680702383,AZ,2023-12-31,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1
142,2.59624121133739,0.30294963141132,AZ,2024-01-01,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0
143,2.97477560679085,0.3018546182846265,AZ,2024-01-02,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0
144,0.960502635490676,0.3161922404369805,AZ,2024-01-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1
145,0.844009850876761,0.2389680238145145,AZ,2024-01-04,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,0,1
146,0.392491840387762,0.2345693975098285,AZ,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
147,1.10204265725168,0.135139767775571,AZ,2024-01-06,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1
148,1.30827881262129,0.067324784477912,AZ,2024-01-07,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
149,1.44350124455754,0.169982791636191,AZ,2024-01-08,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1
150,1.46335386681031,0.1873620698790145,AZ,2024-01-09,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,1
151,0.226533833894856,0.0480897707234519,AZ,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
152,1.85650045327519,0.3273185261724595,AZ,2024-01-11,1,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,0,1
153,0.877529105281344,0.218498777846722,AZ,2024-01-12,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
154,0.836624609096689,0.1592872818123135,AZ,2024-01-13,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
155,1.96560503982624,0.2472864452866985,AZ,2024-01-14,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1
156,2.43343268119007,0.175254364303681,AZ,2024-01-15,1,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1
157,0.110422732908313,0.02291727560968745,AZ,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
158,1.5160086783187,0.179772587229502,AZ,2024-01-17,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,0,1
159,0.837147187658324,0.2232135082320055,AZ,2024-01-18,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
160,0.227811008912859,0.01543480928150795,AZ,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
161,0.633181648919231,0.2088734543974935,AZ,2024-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
162,2.89166416052744,0.206901050644928,AZ,2024-01-21,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0
163,1.25270714012292,0.0585421069113855,AZ,2024-01-22,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1
164,1.03311899254136,0.074771118259361,AZ,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
165,2.74698002282825,0.351529101610076,AZ,2024-01-24,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,0,1
166,0.0833024807851256,0.0068629042861634,AZ,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
167,1.15517126364978,0.45594908674246,AZ,2024-01-26,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0
168,1.43563941455529,0.1328726379855455,AZ,2024-01-27,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0,1,0,0
169,0.744508158259026,0.2620848514516565,CA,2023-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0
170,2.05041442763328,0.3152044054506455,CA,2023-12-18,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1
171,1.65308378049537,0.31677740163345,CA,2023-12-19,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1
172,2.02680391866015,0.3437477807523265,CA,2023-12-20,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0
173,6.0649203338178,0.330983822342596,CA,2023-12-21,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
174,2.06539520181542,0.260864165459166,CA,2023-12-22,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,0
175,0.626767796930823,0.2760929270956945,CA,2023-12-23,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
176,1.70285125014854,0.228626831641367,CA,2023-12-24,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0
177,0.843793177974691,0.4051976799290565,CA,2023-12-25,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1
178,1.93769472627125,0.283233265458894,CA,2023-12-26,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0
179,3.19529051199684,0.381831729457331,CA,2023-12-27,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1
180,1.94146798747525,0.236323128457026,CA,2023-12-28,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1
181,2.45122628482533,0.224519593517297,CA,2023-12-29,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1
182,1.21727079626702,0.3349171986475915,CA,2023-12-30,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,1
183,0.329005066353429,0.070062367115204,CA,2023-12-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184,0.378353044258945,0.2354439774964345,CA,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
185,1.56904618126219,0.2781314292957975,CA,2024-01-02,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1
186,1.7334005613403,0.248512442133546,CA,2024-01-03,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,0,1,0,1
