...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,0.559346129526405,0.0977654200289795,AK,2022-07-24,1,1,1,1,1,1,1,1
2,1.05603630012889,0.199993747766588,AK,2022-07-25,1,1,1,0,0,0,0,0
3,3.66733350901743,0.0701253487927115,AK,2022-07-26,0,0,1,1,0,0,0,1
4,2.13842975022646,0.058848930646817,AK,2022-07-27,1,0,1,1,0,0,1,1
5,1.75431249797274,0.1116170525885345,AK,2022-07-28,0,1,1,0,0,1,0,0
6,1.05028498022121,0.1203889900353765,AK,2022-07-29,1,1,1,0,0,0,1,0
7,1.10849155228495,0.108934241961948,AK,2022-07-30,1,1,1,1,0,0,0,1
8,2.3631800433723398,0.02822427473078005,AK,2022-07-31,0,0,1,1,0,0,1,1
9,2.02714431865052,0.1080554646420455,AK,2022-08-01,0,1,0,1,0,0,0,1
10,0.705360290073904,0.079509305005134,AK,2022-08-02,1,1,1,1,0,0,1,1
11,0.862447228268922,0.02786590210801775,AK,2022-08-03,1,1,1,1,0,0,1,1
12,0.607353085980313,0.1497031784034235,AK,2022-08-04,1,1,1,1,0,0,1,1
13,0.85473964462274,0.161763930147149,AK,2022-08-05,1,1,1,1,1,1,1,1
14,0.763582467603719,0.02832548567571005,AK,2022-08-06,1,1,1,1,0,0,1,0
15,0.766664653169069,0.0286661053713631,AK,2022-08-07,1,1,1,1,0,0,1,1
16,0.882554970932935,0.0987162150112225,AK,2022-08-08,1,1,1,1,0,0,1,1
17,1.52872906529481,0.093310801927481,AK,2022-08-09,1,1,1,1,0,0,0,1
18,2.67242143600817,0.0302923936056315,AK,2022-08-10,0,0,1,1,0,0,0,1
19,0.353530404154893,0.1392738185573025,AK,2022-08-11,1,1,1,1,0,0,1,0
20,0.823624843635647,0.03192726918052305,AK,2022-08-12,1,1,1,1,1,1,1,1
21,0.61339668960037,0.1490133019758425,AK,2022-08-13,1,1,1,1,1,1,1,1
22,0.372136647737734,0.1604854957052685,AK,2022-08-14,1,1,1,1,0,1,1,0
23,1.22028923590265,0.0353350851806625,AK,2022-08-15,1,0,1,1,0,0,1,1
24,0.554483221048156,0.1053725336535045,AK,2022-08-16,1,1,1,1,0,0,1,1
25,1.510916315763,0.109573546080716,AK,2022-08-17,0,1,0,1,0,0,0,1
26,0.324041442170815,0.04009847251069805,AK,2022-08-18,1,1,1,1,1,1,1,1
27,0.810716375105336,0.101099380867798,AK,2022-08-19,1,1,1,1,0,0,1,1
28,0.557340927081657,0.334308862575056,AK,2022-08-20,1,1,1,1,0,0,1,1
29,0.891333453075556,0.04651055893304325,AK,2022-08-21,1,1,1,1,0,0,1,1
30,0.771955695839515,0.234885246969797,AK,2022-08-22,1,1,1,1,0,1,0,1
31,0.0830462548354323,0.0518697199554395,AK,2022-08-23,1,1,1,1,1,1,1,1
32,NA,NA,AK,2022-08-24,NA,NA,NA,NA,NA,NA,NA,NA
33,0.265863846208801,0.058222814278231,AK,2022-08-25,1,1,1,1,1,1,1,1
34,NA,NA,AK,2022-08-26,NA,NA,NA,NA,NA,NA,NA,NA
35,0.300030269327948,0.0656768283835125,AK,2022-08-27,1,1,1,1,1,1,1,1
36,0.31660248876382,0.069847656666486,AK,2022-08-28,1,1,1,1,0,0,1,1
37,0.550097216211689,0.0743288633412515,AK,2022-08-29,1,1,1,1,0,0,1,1
38,0.333698614645875,0.079129548821644,AK,2022-08-30,1,1,1,1,0,0,1,1
39,0.594167222965742,0.168186675558296,AK,2022-08-31,1,1,1,1,0,0,1,1
40,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA,NA,NA
41,0.169086484688947,0.095511866747451,AK,2022-09-02,1,1,1,1,0,0,1,1
42,NA,NA,AK,2022-09-03,NA,NA,NA,NA,NA,NA,NA,NA
43,0.885126185895953,0.155042717393148,AL,2022-07-24,1,1,1,1,0,0,0,1
44,0.55899314820762,0.151078866758221,AL,2022-07-25,1,1,1,1,0,0,0,0
45,0.789491275527972,0.1641570879994925,AL,2022-07-26,1,1,1,1,1,0,0,1
46,0.43998049162529,0.240047192668039,AL,2022-07-27,1,1,1,1,0,0,1,1
47,2.33852492396745,0.100706351838574,AL,2022-07-28,1,0,1,1,0,0,1,1
48,2.11620892272019,0.1150048645360935,AL,2022-07-29,1,0,1,1,0,0,1,1
49,2.94199313183499,0.233486074218977,AL,2022-07-30,0,0,1,1,0,0,0,1
50,1.04196345885123,0.206009192473858,AL,2022-07-31,1,1,1,1,1,1,1,1
51,1.08705453439224,0.1286065005996955,AL,2022-08-01,1,1,1,1,0,0,0,0
52,1.36194497745912,0.1862344261781275,AL,2022-08-02,1,1,1,1,1,0,0,1
53,0.67068301191175,0.112180026035467,AL,2022-08-03,1,1,1,1,0,0,1,1
54,2.42498844639801,0.2347719609046125,AL,2022-08-04,0,0,1,1,0,0,1,1
55,3.27335213315264,0.222005264729535,AL,2022-08-05,0,0,1,1,0,0,1,1
56,2.68751354262128,0.205106302473936,AL,2022-08-06,0,0,1,1,0,0,0,0
57,0.751996882384452,0.1456703712075165,AL,2022-08-07,1,1,1,1,1,0,0,1
58,1.32609627173906,0.1619327847188025,AL,2022-08-08,1,1,1,1,0,0,1,1
59,1.23016567886759,0.02352405660197485,AL,2022-08-09,0,0,1,1,0,0,1,1
60,1.80712426069452,0.174764484819158,AL,2022-08-10,0,0,1,1,0,0,1,1
61,0.419167294848366,0.162929953970991,AL,2022-08-11,1,1,1,1,0,0,1,1
