...1,es_score,brier_score,location,target_date,X22B_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22B_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI
20,0.896003083673407,0.442521470569015,AK,2023-02-24,1,1,1,1,0,1,1,1,1,1,0,0,1,1
21,NA,NA,AK,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.225701413350864,0.2334404121718425,AK,2023-02-27,1,1,1,1,1,1,1,0,1,1,0,1,1,1
24,NA,NA,AK,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0.201268540611914,0.233689567149444,AK,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
30,NA,NA,AK,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.488889005593476,0.235820353982905,AK,2023-03-08,1,1,1,1,1,1,1,1,0,1,0,1,1,1
33,0.208419370066144,0.2368219472374455,AK,2023-03-09,1,1,1,1,1,1,1,1,0,1,0,1,1,1
34,NA,NA,AK,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.188170264303359,0.2422226306577565,AK,2023-03-13,1,1,1,1,1,1,1,1,0,1,0,1,1,1
38,NA,NA,AK,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.192887430205149,0.245706025104911,AK,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,0.183789256959265,0.2476252744134565,AK,2023-03-16,1,1,1,1,1,1,1,1,1,1,0,1,0,1
41,NA,NA,AK,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0.195975888779303,0.251784573195292,AK,2023-03-18,1,1,1,1,1,1,1,0,1,1,0,1,1,1
43,0.638084886073124,0.47867825256216,AL,2023-02-05,1,1,1,1,1,1,1,1,0,1,0,1,1,1
44,0.376862446010823,0.2953457467759685,AL,2023-02-06,1,1,1,1,1,1,1,1,0,1,0,1,1,1
45,0.673925243819909,0.51354086722918,AL,2023-02-07,1,1,1,1,1,1,1,1,0,1,0,1,1,1
46,1.01344653160812,0.079713782621707,AL,2023-02-08,1,1,1,0,1,1,1,1,0,1,0,0,1,1
47,1.02836304115508,0.736718352778715,AL,2023-02-09,1,1,1,1,0,1,1,1,1,1,0,0,1,1
48,0.119849536419004,0.0670578383086695,AL,2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
49,NA,NA,AL,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.101756073965973,0.051639081584024,AL,2023-02-13,1,1,1,1,1,1,1,0,1,1,0,1,1,1
52,0.271447048892328,0.04734498327394395,AL,2023-02-14,1,1,1,1,1,1,1,1,1,1,0,1,1,0
53,0.444947506337416,0.04342874985343425,AL,2023-02-15,1,1,1,1,1,1,1,1,0,0,0,1,1,1
54,0.0835925230899721,0.03986394426480265,AL,2023-02-16,1,1,1,1,1,1,1,0,1,1,0,1,1,1
55,NA,NA,AL,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.0668595765141764,0.02862194850482825,AL,2023-02-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,0.0608373319111586,0.0264518463978577,AL,2023-02-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,0.947083139020222,0.722265948551555,AL,2023-02-22,1,0,1,0,1,1,1,1,1,1,1,1,1,1
61,0.0536349119478564,0.0227394712640176,AL,2023-02-23,1,1,1,1,1,1,1,0,1,1,0,1,1,1
62,0.996225405024186,0.430758772486838,AL,2023-02-24,1,1,1,1,1,1,0,0,0,1,0,1,1,0
63,1.12948570314802,0.8425927957875,AL,2023-02-25,1,1,1,0,1,0,1,1,1,1,0,1,0,1
64,NA,NA,AL,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.044382631855022,0.01736970736195055,AL,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,0.116914187462017,0.014728336003761,AL,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
69,0.754733919634524,0.400225844628566,AL,2023-03-03,1,0,1,1,1,1,1,1,0,1,0,1,1,1
70,NA,NA,AL,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,0.117464716048608,0.0129851614596222,AL,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,NA,NA,AL,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,0.0402096129017708,0.0122327076263403,AL,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,0.107159079837537,0.01196508416872995,AL,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,0.949307960628539,0.295816697137362,AL,2023-03-09,1,1,0,1,1,1,1,1,1,0,0,1,1,1
76,NA,NA,AL,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,0.0384672593671074,0.01172286972608855,AL,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,0.105109136771477,0.01190297203364715,AL,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,0.0414956704277193,0.0121482505883186,AL,2023-03-16,1,1,1,1,1,1,1,1,0,1,0,1,1,1
83,0.0446019339467837,0.012461070040819,AL,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.396469398052321,0.271712067176926,AR,2023-02-05,1,1,1,1,1,1,1,1,0,1,0,1,1,1
86,2.31240643080805,0.317085336420712,AR,2023-02-06,1,0,1,0,1,1,1,1,0,1,0,1,1,1
87,2.03369056860026,0.409319664983535,AR,2023-02-07,1,0,1,1,0,1,1,0,0,0,0,0,1,0
88,0.767531706197262,0.324042524901262,AR,2023-02-08,1,1,1,1,1,1,1,0,1,1,0,1,1,1
89,0.814572657797697,0.2751740691486645,AR,2023-02-09,1,1,1,1,1,1,1,0,0,1,0,1,1,1
90,3.97967568720911,0.409593835949956,AR,2023-02-10,0,1,1,0,1,1,1,0,0,0,1,1,1,1
91,NA,NA,AR,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.509991502690651,0.3782446655380805,AR,2023-02-12,1,1,1,1,1,1,1,1,0,1,0,1,1,1
93,2.3120694911294,0.483676130255899,AR,2023-02-13,0,1,1,0,1,1,1,0,0,1,0,1,1,1
94,2.72135922445321,0.3629709933716555,AR,2023-02-14,0,0,1,1,1,1,1,0,0,1,0,1,1,1
95,0.870348973176868,0.2146919154979505,AR,2023-02-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
96,0.964580140220146,0.2001484715796815,AR,2023-02-16,1,1,1,1,1,1,1,1,0,1,0,1,1,1
97,1.52173212177485,0.1019426513943865,AR,2023-02-17,1,0,1,0,1,1,1,0,1,1,0,1,1,1
98,0.382537088619361,0.298997501199988,AR,2023-02-18,1,1,1,1,1,1,1,1,0,1,0,1,1,1
99,0.422096577586634,0.0824332330222485,AR,2023-02-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,0.883909305962654,0.3358673222967605,AR,2023-02-20,1,1,1,1,1,1,1,0,0,1,1,1,1,1
101,2.33190382622052,0.2762312386216395,AR,2023-02-21,1,1,1,1,0,1,1,1,1,0,1,0,1,1
102,1.82021649178184,0.3384558119320965,AR,2023-02-22,1,0,1,0,1,1,1,0,0,1,0,1,1,1
103,0.703639640946062,0.192636032234965,AR,2023-02-23,1,1,1,1,1,1,1,1,0,0,0,1,1,1
104,0.696422959522697,0.1933542393105755,AR,2023-02-24,1,1,1,1,1,1,1,1,0,1,0,1,1,1
105,NA,NA,AR,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,0.442479572796698,0.2492528249248905,AR,2023-02-26,1,1,1,1,1,1,1,1,0,1,1,1,1,0
107,4.60527761344731,0.3725964925152035,AR,2023-02-27,1,0,1,0,1,1,1,0,0,1,0,1,1,1
108,1.8091980557177,0.42545199085174,AR,2023-02-28,1,1,1,1,1,1,0,1,1,1,0,1,1,0
109,0.622110082959391,0.0233281215653922,AR,2023-03-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,0.150660230539108,0.0202430237486416,AR,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,0.0402485037763449,0.01752926737924225,AR,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.799807261480395,0.0112711379169394,AR,2023-03-06,1,1,1,1,1,1,1,1,0,1,0,1,1,1
115,0.40387419726408,0.00970636236338085,AR,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,0.681987667392753,0.180053565075045,AR,2023-03-08,0,1,1,1,1,1,1,1,1,1,1,1,1,1
117,0.156865363363316,0.0071886829393577,AR,2023-03-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1
118,0.134496708065995,0.00618691786427305,AR,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1
119,1.23759296793143,0.916846484924335,AR,2023-03-11,1,1,1,0,1,0,1,1,1,1,0,1,0,1
120,NA,NA,AR,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.0166399195791234,0.00396376608497441,AR,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,0.956110974203274,0.233300724007169,AR,2023-03-14,1,1,1,1,0,1,1,1,1,1,0,0,1,1
123,0.0419467072067806,0.00297010667762071,AR,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
124,0.0436852001908348,0.00258057713564634,AR,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1
125,0.795664250154391,0.185617163116405,AR,2023-03-17,1,0,1,1,1,1,1,1,1,1,1,1,1,1
126,1.05188524363652,0.4633580912439205,AR,2023-03-18,1,0,1,0,1,1,1,1,0,1,0,1,1,1
127,1.24753681904387,0.243351532000777,AZ,2023-02-05,1,1,1,1,1,1,1,1,0,0,0,1,1,1
128,1.50113432684718,0.2409824645395295,AZ,2023-02-06,1,1,1,1,1,1,1,0,0,0,0,0,1,1
129,1.10556414158853,0.2459121868476525,AZ,2023-02-07,1,1,1,1,1,1,0,0,0,0,0,0,1,0
130,4.01494588760576,0.1224502062796825,AZ,2023-02-08,1,0,1,0,1,1,1,0,0,0,0,1,1,0
131,0.859900176892195,0.1697791624303675,AZ,2023-02-09,1,1,1,1,1,1,1,0,0,1,1,1,1,1
132,0.935935107413308,0.300835779988089,AZ,2023-02-10,0,1,1,1,1,1,1,0,0,0,0,1,1,1
133,0.662417477468238,0.178561279309637,AZ,2023-02-11,1,1,1,1,1,1,1,1,0,1,0,1,1,1
134,3.12202317179448,0.277974123469167,AZ,2023-02-12,1,1,0,1,1,1,1,0,0,0,0,0,1,1
135,2.79786074628736,0.230405981717896,AZ,2023-02-13,0,1,1,1,1,1,1,0,0,1,0,1,1,0
136,1.87533926211654,0.1450544326171475,AZ,2023-02-14,1,0,1,0,1,1,0,1,0,0,0,1,1,0
137,1.27251268941396,0.2305544921823845,AZ,2023-02-15,1,1,0,1,1,1,1,1,0,0,0,1,1,1
138,1.33596299393618,0.197325835570286,AZ,2023-02-16,1,1,1,1,1,0,1,1,0,1,0,1,0,1
139,1.42123145738264,0.1861833252019705,AZ,2023-02-17,1,1,0,1,1,1,1,1,1,0,0,0,1,1
140,0.919965465037267,0.1919154368705465,AZ,2023-02-18,1,1,1,1,1,1,1,0,1,0,0,1,1,1
141,2.17636609941815,0.279514102900652,AZ,2023-02-19,1,0,0,1,0,1,0,0,0,0,0,0,1,0
142,3.56812502249689,0.173152040741366,AZ,2023-02-20,1,1,0,1,1,1,0,0,0,0,0,0,1,1
143,1.03073477954759,0.1590901693743085,AZ,2023-02-21,1,1,1,1,1,1,1,1,1,0,0,1,1,1
144,1.00405320554038,0.2332292115372245,AZ,2023-02-22,1,1,1,1,1,1,1,1,0,0,1,1,1,1
145,0.968038666951184,0.1132015236237665,AZ,2023-02-23,1,1,1,1,1,1,1,0,0,1,0,1,1,0
146,0.833334198813823,0.181032909362029,AZ,2023-02-24,0,1,1,1,1,1,1,0,0,1,1,1,1,1
147,1.19602912740946,0.286135337753022,AZ,2023-02-25,1,1,1,1,1,1,0,1,1,1,0,1,1,0
148,1.56016845335235,0.167821045191574,AZ,2023-02-26,1,1,1,1,1,1,0,0,0,0,0,1,1,0
149,6.7455968194705,0.1332056415823405,AZ,2023-02-27,1,0,1,0,1,1,1,1,0,0,0,1,1,1
150,4.33681956458941,0.113603917113506,AZ,2023-02-28,1,0,1,0,1,1,1,0,0,0,0,1,1,1
151,2.30552736491432,0.198646029159344,AZ,2023-03-01,1,0,1,1,0,1,1,1,0,1,0,0,1,0
152,1.54434614020123,0.217416935896146,AZ,2023-03-02,1,1,1,1,0,0,1,1,0,1,1,0,0,1
153,2.26020110868825,0.3277077030331175,AZ,2023-03-03,1,1,0,0,1,1,1,1,0,0,1,1,1,1
154,2.55432173902284,0.3476275799521615,AZ,2023-03-04,1,1,0,0,1,1,0,1,0,0,0,1,1,0
155,3.13476064010033,0.127602486993841,AZ,2023-03-05,1,0,1,0,1,1,1,1,0,0,0,0,1,1
156,5.9174038933277,0.1568799982342635,AZ,2023-03-06,1,0,1,0,1,0,1,0,0,0,0,1,0,1
157,5.35449883341405,0.126130190218446,AZ,2023-03-07,1,0,1,0,1,1,1,0,0,0,0,0,1,1
158,0.433101558395286,0.205450858477474,AZ,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
159,0.837527426316026,0.114620702557648,AZ,2023-03-09,1,1,1,0,1,1,1,1,0,0,0,1,1,1
160,0.638685809511369,0.123719397412238,AZ,2023-03-10,1,1,1,1,1,1,1,1,1,0,0,1,1,1
161,0.941490078371947,0.2000365281843395,AZ,2023-03-11,1,1,1,1,1,1,1,0,1,1,0,1,1,1
162,4.36721684471361,0.177535586755578,AZ,2023-03-12,1,0,0,0,1,0,1,0,0,0,0,1,0,1
163,4.98895081621605,0.2255427662506515,AZ,2023-03-13,1,0,0,0,0,1,0,0,0,0,0,0,1,0
164,2.1153630141356,0.199855176011954,AZ,2023-03-14,1,0,1,0,1,1,1,1,0,0,0,1,1,1
165,3.64802325000707,0.2281871594381055,AZ,2023-03-15,1,0,1,0,1,0,1,0,0,0,0,1,0,1
166,2.67551850622328,0.202512249245041,AZ,2023-03-16,1,0,1,0,1,1,1,1,0,0,0,1,0,0
167,1.22354736976382,0.4404334405455475,AZ,2023-03-17,1,1,1,1,1,0,1,0,1,1,1,1,0,1
168,1.25000412299403,0.3303910489452425,AZ,2023-03-18,1,0,1,1,1,1,1,1,0,1,0,1,1,1
169,6.56858147492994,0.2898557299842395,CA,2023-02-05,1,1,1,1,1,1,0,0,0,0,1,0,0,0
170,6.07000838238528,0.248013797216441,CA,2023-02-06,1,1,1,0,1,1,1,0,0,0,0,0,1,0
171,7.13260688771196,0.2958369599095985,CA,2023-02-07,1,1,1,0,1,1,0,0,0,0,0,0,0,0
172,6.23026680948109,0.2451421044701055,CA,2023-02-08,1,1,1,1,1,1,1,0,0,0,0,1,1,0
173,6.32637313363378,0.249765163994145,CA,2023-02-09,0,1,1,1,1,0,1,0,0,0,0,0,0,0
174,4.21819633268416,0.258291409840274,CA,2023-02-10,1,1,0,1,1,1,1,0,0,0,0,0,1,1
175,4.4653183414273,0.2839006248357555,CA,2023-02-11,1,0,1,0,1,1,1,1,0,1,0,0,1,0
176,8.19871945669732,0.196398713410178,CA,2023-02-12,1,0,1,0,1,1,1,0,0,0,0,0,0,1
177,11.8344630150622,0.165607949908611,CA,2023-02-13,1,0,0,0,1,1,1,1,0,0,0,0,1,0
178,6.75221912640924,0.160778579010817,CA,2023-02-14,1,0,1,0,1,1,1,1,0,1,0,0,0,0
179,7.02870673945486,0.219982921547036,CA,2023-02-15,1,1,0,1,0,1,1,0,0,0,0,0,0,0
180,6.42089340198222,0.2228483871039165,CA,2023-02-16,1,1,1,1,1,0,1,0,0,0,0,0,1,0
181,2.65617211814647,0.2170038282997195,CA,2023-02-17,1,1,1,1,1,0,1,0,1,1,0,0,0,0
182,1.91023273382504,0.2041566705480365,CA,2023-02-18,1,1,1,1,1,1,1,0,0,0,0,0,1,1
183,2.56162016831807,0.1665590261690325,CA,2023-02-19,1,1,0,1,1,1,1,0,0,1,0,0,1,1
184,2.984299634605,0.1448799781908745,CA,2023-02-20,1,1,1,0,1,1,1,0,0,0,0,0,0,0
185,2.25445466448338,0.181863914584826,CA,2023-02-21,1,1,1,1,1,0,1,0,0,0,0,0,0,1
186,3.87581877465262,0.1699404947629345,CA,2023-02-22,1,1,1,1,1,1,1,0,0,0,0,1,0,0
187,6.81564800443762,0.186134046403847,CA,2023-02-23,1,1,1,1,0,0,0,0,0,0,0,0,0,0
188,7.24468545519106,0.1208058856825835,CA,2023-02-24,1,0,1,0,1,1,1,0,0,1,0,1,0,0
189,5.84100905021124,0.238277997531543,CA,2023-02-25,1,0,1,0,1,0,0,0,0,1,0,0,0,0
190,1.54186130036153,0.1459561996712005,CA,2023-02-26,1,1,1,1,1,1,1,1,0,0,0,1,1,1
191,7.5685783974238,0.190591087262421,CA,2023-02-27,1,0,1,0,1,1,1,0,0,0,0,0,1,0
192,6.72644993425019,0.1710144239873745,CA,2023-02-28,1,0,1,0,1,0,1,0,0,1,0,0,0,0
193,6.55125272252776,0.1564792714241305,CA,2023-03-01,1,0,1,1,1,0,0,0,0,0,0,1,0,0
194,5.69140855650172,0.1396672663010255,CA,2023-03-02,1,1,1,1,1,0,1,1,0,0,0,0,0,0
195,7.27259763872652,0.154674826981506,CA,2023-03-03,1,0,1,1,1,1,0,1,0,1,0,0,1,0
196,4.66110458808228,0.1321244270198965,CA,2023-03-04,1,1,1,1,1,0,0,0,0,0,0,0,0,0
197,3.58993066991401,0.058122681459372,CA,2023-03-05,1,1,1,0,1,1,1,1,0,0,0,0,1,0
198,3.96064247130086,0.167787281038428,CA,2023-03-06,1,0,1,0,1,1,1,0,0,0,0,0,1,1
199,5.80876397297334,0.1792141120591995,CA,2023-03-07,1,0,1,0,1,0,0,0,0,0,0,0,0,0
200,11.3286307899428,0.181750821205216,CA,2023-03-08,1,1,0,0,0,0,0,1,0,0,0,0,0,0
201,4.1823692605235,0.091168951785974,CA,2023-03-09,1,1,1,1,1,0,1,1,0,0,0,0,0,0
202,5.93566099954314,0.1289261563128415,CA,2023-03-10,1,1,1,1,1,0,1,0,0,1,0,1,0,0
203,2.68852635225225,0.0874716723478995,CA,2023-03-11,1,1,1,1,1,0,1,1,0,0,0,1,0,0
204,5.94141738702069,0.149955322138797,CA,2023-03-12,1,1,1,1,1,0,0,1,0,1,0,1,0,0
205,7.28691953334917,0.1699741762575795,CA,2023-03-13,1,1,1,0,1,0,1,1,0,0,0,0,0,1
206,5.16235558502918,0.133646992843208,CA,2023-03-14,1,1,1,1,1,0,0,1,0,0,0,1,0,0
207,5.2886243604832,0.133301125025553,CA,2023-03-15,1,0,1,1,1,1,1,0,0,0,0,0,0,1
208,3.79096582664445,0.098398799820313,CA,2023-03-16,1,1,1,1,1,0,0,0,0,0,0,0,0,0
209,6.79791332224709,0.154887043765793,CA,2023-03-17,1,1,0,0,1,0,1,1,0,0,0,1,0,0
210,3.44885508861594,0.133838100397352,CA,2023-03-18,1,1,1,1,1,0,0,0,0,0,0,1,0,0
211,0.636078817015503,0.055501048851523,CO,2023-02-05,1,1,1,1,1,1,1,1,0,1,0,1,1,1
212,0.770219652878541,0.1915392064612125,CO,2023-02-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1
213,0.831758638106017,0.191415805905041,CO,2023-02-07,1,1,1,1,1,1,1,0,0,1,0,1,1,0
214,1.71556311828854,0.266366762685853,CO,2023-02-08,1,1,1,1,0,1,1,0,1,1,0,0,1,1
215,0.0477610042084212,0.0407307248812514,CO,2023-02-09,1,1,1,1,1,1,1,1,0,1,0,1,1,1
216,0.355942341051511,0.141437237858221,CO,2023-02-10,1,1,1,1,1,1,1,1,0,1,0,1,1,1
217,0.398748231315784,0.193856988432531,CO,2023-02-11,1,1,1,1,1,1,1,1,0,1,1,0,1,1
218,0.39303882659188,0.03333882932222595,CO,2023-02-12,1,1,1,1,1,1,1,1,0,1,0,1,1,1
219,1.31431534796123,0.18621752174763,CO,2023-02-13,0,1,0,1,1,1,1,0,0,0,1,0,1,1
220,0.44042112108088,0.103601402292285,CO,2023-02-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1
221,0.359422826179511,0.140485955035289,CO,2023-02-15,1,1,1,1,1,1,1,1,0,1,0,1,1,1
222,1.04072584736914,0.1138003054760565,CO,2023-02-16,1,1,1,1,0,1,1,1,1,1,0,0,1,1
223,0.821349959987391,0.1903381267205285,CO,2023-02-17,0,1,1,1,1,1,1,0,0,1,0,1,1,1
224,0.383516155141542,0.1116162278712345,CO,2023-02-18,1,1,1,1,1,1,1,1,0,1,0,1,1,1
225,0.53572626158086,0.1987980920484495,CO,2023-02-19,1,1,1,1,1,1,1,1,0,1,0,1,1,1
226,0.722629031304799,0.140619798197502,CO,2023-02-20,1,1,1,1,1,1,1,1,0,1,0,1,1,1
227,0.851566385779993,0.0670912381224255,CO,2023-02-21,1,1,1,1,1,1,1,1,0,1,0,1,1,1
228,0.869487155219781,0.156925021601865,CO,2023-02-22,1,1,0,1,1,1,1,1,1,0,0,1,1,1
229,0.418932828984813,0.0222974326446479,CO,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1
230,0.729511403832038,0.0221596051776227,CO,2023-02-24,1,1,1,1,1,1,1,1,0,0,0,1,1,1
231,0.218540370663738,0.0221427940107067,CO,2023-02-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
232,0.208540067527176,0.0222473014021808,CO,2023-02-26,1,1,1,1,1,1,1,1,0,1,0,1,1,1
233,0.660629129137391,0.069822448951767,CO,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,1.09857434544242,0.153274320812352,CO,2023-02-28,1,1,0,1,1,1,1,1,0,0,0,1,1,1
235,1.48742150221695,0.02331509079347575,CO,2023-03-01,1,1,1,0,1,1,1,1,0,1,0,1,1,1
236,0.525167796395292,0.02393918971337035,CO,2023-03-02,1,1,1,1,1,1,1,1,0,1,0,1,1,1
237,0.303070727902614,0.0247098672010712,CO,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1
238,1.01902523149528,0.293170190164544,CO,2023-03-04,1,1,1,1,1,1,0,1,1,1,0,1,1,0
239,0.386366424285516,0.02673299686537535,CO,2023-03-05,1,1,1,1,1,1,1,1,1,1,0,1,0,1
