...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,1.02961147319322,0.2224197341428925,AK,2022-07-03,1,1,1,1,1,0,1,1,0,1
2,2.3827183093474402,0.114284925069089,AK,2022-07-04,1,1,0,0,1,1,0,0,1,1
3,4.3524556490489,0.1924105004922775,AK,2022-07-05,1,0,0,1,1,0,0,0,0,1
4,2.96768156230024,0.2452916953312795,AK,2022-07-06,1,0,1,0,1,0,0,0,0,1
5,1.49442928803021,0.192069292265704,AK,2022-07-07,1,0,1,1,1,0,0,0,0,1
6,1.28729832855278,0.2699979854895585,AK,2022-07-08,1,0,1,1,1,0,0,0,0,1
7,0.866958356870282,0.1598004776284215,AK,2022-07-09,1,1,1,1,1,0,1,0,1,1
8,0.278998805557719,0.0912203695222365,AK,2022-07-10,1,1,1,1,1,1,1,0,1,0
9,2.25785820078315,0.247617982169999,AK,2022-07-11,1,0,1,1,1,1,0,1,0,1
10,0.832198442265963,0.220331590274505,AK,2022-07-12,1,1,1,1,1,0,1,0,0,1
11,2.14962117624726,0.1441634267374765,AK,2022-07-13,1,1,0,0,1,0,1,0,0,1
12,0.647093387733546,0.1833609037318675,AK,2022-07-14,1,1,1,1,1,0,1,0,0,1
13,0.989322707511291,0.176825311216529,AK,2022-07-15,1,1,1,1,1,1,0,0,0,1
14,1.62622880721055,0.166353325205094,AK,2022-07-16,1,1,1,0,1,0,1,0,0,1
15,0.876506754222937,0.2351877518224245,AK,2022-07-17,1,1,1,1,1,1,0,0,1,1
16,3.05949608951183,0.098966528748647,AK,2022-07-18,1,1,0,0,1,0,1,0,0,1
17,3.49081784261175,0.0730537158973905,AK,2022-07-19,1,0,0,1,1,0,0,0,0,1
18,0.928645018548472,0.1625884081809255,AK,2022-07-20,1,1,1,1,1,0,0,1,1,1
19,0.927443408870088,0.1636071503730225,AK,2022-07-21,1,1,1,1,1,0,0,0,0,1
20,1.25545793178529,0.132477393478857,AK,2022-07-22,1,1,1,1,1,1,1,1,1,1
21,0.811270811750369,0.0701844421442465,AK,2022-07-23,1,1,1,1,1,1,1,1,1,1
22,0.692612684115757,0.1259712550307845,AK,2022-07-24,1,1,1,1,1,1,1,1,1,1
23,0.927826619323042,0.2034641295405345,AK,2022-07-25,0,1,1,1,1,0,1,0,1,1
24,2.92035596040751,0.1003375332978225,AK,2022-07-26,1,1,0,1,1,0,0,0,0,1
25,1.86333895413708,0.0947549207507,AK,2022-07-27,1,1,0,1,1,1,0,0,0,1
26,1.36788653516563,0.1322099546056195,AK,2022-07-28,1,1,1,1,1,0,1,1,0,1
27,1.08954719362428,0.149069696801543,AK,2022-07-29,1,1,1,1,0,1,0,0,1,0
28,0.835672653173967,0.1323171564381205,AK,2022-07-30,1,1,1,1,1,0,1,0,1,1
29,1.74973558313561,0.0735048709125195,AK,2022-07-31,1,1,0,1,1,1,1,0,0,1
30,1.39818409127483,0.1309714917984665,AK,2022-08-01,1,1,1,1,1,1,1,0,0,1
31,0.640213885840502,0.118913462603126,AK,2022-08-02,1,1,1,1,1,1,0,0,1,1
32,0.60577755929319,0.078067409767795,AK,2022-08-03,1,1,1,1,1,1,0,0,0,1
33,0.960271103094782,0.17946222106431,AK,2022-08-04,1,1,1,1,1,0,0,0,0,1
34,1.5170600783157,0.19079087171604,AK,2022-08-05,1,0,1,1,1,0,0,0,1,1
35,0.454424605031784,0.0846233188813325,AK,2022-08-06,1,1,1,1,1,1,1,1,1,1
36,0.424848011818112,0.087272509098555,AK,2022-08-07,1,1,1,1,1,1,0,0,1,1
37,0.962101756411776,0.145784859873418,AK,2022-08-08,1,1,1,1,1,0,0,0,0,1
38,1.37053922582516,0.1438850716414785,AK,2022-08-09,1,1,1,1,1,0,1,0,0,1
39,1.33818477019786,0.096654567661145,AK,2022-08-10,1,1,0,1,1,1,1,0,0,1
40,0.57804460897259,0.185374607232446,AK,2022-08-11,1,1,1,1,1,0,0,0,0,1
41,0.36955016510847,0.104111136937431,AK,2022-08-12,1,1,1,1,1,1,1,0,0,1
42,1.11792113688837,0.1986182312227075,AK,2022-08-13,1,0,1,1,1,1,0,0,1,1
43,0.778256788552543,0.235900888767561,AL,2022-07-03,1,1,1,1,1,0,0,0,0,1
44,1.27947610670491,0.398122224128795,AL,2022-07-04,1,0,1,1,1,1,0,0,1,1
45,2.21396504544079,0.3551454972235615,AL,2022-07-05,1,0,0,1,1,1,0,0,0,1
46,2.50725705080497,0.186635701221082,AL,2022-07-06,1,0,0,1,1,1,0,0,0,1
47,0.662026722808206,0.293654698086322,AL,2022-07-07,1,1,1,1,1,1,1,1,1,1
48,1.93130343006688,0.185999515940906,AL,2022-07-08,1,1,0,1,1,1,0,0,1,1
49,0.559143566415838,0.3330988838017415,AL,2022-07-09,1,1,1,1,1,1,1,0,0,1
50,0.423631362965505,0.2416824842077365,AL,2022-07-10,1,1,1,1,1,1,0,0,1,1
51,2.19128969462756,0.211583571106771,AL,2022-07-11,1,1,1,0,1,1,1,0,0,1
52,0.951635348931159,0.308813472814338,AL,2022-07-12,1,1,1,0,1,1,0,1,0,1
53,1.30987574191155,0.1999758703199255,AL,2022-07-13,1,1,1,1,1,1,1,0,0,1
54,1.16274223218822,0.305455134658334,AL,2022-07-14,1,1,1,1,1,0,0,1,1,1
55,1.76849174017011,0.376371790889331,AL,2022-07-15,1,0,0,1,1,1,0,0,0,1
56,0.598696556161084,0.23058712996631,AL,2022-07-16,1,1,1,1,1,1,1,0,0,1
57,0.747356011306586,0.2322749839865475,AL,2022-07-17,1,1,1,1,1,1,1,1,1,1
58,0.714362319767458,0.19050283068822851,AL,2022-07-18,1,1,1,1,1,1,1,0,0,1
59,4.98197399686704,0.150546058121125,AL,2022-07-19,1,0,0,1,0,1,0,0,0,0
60,1.13570646650738,0.225445051141533,AL,2022-07-20,1,1,1,1,1,0,0,0,0,1
61,3.14474809851333,0.124653963819832,AL,2022-07-21,1,0,0,0,0,1,0,0,1,0
62,1.68514638071622,0.2159953058025225,AL,2022-07-22,0,1,1,1,1,0,0,0,0,1
63,1.74207651558845,0.159790549730768,AL,2022-07-23,1,1,1,1,0,1,0,0,1,0
64,0.971233156493626,0.1546804016106755,AL,2022-07-24,1,1,1,1,1,1,1,0,0,1
65,0.639825680621236,0.150133116311075,AL,2022-07-25,1,1,1,1,1,1,1,1,1,1
66,0.963817781116653,0.16457395022999,AL,2022-07-26,1,1,1,1,1,1,0,0,0,1
67,0.413345882059994,0.240109967919244,AL,2022-07-27,1,1,1,1,1,1,1,1,1,1
68,2.66252692081682,0.100167538194468,AL,2022-07-28,1,1,0,1,1,1,0,0,0,1
69,0.759369071263019,0.1256361008315,AL,2022-07-29,1,1,1,1,1,1,1,1,1,1
70,1.00688010131431,0.2213480230071965,AL,2022-07-30,1,1,1,1,1,1,0,0,1,1
71,0.867114275103489,0.204963421725891,AL,2022-07-31,1,1,1,1,1,1,0,0,1,1
72,1.25495041390142,0.1303510040583925,AL,2022-08-01,1,1,1,0,1,1,0,0,1,1
73,1.31637640745938,0.185993425095231,AL,2022-08-02,1,1,1,1,1,1,0,0,1,1
74,0.758101596690351,0.1132708937837295,AL,2022-08-03,1,1,1,1,1,1,0,0,1,1
75,2.05967356501358,0.231136242752095,AL,2022-08-04,1,0,0,1,1,1,0,0,1,1
76,2.0432635568145,0.350241954755275,AL,2022-08-05,1,0,0,1,1,1,0,0,1,1
77,1.00957016705928,0.1555205404151845,AL,2022-08-06,1,1,1,0,1,1,0,1,0,1
78,0.324595458088306,0.139103881795079,AL,2022-08-07,1,1,1,1,1,1,1,1,1,1
79,1.30075122546613,0.165808819468517,AL,2022-08-08,1,1,1,1,1,1,1,0,0,1
80,1.31495437665994,0.03158620022180825,AL,2022-08-09,1,0,0,1,1,1,0,0,1,1
81,1.52725759442065,0.1718232864778055,AL,2022-08-10,1,1,1,1,1,1,0,0,0,1
82,0.371591097880391,0.1606241914293975,AL,2022-08-11,1,1,1,1,1,1,1,1,1,1
83,4.50812836301537,0.2987411498533115,AL,2022-08-12,1,0,0,1,1,1,0,0,0,1
84,0.467726025124093,0.09532210442214,AL,2022-08-13,1,1,1,1,1,1,0,0,1,1
85,1.13048472147282,0.1763677551828525,AR,2022-07-03,1,1,1,1,1,0,1,0,0,1
86,1.1296900493287,0.222577730647202,AR,2022-07-04,1,1,1,1,1,0,0,0,0,1
87,3.70962443999268,0.195771113868709,AR,2022-07-05,1,1,1,0,0,0,1,0,0,0
88,1.61397782271703,0.1170785962442605,AR,2022-07-06,1,1,1,1,1,1,0,0,0,1
89,1.45016761091714,0.1548168238683975,AR,2022-07-07,1,1,1,1,1,0,1,0,0,1
90,2.16923672143652,0.0847415832154515,AR,2022-07-08,1,1,0,0,1,0,0,0,0,1
91,0.96735868747594,0.182085736077802,AR,2022-07-09,1,1,1,1,1,0,0,1,0,1
92,1.58607111079823,0.2093427836841175,AR,2022-07-10,1,1,1,0,1,0,0,0,0,1
93,2.19446157160449,0.124111655379386,AR,2022-07-11,1,1,1,1,1,0,0,0,0,1
94,1.63351450845054,0.143980878211046,AR,2022-07-12,1,1,1,1,1,0,0,0,0,1
95,1.67735963841894,0.152822561102774,AR,2022-07-13,0,1,1,1,1,0,0,0,0,1
96,1.98898833779154,0.1727394604139915,AR,2022-07-14,1,1,1,0,1,0,1,0,0,0
97,4.13753652580662,0.2012245879843615,AR,2022-07-15,1,0,0,1,1,0,0,0,0,1
98,0.671857853127739,0.1080753677893445,AR,2022-07-16,1,1,1,1,1,1,0,0,1,1
99,0.149845958824863,0.0141076295640843,AR,2022-07-17,1,1,1,1,1,1,1,1,1,1
100,3.67167321416006,0.153477309451362,AR,2022-07-18,1,0,1,0,1,1,0,0,1,1
101,0.813985742414746,0.101900294464039,AR,2022-07-19,1,1,1,1,1,1,1,0,0,1
102,1.35568004772413,0.1494229692402345,AR,2022-07-20,1,1,1,1,1,0,1,0,0,1
103,1.14234472352885,0.0816946421118665,AR,2022-07-21,1,1,1,1,1,0,0,0,1,1
104,1.01038455510733,0.1184879155475635,AR,2022-07-22,1,1,1,1,0,1,0,1,0,0
105,0.312033041810959,0.0129830222765442,AR,2022-07-23,1,1,1,1,1,1,1,1,1,1
106,1.28616181218334,0.199208142013999,AR,2022-07-24,0,1,1,1,1,0,1,0,1,1
107,1.61677335950193,0.130405435318386,AR,2022-07-25,1,1,1,1,1,0,0,0,0,1
108,1.79627217592149,0.1377627749622545,AR,2022-07-26,0,1,1,1,1,1,0,0,0,1
109,1.30938576077519,0.101294645246728,AR,2022-07-27,0,1,1,1,1,0,0,0,1,1
110,0.913841430896863,0.090497731994112,AR,2022-07-28,1,1,1,1,1,1,0,0,1,1
111,1.80955678057439,0.1565395024601555,AR,2022-07-29,0,1,1,1,0,1,1,0,0,0
112,2.18056100018311,0.237102293470393,AR,2022-07-30,0,1,0,0,1,0,0,0,0,1
113,0.677347294195112,0.087064332843885,AR,2022-07-31,1,1,1,1,1,1,1,0,0,1
114,3.1364494998109,0.078062864052157,AR,2022-08-01,1,1,1,1,1,1,0,0,0,1
115,2.7089585368318,0.0594369037602125,AR,2022-08-02,1,1,0,1,1,0,0,0,1,1
116,4.19823274008591,0.059444444969315,AR,2022-08-03,1,0,0,1,1,0,0,0,0,1
117,2.04958618345026,0.1602812917605075,AR,2022-08-04,1,1,1,1,1,0,0,0,1,1
118,1.14987356117023,0.11425313080338351,AR,2022-08-05,1,1,1,1,0,1,1,0,1,0
119,1.92848024520683,0.327218009158572,AR,2022-08-06,1,0,0,1,1,1,0,0,1,1
120,1.59981980745188,0.073753056958624,AR,2022-08-07,1,1,1,1,1,1,0,0,1,1
121,2.4347581293285,0.1839945555345445,AR,2022-08-08,0,1,1,0,1,0,0,0,0,1
122,1.47615985796748,0.1051939471351985,AR,2022-08-09,1,1,1,1,1,1,0,0,1,1
123,2.47331505911557,0.1300772422815555,AR,2022-08-10,1,1,1,0,0,1,0,0,0,0
124,1.42537342001843,0.121049384410031,AR,2022-08-11,0,1,1,1,1,0,0,1,1,1
125,1.27582051352288,0.09494077444605,AR,2022-08-12,1,1,1,1,1,1,0,0,1,1
126,1.25006145478301,0.1929804031604425,AR,2022-08-13,1,1,1,1,1,1,0,0,1,1
127,1.22016798699353,0.2635102753931695,AZ,2022-07-03,1,1,1,1,1,0,0,0,0,1
128,0.826993955102417,0.2594637360140315,AZ,2022-07-04,1,1,1,1,1,0,0,0,1,1
129,5.13707181742786,0.2487840973059875,AZ,2022-07-05,0,1,1,1,1,0,0,0,0,1
130,4.4661718199531,0.1626480786752575,AZ,2022-07-06,1,0,0,1,1,0,0,0,0,1
131,3.82471741302689,0.2828760270320815,AZ,2022-07-07,1,0,0,1,1,0,0,1,0,1
132,1.05615632017974,0.2043066888053835,AZ,2022-07-08,1,1,1,1,1,0,0,0,0,1
133,1.18586595836071,0.222598961597979,AZ,2022-07-09,1,1,1,1,1,0,0,0,0,1
134,1.51437495562536,0.243029826364553,AZ,2022-07-10,0,1,1,1,1,0,0,1,0,1
135,3.9329102282909,0.2272459624077925,AZ,2022-07-11,1,0,0,1,1,0,0,0,1,1
136,4.02649099474355,0.14334493956278,AZ,2022-07-12,1,0,0,1,1,0,1,0,0,1
137,3.95594588495119,0.310218330077966,AZ,2022-07-13,1,0,0,0,1,1,0,0,0,1
138,0.908469172616494,0.150394987619267,AZ,2022-07-14,1,1,1,1,1,1,0,0,0,1
139,0.567958359053604,0.095032287784939,AZ,2022-07-15,1,1,1,1,1,1,0,0,0,1
140,0.788439850870939,0.1044425548741245,AZ,2022-07-16,1,1,1,1,1,1,0,1,0,1
141,2.75179339245512,0.17718235145679,AZ,2022-07-17,1,0,0,1,1,1,1,0,0,1
142,3.51915846639799,0.196473563315567,AZ,2022-07-18,1,1,0,0,1,0,0,0,0,1
143,1.32951758756752,0.121079989048489,AZ,2022-07-19,1,1,1,1,1,1,1,0,0,1
144,1.42181848324179,0.0120822046490975,AZ,2022-07-20,1,1,0,1,1,1,1,1,1,1
145,0.0145859582369035,0.01067571705093565,AZ,2022-07-21,1,1,1,1,1,1,1,1,1,1
146,0.385243005933182,0.099794856961388,AZ,2022-07-22,1,1,1,1,1,0,1,0,1,1
147,1.75837285732369,0.159773473376712,AZ,2022-07-23,1,1,0,1,0,0,0,0,0,0
148,1.94045665413311,0.1527938060627105,AZ,2022-07-24,1,0,0,1,1,1,0,0,1,1
149,4.45739056662455,0.1292796091900155,AZ,2022-07-25,1,1,0,0,1,0,0,0,0,1
150,3.26400203686191,0.122140962331876,AZ,2022-07-26,1,0,0,0,1,1,0,0,0,1
151,5.86037681616702,0.139849389872037,AZ,2022-07-27,1,0,0,0,1,1,0,0,0,1
152,0.895364228929809,0.073118586442295,AZ,2022-07-28,1,1,1,0,1,1,0,0,0,1
153,9.43829757873918,0.193621808011251,AZ,2022-07-29,1,0,0,0,1,0,0,0,0,1
154,3.15832593409062,0.1425709520022825,AZ,2022-07-30,1,0,0,0,1,0,0,0,0,1
155,0.680928399344059,0.0539717972645655,AZ,2022-07-31,1,1,1,1,1,0,1,0,1,1
156,8.34333552562058,0.2668437014760855,AZ,2022-08-01,1,0,0,0,0,0,0,0,0,0
157,7.06521826774312,0.1227269350644285,AZ,2022-08-02,1,0,0,0,0,1,0,0,0,0
158,8.56813616258903,0.259996593314989,AZ,2022-08-03,0,0,0,0,0,0,0,0,0,0
159,1.84237413057485,0.1089012503024355,AZ,2022-08-04,1,0,1,1,1,1,0,0,1,1
160,2.31593496192451,0.096935370709159,AZ,2022-08-05,1,0,0,1,1,1,0,0,1,1
161,2.26276876959089,0.10917118713281,AZ,2022-08-06,1,0,0,1,0,0,0,0,1,0
162,2.95720690381592,0.1442054131208685,AZ,2022-08-07,1,1,0,0,0,1,1,0,0,0
163,1.04141048343825,0.0537565181916725,AZ,2022-08-08,1,1,1,1,1,1,0,0,1,1
164,3.18237872568972,0.0725380818759035,AZ,2022-08-09,1,1,1,0,0,0,1,0,0,0
165,6.61193717425411,0.136062813382825,AZ,2022-08-10,1,0,0,1,1,1,0,0,1,1
166,3.93729692498492,0.115760635939388,AZ,2022-08-11,1,0,0,1,1,1,0,0,1,1
167,1.76726102261325,0.0849032413690575,AZ,2022-08-12,1,1,1,0,1,1,0,0,0,1
168,1.03884185226314,0.0492807489483753,AZ,2022-08-13,1,1,1,0,1,1,1,0,0,1
169,8.88653956541743,0.269712824995187,CA,2022-07-03,0,1,1,1,1,0,0,0,0,0
170,1.63103387527495,0.243533572158521,CA,2022-07-04,1,1,1,1,1,1,1,0,0,1
171,17.4680898737396,0.25006206566399253,CA,2022-07-05,1,1,1,1,1,0,0,0,0,0
172,15.9136754048526,0.232694559146274,CA,2022-07-06,1,1,1,1,1,0,0,0,0,0
173,13.278789085588,0.221013148561909,CA,2022-07-07,1,1,1,1,1,0,0,0,0,1
174,14.9703126485445,0.2334371060012265,CA,2022-07-08,1,1,1,1,1,0,0,0,0,1
175,8.86959098360873,0.205738473935679,CA,2022-07-09,1,0,1,1,1,0,0,0,0,0
176,10.1737011421739,0.2267148030808755,CA,2022-07-10,1,1,1,1,0,0,0,0,0,0
177,18.9553515007018,0.20990009954998,CA,2022-07-11,1,1,1,1,1,0,0,0,0,0
178,16.8665326442316,0.1998151479356245,CA,2022-07-12,1,1,1,1,1,0,0,0,0,0
179,11.1572451232721,0.1935430285039965,CA,2022-07-13,1,1,1,1,1,0,0,0,1,1
180,10.8777412585237,0.1927908303320185,CA,2022-07-14,1,1,1,1,1,0,0,0,0,0
181,9.92989917333863,0.179491251076054,CA,2022-07-15,1,1,1,1,1,0,0,0,0,0
182,9.1226701800396,0.156276308238518,CA,2022-07-16,1,1,1,1,0,0,0,0,0,0
183,10.127598025671,0.1774538850583225,CA,2022-07-17,0,1,1,1,1,0,0,0,1,0
184,14.2730437159585,0.1522138168810945,CA,2022-07-18,1,1,1,1,1,0,0,0,0,0
185,15.6872697437304,0.158997348734522,CA,2022-07-19,1,1,1,1,1,0,0,0,0,1
186,14.3325169121269,0.1466249934960285,CA,2022-07-20,0,1,1,1,1,0,0,0,0,0
187,10.6892377216753,0.142806466821532,CA,2022-07-21,0,1,1,1,0,0,0,0,0,0
188,8.17563496592134,0.140304380960634,CA,2022-07-22,0,1,1,1,0,0,0,0,1,0
189,12.0321363459657,0.178661970338401,CA,2022-07-23,1,1,0,0,1,0,0,0,0,1
190,10.2836597405049,0.150039008072786,CA,2022-07-24,1,1,1,0,1,0,0,0,0,0
191,20.4056398074764,0.15077467023442,CA,2022-07-25,0,1,1,1,0,0,0,0,1,0
192,14.0415363581265,0.1214031728535885,CA,2022-07-26,1,1,1,1,0,0,0,0,0,0
193,10.8193811031502,0.1487828815150255,CA,2022-07-27,1,1,0,1,1,0,0,0,0,0
194,7.53923778693362,0.089917209224345,CA,2022-07-28,1,0,0,1,0,0,0,0,0,0
195,4.51078523010468,0.1228567679763495,CA,2022-07-29,0,1,1,1,0,0,0,0,0,1
196,4.11236860287431,0.108685982724639,CA,2022-07-30,1,1,1,1,1,0,0,0,0,0
197,10.4036212444495,0.114289084742816,CA,2022-07-31,1,1,1,0,0,0,0,0,0,0
198,12.2576116339774,0.093632984469136,CA,2022-08-01,1,0,1,0,0,0,0,0,0,0
199,10.0422595391106,0.098043306691005,CA,2022-08-02,0,1,1,1,0,0,0,0,0,0
200,8.14010143440776,0.136748612594288,CA,2022-08-03,0,1,0,1,0,0,0,0,0,0
201,7.39347212324016,0.1211964285884695,CA,2022-08-04,0,1,1,1,1,0,0,0,0,1
202,3.98174795891035,0.121625198706671,CA,2022-08-05,0,1,1,0,1,0,0,1,0,1
203,4.72680168726551,0.122330928593835,CA,2022-08-06,0,1,1,1,1,0,0,0,0,1
204,5.8740281732924,0.0705158649844845,CA,2022-08-07,1,1,1,1,0,1,0,0,0,0
205,9.70657937588744,0.1404565030061625,CA,2022-08-08,1,0,0,1,0,1,0,0,1,0
206,4.94970530993736,0.0958101014912075,CA,2022-08-09,0,1,1,0,1,0,0,0,0,1
207,5.97801832207721,0.091471736871106,CA,2022-08-10,0,1,1,1,1,0,0,0,0,0
208,9.41005230904787,0.101842617793031,CA,2022-08-11,1,1,1,0,0,1,0,0,0,0
209,9.15030200596765,0.0878276985473775,CA,2022-08-12,1,1,1,0,1,1,0,0,0,0
210,8.53632451707987,0.097515252357544,CA,2022-08-13,0,1,1,0,0,0,0,0,0,0
211,0.457816955090331,0.2430258793260255,CO,2022-07-03,1,1,1,1,1,1,0,1,0,1
212,0.516464187197051,0.203550403723274,CO,2022-07-04,1,1,1,1,1,1,1,1,1,1
213,1.94033908183651,0.23571047496324599,CO,2022-07-05,1,1,1,1,1,1,0,0,0,1
214,1.36029527070038,0.262948340354166,CO,2022-07-06,1,0,1,1,1,0,0,0,1,1
215,4.36858531170454,0.296245130492204,CO,2022-07-07,1,1,0,0,1,1,0,0,0,1
216,4.57363214486196,0.3307080200193015,CO,2022-07-08,0,0,0,0,1,0,0,0,0,1
217,0.542508933132304,0.173078053906335,CO,2022-07-09,1,1,1,1,1,1,1,0,0,1
218,1.07745157050727,0.4573427064959715,CO,2022-07-10,1,1,0,1,1,1,0,0,0,1
219,1.69897307328306,0.2968686234821805,CO,2022-07-11,1,1,0,0,1,1,0,0,0,1
220,1.43401030249429,0.1775473779209315,CO,2022-07-12,1,0,1,1,1,0,0,1,1,1
221,1.97047623230904,0.212686008986699,CO,2022-07-13,1,0,1,1,1,0,0,0,0,1
222,0.664621794699509,0.189798068790292,CO,2022-07-14,1,1,1,1,1,1,0,1,0,1
223,0.673481930630113,0.20246152607117399,CO,2022-07-15,1,1,1,1,1,1,0,1,0,1
224,1.71875152651683,0.436863238805948,CO,2022-07-16,1,0,0,1,1,1,0,0,0,1
225,0.94543609097531,0.2528016391480675,CO,2022-07-17,1,0,1,1,1,1,0,0,1,1
226,0.766077425795162,0.197915892194109,CO,2022-07-18,1,1,1,1,1,1,0,0,1,1
227,0.872889509321436,0.091485020652769,CO,2022-07-19,1,1,1,1,1,1,1,0,0,1
228,0.743034273141492,0.02947762028770585,CO,2022-07-20,1,1,1,1,1,1,0,0,0,1
229,2.57432581567773,0.094039296284414,CO,2022-07-21,1,0,0,1,1,1,0,0,1,1
230,1.31031115965471,0.146635433132066,CO,2022-07-22,1,1,1,1,1,1,0,0,0,1
231,2.1320249414263,0.02669190931483535,CO,2022-07-23,1,0,0,1,1,1,0,0,1,1
232,0.6394722339246,0.1317989979723215,CO,2022-07-24,1,1,1,1,1,1,0,0,1,1
233,2.00696637273344,0.152532734740325,CO,2022-07-25,1,1,1,1,1,0,0,0,0,1
234,1.28251961412825,0.0908753641594285,CO,2022-07-26,1,1,1,1,1,1,1,0,0,1
235,1.06057514244719,0.1119894850534485,CO,2022-07-27,1,1,1,1,1,1,0,1,0,1
236,1.17426039303925,0.167217423207542,CO,2022-07-28,1,1,1,1,1,1,0,0,0,1
237,1.94731617849271,0.0544363370133725,CO,2022-07-29,1,1,0,1,1,1,1,1,1,1
238,1.06065175731686,0.0675601103046045,CO,2022-07-30,1,1,1,1,1,1,0,0,1,1
239,1.30243758335697,0.0913452440857785,CO,2022-07-31,1,0,1,0,1,1,1,0,0,1
240,1.62541558809978,0.174675020645863,CO,2022-08-01,1,1,1,1,1,1,0,0,1,1
