...1,es_score,brier_score,location,target_date,X21K_50_CI,X21L_50_CI,X22B_50_CI,X22C_50_CI,X22D_50_CI,X22E_50_CI,X23A_50_CI,X23D_50_CI,X23B_50_CI,other_50_CI,X21K_95_CI,X21L_95_CI,X22B_95_CI,X22C_95_CI,X22D_95_CI,X22E_95_CI,X23A_95_CI,X23D_95_CI,X23B_95_CI,other_95_CI
140,0.598200843492261,0.093310941827721,AZ,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
141,1.58654554706784,0.1389606295437695,AZ,2023-04-09,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0
142,1.60835342617612,0.1376010265365605,AZ,2023-04-10,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0
143,2.42903453222115,0.206570357992805,AZ,2023-04-11,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0
144,0.0720206708290585,0.01525295120924735,AZ,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
145,0.457780919448669,0.0164325158093864,AZ,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
146,0.824384797712979,0.2851968494447105,AZ,2023-04-14,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,0.60527737561996,0.0193257953908626,AZ,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
148,1.29153421950349,0.2511569621260295,AZ,2023-04-16,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1
149,1.30209583034274,0.108651295610271,AZ,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
150,1.08254823789931,0.171347838005228,AZ,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
151,2.67948192421848,0.0586373625553655,AZ,2023-04-19,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
152,2.3606944369745,0.230152165001563,AZ,2023-04-20,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0
153,1.13140592232507,0.78134428208754,AZ,2023-04-21,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1
154,0.236323190613583,0.03848008368701305,AZ,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,2.94841107954847,0.09849851388744,AZ,2023-04-23,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1
156,2.55537921454171,0.0732401032381405,AZ,2023-04-24,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0
157,1.75210867196734,0.1411379625763965,AZ,2023-04-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
158,3.41655933438261,0.119528636386239,AZ,2023-04-26,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
159,1.39469918857868,0.105227683017778,AZ,2023-04-27,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0
160,1.21097725792857,0.073848986975674,AZ,2023-04-28,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
161,0.749167207942763,0.0819103331887335,AZ,2023-04-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
162,1.24725106727522,0.195107691773351,AZ,2023-04-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
163,3.28340822060604,0.154302500266224,AZ,2023-05-01,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0
164,3.16586588395567,0.211651830112985,AZ,2023-05-02,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0
165,3.26433450382766,0.1804609897337145,AZ,2023-05-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
166,2.62353361382932,0.1694726084731125,AZ,2023-05-04,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0
167,1.19114979179835,0.248626941183244,AZ,2023-05-05,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0
168,1.58503613521501,0.152441827518152,AZ,2023-05-06,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
169,3.31836838564276,0.1697431196736575,CA,2023-03-26,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0
170,3.14200383513438,0.0978188054386045,CA,2023-03-27,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0
171,3.42868591474565,0.056280806496099,CA,2023-03-28,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
172,5.02867447275943,0.196228807029454,CA,2023-03-29,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0
173,3.10989592845913,0.07383449280963,CA,2023-03-30,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0
174,2.06260575878754,0.118997690956428,CA,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
175,4.63371193571569,0.193699817153236,CA,2023-04-01,1,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,0,1
176,3.02004120424071,0.164051688957473,CA,2023-04-02,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0
177,3.54100873978143,0.15422677566074,CA,2023-04-03,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0
178,4.1704431960073,0.085095660146904,CA,2023-04-04,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0
179,2.59606513271565,0.1609524759902475,CA,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
180,4.53544737790369,0.197681784986566,CA,2023-04-06,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0
181,2.44060165319626,0.1443418768459695,CA,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
182,4.00835592632826,0.133667122609703,CA,2023-04-08,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0
183,1.06934537740607,0.0776786631226575,CA,2023-04-09,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0
184,3.77465754453319,0.186816871037225,CA,2023-04-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
185,7.98725340046484,0.112740316462775,CA,2023-04-11,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1
186,3.22498258444307,0.2069849023742345,CA,2023-04-12,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
187,4.95189108122619,0.147758000905917,CA,2023-04-13,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1
188,11.1106803323244,0.094094715375123,CA,2023-04-14,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0
