...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23F_50_CI,X24A_50_CI,X23I_50_CI,other_50_CI,X23A_95_CI,X23B_95_CI,X23F_95_CI,X24A_95_CI,X23I_95_CI,other_95_CI
21,NA,NA,AK,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0.516839901121747,0.1475557308357135,AK,2024-01-23,1,1,1,1,1,1,1,1,1,0,0,1
25,NA,NA,AK,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.788269119635805,0.538688673630955,AK,2024-01-25,1,1,1,1,1,0,1,1,0,1,1,0
27,0.512511338313696,0.1492756109408605,AK,2024-01-26,1,1,1,1,1,1,0,1,0,0,1,1
28,0.191130849672865,0.1502624347169165,AK,2024-01-27,1,1,1,1,1,1,1,0,1,0,1,1
29,0.204953500308066,0.151461357355828,AK,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
30,0.197170008274382,0.152875159080027,AK,2024-01-29,1,1,1,1,1,1,1,1,0,0,1,1
31,0.207656571543144,0.1545061714236775,AK,2024-01-30,1,1,1,1,1,1,1,1,1,0,0,1
32,NA,NA,AK,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.19704668885142,0.1584261760864145,AK,2024-02-01,1,1,1,1,1,1,1,1,0,0,1,1
34,0.655455148877074,0.346351644979181,AK,2024-02-02,1,1,1,1,1,0,1,1,0,1,1,0
35,NA,NA,AK,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.38430892920535,0.293649173441691,AL,2024-01-02,1,1,1,1,1,1,1,1,0,0,1,1
46,0.914124023146789,0.4306220494540335,AL,2024-01-03,0,1,1,1,1,1,0,1,1,0,1,1
47,0.365870455197726,0.2759852361654955,AL,2024-01-04,1,1,1,1,1,1,1,1,0,0,1,1
48,NA,NA,AL,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.892991344938077,0.3419401832190355,AL,2024-01-07,1,1,1,1,1,1,1,1,0,1,1,0
51,NA,NA,AL,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.219996631389216,0.1890776740658725,AL,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1
59,NA,NA,AL,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.449030434480347,0.2885560590921165,AL,2024-01-18,1,1,1,1,1,1,1,1,0,0,1,1
62,NA,NA,AL,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.14951406593613,0.149781145363717,AL,2024-01-22,1,1,1,1,1,1,1,1,0,0,1,1
66,NA,NA,AL,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.749892214327795,0.466692570317517,AL,2024-01-26,1,1,0,1,1,1,1,1,0,0,1,1
70,NA,NA,AL,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.103327265221465,0.117317067483836,AL,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
76,NA,NA,AL,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.897661946987427,0.519254840535675,AL,2024-02-05,1,1,0,1,1,1,1,0,0,1,1,1
80,NA,NA,AL,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.985068222312346,0.615012397538425,AL,2024-02-07,1,1,1,1,1,0,1,1,0,1,1,0
82,0.0686807724443662,0.1069023222546745,AL,2024-02-08,1,1,1,1,1,1,1,1,0,0,1,1
83,NA,NA,AL,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0.232518912656882,0.2030377478498,AR,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1
88,0.983690737717184,0.1965283746549365,AR,2024-01-03,1,1,1,0,1,1,0,1,1,0,1,1
89,1.24985513425887,0.3251028576943675,AR,2024-01-04,1,1,1,1,1,0,1,1,0,0,0,0
90,0.195070226406078,0.1836455935608065,AR,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1
91,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.804419820370214,0.56367744390372,AR,2024-01-10,1,1,1,1,1,0,1,1,1,0,1,0
96,0.43129829658356,0.1468085486497185,AR,2024-01-11,1,1,1,1,1,1,1,1,1,0,1,0
97,0.655787240508872,0.358711286385438,AR,2024-01-12,1,1,1,1,1,0,1,1,1,0,1,0
98,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.106996612018403,0.107067914217933,AR,2024-01-19,1,1,1,1,1,1,1,0,1,0,1,1
105,NA,NA,AR,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.0895787052430686,0.0964695523876835,AR,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1
108,NA,NA,AR,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.239450403591591,0.090871147724144,AR,2024-01-24,1,1,1,1,1,1,1,1,1,1,1,1
110,NA,NA,AR,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.062840211862943,0.079756025981179,AR,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
118,NA,NA,AR,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,0.0515744310699603,0.0809134376147895,AR,2024-02-06,1,1,1,1,1,1,1,1,1,1,1,1
123,0.0519131069334045,0.081756595059521,AR,2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
124,0.13996198290194,0.082769336950749,AR,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
125,0.129709070195071,0.0839334042737245,AR,2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.00163891373995,0.173251034967103,AZ,2023-12-31,1,1,1,0,1,1,1,1,0,0,1,0
128,2.38587730532225,0.300851143835421,AZ,2024-01-01,0,1,1,1,1,1,0,1,0,0,0,1
129,3.2975094163324,0.2952479487069835,AZ,2024-01-02,1,0,1,1,0,0,0,0,0,0,0,0
130,0.932882524652134,0.317961687968694,AZ,2024-01-03,1,1,1,1,1,1,1,0,0,0,1,0
131,0.701909876291471,0.222108466371418,AZ,2024-01-04,1,1,1,1,1,1,0,1,1,1,1,0
132,0.41617053243446,0.2398443873290765,AZ,2024-01-05,1,1,1,1,1,1,1,1,1,0,1,0
133,0.951538460596324,0.1280204838733425,AZ,2024-01-06,1,1,1,1,1,1,1,0,0,0,1,1
134,1.21825793994572,0.053902688665588,AZ,2024-01-07,1,1,1,0,1,1,1,1,0,0,1,1
135,1.04442803844502,0.164131148774182,AZ,2024-01-08,1,1,1,1,1,1,0,1,1,0,1,0
136,1.2425128230984,0.1855618239669705,AZ,2024-01-09,1,1,1,1,0,1,0,0,0,0,1,0
137,0.192052783625798,0.03876984304768775,AZ,2024-01-10,1,1,1,1,1,1,1,1,0,0,1,1
138,1.98024324295342,0.3327721740248175,AZ,2024-01-11,1,1,0,0,1,1,1,1,1,1,1,1
139,0.93488901790108,0.223343584553083,AZ,2024-01-12,1,1,0,1,1,1,1,1,0,1,1,0
140,0.814546530989701,0.157538905920485,AZ,2024-01-13,1,0,1,1,1,1,1,0,0,1,1,1
141,2.09856220395738,0.249623449253982,AZ,2024-01-14,1,1,0,0,1,1,1,1,1,0,1,0
142,2.02136801504623,0.1734591830588625,AZ,2024-01-15,0,0,1,1,1,1,0,0,0,0,1,0
143,0.0967159850761583,0.0194719008720266,AZ,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1
144,1.29492238796653,0.1796542082065235,AZ,2024-01-17,1,1,1,1,1,1,1,0,0,0,1,0
145,0.843789825381954,0.224382447340337,AZ,2024-01-18,1,0,1,1,1,1,1,0,0,1,1,1
146,0.224793652606292,0.0137056974955325,AZ,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1
147,0.66428448274587,0.2111311995278015,AZ,2024-01-20,1,1,0,1,1,1,1,1,0,0,1,1
148,3.08591047838507,0.2061461837571985,AZ,2024-01-21,1,1,1,0,0,0,0,1,0,0,0,0
149,1.01622477295089,0.056958481797288,AZ,2024-01-22,1,1,1,1,1,1,1,1,0,0,1,1
150,0.946650211365923,0.0749034080246195,AZ,2024-01-23,1,1,1,1,1,1,1,1,0,0,1,1
151,2.88479575976438,0.350033488046291,AZ,2024-01-24,0,1,0,0,1,0,0,1,0,0,1,0
152,0.0629639779378491,0.00683883566759325,AZ,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1
153,1.14931367179756,0.4468753314638825,AZ,2024-01-26,1,1,1,0,1,0,1,1,1,0,1,0
154,1.25939370921915,0.1321298426603655,AZ,2024-01-27,1,1,1,1,0,1,1,1,0,0,0,0
155,0.00570742651474594,0.00488912654883479,AZ,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
156,1.9548545527676,0.1141806354599965,AZ,2024-01-29,1,1,0,1,1,1,1,0,0,0,1,1
157,1.24798084520418,0.0970798201770775,AZ,2024-01-30,1,1,0,1,1,1,1,1,0,0,1,0
158,0.710363238516612,0.0685041733856565,AZ,2024-01-31,1,1,1,1,1,0,1,1,0,0,1,0
159,0.0285604898849747,0.003194505581332215,AZ,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
160,0.0236359853422889,0.002886305486839395,AZ,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
161,NA,NA,AZ,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,0.0342163901994779,0.002372796411380075,AZ,2024-02-04,1,1,1,1,1,1,1,1,0,0,1,1
163,2.76589036386711,0.16370027094689,AZ,2024-02-05,1,1,0,0,1,1,1,1,0,0,1,1
164,0.736232821008255,0.04081222066682925,AZ,2024-02-06,1,1,1,1,1,0,1,1,0,0,1,1
165,0.241774847111064,0.001803957337358475,AZ,2024-02-07,1,1,1,1,1,1,1,1,0,0,1,1
166,0.00171971198037665,0.00165614402183295,AZ,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
167,1.25018314528222,0.314938713185444,AZ,2024-02-09,1,1,1,0,1,0,1,1,1,0,1,0
168,0.00416239758416255,0.00140944571885194,AZ,2024-02-10,1,1,1,1,1,1,1,1,1,1,1,1
169,0.398902798030429,0.097664543621946,CA,2023-12-31,1,1,1,1,1,1,1,1,0,0,1,1
170,0.383053611855969,0.235432760827877,CA,2024-01-01,1,1,1,1,1,1,1,1,0,0,1,1
171,1.28614550977091,0.2686208038671165,CA,2024-01-02,1,1,0,1,1,1,1,1,1,1,0,0
172,1.43757222423371,0.243078164693627,CA,2024-01-03,1,1,0,1,1,1,1,1,0,0,1,1
173,1.86185802167703,0.2667880254394075,CA,2024-01-04,1,1,1,1,1,1,0,1,0,0,0,0
174,0.931676169704151,0.223168209640481,CA,2024-01-05,1,1,1,1,1,1,0,1,0,0,1,0
175,3.83734789836695,0.4311699354276215,CA,2024-01-06,1,1,0,0,1,1,1,1,1,1,1,1
176,1.81298315436509,0.540454114870945,CA,2024-01-07,0,1,1,0,0,1,0,1,0,0,0,1
177,2.19754755064056,0.2156926114312385,CA,2024-01-08,0,1,1,1,1,1,0,0,0,0,0,1
178,5.66086899347527,0.132605035532795,CA,2024-01-09,0,1,0,0,1,1,0,0,0,0,0,0
179,4.4080596899906,0.139041007417613,CA,2024-01-10,1,1,1,0,1,1,0,0,0,0,0,0
180,3.55987754153073,0.1361436334232725,CA,2024-01-11,1,1,0,0,1,1,0,0,0,0,1,0
181,2.29553883882913,0.1588848699863825,CA,2024-01-12,1,1,1,1,1,1,0,0,0,0,1,0
182,1.87328444930959,0.1181329797922195,CA,2024-01-13,1,1,1,1,1,1,1,1,0,0,1,0
183,1.16828553553038,0.194488536919102,CA,2024-01-14,1,0,1,1,1,1,0,0,0,0,1,1
184,2.12239497045386,0.2286004301065555,CA,2024-01-15,1,1,1,0,1,0,0,0,1,0,1,1
185,1.73093519749721,0.171026667086051,CA,2024-01-16,0,1,1,1,1,1,0,1,0,0,1,0
186,2.03117551874385,0.02249572351116205,CA,2024-01-17,1,1,1,0,1,1,1,1,0,0,1,1
187,1.16639131899059,0.15051374470438,CA,2024-01-18,1,1,1,1,1,1,1,1,0,0,1,1
188,1.10577120784073,0.01858782185513425,CA,2024-01-19,1,1,1,0,1,1,1,1,0,0,1,1
189,0.888155155738984,0.079149475027787,CA,2024-01-20,1,1,1,1,1,1,0,1,0,0,1,1
190,1.18223893660813,0.2456567668163215,CA,2024-01-21,1,1,1,1,0,1,1,1,0,0,0,1
191,1.15508831294239,0.073458969954239,CA,2024-01-22,1,1,1,1,1,1,1,1,0,0,1,0
192,0.984711916639019,0.01260188156319745,CA,2024-01-23,1,1,1,0,1,1,1,1,0,0,1,1
193,0.753003750387727,0.088533257679404,CA,2024-01-24,0,1,1,1,1,1,0,1,0,1,1,1
194,2.06071042253802,0.1494057147516205,CA,2024-01-25,1,1,1,1,0,1,1,1,0,0,0,0
195,1.9669908760537,0.1244109878334865,CA,2024-01-26,1,1,1,1,1,0,0,1,0,0,1,0
196,1.20337713155875,0.0084896738753165,CA,2024-01-27,1,1,1,0,1,1,1,1,0,0,1,1
197,1.00437094412107,0.0491794252406185,CA,2024-01-28,1,1,1,1,1,1,1,1,0,0,1,0
198,2.78316469806139,0.0877200651389165,CA,2024-01-29,1,1,1,1,0,0,0,1,0,0,0,1
199,1.48959727036138,0.0625279435179035,CA,2024-01-30,1,1,1,1,1,1,1,1,0,0,1,0
200,2.3950288253844,0.084868352179672,CA,2024-01-31,1,1,1,1,0,1,1,1,0,0,1,1
201,4.59987921436091,0.1079190256653975,CA,2024-02-01,1,1,1,1,1,0,0,0,0,0,1,0
202,4.9967688198793,0.1134628945188055,CA,2024-02-02,1,1,1,0,1,0,0,1,0,0,0,0
203,1.15853291666427,0.0442451330587198,CA,2024-02-03,1,1,1,1,1,1,0,1,0,0,0,1
204,0.963795504313793,0.03793632031887065,CA,2024-02-04,1,1,1,1,0,1,1,1,1,1,0,0
205,1.36378178846727,0.0652606095406,CA,2024-02-05,1,1,1,1,1,0,1,1,1,0,1,0
206,4.16701203214797,0.098451176993694,CA,2024-02-06,1,1,0,0,0,0,1,1,0,0,0,0
207,2.88650396349067,0.0849055650249155,CA,2024-02-07,1,0,1,1,1,0,1,1,0,0,1,0
208,1.66670515485653,0.0343993842575908,CA,2024-02-08,1,1,1,1,0,1,1,0,0,0,0,1
209,6.27851908211816,0.1167881029651375,CA,2024-02-09,1,1,1,0,0,0,0,1,0,0,0,0
210,3.89960919634503,0.144648863952814,CA,2024-02-10,1,1,0,0,1,0,0,1,0,0,1,0
211,NA,NA,CO,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.607963211963629,0.4313875096913045,CO,2024-01-01,1,1,0,1,1,1,1,1,0,0,1,1
213,1.34334970346002,0.3190124211132865,CO,2024-01-02,1,1,0,1,1,1,1,1,0,0,1,0
214,0.940954167861038,0.2036907817709165,CO,2024-01-03,1,1,1,0,1,1,1,1,0,0,1,1
215,0.411830661205593,0.29074859092177,CO,2024-01-04,1,1,1,1,1,1,1,1,1,1,1,1
216,1.01599081291552,0.326085438324653,CO,2024-01-05,1,1,1,1,1,1,1,1,1,0,1,0
217,NA,NA,CO,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1.38581114824528,0.439016990336802,CO,2024-01-08,1,1,0,0,1,1,1,1,0,0,0,1
220,0.181001629888336,0.1430048006346155,CO,2024-01-09,1,1,1,1,1,1,1,1,1,1,1,1
221,0.680558598369268,0.437938046127758,CO,2024-01-10,1,1,0,1,1,1,1,1,1,1,1,1
222,0.816543384247032,0.1441415064097885,CO,2024-01-11,1,1,1,0,1,1,1,1,0,0,1,1
223,0.66650872712601394,0.3656562654009175,CO,2024-01-12,1,1,1,1,1,0,1,0,1,1,1,0
224,0.159644261526699,0.1462601794033995,CO,2024-01-13,1,1,1,1,1,1,1,1,1,1,1,1
225,NA,NA,CO,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.151747957678913,0.1493348896938035,CO,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1
227,0.15675198266217,0.1512223178634435,CO,2024-01-16,1,1,1,1,1,1,1,1,1,0,1,0
228,0.409451261610583,0.153338324488314,CO,2024-01-17,1,1,1,1,1,1,1,1,1,1,1,1
229,0.705009472401819,0.1556790641010375,CO,2024-01-18,1,1,1,1,1,1,1,1,1,0,1,0
230,0.404444686111333,0.1582404802871005,CO,2024-01-19,1,1,1,1,1,1,1,1,0,0,1,1
231,NA,NA,CO,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,1.23675575806926,0.167205212207493,CO,2024-01-22,1,1,1,0,1,1,1,0,0,0,1,0
234,0.378011183787966,0.1706049286626605,CO,2024-01-23,1,1,1,1,1,1,1,1,1,1,1,1
235,NA,NA,CO,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,NA,CO,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,0.349668697292274,0.1819713836284315,CO,2024-01-26,1,1,1,1,1,1,1,1,1,1,1,1
238,NA,NA,CO,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.802263826004375,0.19498812269245,CO,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1
241,0.125435694117153,0.199671895922901,CO,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1
242,0.124472614682286,0.204520390822258,CO,2024-01-31,1,1,1,1,1,1,1,1,1,1,1,1
243,0.761369075204661,0.209528879552663,CO,2024-02-01,1,1,1,1,1,1,1,1,0,0,1,1
244,0.55912676073174306,0.21469242783807,CO,2024-02-02,1,1,1,1,1,1,1,1,1,0,1,0
245,NA,NA,CO,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.115785143197046,0.231058244062762,CO,2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
248,0.114242052354882,0.2367839126025205,CO,2024-02-06,1,1,1,1,1,1,1,1,0,0,1,1
249,0.114974982674684,0.2426321847657455,CO,2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
250,0.280637433514024,0.2485941232146925,CO,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
251,0.290061012941503,0.254659786721313,CO,2024-02-09,1,1,1,1,1,1,1,1,0,0,1,1
252,0.776908461048904,0.387085946855837,CO,2024-02-10,1,1,1,1,1,0,1,0,1,1,1,0
253,0.589625459525461,0.328703661712882,CT,2023-12-31,1,1,1,1,1,1,1,1,0,0,1,1
254,NA,NA,CT,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,2.47063237138537,0.095177102300155,CT,2024-01-02,0,1,0,0,1,1,0,1,0,0,1,0
256,1.31505174087256,0.1722903422369595,CT,2024-01-03,0,1,0,1,1,1,0,1,0,0,1,1
257,1.47386061884467,0.325313691332653,CT,2024-01-04,0,1,1,0,1,1,0,1,1,1,1,0
258,1.361608162003,0.23017057783626,CT,2024-01-05,1,1,0,1,1,1,1,1,1,1,1,1
