...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,other_95_CI
37,0.147508682830956,0.081003720727078,AK,2022-12-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,NA,NA,AK,2022-12-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.144105349609215,0.0835486181900545,AK,2022-12-21,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
40,NA,NA,AK,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2022-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,0.238242700660205,0.259053640314663,AL,2022-11-13,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
44,0.806315121707772,0.218418339999737,AL,2022-11-14,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
45,NA,NA,AL,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,0.466921510845796,0.262930306454145,AL,2022-11-16,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1
47,0.728882419827385,0.341135391073329,AL,2022-11-17,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
48,1.06304388397711,0.169123031833856,AL,2022-11-18,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
49,NA,NA,AL,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.927711381596379,0.4222423346490035,AL,2022-11-21,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
52,0.830387104398718,0.391326570593147,AL,2022-11-22,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1
53,0.165380000624283,0.1209831144845845,AL,2022-11-23,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
54,NA,NA,AL,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.942098198281008,0.4220207902633345,AL,2022-11-25,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
56,NA,NA,AL,2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.48323356763306,0.1736656938608255,AL,2022-11-28,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
59,1.18910359338054,0.3851645183078625,AL,2022-11-29,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
60,0.936324274547701,0.254003730997891,AL,2022-11-30,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
61,1.51252296379385,0.3178425484631455,AL,2022-12-01,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
62,1.04464624150854,0.322183437878186,AL,2022-12-02,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
63,NA,NA,AL,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,1.4665686410321,0.2918534434068145,AL,2022-12-04,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
65,1.79596120166272,0.334782330218356,AL,2022-12-05,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
66,1.68198275529582,0.3680945222393205,AL,2022-12-06,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1
67,0.4845151683737,0.2450155898283685,AL,2022-12-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,1.90419616594332,0.346403269748595,AL,2022-12-08,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
69,0.871199349228218,0.228728310335676,AL,2022-12-09,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
70,0.542341051660082,0.131546813635582,AL,2022-12-10,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
71,1.88816794734041,0.549942736602055,AL,2022-12-11,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1,0
72,1.71166749800373,0.4564942650626335,AL,2022-12-12,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1
73,0.0538843367884534,0.03771105940491135,AL,2022-12-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,1.43451509220482,0.365548872373292,AL,2022-12-14,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
75,2.01297374991824,0.3205753876487755,AL,2022-12-15,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
76,0.906390813446746,0.2889163737974515,AL,2022-12-16,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
77,0.124286230565021,0.03325635106973055,AL,2022-12-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,0.126353199273091,0.0324930479159078,AL,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
79,0.577994147961336,0.2042892655430725,AL,2022-12-19,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
80,1.47490652798768,0.223567482760345,AL,2022-12-20,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1
81,3.11108596675634,0.472292225205188,AL,2022-12-21,1,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0
82,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.0390229745835802,0.03039269099300065,AL,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
85,NA,NA,AR,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,2.53827426574106,0.382810756679393,AR,2022-11-14,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
87,0.700719444060495,0.3902469888996915,AR,2022-11-15,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
88,0.210906533311075,0.1488545086480765,AR,2022-11-16,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
89,1.46242580785392,0.249190864428318,AR,2022-11-17,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
90,1.10563967156957,0.2765049781729115,AR,2022-11-18,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1
91,0.914052417328749,0.4301865723359075,AR,2022-11-19,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
92,0.672899418131398,0.2926857763075125,AR,2022-11-20,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
93,2.22227504788203,0.263156860035895,AR,2022-11-21,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
94,3.57312544155671,0.335409035184408,AR,2022-11-22,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1,1
95,1.7653472778147,0.354550859066736,AR,2022-11-23,1,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0
96,0.830954494590057,0.3983180784564275,AR,2022-11-24,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
97,2.58622625430116,0.261468699807077,AR,2022-11-25,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
98,1.85500389720983,0.654743389004375,AR,2022-11-26,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0
99,0.631397776008161,0.373118997106279,AR,2022-11-27,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
100,4.67386079355187,0.2975231749883255,AR,2022-11-28,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,1
101,2.98256298968645,0.2864889731893765,AR,2022-11-29,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
102,1.18423318642428,0.3014521706287385,AR,2022-11-30,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
103,2.12198252292173,0.327869476384017,AR,2022-12-01,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0
104,1.94834922911464,0.2430121019556615,AR,2022-12-02,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
105,0.798289426275858,0.398993889590324,AR,2022-12-03,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
106,0.356011110721949,0.2798036168051985,AR,2022-12-04,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
107,3.01022503646033,0.3427776688499995,AR,2022-12-05,1,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1
108,2.6843646823251,0.353195654396387,AR,2022-12-06,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1
109,2.2443956041238,0.283324056503158,AR,2022-12-07,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1
110,3.62287553012056,0.372765857408615,AR,2022-12-08,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,1
111,1.46301715802268,0.2621491384863475,AR,2022-12-09,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1
112,0.80611341510258006,0.26380283265876753,AR,2022-12-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113,0.759872992337417,0.260295694004079,AR,2022-12-11,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
114,6.59217011302254,0.3483739686969325,AR,2022-12-12,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1
115,1.67148105336614,0.286346890891587,AR,2022-12-13,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1
116,4.98791447585356,0.3087852401992005,AR,2022-12-14,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1
117,1.30024072758161,0.17002315977784,AR,2022-12-15,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1
118,3.51099897674801,0.483489188046528,AR,2022-12-16,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0
119,0.904101609146551,0.2674173536032295,AR,2022-12-17,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
120,0.81935059809797,0.2620118679241385,AR,2022-12-18,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1
121,2.88105030423513,0.243513892853337,AR,2022-12-19,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1
122,4.026885832579,0.3435571656038065,AR,2022-12-20,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1,0
123,2.39247941146178,0.2427940938390055,AR,2022-12-21,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0
124,1.94799063556696,0.321614216156295,AR,2022-12-22,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
125,2.27554301352102,0.4413209214980315,AR,2022-12-23,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
126,1.21583569940167,0.0327089214041078,AR,2022-12-24,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1
127,4.38124239702603,0.319664557183119,AZ,2022-11-13,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0
128,3.86447022487301,0.2797301558774515,AZ,2022-11-14,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1
129,2.55111718696061,0.281542802820687,AZ,2022-11-15,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
130,2.78101325317992,0.298895372950711,AZ,2022-11-16,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1
131,4.29455008106241,0.281514757458206,AZ,2022-11-17,1,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1
132,2.51228627000408,0.2810186797273625,AZ,2022-11-18,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1
133,2.56895388586435,0.248968564628862,AZ,2022-11-19,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
134,2.12195839537377,0.290226525730834,AZ,2022-11-20,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1
135,5.80591470509752,0.275191214725258,AZ,2022-11-21,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1
136,10.4322701400545,0.3042250859168695,AZ,2022-11-22,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1
137,5.94819920426965,0.2779565015745035,AZ,2022-11-23,1,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1
138,2.21020210677413,0.33784738079241,AZ,2022-11-24,0,1,1,0,0,1,1,1,0,1,0,0,0,0,1,1
139,3.46447033159022,0.2710459797405655,AZ,2022-11-25,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1
140,2.82603258862442,0.3003473637468295,AZ,2022-11-26,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,0
141,2.7471646677654,0.273102879382766,AZ,2022-11-27,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1
142,8.29088472742129,0.274106884848021,AZ,2022-11-28,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,1
143,3.49428750860171,0.3005570225161205,AZ,2022-11-29,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1
144,2.26489095498003,0.281155992649429,AZ,2022-11-30,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
145,5.43172531401534,0.3240026603968115,AZ,2022-12-01,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0
146,3.77144329527021,0.31958517094573,AZ,2022-12-02,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0
147,2.90502931817381,0.2820538278602085,AZ,2022-12-03,0,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
148,2.33701514537267,0.2891606669385355,AZ,2022-12-04,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1
149,4.52054524220056,0.3021914965192455,AZ,2022-12-05,0,1,1,1,1,0,1,1,0,0,0,0,0,0,1,1
150,4.69516739256084,0.28985930376172,AZ,2022-12-06,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1
151,4.02342519403785,0.259720956634111,AZ,2022-12-07,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1
152,4.83108985073773,0.264321106757537,AZ,2022-12-08,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0
153,2.72790029056014,0.2662271355324005,AZ,2022-12-09,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,1
154,2.35863202366947,0.2998606325298105,AZ,2022-12-10,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1
155,7.03206326041699,0.2380704507816715,AZ,2022-12-11,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0
156,4.29721625883145,0.290674784245855,AZ,2022-12-12,0,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1
157,4.58806918274856,0.278835181767405,AZ,2022-12-13,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1
158,5.25712705819334,0.2505129823136715,AZ,2022-12-14,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1
159,3.41350663489786,0.266185159969892,AZ,2022-12-15,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0
160,3.086764595875,0.2449214922635605,AZ,2022-12-16,0,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1
161,1.79857940614252,0.2981406870524465,AZ,2022-12-17,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,0
162,2.75826005266388,0.2297616158126,AZ,2022-12-18,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1
163,6.74869506959547,0.254131379119742,AZ,2022-12-19,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1
164,2.4388504087808,0.279877759459611,AZ,2022-12-20,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1
165,2.28768374234716,0.2600398181206,AZ,2022-12-21,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,1
166,4.44162652487215,0.245809974679179,AZ,2022-12-22,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1
167,2.44905007052162,0.2599399988229825,AZ,2022-12-23,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0
168,0.884135687011828,0.2486359135361835,AZ,2022-12-24,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
169,10.3608395778615,0.3092875279275635,CA,2022-11-13,1,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0
170,9.01543384124972,0.3116244646991445,CA,2022-11-14,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
171,8.43944759365774,0.309616980274355,CA,2022-11-15,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
172,13.4062162631929,0.312287562369399,CA,2022-11-16,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0
173,12.9525060396968,0.3071962176987615,CA,2022-11-17,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0
174,13.8184379706146,0.3033680150820535,CA,2022-11-18,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1
175,12.6048500425672,0.3077761227499685,CA,2022-11-19,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
176,8.9282906268352,0.285995179620438,CA,2022-11-20,1,1,0,0,1,0,1,1,1,0,0,0,1,0,1,0
177,8.74007897513635,0.3102539662777865,CA,2022-11-21,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0
178,8.35450453319827,0.29160822915441,CA,2022-11-22,1,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0
179,7.30285258602263,0.2953725105243535,CA,2022-11-23,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1
180,1.3365831010074,0.2685414518806335,CA,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1
181,22.3560744051789,0.276810223535116,CA,2022-11-25,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0
182,17.3109264497474,0.2727490970347305,CA,2022-11-26,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1
183,11.5768534223379,0.2979185993080505,CA,2022-11-27,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
184,12.5488762603278,0.273209464159821,CA,2022-11-28,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
185,13.0557300432176,0.2695375020965615,CA,2022-11-29,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0
186,8.20648793434816,0.260585532632936,CA,2022-11-30,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0
187,9.72866867640789,0.2674295699042925,CA,2022-12-01,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0
188,11.8680742715222,0.2870262888460415,CA,2022-12-02,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
189,13.3381404805463,0.2843579336438605,CA,2022-12-03,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0
190,6.27859146874275,0.271834245835771,CA,2022-12-04,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
191,15.1784964552832,0.25857897663734303,CA,2022-12-05,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0
192,12.8039559039784,0.246185498917992,CA,2022-12-06,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
193,16.6697878433866,0.2616920399640165,CA,2022-12-07,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0
194,18.242037357636,0.2362142699606485,CA,2022-12-08,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
195,23.5936146088543,0.2222711509690795,CA,2022-12-09,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1
196,15.5116184003097,0.2710588951870655,CA,2022-12-10,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
197,11.9543696151429,0.2424611270433825,CA,2022-12-11,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0
198,15.5044153730647,0.230190179117534,CA,2022-12-12,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
199,13.9103674630682,0.244746395225557,CA,2022-12-13,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
200,13.1073092077848,0.278124016863492,CA,2022-12-14,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
201,20.5924178218203,0.2259994140550325,CA,2022-12-15,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
202,9.55101406002483,0.2335931742689355,CA,2022-12-16,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0
203,8.28793483965111,0.251449324656544,CA,2022-12-17,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0
204,15.5886657458628,0.2000158043695795,CA,2022-12-18,1,0,1,1,0,0,1,1,0,1,0,0,0,0,0,0
205,15.9686131446683,0.2222808347476195,CA,2022-12-19,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0
206,25.3581182484046,0.181669152532736,CA,2022-12-20,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0
207,17.838712935165,0.2221272110275605,CA,2022-12-21,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
208,21.7025435827449,0.244648348185103,CA,2022-12-22,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0
209,39.5260291047591,0.2185836762341455,CA,2022-12-23,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
210,13.4113894830504,0.242658351529098,CA,2022-12-24,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
211,1.33061907566884,0.3519129589353205,CO,2022-11-13,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,1
212,1.67502129942743,0.296321250014394,CO,2022-11-14,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1
213,1.94358787141019,0.329121384106127,CO,2022-11-15,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
214,1.59643968098104,0.317277533915872,CO,2022-11-16,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0
215,1.87365438035317,0.257898720388706,CO,2022-11-17,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
216,3.90382794378271,0.334897921411511,CO,2022-11-18,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
217,0.770684812245289,0.2310747291616895,CO,2022-11-19,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
218,1.38836008862086,0.152239168217065,CO,2022-11-20,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
219,2.39284545591423,0.300672155319539,CO,2022-11-21,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
220,1.28331159409759,0.290674272490402,CO,2022-11-22,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1
221,6.32985475405292,0.176003714327102,CO,2022-11-23,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
222,0.178236432270398,0.120694143725856,CO,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
