...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,X23G_95_CI,other_95_CI
1,NA,NA,AK,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,NA,AK,2023-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,NA,AK,2023-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,NA,AK,2023-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,NA,AK,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,NA,AK,2023-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,NA,AK,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,NA,AK,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,NA,AK,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,NA,AK,2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,NA,AK,2023-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,NA,AK,2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,NA,NA,AK,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
14,NA,NA,AK,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,NA,NA,AK,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,NA,NA,AK,2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
17,NA,NA,AK,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
18,NA,NA,AK,2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,NA,NA,AK,2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,0.752168037713309,0.5482111610288,AK,2023-08-18,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
21,NA,NA,AK,2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,NA,NA,AK,2023-08-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,0.381657335541379,0.2335504147758525,AK,2023-08-23,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
26,NA,NA,AK,2023-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-08-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,NA,NA,AK,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,NA,NA,AK,2023-08-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,0.64187437048783,0.4627438984331445,AK,2023-08-29,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
32,NA,NA,AK,2023-08-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,NA,NA,AK,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,NA,NA,AK,2023-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-09-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2023-09-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2023-09-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.653090682116135,0.469299857503531,AK,2023-09-06,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
40,NA,NA,AK,2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.720804085884799,0.4047007542584545,AL,2023-07-31,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1
45,0.939874880359485,0.442023479704568,AL,2023-08-01,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1
46,0.673969740869676,0.3755089863154085,AL,2023-08-02,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
47,0.43336600385357,0.3235329687345265,AL,2023-08-03,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
48,0.71519145838593,0.51487998537188,AL,2023-08-04,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1
49,NA,NA,AL,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.730239411929299,0.51382820803066,AL,2023-08-08,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
53,0.424812062418621,0.3303769622897755,AL,2023-08-09,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
54,0.443992871270662,0.331444630656943,AL,2023-08-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,NA,NA,AL,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.524703594912413,0.3242449200242285,AL,2023-08-14,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
59,NA,NA,AL,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,0.897262937409207,0.470897521735461,AL,2023-08-16,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1
61,0.563449025163252,0.330635130687895,AL,2023-08-17,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
62,1.16788893858734,0.3698334731197265,AL,2023-08-18,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
63,1.15143530163265,0.3219503452237645,AL,2023-08-19,1,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
64,1.19546527689766,0.373054519011603,AL,2023-08-20,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1
65,NA,NA,AL,2023-08-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,0.497712692670824,0.3208243114676325,AL,2023-08-22,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
67,0.894138550975585,0.4686713179109445,AL,2023-08-23,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1
68,1.128123240738,0.414194530741426,AL,2023-08-24,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1
69,0.911012581275921,0.468017023714694,AL,2023-08-25,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,0,1,1
70,0.680403926080369,0.47672332880454,AL,2023-08-26,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
71,NA,NA,AL,2023-08-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1.2170003647271599,0.393084873754745,AL,2023-08-28,1,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0
73,0.676894809684686,0.489186357199163,AL,2023-08-29,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
74,0.894888029915736,0.4360822374883495,AL,2023-08-30,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1
75,NA,NA,AL,2023-08-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.794926059474416,0.386295164141789,AL,2023-09-01,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1
77,0.537989381796256,0.318435860598109,AL,2023-09-02,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
78,NA,NA,AL,2023-09-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.527602082176293,0.3183236083264125,AL,2023-09-04,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
80,0.518165911892844,0.3183080667666175,AL,2023-09-05,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
81,1.21665545779433,0.3756349222682365,AL,2023-09-06,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1
82,NA,NA,AL,2023-09-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-09-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-09-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,0.421566894777268,0.3081725739843145,AR,2023-07-31,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
87,1.50985390683218,0.427908053172497,AR,2023-08-01,0,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1
88,1.13137460827277,0.3414835467367775,AR,2023-08-02,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1
89,NA,NA,AR,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,0.683976682020099,0.469995896314179,AR,2023-08-04,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
91,NA,NA,AR,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.685612559428462,0.49009304032684903,AR,2023-08-07,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1
94,1.72198378395399,0.3614040756719785,AR,2023-08-08,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1
95,1.40844347518317,0.442633432368488,AR,2023-08-09,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1,0,0,0
96,0.493876836305309,0.3497790191431765,AR,2023-08-10,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
97,0.494112085019036,0.320190879630315,AR,2023-08-11,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1
98,NA,NA,AR,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.488497727828019,0.3224601516785895,AR,2023-08-14,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
101,0.699775607043106,0.38406236417587,AR,2023-08-15,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1
102,1.3251940592925,0.4333663110114065,AR,2023-08-16,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1
103,1.22145878937951,0.30194916310369,AR,2023-08-17,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104,1.02314966460689,0.3839905100623955,AR,2023-08-18,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1
105,0.727830737490993,0.51183136645118,AR,2023-08-19,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
106,NA,NA,AR,2023-08-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,2.90241622480216,0.427183284227795,AR,2023-08-21,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1
