...1,es_score,brier_score,location,target_date,X21L_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X21L_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
1,0.461580643432071,0.1210202176705625,AK,2022-12-25,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
2,1.73920575677168,0.344357337367232,AK,2022-12-26,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0
3,6.14550925252428,0.575115785290505,AK,2022-12-27,1,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1
4,1.58917580897861,0.3997109195507555,AK,2022-12-28,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
5,0.876336650660411,0.307614188886761,AK,2022-12-29,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1
6,2.41900803495908,0.507122735819055,AK,2022-12-30,1,1,0,0,1,1,1,1,1,0,0,1,1,0,0,1
7,1.09200970198381,0.368801116952964,AK,2022-12-31,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1
8,0.805495998223063,0.3992516754129825,AK,2023-01-01,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
9,0.925952692880002,0.2572189887658175,AK,2023-01-02,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1
10,2.03428515696797,0.2612695018902135,AK,2023-01-03,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,1
11,1.23639629261697,0.222242365803038,AK,2023-01-04,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1
12,0.716303411033919,0.114736147234256,AK,2023-01-05,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
13,0.818000547012813,0.304339289080101,AK,2023-01-06,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0
14,0.660071302401539,0.3294462399694455,AK,2023-01-07,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1
15,0.144735084757306,0.1151521912597715,AK,2023-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,1.00465134037716,0.3136055891864985,AK,2023-01-09,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1,0
17,1.08035126358403,0.185912492396748,AK,2023-01-10,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
18,0.863029967896987,0.278843465540536,AK,2023-01-11,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
19,0.940974376695024,0.117165992760401,AK,2023-01-12,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1
20,1.21385605788604,0.254218884935038,AK,2023-01-13,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,1
21,0.137474144634297,0.118796407150115,AK,2023-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,0.137311297942856,0.1197658855527245,AK,2023-01-15,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
23,0.689000234619453,0.2199616172172735,AK,2023-01-16,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
24,2.00441362405414,0.2553775339287785,AK,2023-01-17,1,0,1,1,0,1,1,1,1,0,1,1,0,0,0,1
25,0.867053825788106,0.2222008488879295,AK,2023-01-18,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
26,1.34548874183603,0.3798844733358345,AK,2023-01-19,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
27,1.49722102925545,0.210135680326381,AK,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0
28,NA,NA,AK,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0.604516471204086,0.3134171731768905,AK,2023-01-22,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
30,0.370806071494189,0.1311233515957905,AK,2023-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
31,1.22876567829563,0.2447708453724095,AK,2023-01-24,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,1
32,1.93490759304426,0.357910604232704,AK,2023-01-25,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0
33,1.6400105415158,0.1755556167239915,AK,2023-01-26,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0
34,1.81270982343181,0.37274928194048,AK,2023-01-27,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,1
35,0.15053027737571,0.1413692409178705,AK,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
36,0.568780431142548,0.253912679465144,AK,2023-01-29,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
37,0.66508428499999,0.146135380088892,AK,2023-01-30,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
38,2.22431426768507,0.3311355408255845,AK,2023-01-31,1,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1
39,1.47493431028526,0.464892090748006,AK,2023-02-01,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
40,4.80049808921941,0.359234906169723,AK,2023-02-02,1,1,1,0,1,0,1,1,0,0,1,0,1,0,0,1
41,1.57544288630129,0.427603376087761,AK,2023-02-03,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0
42,1.54743082163653,0.2866883631348435,AK,2023-02-04,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1
43,NA,NA,AL,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.967743732281426,0.2771138719278435,AL,2022-12-26,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1
45,1.38074420025971,0.2231412094064495,AL,2022-12-27,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
46,1.48770645265429,0.3539476509431905,AL,2022-12-28,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0
47,2.071827749346,0.298248404405285,AL,2022-12-29,1,1,1,1,0,1,1,1,1,0,1,0,1,1,1,0
48,1.52153310432475,0.3769877891718225,AL,2022-12-30,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1
49,NA,NA,AL,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1.71990164198822,0.232177810972944,AL,2023-01-02,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
52,1.87725929446908,0.235702886715626,AL,2023-01-03,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1
53,1.82161684093701,0.352536503085264,AL,2023-01-04,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0
54,1.63586105272836,0.2563096874749765,AL,2023-01-05,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1
55,1.54152487120079,0.3829745939367995,AL,2023-01-06,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
56,1.60551081769609,0.4232309781910695,AL,2023-01-07,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,0
57,1.2839582809510801,0.63101268455212,AL,2023-01-08,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,1
58,0.97817686335077,0.2965590955489985,AL,2023-01-09,1,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0
59,1.03829482288388,0.2381601817682845,AL,2023-01-10,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
60,0.495804434756377,0.3219254981752245,AL,2023-01-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
61,0.937727705870199,0.438572995491054,AL,2023-01-12,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1
62,NA,NA,AL,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2023-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,1.37745651314769,0.2280433280099775,AL,2023-01-18,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1
68,0.248671366995242,0.12817823586729,AL,2023-01-19,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
69,0.25505147834393,0.13208013653858,AL,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
70,NA,NA,AL,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.276162872545129,0.144749305149535,AL,2023-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
73,0.288217996644742,0.1492728231179225,AL,2023-01-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,0.483335556919647,0.415808964071901,AL,2023-01-25,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
75,0.84788012417066,0.49446739840279,AL,2023-01-26,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,0.968378848374714,0.3039758052500795,AL,2023-01-27,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1
77,0.903232180596029,0.66476233153132,AL,2023-01-28,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
78,NA,NA,AL,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,1.41429232646653,0.3708542533128615,AL,2023-01-30,1,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1
80,0.360376334474655,0.3622140751096595,AL,2023-01-31,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
81,NA,NA,AL,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,0.735202356947636,0.36830985738686,AL,2023-02-02,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
83,NA,NA,AL,2023-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.304096814807022,0.329173978152888,AL,2023-02-04,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
85,0.710339121556685,0.2206464243775965,AR,2022-12-25,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
86,2.91186456204391,0.1185406876255785,AR,2022-12-26,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0,1
87,1.10587167618162,0.3093479025623045,AR,2022-12-27,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
88,0.782721794676376,0.274643486434285,AR,2022-12-28,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1
89,5.5558425349591,0.3944333434409235,AR,2022-12-29,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1,1
90,2.30148580181733,0.2179074125728935,AR,2022-12-30,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1
91,0.703579909132574,0.2956594563967325,AR,2022-12-31,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
92,0.0762747457185385,0.055984828428323,AR,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0
93,0.801031890040569,0.126974657375762,AR,2023-01-02,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
94,1.54233795641565,0.2373024480492545,AR,2023-01-03,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1
95,2.47062795937966,0.214208128440642,AR,2023-01-04,1,1,0,1,1,1,0,1,1,0,0,0,1,0,1,0
96,3.85547736267515,0.3380561277707725,AR,2023-01-05,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0
