...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23F_50_CI,X24A_50_CI,X23I_50_CI,other_50_CI,X23A_95_CI,X23B_95_CI,X23F_95_CI,X24A_95_CI,X23I_95_CI,other_95_CI
21,NA,NA,AK,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,NA,NA,AK,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,0.701354575182019,0.259789341891962,AK,2024-01-23,1,1,1,0,1,1,1,0,1,0,1,1
25,NA,NA,AK,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,0.699691748189116,0.4110226306523335,AK,2024-01-25,1,1,1,1,1,0,1,1,1,0,1,0
27,0.691947157954953,0.254867075882337,AK,2024-01-26,1,1,1,0,1,1,1,1,1,1,1,1
28,0.275394304037387,0.2534588219377875,AK,2024-01-27,1,1,1,1,1,1,1,1,1,1,1,1
29,0.269910464676172,0.2521639767729865,AK,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
30,0.269147680307288,0.2509809452877285,AK,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1
31,0.263193996773899,0.2499082300598195,AK,2024-01-30,1,1,1,1,1,1,1,1,0,0,1,1
32,NA,NA,AK,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,0.254931256048616,0.248088359770199,AK,2024-02-01,1,1,1,1,1,1,1,1,0,0,1,1
34,0.603861967951705,0.3343664121015505,AK,2024-02-02,1,1,1,1,1,1,1,1,1,0,1,0
35,NA,NA,AK,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,NA,NA,AK,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38,NA,NA,AK,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2024-02-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2024-02-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,NA,NA,AL,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,0.598411896435244,0.403610594021169,AL,2024-01-02,1,1,1,0,1,1,1,1,1,1,1,1
46,0.775338097085959,0.3992061549600435,AL,2024-01-03,0,1,1,1,1,1,0,1,1,0,1,1
47,0.571013587573559,0.3877488723323755,AL,2024-01-04,1,1,1,0,1,1,1,1,1,1,1,1
48,NA,NA,AL,2024-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,1.23680363045287,0.399778157753455,AL,2024-01-07,1,1,0,0,1,1,1,0,1,0,1,1
51,NA,NA,AL,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,NA,NA,AL,2024-01-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,NA,NA,AL,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.462603794283895,0.307658019646838,AL,2024-01-15,1,1,1,1,1,1,1,1,0,0,1,1
59,NA,NA,AL,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,0.425705027925488,0.2994795274851595,AL,2024-01-18,1,1,1,1,1,1,1,1,1,1,1,1
62,NA,NA,AL,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.3877300108596,0.264825726161832,AL,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1
66,NA,NA,AL,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,NA,NA,AL,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.489378449126413,0.364800095263397,AL,2024-01-26,1,1,1,1,1,1,1,1,0,0,1,1
70,NA,NA,AL,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,0.315050634291496,0.2158879405144585,AL,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
76,NA,NA,AL,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.584776643224231,0.4321276647366275,AL,2024-02-05,1,1,0,1,1,1,1,1,0,0,1,1
80,NA,NA,AL,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.718252297121066,0.481787632513605,AL,2024-02-07,1,1,1,1,1,0,0,1,1,1,1,0
82,0.263368341024642,0.1899549389087145,AL,2024-02-08,1,1,1,1,1,1,1,1,1,0,1,0
83,NA,NA,AL,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,0.404468175870685,0.250858573436109,AR,2024-01-02,1,1,1,1,1,1,1,1,0,0,1,1
88,1.52556461424554,0.2458327489302535,AR,2024-01-03,1,1,1,0,1,1,1,1,0,0,1,0
89,1.4617561761391,0.331804581391782,AR,2024-01-04,1,1,0,1,1,1,1,1,0,0,1,0
90,0.384721172480331,0.236130055843789,AR,2024-01-05,1,1,1,1,1,1,1,1,0,0,1,1
91,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,0.627953573217342,0.488494452876187,AR,2024-01-10,1,1,1,1,1,0,0,1,1,1,1,0
96,0.81532911499979,0.209344362831069,AR,2024-01-11,1,1,1,0,1,1,1,1,1,0,1,0
97,0.562921850586852,0.350176043397125,AR,2024-01-12,1,1,1,1,1,1,1,1,0,0,1,1
98,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,NA,NA,AR,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,NA,NA,AR,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,0.267107818669295,0.1773235509173365,AR,2024-01-19,1,1,1,1,1,1,1,1,1,0,1,0
105,NA,NA,AR,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.244006187583586,0.1659828934456315,AR,2024-01-22,1,1,1,1,1,1,1,1,1,1,1,1
108,NA,NA,AR,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,0.620672097122727,0.158561531453714,AR,2024-01-24,1,1,1,1,1,1,1,1,0,0,1,1
110,NA,NA,AR,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,0.185640915053832,0.1298153440773065,AR,2024-02-01,1,1,1,1,1,1,1,1,0,0,1,1
118,NA,NA,AR,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,0.169303099741691,0.112683082844367,AR,2024-02-06,1,1,1,1,1,1,1,1,1,0,1,0
123,0.159669689089198,0.1093531762204605,AR,2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
124,0.402201091606234,0.106059987855241,AR,2024-02-08,1,1,1,1,1,1,1,1,1,0,1,0
125,0.391307676543746,0.102805561000663,AR,2024-02-09,1,1,1,1,1,1,1,1,0,0,1,1
126,NA,NA,AR,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.66714476986982,0.328302000549905,AZ,2023-12-31,1,1,1,0,1,1,1,0,1,0,1,1
128,9.0082022158461,0.363169304136137,AZ,2024-01-01,0,1,0,0,1,0,0,0,0,0,1,0
129,12.4878485761472,0.3429215766024235,AZ,2024-01-02,0,0,0,0,1,1,1,0,0,0,0,0
130,1.5700621570801,0.344715955059147,AZ,2024-01-03,1,1,1,0,1,1,0,1,0,0,1,1
131,1.45311769450314,0.3329191195431915,AZ,2024-01-04,1,1,0,0,1,1,1,1,0,0,1,1
132,0.655636624700254,0.2847582538281735,AZ,2024-01-05,1,1,1,1,1,1,1,0,0,0,1,1
133,3.27041585417199,0.26667155443935,AZ,2024-01-06,1,1,0,0,1,1,1,0,1,0,1,0
134,3.12671271696537,0.245369053823161,AZ,2024-01-07,1,1,0,0,1,1,1,1,0,0,1,0
135,5.45876830375795,0.2624944520424115,AZ,2024-01-08,1,1,0,0,1,1,1,0,0,0,1,1
136,7.34248120347108,0.267684840005352,AZ,2024-01-09,1,0,0,0,0,0,1,0,0,0,0,0
137,0.759912963413519,0.2056957443923135,AZ,2024-01-10,1,1,1,0,1,1,1,1,0,0,1,1
138,0.920333992704767,0.29352267294108503,AZ,2024-01-11,1,1,1,1,1,1,1,0,0,0,1,0
139,1.2569447565807499,0.2437630736109245,AZ,2024-01-12,1,1,1,0,1,1,1,1,0,0,1,1
140,1.86148712501746,0.2424004968710055,AZ,2024-01-13,1,1,0,0,1,1,1,0,0,0,1,1
141,2.12426915613274,0.250002572084419,AZ,2024-01-14,1,1,1,0,1,1,1,0,0,0,1,0
142,11.2113197157548,0.227699943945755,AZ,2024-01-15,1,1,0,0,1,0,0,0,0,0,0,0
143,0.538705702622835,0.1349468338341665,AZ,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1
144,4.45087941280324,0.209664471167637,AZ,2024-01-17,1,1,0,0,1,0,0,0,0,0,1,0
145,0.954482009652436,0.2494719436413645,AZ,2024-01-18,1,0,1,1,1,1,1,0,0,1,1,1
146,1.14051315616246,0.1053523634238245,AZ,2024-01-19,1,1,1,0,1,1,1,1,0,0,1,0
147,0.500906824088504,0.205841219670866,AZ,2024-01-20,1,1,1,1,1,1,0,1,0,0,1,0
148,4.14245097739853,0.2158748882651425,AZ,2024-01-21,1,1,0,0,0,1,0,0,0,0,0,0
149,4.75531445357885,0.11086315263897,AZ,2024-01-22,1,1,0,0,1,1,1,1,0,0,1,0
150,5.47182972134616,0.1139116926216425,AZ,2024-01-23,1,1,0,0,1,0,0,0,0,0,0,0
151,0.899508550949266,0.2978682705083345,AZ,2024-01-24,1,1,1,1,1,1,0,1,1,0,0,0
152,0.530651821377368,0.0594293295415585,AZ,2024-01-25,1,1,1,1,1,1,1,1,1,1,1,1
153,0.733196134179813,0.3687022830618545,AZ,2024-01-26,1,1,1,1,1,0,1,1,1,0,1,0
154,2.4164098706491,0.1424789155097245,AZ,2024-01-27,1,1,0,0,0,1,0,0,0,0,0,1
155,0.0665816976837237,0.04293193681080855,AZ,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
156,2.40619950431868,0.11990586933285,AZ,2024-01-29,1,1,1,0,1,0,1,1,0,0,0,1
157,1.87581033525334,0.1049719704896705,AZ,2024-01-30,1,1,1,0,1,1,0,0,0,0,1,0
158,1.687476822028,0.081515944596368,AZ,2024-01-31,1,1,0,0,1,1,0,0,0,0,1,0
159,0.283560717050375,0.02676470329886155,AZ,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
160,0.258379241455257,0.02362527915681165,AZ,2024-02-02,1,1,1,1,1,1,1,1,1,0,1,0
161,NA,NA,AZ,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
162,0.327859240057437,0.0182706921758457,AZ,2024-02-04,1,1,1,1,1,1,1,1,1,1,1,1
163,1.42598713056298,0.1537902826847405,AZ,2024-02-05,1,1,0,1,1,1,1,0,0,1,1,1
164,2.09696830433245,0.04750890411128045,AZ,2024-02-06,1,1,0,0,1,1,0,1,1,0,1,1
165,1.93532544743287,0.01221113811587065,AZ,2024-02-07,1,1,1,0,1,1,0,1,0,0,1,1
166,0.0191179894308479,0.0106310530349768,AZ,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
167,0.865316054650721,0.289057721282634,AZ,2024-02-09,1,1,1,1,1,0,1,1,1,0,1,0
168,0.0488631607011387,0.00801189988587825,AZ,2024-02-10,1,1,1,1,1,1,1,1,1,1,1,1
169,0.928991382509295,0.28625504007553,CA,2023-12-31,1,1,1,0,1,1,1,1,0,0,1,1
170,0.607155169465329,0.278371183705763,CA,2024-01-01,1,1,1,1,1,1,1,1,0,0,1,1
171,2.05469208475062,0.2921535135533865,CA,2024-01-02,1,1,1,0,1,1,1,1,0,0,1,1
172,3.49783105372337,0.2812267798926005,CA,2024-01-03,1,1,1,0,1,1,0,1,0,0,1,0
173,7.30186149600055,0.304881359941043,CA,2024-01-04,1,1,0,0,1,1,0,0,0,0,0,1
174,4.20581225384495,0.282157000383875,CA,2024-01-05,1,1,0,0,1,1,0,0,0,0,1,0
175,1.62656303259043,0.320657720705363,CA,2024-01-06,1,1,0,1,1,1,1,0,0,0,1,1
176,1.15240313712452,0.4507188869793575,CA,2024-01-07,0,1,1,1,0,1,0,1,1,0,1,1
177,7.87404544888616,0.2803685302233335,CA,2024-01-08,0,1,0,0,1,0,0,0,0,0,0,0
178,25.0916008390975,0.2226776539543705,CA,2024-01-09,0,0,0,0,1,0,0,0,0,0,0,0
179,26.1778068487878,0.220160090235871,CA,2024-01-10,1,0,0,0,0,0,0,0,0,0,0,0
180,18.7101641533589,0.2143070268442295,CA,2024-01-11,1,1,0,0,1,0,0,0,0,0,0,0
181,14.3646538211009,0.214316285424199,CA,2024-01-12,0,1,0,0,1,1,0,0,0,0,0,0
182,8.68401281860078,0.183129856461293,CA,2024-01-13,0,1,0,0,1,0,0,0,0,0,1,0
183,3.53854840872971,0.236648443064932,CA,2024-01-14,1,1,0,0,1,1,0,0,0,0,0,0
184,3.04291700117557,0.245667198183617,CA,2024-01-15,1,1,0,0,1,1,0,0,0,0,0,0
185,5.12666043966664,0.202987616627737,CA,2024-01-16,1,1,0,0,1,0,0,1,0,0,0,0
186,5.97784724770752,0.112696396253122,CA,2024-01-17,1,1,0,0,1,0,1,1,0,0,1,0
187,3.55873848163031,0.179275883039505,CA,2024-01-18,1,1,1,0,1,1,0,0,0,0,1,0
188,3.72587705210727,0.097847912257678,CA,2024-01-19,1,1,0,0,1,1,0,1,0,0,1,0
189,3.04885858326996,0.132933179057045,CA,2024-01-20,1,1,0,0,1,1,0,1,0,0,1,0
190,0.872558139125234,0.2402339472556485,CA,2024-01-21,1,1,1,1,0,1,0,1,1,1,0,1
191,5.85805702781415,0.1174352628670795,CA,2024-01-22,1,1,0,0,1,1,0,1,0,0,0,0
192,3.61519969111537,0.072239942572302,CA,2024-01-23,1,1,0,0,1,1,0,1,1,0,0,1
193,1.94932644697858,0.1248299678256095,CA,2024-01-24,1,1,0,0,1,1,1,1,0,0,1,0
194,3.41173571367965,0.1603501289308145,CA,2024-01-25,0,1,0,0,1,1,1,0,0,1,1,1
195,4.69559308920601,0.1414444434567255,CA,2024-01-26,1,1,0,0,1,1,0,0,0,0,1,0
196,4.42326698690262,0.0519009178677365,CA,2024-01-27,1,1,0,0,1,1,1,1,0,0,1,1
197,3.50686329728331,0.0793068516004925,CA,2024-01-28,1,1,0,0,1,1,0,1,1,0,0,0
198,9.0134719438838,0.106162767712645,CA,2024-01-29,0,1,0,0,1,1,0,0,0,0,1,0
199,10.9247511319239,0.0829319068952275,CA,2024-01-30,0,1,0,0,1,0,0,0,0,0,1,0
200,7.93025341888232,0.097803789616804,CA,2024-01-31,0,1,0,0,1,0,0,0,0,0,0,0
201,8.58190446560164,0.1149982155408315,CA,2024-02-01,0,1,0,0,1,1,0,0,0,0,1,0
202,5.76113753801935,0.117919639425452,CA,2024-02-02,0,1,0,0,1,0,0,0,1,0,1,0
203,4.84878929184663,0.0593618184496015,CA,2024-02-03,0,1,1,0,1,0,0,1,1,0,0,1
204,3.16914216791903,0.054284195353079,CA,2024-02-04,1,1,0,0,0,1,1,1,1,0,0,0
205,3.48324644837832,0.0740455946186045,CA,2024-02-05,0,1,0,0,1,1,0,1,1,0,1,1
206,4.07297372893518,0.1011551925802115,CA,2024-02-06,0,1,1,0,0,1,0,0,0,0,0,0
207,3.88207860510875,0.088599452507942,CA,2024-02-07,0,1,1,0,1,1,0,1,0,0,1,0
208,7.87767932355667,0.04439142635919275,CA,2024-02-08,0,1,0,0,1,0,0,1,0,0,0,0
209,4.95734844317572,0.1149743109269345,CA,2024-02-09,0,1,0,1,1,0,0,0,0,0,1,0
210,1.63361405665204,0.138322370924945,CA,2024-02-10,1,1,1,1,1,0,0,1,0,0,1,0
211,NA,NA,CO,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.446532727935454,0.2856329768648805,CO,2024-01-01,1,1,1,1,1,1,1,1,1,1,1,1
213,1.18680347198613,0.3010020216172535,CO,2024-01-02,1,1,0,1,1,1,1,0,0,0,1,0
214,1.62430530548776,0.308957980617283,CO,2024-01-03,1,1,1,0,1,1,1,1,1,0,1,0
215,0.408245310756018,0.3016042778149945,CO,2024-01-04,1,1,1,1,1,1,1,0,1,0,1,1
216,1.28497972403637,0.3778634287488685,CO,2024-01-05,1,1,0,1,1,1,1,0,0,0,1,1
217,NA,NA,CO,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1.12595830157201,0.3104751904619,CO,2024-01-08,1,1,0,1,1,1,1,0,0,0,1,1
220,0.321287245374828,0.2793942068867175,CO,2024-01-09,1,1,1,1,1,1,1,1,0,0,1,1
221,0.516775513442146,0.318066957923032,CO,2024-01-10,1,1,1,1,1,1,1,1,1,1,1,1
222,1.31618404389793,0.2687756220881825,CO,2024-01-11,1,1,1,0,1,1,1,1,0,0,1,1
223,0.639459172159352,0.3735243726141225,CO,2024-01-12,1,1,1,1,1,1,1,0,1,0,1,0
224,0.313674661029704,0.258436578769905,CO,2024-01-13,1,1,1,1,1,1,1,1,1,0,1,0
225,NA,NA,CO,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.301279941822099,0.2483641846500775,CO,2024-01-15,1,1,1,1,1,1,1,1,1,1,1,1
227,0.28800674141692,0.2434250494194135,CO,2024-01-16,1,1,1,1,1,1,1,1,1,1,1,1
228,0.729723176366803,0.2385496991455505,CO,2024-01-17,1,1,1,0,1,1,1,1,1,0,0,1
229,1.17256525972703,0.2337379076666815,CO,2024-01-18,1,1,1,0,1,1,0,1,0,0,1,0
230,0.70205536916479,0.2289898583047285,CO,2024-01-19,1,1,1,0,1,1,1,1,0,0,1,1
231,NA,NA,CO,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,2.03826003533133,0.2151365663800085,CO,2024-01-22,1,1,1,0,1,1,0,1,0,0,1,1
234,0.665130034752427,0.210654145213653,CO,2024-01-23,1,1,1,0,1,1,1,1,1,1,1,1
235,NA,NA,CO,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
236,NA,NA,CO,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,0.622414560733176,0.1976464597262075,CO,2024-01-26,1,1,1,1,1,1,1,1,0,0,1,1
238,NA,NA,CO,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,1.42919561275766,0.185368346387629,CO,2024-01-29,1,1,1,0,1,1,1,1,0,0,1,1
241,0.220929347656468,0.181455895352969,CO,2024-01-30,1,1,1,1,1,1,1,1,1,0,1,0
242,0.222375748718929,0.177640535402205,CO,2024-01-31,1,1,1,1,1,1,1,1,0,0,1,1
243,1.36040352509014,0.1739264481103255,CO,2024-02-01,1,1,1,0,1,1,1,1,0,0,1,1
244,0.95401226197183,0.1703176942637505,CO,2024-02-02,1,1,1,0,1,1,1,1,0,0,1,1
245,NA,NA,CO,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.200324581326118,0.1601604038172905,CO,2024-02-05,1,1,1,1,1,1,1,0,1,0,1,1
248,0.202050459272278,0.1570081773544765,CO,2024-02-06,1,1,1,1,1,1,1,1,0,0,1,1
249,0.194528978584517,0.1539768598949885,CO,2024-02-07,1,1,1,1,1,1,1,1,0,0,1,1
250,0.514120466813644,0.1510681401819585,CO,2024-02-08,1,1,1,1,1,1,1,1,0,0,1,1
251,0.513171687866358,0.1482831240716795,CO,2024-02-09,1,1,1,1,1,1,1,1,0,0,1,1
252,0.643820929885308,0.3529574030793905,CO,2024-02-10,1,1,1,1,1,0,1,0,1,1,1,0
253,0.288443418201442,0.272321400435169,CT,2023-12-31,1,1,1,1,1,1,1,1,1,0,1,0
254,NA,NA,CT,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,7.37103859712321,0.2544876722290475,CT,2024-01-02,1,1,0,0,1,0,1,1,0,0,1,1
256,4.02981248241895,0.2833184265033815,CT,2024-01-03,1,1,0,0,1,1,1,1,0,0,1,1
257,0.903849743312773,0.3044081516077555,CT,2024-01-04,1,1,1,1,1,1,0,1,0,1,1,0
258,1.47917238165158,0.2420681735886715,CT,2024-01-05,1,1,1,0,1,1,0,1,0,0,1,1
