...1,es_score,brier_score,location,target_date,X21L_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X21L_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
1,0.206709684847638,0.1266988410735695,AK,2023-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2,0.731786474326799,0.2229360250706545,AK,2023-01-16,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
3,2.10243004170042,0.257096179917118,AK,2023-01-17,1,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1
4,1.20510276370518,0.226290327572866,AK,2023-01-18,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1
5,1.04595668734528,0.3691647933619015,AK,2023-01-19,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
6,1.76329375650109,0.2131298929435335,AK,2023-01-20,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
7,NA,NA,AK,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,0.430140158154088,0.3045050769733115,AK,2023-01-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,0.582249616925087,0.143827895069509,AK,2023-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
10,1.62305682797106,0.249209368703708,AK,2023-01-24,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1
11,1.55592991949587,0.351853535376587,AK,2023-01-25,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0
12,2.55089717755903,0.1837614837810875,AK,2023-01-26,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1
13,1.24096573657037,0.35844366929615,AK,2023-01-27,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
14,0.228110794838073,0.1563671541988345,AK,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,0.449296404816053,0.2484943083096625,AK,2023-01-29,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1
