"","es_score","brier_score","location","target_date","X22A_50_CI","X22B_50_CI","X22D_50_CI","X22E_50_CI","X22F_50_CI","X23A_50_CI","X23C_50_CI","other_50_CI","X22A_95_CI","X22B_95_CI","X22D_95_CI","X22E_95_CI","X22F_95_CI","X23A_95_CI","X23C_95_CI","other_95_CI"
"1",0.806597676823906,0.794385731983607,"AK",2023-01-01,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"2",1.08726289948659,0.566573216516289,"AK",2023-01-02,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0
"3",2.32172661173504,0.605009032040955,"AK",2023-01-03,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1
"4",1.69293995104535,0.485799926080194,"AK",2023-01-04,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,1
"5",0.891533115778366,0.325350963858188,"AK",2023-01-05,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0
"6",0.848629928598257,0.63064096536592,"AK",2023-01-06,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
"7",0.643316859509943,0.715176645430454,"AK",2023-01-07,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
"8",0.189908997438441,0.311754822777237,"AK",2023-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"9",1.02689504965316,0.655708486950904,"AK",2023-01-09,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
"10",1.32822174139203,0.435048157363008,"AK",2023-01-10,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
"11",0.919167054377338,0.559893452077983,"AK",2023-01-11,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
"12",1.20520806316428,0.296469622747637,"AK",2023-01-12,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1
"13",1.23243914647218,0.551819465961674,"AK",2023-01-13,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1
"14",0.176273206840539,0.290085970916498,"AK",2023-01-14,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"15",0.172783408602276,0.287224353071094,"AK",2023-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"16",0.716252382304204,0.474957406960581,"AK",2023-01-16,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"17",2.1131530292559,0.536309426116875,"AK",2023-01-17,1,0,1,1,0,1,1,1,0,0,1,1,0,0,1,1
"18",0.962049123825253,0.461991055658433,"AK",2023-01-18,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
"19",1.26918893521536,0.774225905196596,"AK",2023-01-19,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1
"20",1.57202383099435,0.440415538821171,"AK",2023-01-20,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,0
"21",NA,NA,"AK",2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22",0.534596099198506,0.635701839436585,"AK",2023-01-22,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"23",0.441132534655613,0.273282447091247,"AK",2023-01-23,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"24",1.28604497772179,0.48837640378069,"AK",2023-01-24,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1
"25",1.78400480617523,0.709812448270267,"AK",2023-01-25,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,0
"26",1.91013506351498,0.349376808665336,"AK",2023-01-26,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,1
"27",1.66597045818301,0.749068469029378,"AK",2023-01-27,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
"28",0.163969605419955,0.274333477969693,"AK",2023-01-28,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"29",0.487468878699396,0.494387036037024,"AK",2023-01-29,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"30",0.759222796450286,0.277345196399724,"AK",2023-01-30,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1
"31",2.06135004906653,0.64010225586279,"AK",2023-01-31,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
"32",1.46135002288448,0.899389947018158,"AK",2023-02-01,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1
"33",4.68522087436506,0.686900611626966,"AK",2023-02-02,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1
"34",1.45478984025237,0.843068222146346,"AK",2023-02-03,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1
"35",1.25415344323306,0.537223314937023,"AK",2023-02-04,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1
"36",2.18098573290265,0.85075529844857,"AK",2023-02-05,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1
"37",9.65614887573326,0.799315377430704,"AK",2023-02-06,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1
"38",2.65297918135489,0.814423462719554,"AK",2023-02-07,1,1,1,0,1,0,0,1,1,1,1,1,1,0,0,1
"39",2.99516573608969,0.751319857061122,"AK",2023-02-08,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,1
"40",0.453988343415568,0.557864286175609,"AK",2023-02-09,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
"41",5.11280004536758,0.780690956597833,"AK",2023-02-10,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1
"42",3.08106466277739,0.693762438027068,"AK",2023-02-11,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,1
"43",NA,NA,"AL",2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44",1.76130336998683,0.465946111417296,"AL",2023-01-02,1,0,1,1,1,1,1,1,1,0,0,0,1,0,0,1
"45",1.19765806791127,0.451700782351306,"AL",2023-01-03,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1
"46",2.59419210511534,0.744043004989956,"AL",2023-01-04,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0
"47",2.12537228149188,0.557302579373026,"AL",2023-01-05,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,1
"48",1.5711764238766,0.769182101347634,"AL",2023-01-06,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
"49",1.93346843051961,0.8671175024558,"AL",2023-01-07,1,1,1,0,1,1,0,0,1,0,1,1,1,1,1,0
"50",1.37326227946763,1.27334072447608,"AL",2023-01-08,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,1
"51",1.26770004079104,0.613962721113758,"AL",2023-01-09,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1
"52",1.10676201732888,0.488106905316,"AL",2023-01-10,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
"53",0.680819048092886,0.733181254717291,"AL",2023-01-11,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
"54",1.16939702746785,0.948573677006174,"AL",2023-01-12,1,1,1,1,1,0,0,1,0,1,1,1,0,0,0,1
"55",NA,NA,"AL",2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56",NA,NA,"AL",2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57",NA,NA,"AL",2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",NA,NA,"AL",2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",NA,NA,"AL",2023-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",0.949018744928372,0.410431335552308,"AL",2023-01-18,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1
"61",0.127213346414433,0.191848190349215,"AL",2023-01-19,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"62",0.130524840606518,0.198236289014763,"AL",2023-01-20,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"63",NA,NA,"AL",2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",NA,NA,"AL",2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",0.15096291358102,0.221506910549564,"AL",2023-01-23,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"66",0.148564958923407,0.230788480733775,"AL",2023-01-24,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
"67",0.758153399406708,1.05567101095443,"AL",2023-01-25,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"68",1.11853022258303,1.06216146353894,"AL",2023-01-26,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1
"69",1.63905239034512,0.708483873851885,"AL",2023-01-27,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
"70",0.943073362662904,1.31371543903488,"AL",2023-01-28,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0
"71",NA,NA,"AL",2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",2.20270449183893,0.921941757847294,"AL",2023-01-30,1,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1
"73",0.64743231442718,0.892713554211416,"AL",2023-01-31,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1
"74",NA,NA,"AL",2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",1.11017793081681,0.770461665000365,"AL",2023-02-02,1,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1
"76",NA,NA,"AL",2023-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",0.560988482134336,0.769869308294285,"AL",2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"78",0.267873275895878,0.4234612943466,"AL",2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"79",0.375636384481445,0.576995788731443,"AL",2023-02-06,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
"80",0.289488045276957,0.47322522479068,"AL",2023-02-07,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
"81",2.42069251423721,0.642664743555952,"AL",2023-02-08,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1
"82",0.777895636889607,1.1339973209499,"AL",2023-02-09,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
"83",0.456783216472849,0.579930933889721,"AL",2023-02-10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"84",NA,NA,"AL",2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",0.125369042235559,0.179004601537247,"AR",2023-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"86",1.17715169853672,0.283193144408471,"AR",2023-01-02,1,1,1,0,1,1,1,1,0,0,0,0,1,1,1,1
"87",1.30592849568807,0.470229994519642,"AR",2023-01-03,1,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1
"88",3.1978452009217,0.434930068757961,"AR",2023-01-04,1,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
"89",3.48833626014168,0.667569226027986,"AR",2023-01-05,0,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0
"90",1.09860314262626,0.569461746282536,"AR",2023-01-06,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
