...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,other_95_CI
1,0.639735886599485,0.01855838540937775,AK,2022-08-07,1,1,1,0,0,1
2,0.78005322886141,0.096488312817995,AK,2022-08-08,1,1,1,0,1,0
3,1.22922140494431,0.089990389129169,AK,2022-08-09,1,1,1,0,1,0
4,2.17531859719345,0.0175604199896858,AK,2022-08-10,0,0,1,0,0,1
5,0.398915707974861,0.141956681776353,AK,2022-08-11,1,1,1,0,0,1
6,0.578470410631265,0.0171549623126537,AK,2022-08-12,1,1,1,0,0,1
7,0.764287459814043,0.1531518816275735,AK,2022-08-13,1,1,1,0,0,1
8,0.451918698128453,0.166685354135776,AK,2022-08-14,1,1,1,1,1,1
9,0.79940967350028,0.01690498220867965,AK,2022-08-15,1,1,1,1,0,0
10,0.353364786328957,0.1000063729222965,AK,2022-08-16,1,1,1,1,0,0
11,0.917218261935895,0.09150553079471,AK,2022-08-17,1,1,1,0,1,0
12,0.153235135522385,0.0170733469649227,AK,2022-08-18,1,1,1,1,1,1
13,0.358968763606308,0.0916335049012205,AK,2022-08-19,1,1,1,1,1,1
14,0.843928809818518,0.388514779203842,AK,2022-08-20,0,1,1,1,1,1
15,0.465715511644247,0.01767607829559225,AK,2022-08-21,1,1,1,1,1,1
16,1.27479548935854,0.2637472030561755,AK,2022-08-22,0,0,1,0,1,0
17,0.0209774115728744,0.01834237261938395,AK,2022-08-23,1,1,1,1,1,1
18,NA,NA,AK,2022-08-24,NA,NA,NA,NA,NA,NA
19,0.0809572472298131,0.0192475853797562,AK,2022-08-25,1,1,1,0,0,1
20,NA,NA,AK,2022-08-26,NA,NA,NA,NA,NA,NA
21,0.086378499372619,0.02042542541822725,AK,2022-08-27,1,1,1,1,1,1
22,0.091587148011625,0.0211300929746578,AK,2022-08-28,1,1,1,1,1,1
23,0.187078344668226,0.02192071907074385,AK,2022-08-29,1,1,1,1,1,1
24,0.0939278488293326,0.0228050388133258,AK,2022-08-30,1,1,1,0,0,1
25,0.372747544009865,0.162755173167038,AK,2022-08-31,1,1,1,0,0,1
26,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA
27,0.0321160404224986,0.02611363382121635,AK,2022-09-02,1,1,1,1,0,0
28,NA,NA,AK,2022-09-03,NA,NA,NA,NA,NA,NA
