...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,2.89572768637621,0.0175186026888222,AK,2022-07-31,0,0,1,1,0,0,0,1
2,2.19439199473769,0.1019242654691295,AK,2022-08-01,0,0,1,1,0,0,1,1
3,0.923221221482359,0.0745224802975855,AK,2022-08-02,1,1,1,1,0,0,1,1
4,1.02305438202152,0.01652349989311245,AK,2022-08-03,1,0,1,1,0,0,1,0
5,0.62714538886273,0.153020942646357,AK,2022-08-04,1,1,1,1,0,1,0,1
6,0.897008147144053,0.1665252013618225,AK,2022-08-05,1,1,1,1,1,0,1,0
7,0.825457048206529,0.0163432072462402,AK,2022-08-06,1,1,1,1,0,0,1,1
8,0.825818661272552,0.01645624895466075,AK,2022-08-07,1,1,1,1,0,0,0,1
9,0.933891585672465,0.095197981363866,AK,2022-08-08,1,1,1,1,0,0,1,1
10,1.75961470878866,0.0888825064165305,AK,2022-08-09,1,0,1,1,0,0,1,1
11,2.93649682640349,0.01733154018948125,AK,2022-08-10,0,0,1,1,0,0,1,1
12,0.312139814101826,0.1404520580282315,AK,2022-08-11,1,1,1,1,0,0,1,1
13,0.863561507530426,0.01840194381813625,AK,2022-08-12,1,1,1,1,1,1,1,1
14,0.505670056280209,0.1510381390789855,AK,2022-08-13,1,1,1,1,0,0,1,1
15,0.31554447697428,0.163820196700495,AK,2022-08-14,1,1,1,1,1,1,1,1
16,1.26388032810626,0.0208842982847173,AK,2022-08-15,0,0,1,1,0,0,1,1
17,0.463113304521988,0.1002969496248665,AK,2022-08-16,1,1,1,1,0,0,1,1
18,1.49474409882441,0.0985260396323595,AK,2022-08-17,0,1,0,1,0,1,0,1
19,0.283737154019862,0.02471776590806805,AK,2022-08-18,1,1,1,1,1,0,0,1
20,0.664659097720286,0.0939835450581015,AK,2022-08-19,1,1,1,1,0,0,1,1
21,0.596666418803358,0.3605056351227835,AK,2022-08-20,1,1,1,1,0,0,1,1
22,0.902962144872495,0.03043083700037425,AK,2022-08-21,1,1,1,1,0,0,1,1
23,0.734824539005506,0.245516476812667,AK,2022-08-22,1,1,1,1,0,0,1,1
24,0.0596061175971273,0.0356757050551431,AK,2022-08-23,1,1,1,1,0,0,1,1
25,NA,NA,AK,2022-08-24,NA,NA,NA,NA,NA,NA,NA,NA
26,0.218742563097689,0.0424579941854687,AK,2022-08-25,1,1,1,1,0,0,1,1
27,NA,NA,AK,2022-08-26,NA,NA,NA,NA,NA,NA,NA,NA
28,0.247116011937318,0.0512256641005555,AK,2022-08-27,1,1,1,1,0,0,1,1
29,0.269657506247233,0.0565277110827845,AK,2022-08-28,1,1,1,1,1,1,1,1
30,0.525481820462933,0.062551784589221,AK,2022-08-29,1,1,1,1,0,0,1,1
31,0.303703660585013,0.069391706532848,AK,2022-08-30,1,1,1,1,1,1,1,1
32,0.387520425079732,0.1660841346862235,AK,2022-08-31,1,1,1,1,0,0,1,1
33,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA,NA,NA
34,0.12976001981165,0.095878113284153,AK,2022-09-02,1,1,1,1,1,1,1,1
35,NA,NA,AK,2022-09-03,NA,NA,NA,NA,NA,NA,NA,NA
36,0.155303318896203,0.119706239654765,AK,2022-09-04,1,1,1,1,1,1,1,1
37,NA,NA,AK,2022-09-05,NA,NA,NA,NA,NA,NA,NA,NA
38,0.837733119342193,0.149645730409153,AK,2022-09-06,1,1,1,1,0,0,1,1
39,0.201454311734996,0.1672009913075105,AK,2022-09-07,1,1,1,1,0,0,1,1
40,NA,NA,AK,2022-09-08,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2022-09-09,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2022-09-10,NA,NA,NA,NA,NA,NA,NA,NA
43,0.900580220618543,0.2060272410369615,AL,2022-07-31,1,1,1,1,1,0,0,1
