...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI
68,0.0369344074335572,0.024814134700368,AL,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
69,0.0344074199323312,0.0234724498624062,AL,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
70,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.978122520781629,0.399414408027993,AL,2023-03-20,1,1,1,1,1,0,1,1,1,1,1,1
73,NA,NA,AL,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.0229962438484886,0.0186593723942801,AL,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
75,NA,NA,AL,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.0240652478787792,0.01751967015438585,AL,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
77,1.01674805295385,0.402929242996362,AL,2023-03-25,1,1,1,1,1,0,1,1,0,1,1,0
78,NA,NA,AL,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0739650916376857,0.0165757981201447,AL,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,NA,NA,AL,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1.00018547632682,0.3219264364709185,AR,2023-02-19,1,1,0,1,1,1,0,1,0,1,1,0
86,0.6413849678733,0.319068709697087,AR,2023-02-20,1,1,1,1,1,1,0,1,0,1,1,0
87,5.08967653697772,0.349811316569874,AR,2023-02-21,0,1,0,0,1,0,1,0,0,0,1,0
88,0.905185978801775,0.29906279436878,AR,2023-02-22,1,1,1,1,1,1,0,1,0,1,1,1
89,1.98019832546631,0.2702820291983435,AR,2023-02-23,1,1,0,1,1,0,0,1,0,1,1,0
90,1.88805464307631,0.263098916428145,AR,2023-02-24,1,1,0,1,1,0,1,0,0,1,1,0
91,NA,NA,AR,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,0.468993080321373,0.2590787061086995,AR,2023-02-26,1,1,1,1,1,1,1,1,0,1,1,0
93,1.37927526030597,0.297291808759515,AR,2023-02-27,1,1,1,1,1,1,0,1,0,1,1,0
94,1.21502697090677,0.3567002007862445,AR,2023-02-28,1,1,1,1,1,0,0,1,0,1,1,1
95,1.91010050335235,0.1810979975832635,AR,2023-03-01,0,1,0,1,1,1,0,1,0,0,1,0
96,0.55726041835901,0.1684214604060085,AR,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
97,0.195676584621011,0.1561606991163565,AR,2023-03-03,1,1,1,1,1,1,1,1,0,1,1,0
98,NA,NA,AR,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2023-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,2.57304032786329,0.122187235924942,AR,2023-03-06,0,1,0,1,1,1,0,1,0,0,1,0
101,1.36624308982205,0.1118841503918305,AR,2023-03-07,1,1,0,1,1,1,0,1,0,0,1,1
102,0.752749380711082,0.1992975458536155,AR,2023-03-08,1,1,1,1,1,1,0,1,0,1,1,1
103,0.634194358065675,0.092916162194036,AR,2023-03-09,1,1,1,1,1,1,0,1,0,1,1,0
104,0.567542319605898,0.084269647540265,AR,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
105,1.06769254660381,0.7487715410394,AR,2023-03-11,1,1,1,1,0,1,1,1,1,1,0,0
106,NA,NA,AR,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.0803137679385713,0.061687024075737,AR,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
108,0.856061829655775,0.231284669471016,AR,2023-03-14,1,1,1,0,1,1,1,1,1,0,1,0
109,0.212674670059144,0.0493430816445403,AR,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
110,0.186799574794008,0.0439375009224097,AR,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
111,0.542246115721868,0.1702023171338575,AR,2023-03-17,1,1,1,1,1,1,0,1,0,1,1,1
112,0.776606403345489,0.373775522164413,AR,2023-03-18,0,1,1,1,1,1,0,1,1,1,1,0
113,NA,NA,AR,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.248832040346784,0.0268860778242607,AR,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
115,1.63814276559189,0.02363271907121785,AR,2023-03-21,1,1,0,1,1,1,0,1,0,1,1,1
116,3.77338659474662,0.02072698304102245,AR,2023-03-22,0,1,0,1,1,0,1,1,0,0,1,0
117,0.103424706450828,0.0181406924908731,AR,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
118,0.0972810446637876,0.01584627570276435,AR,2023-03-24,1,1,1,1,1,1,1,1,0,1,1,0
119,NA,NA,AR,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1.06412817686549,0.4430788456814625,AR,2023-03-26,1,1,1,0,1,1,1,1,0,0,1,1
121,0.0191361762211121,0.01045397149994475,AR,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
122,1.77212669652279,0.292105648966205,AR,2023-03-28,0,1,0,1,1,1,0,1,0,1,1,1
123,1.08562382107631,0.0078651341454386,AR,2023-03-29,1,1,0,1,1,1,1,1,0,1,1,0
124,0.0496562560256523,0.00680980953745375,AR,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
125,NA,NA,AR,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.85927326219668,0.289148774034332,AZ,2023-02-19,0,1,1,0,1,1,0,0,1,0,1,0
128,11.3562994795432,0.1889502557305045,AZ,2023-02-20,0,0,0,1,1,1,0,0,0,1,1,0
129,1.92463992909183,0.1712528555093285,AZ,2023-02-21,1,1,0,1,1,1,0,0,0,1,1,1
130,0.817419211160559,0.2333080285200545,AZ,2023-02-22,1,1,1,1,1,1,0,0,0,1,1,0
131,1.63292155092655,0.1261051029887955,AZ,2023-02-23,1,1,0,1,1,1,0,0,0,1,1,0
132,1.05233285743936,0.1848896939265835,AZ,2023-02-24,1,1,1,1,1,1,1,1,1,1,1,1
133,1.10606201823687,0.283081992788985,AZ,2023-02-25,1,1,1,1,1,1,0,0,0,1,1,0
134,2.45298211429471,0.165116150757787,AZ,2023-02-26,0,1,0,1,1,1,0,1,1,1,1,0
135,10.0911256759009,0.128327896716184,AZ,2023-02-27,0,1,0,1,1,1,0,0,0,1,1,0
136,5.78965388877163,0.1029722871313295,AZ,2023-02-28,0,1,0,1,1,0,0,0,0,1,1,0
137,2.50012059783877,0.1903315001192005,AZ,2023-03-01,0,1,1,0,1,1,0,0,0,0,1,0
138,1.60723959840222,0.209507059854863,AZ,2023-03-02,0,1,1,0,0,1,1,1,0,0,0,1
139,2.44727622843713,0.348040553119655,AZ,2023-03-03,1,0,0,1,1,1,0,0,0,1,1,0
140,2.81546959883051,0.377607766690847,AZ,2023-03-04,0,0,0,1,1,1,0,0,0,1,1,0
141,2.77176739840568,0.0900280074651955,AZ,2023-03-05,0,1,0,1,1,1,1,0,0,1,1,1
142,4.5259969665546,0.122062012776112,AZ,2023-03-06,0,1,0,1,0,1,1,1,0,0,0,0
143,4.33488430088493,0.0703275306608225,AZ,2023-03-07,0,1,0,1,1,1,0,1,0,1,0,0
144,0.459930439054562,0.2001596383456245,AZ,2023-03-08,1,1,1,1,1,1,1,0,0,1,1,1
145,0.533490176357908,0.02510660662715165,AZ,2023-03-09,1,1,1,1,1,1,0,1,0,1,1,0
146,0.342695169020554,0.02323802384073315,AZ,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
147,0.83313522500545,0.167259649535944,AZ,2023-03-11,1,1,1,1,1,1,0,0,1,1,1,1
148,2.11187367871879,0.080286127747558,AZ,2023-03-12,1,1,0,1,0,1,0,0,0,1,0,1
149,1.99685214872999,0.149968281275544,AZ,2023-03-13,1,0,1,0,1,1,0,1,0,0,1,0
150,0.939180396711434,0.08414653044982,AZ,2023-03-14,1,1,1,1,1,1,0,1,0,1,1,1
151,1.20726874428806,0.1170055649746665,AZ,2023-03-15,1,1,1,1,0,1,0,0,0,1,0,0
152,1.08171581235058,0.0151856624438373,AZ,2023-03-16,1,1,0,1,1,1,0,1,0,1,1,1
153,1.76173043932029,0.57053879830053,AZ,2023-03-17,1,0,0,1,0,1,1,0,0,1,0,1
154,2.02121389569859,0.541913233305485,AZ,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
155,1.26072834995848,0.1690687871949765,AZ,2023-03-19,1,1,1,0,1,1,0,0,1,0,1,0
156,2.2461195675129,0.092171080979763,AZ,2023-03-20,1,0,1,1,0,0,0,0,0,1,0,1
157,1.11045838814557,0.1682990369062395,AZ,2023-03-21,1,1,1,1,0,1,0,0,1,1,0,1
158,0.693596547129009,0.0978523673908415,AZ,2023-03-22,1,1,1,1,1,1,0,0,0,1,1,0
159,0.509391540622652,0.1133199644619175,AZ,2023-03-23,1,1,1,1,1,1,0,1,0,1,1,1
160,0.340117436534073,0.009977065659368,AZ,2023-03-24,1,1,1,1,1,1,0,1,0,1,1,1
161,0.0150006480739171,0.009614909746385,AZ,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
162,0.660261260252694,0.10264206042857,AZ,2023-03-26,1,1,1,1,1,1,1,0,0,1,1,1
163,1.82562970933382,0.1136256024013665,AZ,2023-03-27,1,1,1,1,0,1,0,1,0,1,0,1
164,2.2894991131975,0.04828927478474015,AZ,2023-03-28,0,1,0,1,1,1,0,1,0,1,1,1
165,0.937368493585064,0.00864810698540615,AZ,2023-03-29,1,1,0,1,1,1,1,1,1,1,1,1
166,1.68336646037119,0.226097120804947,AZ,2023-03-30,1,1,0,0,0,1,0,1,1,0,0,0
167,0.0441714820451185,0.0084312817369513,AZ,2023-03-31,1,1,1,1,1,1,1,0,0,1,1,1
168,0.905494670399787,0.292740631081578,AZ,2023-04-01,0,1,1,1,1,1,0,1,0,1,1,1
169,10.0294988106475,0.220102410653453,CA,2023-02-19,0,0,0,1,1,0,0,0,0,1,1,0
170,18.9388910964522,0.192557416670801,CA,2023-02-20,0,0,0,1,1,0,0,0,0,0,0,0
171,12.8103389375918,0.2071284999017765,CA,2023-02-21,0,1,0,1,1,0,0,0,0,1,0,0
172,29.7531686182402,0.206245623313709,CA,2023-02-22,0,1,0,1,1,1,0,1,0,1,0,1
173,39.0928396997937,0.208861972871586,CA,2023-02-23,0,0,0,1,1,1,0,0,0,0,1,0
174,44.5687331032349,0.164279535577545,CA,2023-02-24,0,1,0,0,1,0,0,1,0,0,1,0
175,5.67852336330339,0.238109586735349,CA,2023-02-25,0,1,0,1,0,1,0,0,0,0,0,0
176,6.22686465930884,0.167376589658443,CA,2023-02-26,0,1,0,1,1,0,0,1,0,0,1,0
177,6.48657538721675,0.187290775566131,CA,2023-02-27,1,0,0,1,1,0,0,0,0,0,1,0
178,12.5771465569437,0.1779295747066605,CA,2023-02-28,0,0,0,1,0,0,0,0,0,0,0,0
179,25.9855970346461,0.169201231158437,CA,2023-03-01,0,1,0,0,0,0,0,0,0,1,0,0
180,26.7886261318397,0.155442010345728,CA,2023-03-02,0,0,0,1,0,0,0,0,0,0,0,0
181,21.6176183683353,0.1629734906323125,CA,2023-03-03,0,1,0,1,1,1,0,1,0,0,0,0
182,22.5658531194953,0.1519637029603395,CA,2023-03-04,0,1,0,1,0,1,0,0,0,1,0,0
183,15.104365385004,0.090440434075882,CA,2023-03-05,0,1,0,1,1,0,0,0,0,0,1,0
184,2.04788559069727,0.160183557550319,CA,2023-03-06,1,1,0,1,1,0,0,0,0,1,1,0
185,4.61510803604841,0.1765782681569625,CA,2023-03-07,0,1,0,1,0,1,0,0,0,1,0,0
186,14.0050361800846,0.181367607163605,CA,2023-03-08,0,0,0,0,0,1,0,0,0,0,0,0
187,23.2006080421636,0.108603242674082,CA,2023-03-09,0,0,0,1,0,1,0,0,0,0,0,0
188,13.9472439260133,0.1356363169259835,CA,2023-03-10,0,0,0,1,0,1,0,0,0,0,0,1
189,12.2258517635482,0.1004760190567155,CA,2023-03-11,0,0,0,1,0,0,0,0,0,0,0,0
190,8.11025449467964,0.1518782521662245,CA,2023-03-12,0,0,0,1,0,1,0,0,0,1,0,0
191,7.03770498472018,0.168064050046949,CA,2023-03-13,0,0,1,1,0,0,0,0,0,0,0,0
192,6.25870080224743,0.1342816821842475,CA,2023-03-14,0,1,0,1,0,1,0,1,0,0,0,0
193,5.08290218256874,0.1327488133464615,CA,2023-03-15,0,0,0,1,1,0,0,0,0,0,1,1
194,11.5361694059389,0.1059582589839785,CA,2023-03-16,0,1,0,1,0,1,0,0,0,1,0,0
195,7.38612278692684,0.154367686283543,CA,2023-03-17,0,0,1,1,0,1,0,0,1,0,0,0
196,3.99191536218323,0.1349167602250965,CA,2023-03-18,0,1,1,1,0,0,0,1,0,0,0,0
197,1.73560809411193,0.165958429017413,CA,2023-03-19,1,1,1,1,0,1,0,1,0,0,0,0
198,10.3341517821553,0.071227784334396,CA,2023-03-20,0,1,0,1,1,1,0,0,0,1,0,0
199,6.85180460454545,0.095758872842798,CA,2023-03-21,0,1,0,1,1,1,0,0,0,0,1,0
200,6.14454404730865,0.124269459691735,CA,2023-03-22,0,1,1,1,0,1,0,0,0,1,0,0
201,6.86069776791727,0.138661377186619,CA,2023-03-23,0,0,1,1,0,1,0,0,0,0,0,0
202,5.31958978551415,0.1354011725950005,CA,2023-03-24,0,1,1,1,0,0,0,1,1,0,0,0
203,6.41354003884117,0.228021235958124,CA,2023-03-25,0,0,0,0,1,0,0,0,0,0,0,0
204,5.50455743183821,0.172449699022706,CA,2023-03-26,0,1,0,0,0,0,0,0,0,0,0,0
205,7.07064196897888,0.1015551656764755,CA,2023-03-27,0,1,0,1,1,0,0,0,0,1,0,0
206,4.52267746684083,0.05724512004257,CA,2023-03-28,0,1,0,1,1,1,0,0,0,0,0,0
207,6.74535015928316,0.1989986242874845,CA,2023-03-29,0,1,0,0,0,0,1,0,0,1,0,0
208,4.42583345171033,0.074468809529506,CA,2023-03-30,0,1,0,1,1,1,0,1,0,1,1,0
209,2.09881131985086,0.1192189949933695,CA,2023-03-31,0,1,1,0,1,1,0,0,1,1,0,0
210,6.99454036803395,0.2035268478604265,CA,2023-04-01,0,0,0,0,0,1,0,1,0,0,0,0
211,0.350993329199378,0.192743546967636,CO,2023-02-19,1,1,1,1,1,1,0,1,0,1,1,1
212,0.728696536892523,0.1429175441802755,CO,2023-02-20,1,1,1,1,1,1,0,1,0,1,1,1
213,1.92667607456364,0.07704893704717,CO,2023-02-21,1,1,0,1,1,1,0,0,0,1,1,0
214,0.918870175574397,0.162544035342181,CO,2023-02-22,1,0,1,1,1,1,0,0,0,1,1,1
215,0.785751797286796,0.03111029005723435,CO,2023-02-23,1,1,1,1,1,1,1,1,1,1,1,1
216,1.260577687003,0.02814447434257205,CO,2023-02-24,1,1,0,1,1,1,1,1,1,1,1,1
217,0.383601232867642,0.0254606276096979,CO,2023-02-25,1,1,1,1,1,1,0,1,0,1,1,1
218,0.351202284509604,0.0230341577241314,CO,2023-02-26,1,1,1,1,1,1,1,1,0,1,1,0
219,1.00555586770748,0.0690015716994495,CO,2023-02-27,1,1,0,1,1,1,0,1,0,1,1,1
220,0.859411169197976,0.154078063025382,CO,2023-02-28,1,0,1,1,1,1,1,0,0,1,1,1
221,2.19608837330297,0.0170777413631887,CO,2023-03-01,0,1,0,1,1,1,0,1,0,1,1,1
222,0.726183306055259,0.01546754963253555,CO,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
223,0.342701093496732,0.01401598056812195,CO,2023-03-03,1,1,1,1,1,1,0,1,0,1,1,1
224,0.936931079347991,0.293242245452324,CO,2023-03-04,1,1,1,1,1,0,1,1,0,1,1,0
225,0.404708015735617,0.01152904345526975,CO,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
226,1.02178368681357,0.2179466503661505,CO,2023-03-06,1,1,1,1,1,0,0,1,0,1,1,0
227,0.426503146345579,0.0720249867755055,CO,2023-03-07,1,1,1,1,1,1,0,0,1,1,1,1
228,0.380190653747828,0.083321597627589,CO,2023-03-08,1,1,1,1,1,1,0,1,0,1,0,0
229,0.220165322772454,0.0078720115557207,CO,2023-03-09,1,1,1,1,1,1,0,0,0,1,1,0
230,0.144450127430408,0.00717234040915145,CO,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
231,0.0111240765789301,0.00654178953522925,CO,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
232,0.0375542397643931,0.00597340912932115,CO,2023-03-12,1,1,1,1,1,1,0,1,0,1,1,1
233,0.0322892171457471,0.00546094096947285,CO,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
234,0.161499480969854,0.00499875484479559,CO,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
235,0.735702599008847,0.004581789646041095,CO,2023-03-15,1,1,1,1,1,1,0,0,0,1,1,1
236,0.482916860664074,0.00420549904736587,CO,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1
237,0.723293500496388,0.1800125921917655,CO,2023-03-17,0,1,1,1,1,1,1,0,0,1,1,1
238,1.08561766691076,0.4463473423198185,CO,2023-03-18,0,1,0,1,1,1,0,1,1,0,1,1
239,0.662242051326056,0.151637465463883,CO,2023-03-19,1,1,1,1,1,1,0,1,0,1,1,1
240,0.471079363448924,0.003031498474500035,CO,2023-03-20,1,1,1,1,1,1,0,1,0,1,1,0
241,0.894800716986356,0.1186345669741495,CO,2023-03-21,1,1,1,1,1,0,1,1,0,1,1,0
242,4.86272483118329,0.519708615232015,CO,2023-03-22,1,0,0,1,0,1,0,0,0,1,0,0
243,0.965041997081145,0.120168558878421,CO,2023-03-23,1,1,1,1,0,1,1,0,0,0,1,1
244,0.140916375924753,0.002248036243259135,CO,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
245,0.00494189857594517,0.002096643669470225,CO,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
246,1.08516825484267,0.1915180555753645,CO,2023-03-26,1,1,1,1,0,1,1,1,0,1,0,1
247,0.12426144291297,0.00183592309845538,CO,2023-03-27,1,1,1,1,1,1,0,1,0,1,1,0
248,0.0853904644216704,0.00172402619065182,CO,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
249,0.122432019774037,0.001622951921237105,CO,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
250,0.0865454358895301,0.001531735215010525,CO,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
251,NA,NA,CO,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,0.00487120204092363,0.001375532579533345,CO,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1
253,0.256158681691821,0.0091286574144773,CT,2023-02-19,1,1,1,1,1,1,0,1,0,1,1,1
254,0.323197223556952,0.0086952552485404,CT,2023-02-20,1,1,1,1,1,1,0,0,0,1,1,1
255,0.565464371479182,0.00828844784456665,CT,2023-02-21,1,1,1,1,1,1,0,1,0,1,1,1
256,0.224938521082657,0.0079064170551757,CT,2023-02-22,1,1,1,1,1,1,1,1,1,1,1,1
257,0.507421304771894,0.1274245626250835,CT,2023-02-23,1,1,1,1,1,1,0,1,0,1,1,1
258,0.88593745944364,0.1559619655122975,CT,2023-02-24,1,0,1,1,1,1,1,0,0,1,1,1
