...1,es_score,brier_score,location,target_date,X23F_50_CI,X24A_50_CI,recombinant_50_CI,other_50_CI,X23F_95_CI,X24A_95_CI,recombinant_95_CI,other_95_CI
56,NA,NA,AL,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA
58,0.36277638217697,0.2619911594279545,AL,2024-01-22,1,1,1,1,1,1,1,1
59,NA,NA,AL,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
62,0.554976151176937,0.366861348516729,AL,2024-01-26,1,1,1,1,0,0,1,1
63,NA,NA,AL,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
65,NA,NA,AL,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA
66,NA,NA,AL,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA
67,NA,NA,AL,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA
68,0.258983967868853,0.1984001106931755,AL,2024-02-01,1,1,1,1,1,0,1,0
69,NA,NA,AL,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
72,0.676193953479608,0.427013018455838,AL,2024-02-05,0,1,1,1,0,1,1,0
73,NA,NA,AL,2024-02-06,NA,NA,NA,NA,NA,NA,NA,NA
74,0.664652273755699,0.4837348405745105,AL,2024-02-07,1,1,1,0,1,1,1,1
75,0.205851299658497,0.1615047836575185,AL,2024-02-08,1,1,1,1,1,1,1,1
76,NA,NA,AL,2024-02-09,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2024-02-12,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
81,NA,NA,AL,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
82,0.152054007647661,0.131593107595841,AL,2024-02-15,1,1,1,1,1,1,1,1
83,NA,NA,AL,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
85,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA
88,0.511657304832843,0.360160289755157,AR,2024-01-10,1,1,1,1,1,0,1,0
89,0.895801384959017,0.295935323103467,AR,2024-01-11,1,0,1,1,1,0,1,0
90,0.443984817290403,0.330267580173827,AR,2024-01-12,1,1,1,1,1,0,1,0
91,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA
93,NA,NA,AR,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA
94,NA,NA,AR,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA
95,NA,NA,AR,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA
96,NA,NA,AR,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA
97,0.287791257714055,0.2137334166368015,AR,2024-01-19,1,1,1,1,1,0,1,0
98,NA,NA,AR,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA
100,0.266070860729058,0.1836099528471105,AR,2024-01-22,1,1,1,1,1,0,1,0
101,NA,NA,AR,2024-01-23,NA,NA,NA,NA,NA,NA,NA,NA
102,0.63337290372967,0.164122025088804,AR,2024-01-24,1,1,1,1,0,0,1,0
103,NA,NA,AR,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA
108,NA,NA,AR,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA
109,NA,NA,AR,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA
110,0.172102153660847,0.0944758248880675,AR,2024-02-01,1,1,1,1,1,0,1,0
111,NA,NA,AR,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-02-05,NA,NA,NA,NA,NA,NA,NA,NA
115,0.129997664236122,0.060621673155674,AR,2024-02-06,1,1,1,1,1,0,1,0
116,0.12910826532684,0.0549117465042335,AR,2024-02-07,1,1,1,1,1,0,1,0
117,0.34426951911219,0.04956401704685855,AR,2024-02-08,1,1,1,1,1,0,1,0
118,0.311218848851259,0.04457699126699805,AR,2024-02-09,1,1,1,1,1,0,1,0
119,NA,NA,AR,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
121,0.0997245986107804,0.0317276581447928,AR,2024-02-12,1,1,1,1,1,1,1,1
122,0.571243050067649,0.382231261054729,AR,2024-02-13,1,1,1,1,1,0,1,0
123,0.245656627531839,0.02482899750828275,AR,2024-02-14,1,1,1,1,1,0,1,0
124,NA,NA,AR,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA
125,NA,NA,AR,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
126,NA,NA,AR,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
127,3.20628272259472,0.253678657410115,AZ,2024-01-07,0,0,1,0,0,0,1,1
128,5.56835594335495,0.2662826226429285,AZ,2024-01-08,0,0,1,0,0,0,1,0
129,7.10093582714677,0.2624649433353505,AZ,2024-01-09,0,0,1,0,0,0,1,0
130,0.755675927825113,0.2096564787385195,AZ,2024-01-10,1,0,1,1,1,0,1,0
131,0.960394282079395,0.296101854935494,AZ,2024-01-11,1,1,1,1,0,0,1,0
132,1.41458425642995,0.2525134772746995,AZ,2024-01-12,1,0,1,0,0,0,1,0
133,1.55775051499776,0.219158440461374,AZ,2024-01-13,0,0,1,1,0,1,1,0
134,2.26885632278712,0.252845117052956,AZ,2024-01-14,1,0,1,0,0,0,1,0
135,10.5478083532343,0.2168812669025895,AZ,2024-01-15,0,0,0,0,0,0,1,0
136,0.540430810930636,0.132546384301997,AZ,2024-01-16,1,1,1,1,1,1,1,1
137,4.73711591877827,0.211819046937373,AZ,2024-01-17,0,0,0,0,0,0,0,0
138,0.632865019249475,0.217688663267469,AZ,2024-01-18,1,1,1,1,0,0,1,0
139,1.14052166826539,0.101187574096204,AZ,2024-01-19,1,0,1,1,0,0,1,0
140,0.555626084251739,0.210519640769789,AZ,2024-01-20,1,1,1,1,0,0,1,0
141,3.13047306742324,0.1985434547212945,AZ,2024-01-21,0,0,1,1,0,0,1,0
142,4.51469724464769,0.104201049002825,AZ,2024-01-22,0,0,1,0,0,0,0,0
143,5.54332919208827,0.1119080823502115,AZ,2024-01-23,0,0,1,0,0,0,1,0
144,1.17350818147643,0.3043437168692615,AZ,2024-01-24,1,1,0,1,0,0,0,1
145,0.510618676738995,0.0543393381974045,AZ,2024-01-25,1,1,1,1,1,1,1,1
146,0.642991847376669,0.35443021473655,AZ,2024-01-26,1,1,1,1,1,0,1,0
147,2.3131013158312,0.140177311319624,AZ,2024-01-27,1,0,0,0,1,0,0,0
148,0.0622650229279069,0.0383027497392032,AZ,2024-01-28,1,1,1,1,1,1,1,1
149,2.66335646075787,0.1202582074245355,AZ,2024-01-29,1,0,1,0,0,0,1,0
150,2.06509533379537,0.1047555766937045,AZ,2024-01-30,1,0,1,0,0,1,1,0
151,1.98472439916129,0.0841936396974865,AZ,2024-01-31,0,0,0,0,0,0,0,0
152,0.280146550576568,0.02318382966297665,AZ,2024-02-01,1,1,1,1,1,0,1,0
153,0.245133340529691,0.0203328405184483,AZ,2024-02-02,1,1,1,1,0,0,1,0
154,NA,NA,AZ,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
155,0.311430758692862,0.015545710651233,AZ,2024-02-04,1,1,1,1,1,0,1,0
156,1.69471847475028,0.1567112013142665,AZ,2024-02-05,0,1,1,0,0,1,1,0
157,1.91018494435717,0.0451810141617604,AZ,2024-02-06,0,0,1,1,1,1,1,1
158,1.90454474030036,0.01025714762371465,AZ,2024-02-07,1,0,1,0,0,0,1,0
159,0.017785715410275,0.0089030546825688,AZ,2024-02-08,1,1,1,1,1,1,1,1
160,0.795655011049971,0.2868844638096685,AZ,2024-02-09,1,1,1,0,1,0,1,0
161,0.0494084997081663,0.0066829813411067,AZ,2024-02-10,1,1,1,1,1,0,1,0
162,0.470019918220584,0.1130836861579395,AZ,2024-02-11,1,1,1,1,1,1,1,1
163,0.495701108978883,0.00499640417910381,AZ,2024-02-12,1,1,1,1,0,0,1,1
164,1.00533764635224,0.0658179136152195,AZ,2024-02-13,1,1,0,1,1,1,0,0
165,0.935419643043752,0.003724335786203385,AZ,2024-02-14,1,0,1,1,1,0,1,0
166,0.00720063804465605,0.003212879785736445,AZ,2024-02-15,1,1,1,1,1,1,1,1
167,0.0480948409745508,0.002770622245624315,AZ,2024-02-16,1,1,1,1,1,1,1,1
168,0.229985957112284,0.002388630528124645,AZ,2024-02-17,1,1,1,1,1,1,1,1
169,1.06722817077312,0.4026327562291885,CA,2024-01-07,1,1,1,0,1,0,1,0
170,6.22860157871969,0.243527639683741,CA,2024-01-08,0,0,1,1,0,0,0,0
171,23.0858414656262,0.1950059696142495,CA,2024-01-09,0,0,1,0,0,0,0,0
172,23.4606360163171,0.191791904310075,CA,2024-01-10,0,0,1,0,0,0,0,0
173,16.1280419448136,0.182316059637628,CA,2024-01-11,0,0,1,0,0,0,0,0
174,12.460839869986,0.1927963065512995,CA,2024-01-12,0,0,1,0,0,0,0,0
175,7.91412398093275,0.1592090316300455,CA,2024-01-13,0,0,1,0,0,0,1,0
176,2.64637061427197,0.204507664722993,CA,2024-01-14,0,0,1,1,0,0,1,1
177,2.51613389070284,0.234832420427542,CA,2024-01-15,0,0,0,1,0,0,0,0
178,3.6200578474663,0.1816922267692825,CA,2024-01-16,1,0,1,0,0,0,0,0
179,5.28580660570784,0.074638934282027,CA,2024-01-17,0,0,1,0,0,0,1,0
180,2.71266532462147,0.1617434667376605,CA,2024-01-18,1,0,1,0,0,1,1,0
181,3.17259096511187,0.061125092191017,CA,2024-01-19,0,0,1,0,0,0,1,0
182,2.68607342068765,0.109055045040023,CA,2024-01-20,0,0,0,0,0,0,0,0
183,0.460763992346789,0.2257267482980115,CA,2024-01-21,1,1,1,1,1,0,1,0
184,4.81778039306296,0.0944796667357385,CA,2024-01-22,0,0,1,0,0,0,0,0
185,2.98063443386638,0.0395989191254471,CA,2024-01-23,0,0,1,0,0,0,1,0
186,1.24289367675744,0.097686412786861,CA,2024-01-24,1,0,1,1,1,0,1,0
187,1.88305655231897,0.1490389229745285,CA,2024-01-25,1,1,1,1,0,0,1,0
188,2.97436532841083,0.1281162112097785,CA,2024-01-26,0,0,0,1,0,0,0,0
189,3.41462078231627,0.0245250127318834,CA,2024-01-27,0,0,1,0,0,0,0,0
190,2.73641081101982,0.0600783119532865,CA,2024-01-28,0,0,1,0,0,0,1,0
191,4.93749748201906,0.090400757465894,CA,2024-01-29,0,0,1,1,1,0,0,0
192,7.23510233891933,0.0677767566232825,CA,2024-01-30,0,0,1,0,1,0,0,0
193,4.91865971885578,0.087144377314788,CA,2024-01-31,1,0,1,0,0,0,0,0
194,3.08883913718837,0.1070498423547815,CA,2024-02-01,1,0,1,1,0,0,0,0
195,4.05870247258403,0.113439008697861,CA,2024-02-02,1,1,0,0,0,0,0,0
196,3.16245677885802,0.04744270415349855,CA,2024-02-03,1,0,1,0,0,0,1,0
197,1.69772146088473,0.0394891076627024,CA,2024-02-04,1,0,1,1,1,0,1,0
198,2.47764020789319,0.066918549037273,CA,2024-02-05,1,0,0,0,0,0,0,0
199,2.2957403063552,0.0977622333548345,CA,2024-02-06,1,1,0,0,0,0,0,0
200,1.71952736698778,0.084539688621831,CA,2024-02-07,1,1,1,1,1,0,0,0
201,3.98871494479202,0.0350352420647181,CA,2024-02-08,0,0,1,1,0,0,1,0
202,4.6582851396956,0.1156833806865405,CA,2024-02-09,0,1,0,1,0,0,0,0
203,2.87175465353241,0.143528425204776,CA,2024-02-10,1,0,0,1,1,0,0,1
204,0.0752551031620736,0.002889983712445185,CA,2024-02-11,1,1,1,1,1,1,1,1
205,3.14666659176349,0.1078532657006165,CA,2024-02-12,1,0,0,1,0,0,0,0
206,1.87404869161191,0.0877860027765085,CA,2024-02-13,1,1,0,1,1,0,0,0
207,1.8892897335863,0.03871764636455615,CA,2024-02-14,0,1,0,1,0,0,0,1
208,3.56311905486189,0.1167947660870555,CA,2024-02-15,0,0,0,1,0,0,0,0
209,1.61212151468419,0.0378190383710953,CA,2024-02-16,1,1,0,1,1,0,0,1
210,0.804237011510292,0.03397640361682635,CA,2024-02-17,1,1,0,1,0,1,0,1
211,NA,NA,CO,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA
212,1.34554712394297,0.483730739228056,CO,2024-01-08,0,1,1,1,0,1,1,0
213,0.254688789148091,0.189293968112737,CO,2024-01-09,1,1,1,1,1,1,1,1
214,0.642626689474312,0.503850683732695,CO,2024-01-10,0,1,1,1,1,1,1,1
215,1.082999685329,0.1720659339797405,CO,2024-01-11,1,0,1,1,0,0,1,1
216,0.452860611009488,0.2890149470863495,CO,2024-01-12,1,1,1,1,1,0,1,0
217,0.215214595520692,0.155728491081606,CO,2024-01-13,1,1,1,1,1,0,0,1
218,NA,NA,CO,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA
219,0.192689157467639,0.1403156212186215,CO,2024-01-15,1,1,1,1,0,0,1,1
220,0.185815287596417,0.132963598822082,CO,2024-01-16,1,1,1,1,1,1,1,1
221,0.494352075738043,0.125850639664359,CO,2024-01-17,1,1,1,1,1,1,1,1
222,0.799470120057033,0.1189780310675085,CO,2024-01-18,1,0,1,1,0,0,1,0
223,0.434539888111829,0.1123464358471875,CO,2024-01-19,1,1,1,1,1,1,1,1
224,NA,NA,CO,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA
225,NA,NA,CO,2024-01-21,NA,NA,NA,NA,NA,NA,NA,NA
226,1.28935053162997,0.093895405885249,CO,2024-01-22,1,0,1,1,0,0,1,1
227,0.351898835673885,0.0882227159609445,CO,2024-01-23,1,1,1,1,0,0,1,1
228,NA,NA,CO,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA
229,NA,NA,CO,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
230,0.287187152376884,0.072607990210128,CO,2024-01-26,1,1,1,1,1,1,1,1
231,NA,NA,CO,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA
233,0.669932900486554,0.0590299388355935,CO,2024-01-29,1,1,1,1,0,0,1,1
234,0.071057202781499,0.054937683497039,CO,2024-01-30,1,1,1,1,0,0,1,1
235,0.0649852485702607,0.051054459671675,CO,2024-01-31,1,1,1,1,1,1,1,1
236,0.548506329235356,0.04737513129622765,CO,2024-02-01,1,1,1,1,0,0,1,1
237,0.331712381528714,0.0438943179492816,CO,2024-02-02,1,1,1,1,0,0,1,1
238,NA,NA,CO,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA
240,0.0439909654104743,0.0345860761171698,CO,2024-02-05,1,1,1,1,1,1,1,1
241,0.0401376011519279,0.031841588048932,CO,2024-02-06,1,1,1,1,1,1,1,1
242,0.036861773428043,0.02926599476771105,CO,2024-02-07,1,1,1,1,0,0,1,1
243,0.109916268894056,0.02685300869403225,CO,2024-02-08,1,1,1,1,1,1,1,1
244,0.104351865513035,0.02459627796187365,CO,2024-02-09,1,1,1,1,1,1,1,1
245,1.06210523610659,0.438237085413269,CO,2024-02-10,1,1,0,1,1,0,0,1
246,NA,NA,CO,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA
247,0.0824608936855326,0.0186996135583161,CO,2024-02-12,1,1,1,1,1,1,1,1
248,1.09073495507933,0.444016904878383,CO,2024-02-13,1,1,0,1,1,1,0,0
249,NA,NA,CO,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA
250,0.0183870955841243,0.01397910487564225,CO,2024-02-15,1,1,1,1,0,0,1,1
251,NA,NA,CO,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
252,NA,NA,CO,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA
253,0.360529285574519,0.238722252703989,CT,2024-01-07,1,1,1,1,1,1,1,1
254,2.49850638188926,0.1746745473422685,CT,2024-01-08,0,0,1,1,0,0,1,1
255,1.95442531699217,0.1117363386564495,CT,2024-01-09,0,0,1,1,0,0,1,1
256,2.20134397822039,0.1004062275366275,CT,2024-01-10,0,0,1,1,1,1,1,1
257,2.03973317171512,0.1338623262292585,CT,2024-01-11,1,0,1,1,0,0,1,0
258,0.372474093789134,0.079950270132824,CT,2024-01-12,1,1,1,1,1,1,1,1
259,NA,NA,CT,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA
260,NA,NA,CT,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA
261,1.05856629921677,0.337807693263934,CT,2024-01-15,0,1,1,1,0,0,1,1
262,0.700239162935017,0.0478851648056696,CT,2024-01-16,1,1,1,1,0,0,1,1
263,1.36552096068838,0.0416256236218461,CT,2024-01-17,1,0,1,1,0,0,1,1
264,0.213604761871311,0.0360126538776128,CT,2024-01-18,1,1,1,1,0,0,1,1
265,0.718387055287239,0.0310096077838016,CT,2024-01-19,1,1,1,1,1,1,1,1
266,0.664276915632199,0.0265766479307872,CT,2024-01-20,1,1,1,1,1,1,1,1
267,0.144499273219319,0.022671818197615,CT,2024-01-21,1,1,1,1,1,1,1,1
268,1.0430089971799,0.01925205639045315,CT,2024-01-22,1,0,1,1,1,0,1,0
269,1.27234292385199,0.0162741180057253,CT,2024-01-23,1,0,1,1,1,0,1,0
270,0.55470748401705,0.01369538866810615,CT,2024-01-24,1,1,1,1,0,0,1,1
271,0.655676984562961,0.1761158675183715,CT,2024-01-25,1,1,1,1,1,0,1,0
272,0.141460071951995,0.0095722405200428,CT,2024-01-26,1,1,1,1,1,0,1,0
273,NA,NA,CT,2024-01-27,NA,NA,NA,NA,NA,NA,NA,NA
274,0.0159616627602231,0.00657712419426525,CT,2024-01-28,1,1,1,1,1,1,1,1
275,0.889464732559432,0.1194429068336965,CT,2024-01-29,1,1,0,1,1,0,0,1
276,0.0460444623655347,0.004445188293076255,CT,2024-01-30,1,1,1,1,1,1,1,1
277,0.0372215671605305,0.003632504594480865,CT,2024-01-31,1,1,1,1,0,0,1,1
278,0.668276410119098,0.153779459088577,CT,2024-02-01,1,1,1,1,1,1,1,1
279,0.282397331970072,0.00239753451711182,CT,2024-02-02,1,1,1,1,0,0,1,1
280,NA,NA,CT,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA
281,0.00487774984878594,0.00155864030693057,CT,2024-02-04,1,1,1,1,1,1,1,1
282,0.0348882832385528,0.00124978444142696,CT,2024-02-05,1,1,1,1,1,1,1,1
283,0.913543911435181,0.190262519351117,CT,2024-02-06,0,1,1,1,0,1,1,0
284,0.0431224965156526,7.94929745628105e-4,CT,2024-02-07,1,1,1,1,1,1,1,1
285,1.21343331610193,0.4782643179685835,CT,2024-02-08,1,0,1,0,1,0,1,0
286,0.0201652738162575,4.98556075206695e-4,CT,2024-02-09,1,1,1,1,0,0,1,1
287,NA,NA,CT,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA
288,0.00166414752912662,3.08412481581355e-4,CT,2024-02-11,1,1,1,1,1,1,1,1
289,0.0406770338822258,2.41345528938915e-4,CT,2024-02-12,1,1,1,1,1,1,1,1
290,NA,NA,CT,2024-02-13,NA,NA,NA,NA,NA,NA,NA,NA
291,0.00106109858070758,1.4632093913507e-4,CT,2024-02-14,1,1,1,1,1,0,1,0
292,7.8278135103977e-4,1.1336609388751e-4,CT,2024-02-15,1,1,1,1,1,1,1,1
293,NA,NA,CT,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA
294,4.3284834617617e-4,6.7383126345265e-5,CT,2024-02-17,1,1,1,1,1,1,1,1
295,0.619241614182605,0.156510232294615,DC,2024-01-07,1,1,1,1,1,0,1,0
296,1.00194966910846,0.1473966033737655,DC,2024-01-08,1,0,1,1,0,0,0,1
297,2.67413870956863,0.1387177749721655,DC,2024-01-09,0,0,1,0,0,0,1,0
298,0.690613246680372,0.518658621648935,DC,2024-01-10,0,1,1,1,0,1,1,0
299,NA,NA,DC,2024-01-11,NA,NA,NA,NA,NA,NA,NA,NA
300,NA,NA,DC,2024-01-12,NA,NA,NA,NA,NA,NA,NA,NA
301,0.165843282840195,0.1082028408061345,DC,2024-01-13,1,1,1,1,1,1,1,1
302,NA,NA,DC,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA
303,NA,NA,DC,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA
304,NA,NA,DC,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA
305,0.128493789532871,0.0838925769787975,DC,2024-01-17,1,1,1,1,1,1,1,1
306,0.113469212935864,0.078686703088073,DC,2024-01-18,1,1,1,1,1,1,1,1
307,NA,NA,DC,2024-01-19,NA,NA,NA,NA,NA,NA,NA,NA
308,NA,NA,DC,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA
309,0.887424158027,0.65225597490761,DC,2024-01-21,0,1,1,1,0,0,1,1
310,NA,NA,DC,2024-01-22,NA,NA,NA,NA,NA,NA,NA,NA
311,0.258942485349638,0.0571626505795415,DC,2024-01-23,1,1,1,1,1,0,1,0
312,NA,NA,DC,2024-01-24,NA,NA,NA,NA,NA,NA,NA,NA
313,NA,NA,DC,2024-01-25,NA,NA,NA,NA,NA,NA,NA,NA
314,NA,NA,DC,2024-01-26,NA,NA,NA,NA,NA,NA,NA,NA
