...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23D_50_CI,X23B_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23D_95_CI,X23B_95_CI,other_95_CI
43,NA,NA,AL,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.104804807273176,0.074220193267871,AL,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
45,NA,NA,AL,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,NA,NA,AL,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,0.273373604545328,0.064637969724182,AL,2023-03-02,1,1,1,1,1,1,0,0,0,1,1,1
48,0.57593437903844,0.327657308057914,AL,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
49,NA,NA,AL,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,0.22857096858768,0.056787837894604,AL,2023-03-05,1,1,1,1,1,1,1,1,1,1,1,1
51,NA,NA,AL,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,0.0657485561936565,0.052378058816115,AL,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
53,0.185651174149642,0.0503929053784685,AL,2023-03-08,1,1,1,1,1,1,0,1,0,1,1,1
54,0.819359617147775,0.285866853145315,AL,2023-03-09,1,0,1,1,1,1,1,0,0,1,1,1
55,NA,NA,AL,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,NA,NA,AL,2023-03-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,0.043846842901056,0.04108587626081515,AL,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
60,0.126844014715506,0.03991047219837355,AL,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
61,0.0369515759841227,0.0388286337318704,AL,2023-03-16,1,1,1,1,1,1,0,1,0,1,1,1
62,0.0343335979815989,0.0378361894933159,AL,2023-03-17,1,1,1,1,1,1,1,1,1,1,1,1
63,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.921561072495819,0.39285006388204,AL,2023-03-20,1,1,1,1,1,0,1,1,0,1,1,0
66,NA,NA,AL,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.0266074098881317,0.0340979213979718,AL,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1
68,NA,NA,AL,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.0232741933792342,0.0331282640195401,AL,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
70,0.938086781809335,0.394223670833261,AL,2023-03-25,1,1,1,1,1,0,1,1,0,1,1,0
71,NA,NA,AL,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,0.0742847911430994,0.03220318850693555,AL,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
73,NA,NA,AL,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,NA,NA,AL,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
75,NA,NA,AL,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,NA,NA,AL,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0195516721606805,0.0325738816904879,AL,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1
80,NA,NA,AL,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.0185967385961006,0.033405725211852,AL,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1
82,2.27743858938505,0.744714005908755,AL,2023-04-06,1,1,0,1,1,0,1,1,0,1,1,0
83,NA,NA,AL,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,0.067658419467265,0.03538757434833395,AL,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1
85,0.464786775286681,0.255135709419705,AR,2023-02-26,1,1,1,1,1,1,0,1,0,1,1,0
86,3.23694379037051,0.303384261581797,AR,2023-02-27,0,1,1,1,1,0,0,0,0,1,1,0
87,0.800590607860093,0.336126442322457,AR,2023-02-28,1,1,1,1,1,1,0,1,1,1,1,0
88,1.87364259395833,0.167420834247394,AR,2023-03-01,0,1,0,1,1,1,1,1,0,1,1,0
89,1.59974739188244,0.1957408718212015,AR,2023-03-02,1,1,0,1,1,1,0,1,0,1,1,0
90,0.535401499825215,0.1479753182929945,AR,2023-03-03,1,1,1,1,1,1,0,1,0,1,1,1
91,0.173877458371472,0.1388115843585475,AR,2023-03-04,1,1,1,1,1,1,1,1,1,1,1,1
92,0.452122415794021,0.1300295845760955,AR,2023-03-05,1,1,1,1,1,1,1,1,0,1,1,0
93,2.97463935184742,0.1216332738631475,AR,2023-03-06,0,1,0,1,1,0,0,1,0,1,1,0
94,2.11805667186962,0.113624388389239,AR,2023-03-07,0,1,0,1,1,1,1,1,0,1,1,0
95,0.864655600709485,0.20338009010394,AR,2023-03-08,1,1,1,1,1,1,0,1,0,1,1,0
96,0.949653493464525,0.098765224981423,AR,2023-03-09,1,1,0,1,1,1,1,1,1,1,1,1
97,0.898271362336901,0.0919081406684475,AR,2023-03-10,1,1,0,1,1,1,0,1,0,1,1,0
98,0.930819728836947,0.4148148284815745,AR,2023-03-11,1,1,1,0,1,1,0,1,1,0,1,1
99,0.870938430112698,0.57791424628151,AR,2023-03-12,0,1,1,1,1,1,0,1,1,1,1,0
100,0.270352487033526,0.073549108602531,AR,2023-03-13,1,1,1,1,1,1,1,1,0,1,1,0
101,0.482358404913749,0.207438604646059,AR,2023-03-14,1,1,1,1,1,1,0,1,0,1,1,0
102,0.236002981477588,0.063059383358533,AR,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1
103,0.219358927627091,0.0583053377185445,AR,2023-03-16,1,1,1,1,1,1,1,1,0,1,1,0
104,0.572498925944968,0.1731608955956625,AR,2023-03-17,1,1,1,1,1,1,0,1,1,1,1,0
105,0.752042399167786,0.3568912496843525,AR,2023-03-18,0,1,1,1,1,1,1,1,1,1,1,1
106,NA,NA,AR,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.300357003554072,0.04225410272754475,AR,2023-03-20,1,1,1,1,1,1,1,1,1,1,1,1
108,1.92978721052983,0.0389132004888439,AR,2023-03-21,1,1,0,1,1,0,0,1,0,1,1,0
109,4.50742484820664,0.03581302222341465,AR,2023-03-22,0,1,0,1,1,0,0,1,0,1,1,0
110,0.12098638772884,0.032939739560418,AR,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1
111,0.122679377385308,0.0302797942482479,AR,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
112,NA,NA,AR,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,0.805008840559143,0.3817625086065465,AR,2023-03-26,1,1,1,1,1,0,1,1,0,1,1,0
114,0.0288004732889793,0.02345000541938735,AR,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
115,1.62186144617076,0.2751028372738495,AR,2023-03-28,0,1,0,1,1,1,0,1,0,1,1,0
116,1.49434786628049,0.0197332637927988,AR,2023-03-29,1,1,0,1,1,1,1,1,0,1,1,0
117,0.0820620771169695,0.0180919742934975,AR,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
118,NA,NA,AR,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.0623956223271274,0.01391600537307945,AR,2023-04-02,1,1,1,1,1,1,1,1,0,1,1,0
121,0.0171167499705832,0.01274314656416175,AR,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1
122,0.403917014369559,0.0116661459250123,AR,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1
123,0.053130479788151,0.0106775760677011,AR,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1
124,NA,NA,AR,2023-04-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.0132644463756671,0.0089385264915609,AR,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,2.27701566185929,0.1626484471053785,AZ,2023-02-26,0,1,0,1,1,1,0,1,1,1,1,0
128,9.53051662419143,0.1242719648453975,AZ,2023-02-27,0,1,0,1,1,1,0,1,0,0,1,0
129,5.59604476436307,0.100598581598039,AZ,2023-02-28,0,1,0,1,1,0,0,1,0,0,1,0
130,2.41617695882435,0.187650192976908,AZ,2023-03-01,0,1,1,1,1,0,0,0,0,0,1,0
131,1.28314919946168,0.2059589469782085,AZ,2023-03-02,1,1,1,0,1,1,0,0,0,0,1,1
132,2.43330240352384,0.3449144663272345,AZ,2023-03-03,1,0,0,1,1,1,0,0,0,0,1,1
133,2.81870580418425,0.3759216671685915,AZ,2023-03-04,0,0,0,1,1,1,0,0,0,1,1,0
134,2.78939561826516,0.0908746622068865,AZ,2023-03-05,0,1,0,1,1,1,0,1,0,1,1,0
135,4.59324701693253,0.123010417544064,AZ,2023-03-06,0,1,0,0,1,1,1,0,0,1,1,0
136,4.4244188540546,0.07248199311677,AZ,2023-03-07,0,1,0,1,1,1,0,0,1,1,1,1
137,0.471992937016649,0.199798116759385,AZ,2023-03-08,1,1,1,1,1,1,1,0,0,1,1,1
138,0.547695717739701,0.02949882200738945,AZ,2023-03-09,1,1,1,1,1,1,0,1,0,1,1,1
139,0.35930804187798,0.0281870360581732,AZ,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
140,0.839530628088475,0.166912218640827,AZ,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
141,2.24800378415033,0.0839579927200315,AZ,2023-03-12,1,1,0,0,1,1,1,0,0,0,1,1
142,2.3184015935829,0.149143986230658,AZ,2023-03-13,1,0,1,1,1,0,0,0,0,1,1,0
143,0.98372985457785,0.0875609214145435,AZ,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
144,1.25875322210711,0.1191654335557095,AZ,2023-03-15,1,1,1,0,1,1,0,0,0,0,1,0
145,1.19568854098807,0.02281229632940815,AZ,2023-03-16,1,1,0,1,1,1,0,0,0,1,1,1
146,1.71189170960343,0.54942823006154,AZ,2023-03-17,1,0,0,0,1,1,0,0,0,0,1,1
147,1.96374022873898,0.512875493755305,AZ,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
148,0.856055952890945,0.165739382890131,AZ,2023-03-19,1,1,1,1,1,1,0,0,1,1,1,1
149,2.71774343572532,0.0954350384049445,AZ,2023-03-20,1,0,0,1,1,0,0,0,0,0,1,0
150,0.97463599674824,0.1668149270756935,AZ,2023-03-21,1,1,1,0,1,1,1,1,1,0,1,0
151,0.772713890058842,0.1007057524957335,AZ,2023-03-22,1,1,1,1,1,1,0,0,0,1,1,1
152,0.522549787398524,0.114316432552964,AZ,2023-03-23,1,1,1,1,1,1,0,1,1,0,1,1
153,0.422952083361076,0.020832552973511,AZ,2023-03-24,1,1,1,1,1,1,0,1,0,1,1,1
154,0.0209823754520439,0.02096306417819555,AZ,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
155,0.729792445891382,0.105375808486948,AZ,2023-03-26,1,1,1,1,1,1,1,1,1,1,1,1
156,1.82339362920468,0.116480422735097,AZ,2023-03-27,1,0,1,0,1,1,0,1,0,0,1,0
157,3.29399966129751,0.057489561131186,AZ,2023-03-28,0,1,0,1,1,1,0,1,0,1,1,0
158,1.2533285485378,0.02244662301664655,AZ,2023-03-29,1,1,0,1,1,1,1,0,0,1,1,1
159,1.23941894404497,0.2153712633688145,AZ,2023-03-30,1,1,1,0,1,1,0,1,0,0,1,0
160,0.0747066106295103,0.02387200876927865,AZ,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1
161,0.825941682046727,0.2705930381687805,AZ,2023-04-01,0,1,1,1,1,1,0,1,0,1,1,1
162,0.742018189421393,0.157390958745132,AZ,2023-04-02,1,1,1,0,1,1,1,1,0,0,1,1
163,1.71257163677996,0.068954928367886,AZ,2023-04-03,1,1,0,1,0,1,0,0,0,1,0,1
164,1.39852095145885,0.1715257129303245,AZ,2023-04-04,1,1,1,0,1,1,0,1,0,0,1,0
165,1.66967149319161,0.095491188455926,AZ,2023-04-05,1,1,1,1,0,1,1,0,0,0,0,1
166,0.27730107698013,0.03229329670518875,AZ,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1
167,0.66652533019775,0.0345690867506725,AZ,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1
168,0.840530704830085,0.110911428201496,AZ,2023-04-08,1,1,1,1,1,1,1,0,0,0,0,0
169,5.0927176399085,0.162513517193939,CA,2023-02-26,0,1,0,1,1,0,0,0,0,1,1,0
170,5.23646428691042,0.1852969759166005,CA,2023-02-27,1,0,0,1,1,0,0,0,0,1,1,0
171,10.3552625000304,0.1753075787330775,CA,2023-02-28,0,0,0,0,0,0,0,0,0,0,0,0
172,21.3218540779563,0.1657392871902415,CA,2023-03-01,0,1,0,0,0,0,0,0,0,0,0,0
173,21.8784893561635,0.151343960723333,CA,2023-03-02,0,0,0,0,1,0,0,0,0,0,1,0
174,16.5402154295274,0.159698780488235,CA,2023-03-03,0,1,0,1,1,1,0,0,0,0,1,0
175,19.1684887415312,0.1473842124965275,CA,2023-03-04,0,1,0,0,1,1,0,0,0,0,1,0
176,13.3686460769454,0.0846799496719765,CA,2023-03-05,0,1,0,1,1,0,0,0,0,0,1,0
177,1.97830057262607,0.159590696652735,CA,2023-03-06,1,1,1,1,1,0,0,1,0,1,1,0
178,3.16246391391516,0.1748606747086785,CA,2023-03-07,0,1,1,0,1,1,0,0,0,0,1,0
179,10.517861599398,0.1792919413448145,CA,2023-03-08,0,0,0,0,0,1,0,0,0,0,1,0
180,20.0819189261965,0.1052876282058645,CA,2023-03-09,0,0,0,0,0,1,0,0,0,0,0,0
181,11.4389538769799,0.1337438659094415,CA,2023-03-10,0,0,0,0,0,0,0,0,0,0,0,0
182,10.3044129787917,0.097743987431425,CA,2023-03-11,0,0,0,0,1,0,0,1,0,0,1,0
183,6.64532850102673,0.150180230747311,CA,2023-03-12,0,0,0,0,1,1,0,0,0,0,1,0
184,6.01521954041662,0.1669464069956915,CA,2023-03-13,0,0,1,0,0,0,0,0,0,0,0,0
185,4.76741506811818,0.1334133785127445,CA,2023-03-14,0,1,0,0,0,1,0,1,0,0,0,0
186,3.60714395883959,0.131744214688584,CA,2023-03-15,0,1,0,1,1,1,0,1,0,1,1,1
187,9.57247766832769,0.10436248585255,CA,2023-03-16,0,1,0,0,0,1,0,1,0,1,1,0
188,6.32974175473936,0.153077846962092,CA,2023-03-17,0,0,1,0,1,0,0,1,0,0,1,0
189,3.1291558360623,0.134147025363783,CA,2023-03-18,0,1,1,0,0,1,0,0,0,0,0,0
190,1.52246856292027,0.165384467802624,CA,2023-03-19,1,1,1,0,1,1,0,0,0,0,1,0
191,9.05848637829148,0.070065659312448,CA,2023-03-20,0,1,0,1,1,1,0,1,0,0,0,1
192,6.27845321741843,0.0955086026463075,CA,2023-03-21,0,1,0,1,0,1,0,0,0,0,0,0
193,4.71661031864377,0.12390748303866,CA,2023-03-22,0,1,1,0,0,1,0,0,0,0,0,1
194,5.43944297173354,0.1375545246777675,CA,2023-03-23,0,0,1,0,0,1,0,0,0,0,1,1
195,4.32396363705783,0.1341233353914215,CA,2023-03-24,0,1,1,0,1,0,0,0,0,0,1,0
196,6.15620772536525,0.2280799537432275,CA,2023-03-25,1,0,0,1,0,1,0,0,0,1,0,0
197,4.62112411086856,0.17215429753022,CA,2023-03-26,0,1,0,1,0,0,0,0,0,0,0,0
198,6.09139380273883,0.1017482453561625,CA,2023-03-27,0,1,0,1,0,1,0,0,0,1,0,0
199,4.65015876008552,0.058150440400998,CA,2023-03-28,0,1,0,1,0,1,0,1,0,1,0,0
200,5.72786964150691,0.1980585664052605,CA,2023-03-29,1,1,0,1,0,1,0,0,0,0,0,0
201,4.55382494937503,0.0752375245310045,CA,2023-03-30,0,1,0,1,0,0,0,0,0,0,0,1
202,2.16896786321677,0.119470601269394,CA,2023-03-31,1,1,1,1,0,1,0,0,0,0,0,1
203,5.10296751233748,0.1975586731872215,CA,2023-04-01,0,0,0,0,1,1,0,0,0,0,1,0
204,3.61958208792325,0.1674463506114505,CA,2023-04-02,0,0,1,0,0,0,0,0,0,0,0,0
205,4.40764157328335,0.156472044118533,CA,2023-04-03,0,0,1,1,0,0,0,0,1,1,0,0
206,4.77575555278373,0.085090531873553,CA,2023-04-04,0,1,0,0,1,1,0,0,0,0,0,0
207,4.7227975569158,0.1634535996419445,CA,2023-04-05,0,1,1,1,0,0,0,0,0,1,0,0
208,5.63457637921135,0.2005260191646165,CA,2023-04-06,0,0,0,0,0,0,0,0,0,0,0,0
209,3.54790033200924,0.145715325953358,CA,2023-04-07,0,1,1,1,0,1,0,1,0,0,0,0
210,6.29202969432103,0.137577211204566,CA,2023-04-08,0,1,1,0,0,1,0,0,0,0,0,1
211,0.33105794046174303,0.02272267514715655,CO,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
212,0.963679082079823,0.0688126123822215,CO,2023-02-27,1,1,1,1,1,1,0,0,0,1,1,0
213,0.92860175034094,0.1540749243971655,CO,2023-02-28,1,0,1,1,1,1,0,0,1,1,1,1
214,2.11627444358735,0.01754887730059025,CO,2023-03-01,0,1,0,1,1,1,1,0,0,1,1,0
215,0.704102570013706,0.01613507953239945,CO,2023-03-02,1,1,1,1,1,1,0,1,0,1,1,1
216,0.322624115001182,0.0148531061341724,CO,2023-03-03,1,1,1,1,1,1,1,1,1,1,1,1
217,0.922626936756258,0.293950438770524,CO,2023-03-04,1,1,1,1,1,0,1,1,0,1,1,0
218,0.373811443021248,0.01263659158978995,CO,2023-03-05,1,1,1,1,1,1,1,0,0,1,1,1
219,0.969596721063949,0.2171044547319895,CO,2023-03-06,1,1,1,1,1,0,0,1,0,1,1,1
220,0.454591216379207,0.072216249035126,CO,2023-03-07,1,1,1,1,1,1,1,1,1,1,1,1
221,0.395626386303541,0.083278716811024,CO,2023-03-08,1,1,1,1,1,1,0,0,0,1,1,0
222,0.222110366902058,0.00931485287630165,CO,2023-03-09,1,1,1,1,1,1,0,1,0,1,1,1
223,0.147591897592851,0.0086683212437582,CO,2023-03-10,1,1,1,1,1,1,1,1,1,1,1,1
224,0.0107377134349129,0.00808207037533445,CO,2023-03-11,1,1,1,1,1,1,1,1,1,1,1,1
225,0.0396831607743262,0.00755059001728445,CO,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1
226,0.0327610312198827,0.00706892566115855,CO,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1
227,0.166405917898358,0.0066326293628025,CO,2023-03-14,1,1,1,1,1,1,1,1,1,1,1,1
228,0.772447518177917,0.00623771506256165,CO,2023-03-15,1,1,1,1,1,1,0,1,0,1,1,1
229,0.523781998738672,0.0058806182364187,CO,2023-03-16,1,1,1,1,1,1,0,1,0,1,1,1
230,0.707926169582354,0.1768160555195935,CO,2023-03-17,0,1,1,1,1,1,1,1,1,1,1,1
231,1.06902845574126,0.435404291516137,CO,2023-03-18,0,1,0,1,1,1,0,1,0,1,1,1
232,0.651383666949033,0.1490023430420795,CO,2023-03-19,1,1,1,1,1,1,0,1,0,1,1,1
233,0.518389869141118,0.004771952184860135,CO,2023-03-20,1,1,1,1,1,1,0,1,0,1,1,1
234,0.946621935717396,0.1196045967293385,CO,2023-03-21,1,1,1,1,0,1,0,1,1,1,0,1
235,4.82439002898993,0.50898293124735,CO,2023-03-22,1,0,0,0,1,1,1,0,0,0,1,1
236,0.943224234260928,0.1193269513180475,CO,2023-03-23,1,1,1,0,1,1,1,1,0,0,1,1
237,0.14774965197028,0.00407153340067363,CO,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1
238,0.00552902347614578,0.00394905265117176,CO,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1
239,1.04995250286125,0.1885634465043155,CO,2023-03-26,1,1,1,0,1,1,0,1,1,0,1,1
240,0.144606092955037,0.003761386472494745,CO,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1
241,0.0950477307437363,0.003695441678065655,CO,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1
242,0.133530896041966,0.003647978776945225,CO,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1
243,0.0924458176400509,0.003619231940989105,CO,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1
244,NA,NA,CO,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,0.00510842222171562,0.003620239118027085,CO,2023-04-01,1,1,1,1,1,1,0,1,0,1,1,1
246,NA,NA,CO,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,1.01772741703332,0.157519607500184,CO,2023-04-03,1,1,1,0,1,1,1,1,0,0,1,1
248,0.0200456373925514,0.00378565917597984,CO,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1
249,0.00576566383140983,0.003892097705071045,CO,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1
250,0.137376322022143,0.0040288423943549,CO,2023-04-06,1,1,1,1,1,1,1,1,0,0,1,1
251,NA,NA,CO,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
252,0.0060572463820001,0.0044090782053134,CO,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1
253,0.238562691045765,0.0068571326090601,CT,2023-02-26,1,1,1,1,1,1,1,1,1,1,1,1
254,0.883547039395902,0.134203315338572,CT,2023-02-27,1,1,1,0,1,1,1,1,0,0,1,1
255,0.875300020729621,0.0809330269641985,CT,2023-02-28,1,1,1,0,1,1,1,1,0,0,1,1
256,0.886653342284093,0.134216663422145,CT,2023-03-01,1,0,1,1,1,1,1,0,0,1,1,1
257,0.0645919635155897,0.00609082417949985,CT,2023-03-02,1,1,1,1,1,1,1,1,1,1,1,1
258,0.929959811406063,0.2947160268661135,CT,2023-03-03,0,1,1,1,1,1,0,1,0,1,1,1
