...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,other_95_CI
52,0.211546095508568,0.0451697006187597,AL,2022-11-08,1,1,1,1,1,1,0,0,1,1,1,1
53,0.877593366764214,0.361310039884963,AL,2022-11-09,1,1,1,1,1,1,1,0,1,0,1,1
54,1.89274052830618,0.3195546618288665,AL,2022-11-10,1,1,1,0,1,1,0,0,1,0,1,1
55,0.930927700662918,0.670958210531495,AL,2022-11-11,1,1,1,0,1,1,1,0,1,0,1,1
56,0.51999034576595,0.2559978791235425,AL,2022-11-12,1,1,1,1,1,1,1,1,1,1,1,1
57,0.621834047536724,0.3534592619804725,AL,2022-11-13,1,1,1,0,1,1,1,0,1,0,1,1
58,1.79460104596152,0.640440440304755,AL,2022-11-14,1,0,1,0,1,1,0,1,1,0,1,1
59,NA,NA,AL,2022-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,1.13725498646889,0.341357175138366,AL,2022-11-16,1,1,1,0,1,1,1,1,0,0,1,1
61,1.78532551971984,0.497766663665752,AL,2022-11-17,1,0,0,0,1,1,0,1,0,0,1,1
62,2.58849227612326,0.59383489582078,AL,2022-11-18,1,0,1,0,1,1,1,0,1,0,1,1
63,NA,NA,AL,2022-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2022-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,1.35163225163278,0.641631532175625,AL,2022-11-21,1,0,1,1,1,0,1,0,1,0,1,0
66,1.18121182362137,0.580106340585865,AL,2022-11-22,0,0,1,1,1,1,1,0,1,0,1,1
67,0.715417831325663,0.52554870054098,AL,2022-11-23,1,1,1,0,1,1,1,1,0,0,1,1
68,NA,NA,AL,2022-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
69,0.903007790471234,0.4223356094442815,AL,2022-11-25,1,1,0,1,1,1,0,0,0,0,1,1
70,NA,NA,AL,2022-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2022-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,2.28492027237642,0.383655138844425,AL,2022-11-28,1,0,1,0,1,1,1,0,1,0,1,0
73,0.374063524416719,0.2364673741302295,AL,2022-11-29,1,1,1,1,1,1,0,0,1,1,1,1
74,3.24859864041414,0.3853257100531945,AL,2022-11-30,1,0,1,0,0,1,1,0,1,1,0,1
75,0.876433524096905,0.2775137382684715,AL,2022-12-01,1,1,1,1,1,1,1,0,0,0,1,1
76,0.581803887878184,0.274223984959782,AL,2022-12-02,1,1,1,1,1,1,1,0,1,0,1,1
77,NA,NA,AL,2022-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,1.13247546496989,0.279362566765344,AL,2022-12-04,1,1,1,0,1,1,0,0,1,0,1,1
79,0.778000518698072,0.2663765256714045,AL,2022-12-05,1,1,1,1,1,1,0,1,1,0,1,1
80,1.51615379569755,0.3713349493697345,AL,2022-12-06,1,1,1,1,0,1,0,1,0,0,0,1
81,0.573998647702799,0.272875552187264,AL,2022-12-07,1,1,1,1,1,1,0,1,1,0,1,1
82,0.760423306948259,0.262277998185732,AL,2022-12-08,1,1,1,1,1,1,1,0,0,0,1,1
83,1.57293877040536,0.363349204104293,AL,2022-12-09,1,0,1,1,1,0,1,0,1,0,1,0
84,2.23133660276867,0.248554560780318,AL,2022-12-10,1,0,1,0,1,1,0,1,1,0,1,1
85,1.31090387295379,0.4032124305352285,AR,2022-10-30,1,0,1,1,1,0,1,0,1,1,1,0
86,2.20359240173443,0.2866090990074085,AR,2022-10-31,0,0,1,0,1,1,0,0,1,0,1,1
87,2.00505988973291,0.4009223954690985,AR,2022-11-01,1,0,1,0,1,1,1,0,1,0,1,1
88,1.688213223677,0.1765662618198295,AR,2022-11-02,0,1,1,1,1,1,0,0,1,1,1,1
89,1.40746111032391,0.13808534419631,AR,2022-11-03,0,1,0,1,1,1,0,0,0,0,1,1
90,1.77669013843357,0.409165603838951,AR,2022-11-04,1,0,1,0,1,1,1,0,1,0,1,1
91,1.17823756578867,0.3013513181263215,AR,2022-11-05,0,1,1,1,1,1,0,0,1,1,1,1
92,1.63961290502842,0.746224086467825,AR,2022-11-06,0,0,1,0,1,1,0,0,1,0,1,1
93,0.285450826374783,0.02908093676875595,AR,2022-11-07,1,1,1,1,1,1,0,0,1,1,1,1
94,1.39800977733352,0.2912400001058595,AR,2022-11-08,1,0,0,1,1,1,0,0,0,1,1,1
95,0.690625918387809,0.178938839832632,AR,2022-11-09,1,1,1,0,1,1,0,1,1,0,1,1
96,1.02614111917815,0.0321386389138439,AR,2022-11-10,1,0,1,1,1,1,0,0,1,1,1,1
97,0.157095815034149,0.03326873749862615,AR,2022-11-11,1,1,1,1,1,1,0,0,1,1,1,1
98,0.0543318788144443,0.03446031680683775,AR,2022-11-12,1,1,1,1,1,1,0,0,1,1,1,1
99,NA,NA,AR,2022-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,5.29212001093066,0.519446355549005,AR,2022-11-14,1,0,1,0,1,1,1,0,1,0,1,1
101,1.2144939454365,0.4835073421755465,AR,2022-11-15,1,0,1,0,1,1,0,0,1,0,1,1
102,0.061666117622243,0.03993020842428465,AR,2022-11-16,1,1,1,1,1,1,1,1,1,1,1,1
103,3.65129852280817,0.30651731037265,AR,2022-11-17,0,0,1,0,1,1,0,1,0,0,1,0
104,0.420205579904522,0.196212558570692,AR,2022-11-18,1,1,1,1,1,1,0,1,1,0,1,1
105,0.916528582419037,0.4123626349029575,AR,2022-11-19,1,1,1,1,1,0,1,0,1,1,1,0
106,1.70376372165619,0.491181338399579,AR,2022-11-20,1,0,1,0,1,1,0,0,1,0,1,1
107,0.921563903529915,0.22210203445928,AR,2022-11-21,1,1,1,0,1,1,0,1,1,0,1,1
108,7.2508021431558,0.6362414371331,AR,2022-11-22,1,0,0,0,1,1,1,0,0,0,1,1
109,5.05998664512797,0.55231198751621,AR,2022-11-23,1,0,1,0,1,0,0,0,1,0,1,0
110,1.3149897382244,0.50168079147168,AR,2022-11-24,1,0,1,1,1,0,0,0,1,0,1,0
111,4.94708588536525,0.68128465361921,AR,2022-11-25,1,0,1,0,1,1,0,0,1,0,1,1
112,2.52934602134347,0.75245818292526,AR,2022-11-26,1,0,0,1,1,0,0,0,0,1,1,0
113,0.986155353046652,0.4429715437088585,AR,2022-11-27,1,0,1,1,1,1,0,0,1,0,1,1
114,4.30426103950636,0.286353924589053,AR,2022-11-28,0,1,1,0,0,1,0,0,1,0,0,1
115,2.27554162275318,0.2640160537499515,AR,2022-11-29,0,1,1,0,1,1,0,1,1,0,1,1
116,5.73904906127915,0.457821199995011,AR,2022-11-30,1,0,1,0,1,1,1,0,1,0,1,1
117,4.27747157649406,0.3878082022703115,AR,2022-12-01,0,0,1,0,0,1,0,0,0,0,0,1
118,6.53152189214534,0.57704467202204,AR,2022-12-02,0,0,0,0,1,1,0,0,0,0,1,1
119,1.1584511975878,0.4735607115677005,AR,2022-12-03,1,1,0,1,1,1,1,0,0,1,1,1
120,0.597478257119881,0.349969955385889,AR,2022-12-04,1,1,1,1,1,1,1,0,1,0,1,1
121,4.01818380541017,0.378731172806079,AR,2022-12-05,0,0,0,0,1,1,0,0,0,0,1,1
122,11.5010922730803,0.516123715154095,AR,2022-12-06,1,0,0,0,1,1,0,0,0,0,1,0
123,6.89958122985195,0.402682914432103,AR,2022-12-07,0,0,1,0,1,1,0,0,0,0,1,1
124,5.81343816849738,0.436976892209888,AR,2022-12-08,0,0,0,0,1,1,0,0,0,0,1,1
125,6.71192825334763,0.507358741049175,AR,2022-12-09,0,0,0,0,1,1,0,0,0,0,0,0
126,1.76888997373434,0.380278288594532,AR,2022-12-10,1,1,1,0,1,1,1,0,0,0,1,1
127,2.85066250561345,0.337664630793577,AZ,2022-10-30,0,0,1,1,1,0,0,0,1,0,1,0
128,13.1487420575688,0.331924048434358,AZ,2022-10-31,1,0,0,0,1,1,0,0,0,0,1,1
129,4.45799662026595,0.268375658122289,AZ,2022-11-01,1,0,0,0,1,1,0,0,0,0,1,1
130,7.37996582863171,0.2876730448940935,AZ,2022-11-02,1,0,0,0,0,1,0,0,0,0,0,1
131,15.8283044463751,0.459389597305229,AZ,2022-11-03,0,0,1,0,0,1,0,0,0,0,0,1
132,8.83396637296435,0.289670464287626,AZ,2022-11-04,0,0,1,0,0,1,0,0,1,0,0,1
133,6.16783272830046,0.331140422312657,AZ,2022-11-05,0,0,0,0,0,1,0,0,1,0,0,1
134,1.18753866533647,0.23407316605393,AZ,2022-11-06,1,1,1,1,0,1,1,0,1,0,0,1
135,24.0171228804613,0.3089320437478755,AZ,2022-11-07,0,0,0,0,1,1,0,0,0,0,1,1
136,16.7898454291419,0.3416181637183195,AZ,2022-11-08,1,0,1,0,1,1,1,0,0,0,0,0
137,23.5632345944395,0.374086632552742,AZ,2022-11-09,0,0,1,0,0,0,0,0,0,0,0,0
138,18.3766575051498,0.3732205988942225,AZ,2022-11-10,1,0,0,0,1,1,0,0,0,0,1,1
139,8.15906519509622,0.344547130773082,AZ,2022-11-11,0,0,0,1,0,1,0,0,0,0,0,1
140,4.0990128197984,0.2651148960957185,AZ,2022-11-12,0,0,1,0,1,1,1,0,0,0,0,1
141,12.8025018766936,0.398754068814919,AZ,2022-11-13,1,0,1,0,0,0,0,0,0,0,0,0
142,23.003529072926,0.3298508416577055,AZ,2022-11-14,1,0,1,0,1,1,0,0,0,0,1,0
143,17.3795302234908,0.3220866187799785,AZ,2022-11-15,0,0,1,0,1,1,0,0,0,0,1,1
144,17.8734478386382,0.3500625566494565,AZ,2022-11-16,1,0,1,0,1,1,0,0,0,0,0,1
145,17.3315144410153,0.309387333894188,AZ,2022-11-17,0,0,1,0,0,1,1,0,0,0,0,0
146,12.1642483861197,0.315386397874305,AZ,2022-11-18,1,0,1,0,0,1,0,0,0,0,0,1
147,8.82850910778199,0.3258883008150385,AZ,2022-11-19,1,0,1,0,1,1,1,0,0,0,1,1
148,3.29252089471153,0.2956391107506875,AZ,2022-11-20,1,0,1,0,1,1,0,0,0,0,1,1
149,33.0091298844154,0.3279891126832275,AZ,2022-11-21,0,0,1,0,1,1,0,0,0,0,0,0
150,6.84114604066345,0.301198749110088,AZ,2022-11-22,0,0,0,0,0,1,0,0,0,0,0,0
151,6.85952929484977,0.285228003751818,AZ,2022-11-23,0,0,1,0,1,1,0,0,0,0,0,1
152,2.43346098893587,0.3564220927724525,AZ,2022-11-24,1,0,1,0,1,0,0,0,0,0,1,0
153,18.3648453601417,0.307520648999761,AZ,2022-11-25,0,0,0,0,0,1,0,0,1,0,0,1
154,7.52489838948646,0.3162357251488655,AZ,2022-11-26,1,0,0,0,1,0,0,0,0,0,1,0
155,14.8559482771881,0.3062280314947215,AZ,2022-11-27,0,0,1,0,0,1,0,0,0,0,0,1
156,37.9186013972973,0.318725565514356,AZ,2022-11-28,0,0,1,0,0,1,0,0,1,0,0,0
157,9.79137114401276,0.315114617636427,AZ,2022-11-29,1,0,1,0,0,0,0,0,0,0,0,0
158,6.07572535161401,0.2953136223000765,AZ,2022-11-30,0,0,1,0,1,1,0,0,0,0,0,1
159,3.60245611837128,0.3187047845037455,AZ,2022-12-01,0,0,1,1,0,1,0,0,0,0,0,0
160,6.22763778408189,0.32781177683243,AZ,2022-12-02,0,0,0,0,0,1,0,0,0,0,0,0
161,8.15468225696237,0.322871522253285,AZ,2022-12-03,1,0,1,0,1,0,1,0,0,0,1,0
162,6.36004010043017,0.3071826860568715,AZ,2022-12-04,1,0,1,0,1,1,0,0,0,0,0,1
163,10.3584464335782,0.311886803337746,AZ,2022-12-05,1,0,1,0,0,0,0,0,0,0,0,0
164,11.411076243317,0.314889104956474,AZ,2022-12-06,1,0,0,0,0,1,1,0,0,0,1,1
165,12.7087552644244,0.2830699091644355,AZ,2022-12-07,0,0,0,0,1,0,0,0,0,0,0,0
166,8.61057377545128,0.3047180681903335,AZ,2022-12-08,1,0,1,0,1,0,0,0,0,0,0,1
167,5.72742941661807,0.284840741599342,AZ,2022-12-09,0,0,0,0,1,0,0,0,0,1,1,0
168,3.88810984593696,0.3158249866636365,AZ,2022-12-10,1,0,1,0,0,1,0,0,0,0,0,1
169,33.5489909636956,0.3138077450761615,CA,2022-10-30,0,0,0,0,0,0,0,0,0,0,0,0
170,67.0767963796552,0.330836585560785,CA,2022-10-31,0,0,0,0,0,1,0,0,0,0,0,0
171,58.5656824404035,0.338965903024446,CA,2022-11-01,0,0,0,0,0,0,0,0,0,0,0,0
172,37.1892665641548,0.334290865289474,CA,2022-11-02,0,0,0,0,0,1,1,0,0,0,0,1
173,61.9288610667557,0.3511213224218595,CA,2022-11-03,0,0,0,0,0,0,0,0,0,0,0,0
174,48.4718225475188,0.3101317552759225,CA,2022-11-04,0,0,1,0,0,1,0,0,0,0,0,0
175,37.8476290920739,0.3481936699831225,CA,2022-11-05,0,0,0,0,1,1,0,0,0,0,1,0
176,59.6722763363123,0.372023591347395,CA,2022-11-06,0,0,0,0,0,1,0,0,0,0,0,0
177,98.265259697265,0.359523101795282,CA,2022-11-07,0,0,0,0,0,0,0,0,0,0,0,0
178,81.1758392447605,0.3621250242470985,CA,2022-11-08,0,0,1,0,0,0,0,0,0,0,0,0
179,65.8487518023877,0.3462009593504635,CA,2022-11-09,0,0,1,0,0,1,0,0,0,0,0,0
180,84.4166882321826,0.392375430681725,CA,2022-11-10,0,0,0,0,0,1,0,0,0,0,0,0
181,76.5040070952137,0.39317183830999,CA,2022-11-11,0,0,0,0,0,1,0,0,0,0,0,1
182,85.6998054115743,0.3933491572782005,CA,2022-11-12,0,0,0,0,0,1,0,0,0,0,0,0
183,58.9217778313413,0.3460096884605395,CA,2022-11-13,1,0,0,0,1,1,0,0,0,0,0,0
184,105.848405974351,0.3788493492107185,CA,2022-11-14,0,0,0,0,0,0,0,0,0,0,0,0
185,73.8260325444797,0.360062953437809,CA,2022-11-15,0,0,0,0,1,0,0,0,0,0,0,0
186,117.365730863221,0.3609231441507305,CA,2022-11-16,0,0,0,0,0,0,0,0,0,0,0,0
187,79.1403232306679,0.349062514332132,CA,2022-11-17,0,0,1,0,0,1,1,0,0,0,0,0
188,34.5796547444502,0.3244390430077885,CA,2022-11-18,0,0,1,0,0,1,0,0,1,0,0,1
189,19.3321259203445,0.3152536425143415,CA,2022-11-19,0,0,0,0,1,1,0,0,0,0,0,0
190,50.057070050069,0.330431533644909,CA,2022-11-20,0,0,1,0,1,1,0,0,0,0,1,0
191,88.4284082734929,0.3613826204752125,CA,2022-11-21,0,0,1,0,0,0,0,0,0,0,0,0
192,94.7031672013021,0.3498970561412565,CA,2022-11-22,0,0,1,0,0,0,0,0,0,0,0,0
193,72.8822625282439,0.3490273789987005,CA,2022-11-23,0,0,1,0,0,0,0,0,0,0,0,0
194,6.39868575501666,0.3354773583647975,CA,2022-11-24,1,0,1,0,1,1,1,0,0,0,0,1
195,156.782440429286,0.3543616561100305,CA,2022-11-25,0,0,1,0,0,1,0,0,0,0,0,1
196,159.594372270201,0.337755097149571,CA,2022-11-26,0,0,0,0,1,1,0,0,0,0,1,0
197,112.279518719303,0.3391580850865425,CA,2022-11-27,0,0,1,0,0,1,0,0,0,0,0,0
198,141.330926839155,0.330708730494105,CA,2022-11-28,0,0,0,0,0,1,0,0,0,0,0,0
199,113.905129117821,0.3297258094026975,CA,2022-11-29,0,0,1,0,0,1,0,0,1,0,0,0
200,68.9378437291007,0.312272556050218,CA,2022-11-30,0,0,1,0,0,0,0,0,0,0,0,1
201,86.8492776929938,0.3158410311043095,CA,2022-12-01,0,0,1,0,0,1,0,0,0,0,0,0
202,110.754052175105,0.3227490446113485,CA,2022-12-02,0,0,0,0,0,1,0,0,0,0,0,0
203,83.8991295285412,0.312402792023439,CA,2022-12-03,0,0,0,0,1,0,0,0,0,0,0,0
204,59.6725055733742,0.30900892975066,CA,2022-12-04,0,0,1,0,0,0,0,0,0,0,0,1
205,127.590520928755,0.296441106436896,CA,2022-12-05,0,0,1,0,1,1,0,0,0,0,0,0
206,79.5079286879306,0.2937839970371125,CA,2022-12-06,0,0,1,0,1,1,0,0,0,0,0,0
207,100.608203934562,0.2941597129223995,CA,2022-12-07,0,0,0,0,0,0,0,0,0,0,0,0
208,110.071054560824,0.2763957721037495,CA,2022-12-08,0,0,0,0,1,0,0,0,0,0,0,0
209,99.2677867150663,0.2688150502498335,CA,2022-12-09,0,0,1,0,0,0,0,0,0,0,0,0
210,55.9165798156852,0.285778456603649,CA,2022-12-10,0,0,0,0,0,0,0,0,0,0,0,1
211,0.868175395706348,0.1997708722020985,CO,2022-10-30,1,1,1,0,1,1,1,0,1,0,1,1
212,4.91990815396888,0.418116013241979,CO,2022-10-31,1,0,1,0,1,1,0,0,1,0,1,1
213,5.63943741720809,0.351607600527,CO,2022-11-01,1,0,1,0,1,1,0,0,0,0,1,1
214,6.21520528923432,0.418724620221628,CO,2022-11-02,1,0,0,0,1,1,0,0,0,0,1,1
215,2.13757331660998,0.253186769823067,CO,2022-11-03,0,1,1,0,1,1,0,0,0,0,1,1
216,4.59157244110812,0.329798588085166,CO,2022-11-04,1,0,1,0,1,1,1,0,1,0,1,1
217,2.09350802623293,0.3834350157893855,CO,2022-11-05,0,0,0,1,1,0,0,0,0,1,1,0
218,8.11908536244395,0.4335097942768725,CO,2022-11-06,1,0,1,0,1,1,0,0,0,0,1,1
219,10.5080656970777,0.341992432921505,CO,2022-11-07,0,0,1,0,1,1,0,0,1,0,1,1
220,10.6130267867053,0.3672615703985475,CO,2022-11-08,1,0,1,0,1,1,0,0,1,0,1,1
221,7.66067225531841,0.320467409231809,CO,2022-11-09,0,0,1,0,1,1,0,0,1,0,1,1
222,4.21013285608291,0.326897587850574,CO,2022-11-10,1,0,1,0,0,0,0,0,1,1,0,0
223,2.85146354032788,0.3771020833600635,CO,2022-11-11,1,0,1,0,1,1,0,0,0,0,1,1
224,7.58753863742375,0.43809724096853,CO,2022-11-12,1,0,1,0,1,1,0,0,0,0,1,1
225,0.762866700723554,0.2987872624034085,CO,2022-11-13,1,1,0,1,1,1,0,0,0,0,1,1
226,7.94827071684367,0.3761839498003295,CO,2022-11-14,1,0,1,0,1,1,0,0,1,0,1,1
227,6.25307775344787,0.399376928463037,CO,2022-11-15,1,0,1,0,1,0,1,0,1,0,1,0
228,4.3273754357888,0.358813642400902,CO,2022-11-16,1,0,1,0,1,0,0,0,1,0,1,0
229,4.64651505449869,0.295385059847963,CO,2022-11-17,0,0,1,0,1,1,0,0,1,0,1,1
230,0.818535437704015,0.2461292691143,CO,2022-11-18,1,1,1,1,1,1,0,0,1,1,1,1
231,2.9951275877959,0.330572134240379,CO,2022-11-19,1,0,1,0,1,1,1,0,0,0,1,1
232,2.82921337622268,0.4171220479713665,CO,2022-11-20,1,0,1,0,1,1,1,0,1,0,1,1
233,3.3230899004456,0.312565771577522,CO,2022-11-21,1,0,1,0,1,1,1,0,1,0,1,1
234,6.37886918477562,0.34688391893174,CO,2022-11-22,1,0,1,0,0,1,0,0,0,0,0,1
235,17.1995289353135,0.3386389049215075,CO,2022-11-23,0,0,1,0,1,1,0,0,0,0,1,1
236,0.508991059740377,0.357504352481683,CO,2022-11-24,1,1,1,1,1,1,1,1,1,1,1,1
237,8.4939625320059,0.3515419062351925,CO,2022-11-25,1,0,1,0,1,1,0,0,1,0,1,1
238,1.75333160811281,0.3705167457673085,CO,2022-11-26,1,1,1,1,0,1,0,0,1,1,0,1
239,2.49504841921218,0.34716201853142,CO,2022-11-27,1,0,1,0,1,1,1,0,1,0,1,1
240,2.39766043063642,0.279162205515246,CO,2022-11-28,0,1,1,0,1,1,0,0,0,0,1,1
241,1.81944060083286,0.342296910415253,CO,2022-11-29,1,0,0,1,1,1,0,0,0,0,1,1
242,1.3834770317244,0.2841584477590545,CO,2022-11-30,1,1,1,1,0,1,1,0,1,0,0,0
243,6.75799557348038,0.341507980787976,CO,2022-12-01,1,0,0,0,1,1,0,0,0,0,1,1
244,1.08849032344123,0.286043354501742,CO,2022-12-02,1,1,1,1,1,1,0,0,0,0,1,1
245,0.599826002623247,0.2571883332836935,CO,2022-12-03,1,1,1,1,1,1,1,0,0,1,1,1
246,1.50665091568658,0.3126870928804875,CO,2022-12-04,1,1,1,1,0,1,0,0,0,0,0,1
247,2.15162833753529,0.313037112089425,CO,2022-12-05,1,0,1,1,1,0,0,0,1,0,1,0
248,4.18686453457762,0.229337183737808,CO,2022-12-06,1,0,1,0,1,1,1,1,1,1,1,1
249,1.84016757629934,0.235131308556291,CO,2022-12-07,1,1,1,0,1,1,1,0,1,0,1,1
250,0.884399605799649,0.321635277005854,CO,2022-12-08,1,1,1,1,1,0,0,0,1,0,1,0
251,1.27180579759088,0.323589725083564,CO,2022-12-09,1,0,1,1,1,1,1,0,1,0,1,1
252,1.31075890767447,0.2867092009767075,CO,2022-12-10,1,0,1,1,1,0,0,1,1,1,1,0
253,1.00418310239301,0.2078195343256945,CT,2022-10-30,1,1,1,1,1,1,0,0,1,1,1,1
254,1.34680200976247,0.2292222123150255,CT,2022-10-31,1,1,1,1,1,0,0,0,1,0,1,0
255,2.44549422160008,0.285094633713205,CT,2022-11-01,1,1,1,0,1,1,0,0,0,0,1,1
256,3.31174143314031,0.384389568893215,CT,2022-11-02,1,0,1,0,1,1,0,0,1,0,1,1
257,2.12869486309521,0.2744300940265155,CT,2022-11-03,1,1,1,0,1,1,0,0,0,0,1,1
258,3.42158335153377,0.3880134344304965,CT,2022-11-04,0,0,1,0,1,0,0,0,1,0,1,0
259,4.28428093634717,0.3899154516755165,CT,2022-11-05,0,0,1,0,1,0,0,0,1,0,1,0
260,1.15942132733663,0.2422813248465315,CT,2022-11-06,1,1,1,1,1,1,0,0,1,0,1,1
