...1,es_score,brier_score,location,target_date,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23B_50_CI,other_50_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23B_95_CI,other_95_CI
49,NA,NA,AL,2023-03-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.935389514177228,0.408732382101453,AL,2023-03-20,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0
52,NA,NA,AL,2023-03-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.0259716643226161,0.0206431508909646,AL,2023-03-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
54,NA,NA,AL,2023-03-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,0.0265208317323814,0.01968625273205375,AL,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,0.963347791047741,0.410797737966223,AL,2023-03-25,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
57,NA,NA,AL,2023-03-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.0809859998949196,0.0187373781661805,AL,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,NA,NA,AL,2023-03-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,NA,NA,AL,2023-03-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,NA,NA,AL,2023-03-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
62,NA,NA,AL,2023-03-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
63,NA,NA,AL,2023-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-04-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,0.0193741176464824,0.01882869391606825,AL,2023-04-03,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
66,NA,NA,AL,2023-04-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,0.019118795530107,0.0195324878379759,AL,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
68,1.92847555876191,0.80373908794204,AL,2023-04-06,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0
69,NA,NA,AL,2023-04-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.0651402610871748,0.0213081542340305,AL,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
71,NA,NA,AL,2023-04-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,1.02837616149686,0.418414738897157,AL,2023-04-10,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0
73,1.16346911365598,0.77458518537414,AL,2023-04-11,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
74,0.0204461622348896,0.02538797782284105,AL,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
75,NA,NA,AL,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
76,0.0207716859120891,0.0283606213864178,AL,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
77,0.0197456456899499,0.0301226517159272,AL,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
78,NA,NA,AL,2023-04-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.0226969962525321,0.03425431087827295,AL,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
80,0.0211634937787629,0.0366418372515841,AL,2023-04-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,0.0211198511480464,0.03925160051195885,AL,2023-04-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
82,NA,NA,AL,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
83,NA,NA,AL,2023-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.857182289946719,0.647374091389015,AR,2023-03-12,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
86,0.231097660266171,0.039953396813928,AR,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
87,0.853628212636442,0.2263329376894545,AR,2023-03-14,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
88,0.187458652390844,0.03240667579938045,AR,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
89,0.177165876440346,0.02910472092232065,AR,2023-03-16,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
90,0.398112397235547,0.165877428551061,AR,2023-03-17,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
91,0.716161510261252,0.3813476840949445,AR,2023-03-18,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
92,NA,NA,AR,2023-03-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.238785906675236,0.0186127334095632,AR,2023-03-20,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
94,1.52646703333373,0.0165784300216435,AR,2023-03-21,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
95,3.60918483270197,0.01474493010287675,AR,2023-03-22,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0
96,0.0870698275100199,0.0130959620667547,AR,2023-03-23,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
97,0.0776395765470861,0.0116160099201214,AR,2023-03-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
98,NA,NA,AR,2023-03-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,1.07799428150322,0.446516786734575,AR,2023-03-26,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
100,0.0175958430946256,0.0080475428383274,AR,2023-03-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
101,1.60086737539385,0.2901444150803155,AR,2023-03-28,0,1,0,1,1,1,1,1,1,1,0,1,1,1,1,0
102,1.0180271854619,0.0062672756758197,AR,2023-03-29,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
103,0.0400992471840342,0.0055231250242939,AR,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
104,0.0105023741536,0.004863338880533515,AR,2023-03-31,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
105,0.00916000264313446,0.004279207151030245,AR,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
106,0.0287554956935213,0.00376278021137402,AR,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
107,0.00756872954696776,0.003306826238211495,AR,2023-04-03,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
108,0.269353598106827,0.002904786423544265,AR,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,0.112272384463204,0.00255072926068216,AR,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
110,0.00498083187264026,0.00223930487190655,AR,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
111,1.22411618272941,0.471888308031053,AR,2023-04-07,1,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1
112,NA,NA,AR,2023-04-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,0.0139251694710425,0.00151512209069243,AR,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
114,0.0268628740813154,0.00133082460612171,AR,2023-04-10,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0
115,0.00269756994371517,0.0011696217671055,AR,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
116,0.00960894715478833,0.00102877271685345,AR,2023-04-12,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
117,NA,NA,AR,2023-04-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,NA,NA,AR,2023-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
119,NA,NA,AR,2023-04-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,1.29731028051092,0.4846585890816295,AR,2023-04-16,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
121,0.00548482427638323,5.5385446502389e-4,AR,2023-04-17,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
122,NA,NA,AR,2023-04-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2023-04-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2023-04-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,9.6546945980303e-4,3.5579186533265e-4,AR,2023-04-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
126,0.00836171164539984,3.2257196489332e-4,AR,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
127,2.00662513693591,0.0796961256893965,AZ,2023-03-12,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0
128,2.09004876869088,0.150264497568018,AZ,2023-03-13,1,0,1,0,1,1,1,0,1,0,0,0,0,1,1,0
129,0.936543822099329,0.0846310680462945,AZ,2023-03-14,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
130,1.13964476731672,0.116978490218662,AZ,2023-03-15,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1
131,1.1010865601874,0.01638564086874385,AZ,2023-03-16,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1
132,1.75424008455967,0.567229305780065,AZ,2023-03-17,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1,1
133,1.98917708444986,0.52855152399367,AZ,2023-03-18,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
134,1.11086615476468,0.1677765307936395,AZ,2023-03-19,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1
135,2.02274944796487,0.091914741533306,AZ,2023-03-20,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0
136,1.01334911038477,0.1672186892915785,AZ,2023-03-21,1,1,1,1,0,1,1,1,0,0,0,0,0,1,1,1
137,0.680735086434321,0.0981382484063065,AZ,2023-03-22,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0
138,0.443994204085181,0.111595144424322,AZ,2023-03-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
139,0.374392459023991,0.01288393736658565,AZ,2023-03-24,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
140,0.0156041637112901,0.01264166574788395,AZ,2023-03-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
141,0.604301757421507,0.1026355614966265,AZ,2023-03-26,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1
142,1.8327764821753,0.113898566392825,AZ,2023-03-27,1,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1
143,2.98298214443166,0.0512472935850315,AZ,2023-03-28,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
144,1.03700245455168,0.01202794305580135,AZ,2023-03-29,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
145,1.51792289946553,0.221670578463547,AZ,2023-03-30,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1
146,0.0527184902233563,0.0119245213598989,AZ,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
147,0.818888203354351,0.2786080142917285,AZ,2023-04-01,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
148,0.823339914881048,0.154402623330553,AZ,2023-04-02,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
149,1.36655311340917,0.0574752674410965,AZ,2023-04-03,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1
150,1.86904468199945,0.1723698793087265,AZ,2023-04-04,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,0
151,1.10171999140553,0.0844453299985595,AZ,2023-04-05,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1
152,0.17541823440407,0.01245306625544875,AZ,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
153,0.439938319279355,0.0126776432703013,AZ,2023-04-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
154,0.802142525254128,0.097331614514824,AZ,2023-04-08,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
155,2.32298268027777,0.143766034749834,AZ,2023-04-09,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,0
156,2.43591900571706,0.143116200307241,AZ,2023-04-10,0,1,1,1,0,1,0,1,1,1,0,0,0,1,0,1
157,2.38464185256914,0.213049778386895,AZ,2023-04-11,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
158,0.0617235164014688,0.01456216098259305,AZ,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
159,0.390460336958753,0.01512668313942085,AZ,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
160,0.789011093984876,0.273896773407587,AZ,2023-04-14,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
161,0.506473040722248,0.01650092463740725,AZ,2023-04-15,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
162,1.31458832553443,0.2536182838443285,AZ,2023-04-16,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0
163,1.57414766892724,0.110404546501102,AZ,2023-04-17,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1
164,1.6218727817449,0.1801687181193675,AZ,2023-04-18,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1
165,2.36361572239486,0.052733434006894,AZ,2023-04-19,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,0
166,3.41131508344484,0.242739002839855,AZ,2023-04-20,1,1,0,1,0,1,0,1,1,1,0,1,0,1,0,0
167,1.18160982497743,0.82859792451582,AZ,2023-04-21,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
168,0.211764279012706,0.025268107445695,AZ,2023-04-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
169,5.52440108056654,0.1482510426242245,CA,2023-03-12,0,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0
170,5.14040406890586,0.1657986738404525,CA,2023-03-13,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
171,3.27926401485441,0.131937914861922,CA,2023-03-14,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,0
172,2.64104836795069,0.1298256148763635,CA,2023-03-15,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0
173,7.95354841952208,0.1021062799591095,CA,2023-03-16,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
174,5.70995820805078,0.1520530142693565,CA,2023-03-17,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0
175,2.67268267637082,0.1327499008728545,CA,2023-03-18,0,1,1,1,0,1,0,1,0,1,0,0,0,1,0,0
176,1.78503024457072,0.16623833472532001,CA,2023-03-19,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,0
177,7.73316191455824,0.067260524532346,CA,2023-03-20,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0
178,5.29651281002949,0.093477493754621,CA,2023-03-21,0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0
179,3.95236787797737,0.1231452248034805,CA,2023-03-22,0,1,1,1,0,1,0,1,0,0,1,1,0,0,0,0
180,5.03241167008417,0.1369354446060215,CA,2023-03-23,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0
181,3.90723518729439,0.133694931943991,CA,2023-03-24,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0
182,6.49877468617418,0.2299126420524425,CA,2023-03-25,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1
183,4.75417366634797,0.173270747800184,CA,2023-03-26,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
184,5.452723008654,0.1002727932483225,CA,2023-03-27,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
185,3.73292479891923,0.055439824953924,CA,2023-03-28,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0
186,6.68325879678122,0.199956802013308,CA,2023-03-29,1,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0
187,3.47899428026652,0.072941358879884,CA,2023-03-30,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
188,1.70922519783886,0.1188304235443835,CA,2023-03-31,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1
189,6.59274283926784,0.201523493166384,CA,2023-04-01,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1
190,4.76622517224656,0.1696272912983465,CA,2023-04-02,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1
191,5.05981562942953,0.1574346045242535,CA,2023-04-03,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0
192,2.79737680968418,0.081991824453672,CA,2023-04-04,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0
193,6.98110235204154,0.165715327329378,CA,2023-04-05,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
194,9.81661353272077,0.2065652138145045,CA,2023-04-06,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1
195,5.3441352747488,0.147545121900643,CA,2023-04-07,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0
196,4.41619906522669,0.1338313665070675,CA,2023-04-08,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1
197,0.801388151297226,0.070342083074078507,CA,2023-04-09,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
198,10.9062508923554,0.19367597158302,CA,2023-04-10,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
199,4.33192299340291,0.1071843145269585,CA,2023-04-11,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1
200,9.78816953547157,0.2157177020907025,CA,2023-04-12,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
201,3.2714094647664,0.1444642145793755,CA,2023-04-13,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0
202,4.82851618903513,0.077351705972469,CA,2023-04-14,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0
203,2.32268308598569,0.146062773092687,CA,2023-04-15,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
204,3.06918971540778,0.1479892556198245,CA,2023-04-16,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1
205,3.39847681252603,0.1475934450590265,CA,2023-04-17,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1
206,2.04694395407604,0.1272247006038785,CA,2023-04-18,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1
207,4.19743122178601,0.2146083933924825,CA,2023-04-19,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
208,2.73872043261734,0.20663435550519,CA,2023-04-20,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
209,4.34435612941671,0.077576660135247,CA,2023-04-21,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1
210,5.3335585841857,0.320432979925409,CA,2023-04-22,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
211,0.0294851968842711,0.00523528659931075,CO,2023-03-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,0.0260488574274413,0.004966783678070305,CO,2023-03-13,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
213,0.129134196309034,0.004727758216008245,CO,2023-03-14,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1
214,0.631964996850025,0.004515795141782675,CO,2023-03-15,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
215,0.447324219704232,0.00432879177992137,CO,2023-03-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,0.784853190251103,0.18021030931123,CO,2023-03-17,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
217,1.10016934609156,0.445333263423967,CO,2023-03-18,0,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0
218,0.722410228596379,0.1513605852424385,CO,2023-03-19,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
