...1,es_score,brier_score,location,target_date,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,recombinant_50_CI,other_50_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,recombinant_95_CI,other_95_CI
19,2.99233937356406,0.2250929547733855,AK,2023-01-26,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
20,1.05355857295779,0.3322141505945735,AK,2023-01-27,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
21,0.30203368934663,0.218403962099623,AK,2023-01-28,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
22,0.528618957970016,0.2610803463450805,AK,2023-01-29,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
23,1.26993163119388,0.229038591120964,AK,2023-01-30,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
24,1.36511972745686,0.2839050763319145,AK,2023-01-31,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
25,1.03861144927998,0.313631699432352,AK,2023-02-01,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
26,2.99647244514627,0.286274947110861,AK,2023-02-02,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1
27,0.949760037031116,0.369538539952703,AK,2023-02-03,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1
28,1.15344382466073,0.2725815783010365,AK,2023-02-04,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0
29,1.5268068264584,0.2860633764972865,AK,2023-02-05,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1
30,6.89057840932084,0.278904178306462,AK,2023-02-06,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0
31,1.59817194185049,0.3350270394865305,AK,2023-02-07,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1,0
32,1.59329938747416,0.315696914887559,AK,2023-02-08,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0
33,0.338536007725095,0.274450096261481,AK,2023-02-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
34,3.50331600859074,0.2561853025469705,AK,2023-02-10,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
35,1.81661939075794,0.258942478993561,AK,2023-02-11,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,0
36,1.78214864113887,0.245965240323159,AK,2023-02-12,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
37,1.78394835536601,0.2952532503928565,AK,2023-02-13,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,0
38,1.0467446825955,0.2632127685736105,AK,2023-02-14,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
39,0.812497102828448,0.268182960351707,AK,2023-02-15,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
40,2.99413180613474,0.2289048143698695,AK,2023-02-16,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1
41,1.87720666106887,0.240582578445956,AK,2023-02-17,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1
42,0.778557888530034,0.250814664806509,AK,2023-02-18,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1
43,1.35033063197673,0.63589985317056,AL,2023-01-08,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,1
44,1.20609101388775,0.304801173855526,AL,2023-01-09,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,1
45,1.06331224063546,0.24225989533997,AL,2023-01-10,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,0
46,0.678742215428493,0.359234152695186,AL,2023-01-11,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
47,1.1579527416376,0.470707792145608,AL,2023-01-12,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1
48,NA,NA,AL,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,NA,NA,AL,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,NA,NA,AL,2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,NA,NA,AL,2023-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,0.91641074122407,0.2001483787667525,AL,2023-01-18,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1
54,0.118083452360641,0.0850157272754525,AL,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
55,0.114799492906736,0.086075729488225,AL,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
56,NA,NA,AL,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,0.12513342010274,0.0899408992545585,AL,2023-01-23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
59,0.125209971483615,0.0914680338190835,AL,2023-01-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60,0.816251442164772,0.56699443126674,AL,2023-01-25,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1
61,1.22505642311048,0.578918056131995,AL,2023-01-26,0,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
62,1.87551133846845,0.37162459789146,AL,2023-01-27,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
63,0.967256046897904,0.683012769654955,AL,2023-01-28,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,0
64,NA,NA,AL,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,2.48786286555828,0.535563153349325,AL,2023-01-30,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1
66,0.77693993965623,0.52886773808634,AL,2023-01-31,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
67,NA,NA,AL,2023-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
68,1.45325285258734,0.4345543537472955,AL,2023-02-02,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1
69,NA,NA,AL,2023-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,0.755414223304688,0.500732694470415,AL,2023-02-04,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
71,0.141762789682243,0.1211495543271605,AL,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
72,0.483225464207677,0.305332318804013,AL,2023-02-06,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
73,0.151254694124971,0.1285774474314085,AL,2023-02-07,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
74,3.1717082846321,0.470646965048742,AL,2023-02-08,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1
75,0.906564209190224,0.644878105769645,AL,2023-02-09,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
76,0.705251544981369,0.455059939656591,AL,2023-02-10,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
77,NA,NA,AL,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.681519287778115,0.431364679497986,AL,2023-02-13,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
80,1.41102074949451,0.423468771896865,AL,2023-02-14,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
81,2.17494658849556,0.4156155151318175,AL,2023-02-15,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
82,0.666340660888683,0.4078318653119725,AL,2023-02-16,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
83,NA,NA,AL,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,NA,NA,AL,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,1.71657778378726,0.317329103700493,AR,2023-01-08,1,1,1,1,0,0,1,1,1,1,0,1,0,0,1,1
86,3.46094884843244,0.287996552186451,AR,2023-01-09,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,0
87,2.79962368363422,0.240761951893571,AR,2023-01-10,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0
88,2.29923418969884,0.244905632301345,AR,2023-01-11,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1
89,2.18994216071198,0.295256821307288,AR,2023-01-12,0,1,1,1,0,1,1,0,1,0,0,1,1,1,0,0
90,1.84168642067116,0.286798048441363,AR,2023-01-13,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1
91,1.25029608070417,0.4724979023228005,AR,2023-01-14,1,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1
92,1.63991437867805,0.73429297511262,AR,2023-01-15,1,1,0,0,0,1,1,1,1,1,0,0,0,1,1,1
93,3.38792368122518,0.50344100852886,AR,2023-01-16,0,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
94,2.60924096415719,0.256050256552976,AR,2023-01-17,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
95,1.47922385567303,0.280916178417663,AR,2023-01-18,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
96,1.42195666489126,0.2937747636361395,AR,2023-01-19,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
97,1.13688217088124,0.283081893982495,AR,2023-01-20,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1
98,1.0505052839255,0.725921341097235,AR,2023-01-21,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
99,0.7464638755331,0.275363328729563,AR,2023-01-22,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
100,1.8379536841953,0.2206785834488585,AR,2023-01-23,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1
101,5.21675207537567,0.38747016114117,AR,2023-01-24,1,1,0,1,0,1,1,1,0,0,1,1,0,0,1,1
102,3.19947963151206,0.333048501428531,AR,2023-01-25,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1
103,2.18366570935559,0.2434037908469225,AR,2023-01-26,0,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1
104,1.35763861894905,0.2408523770846795,AR,2023-01-27,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
105,0.0554271447834532,0.04688240538410565,AR,2023-01-28,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
106,0.829148753482308,0.3849326073218615,AR,2023-01-29,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
107,16.116203472329,0.550961420935885,AR,2023-01-30,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0
108,0.821488450224074,0.383378733632788,AR,2023-01-31,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
109,3.47223212060526,0.52624488475215,AR,2023-02-01,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
110,0.70628663178431,0.2701364564579695,AR,2023-02-02,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1
111,1.34762590975909,0.2695669644144365,AR,2023-02-03,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
112,0.0572187836577618,0.0488397708034819,AR,2023-02-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
113,1.04487725135154,0.70558141635229,AR,2023-02-05,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
114,7.61980145685525,0.577192275950965,AR,2023-02-06,1,1,0,1,0,1,1,1,0,1,0,1,0,1,0,1
115,3.78844601619376,0.53651985918011,AR,2023-02-07,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0
116,0.864154892189318,0.303724304106083,AR,2023-02-08,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
117,1.37999864351292,0.307883787774404,AR,2023-02-09,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
118,6.9386633560775,0.4938419067134705,AR,2023-02-10,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1
119,NA,NA,AR,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,0.066968909349613,0.0635239788831765,AR,2023-02-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
121,2.90085662082485,0.534919257913465,AR,2023-02-13,0,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1
122,6.70697012646554,0.589949707299875,AR,2023-02-14,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1
123,4.34541416538847,0.4786848027249845,AR,2023-02-15,1,1,0,1,0,1,1,1,1,0,0,1,0,1,1,1
124,5.31586867193982,0.4928494197038165,AR,2023-02-16,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
125,4.79650347242883,0.620067141858125,AR,2023-02-17,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1
126,0.696108583459993,0.3511319412222005,AR,2023-02-18,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
127,1.28965622122148,0.261010171954895,AZ,2023-01-08,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,1
128,9.67305834746849,0.3293049521992815,AZ,2023-01-09,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
129,3.28470544416257,0.22496935134101,AZ,2023-01-10,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1
130,1.99150950178027,0.297276295049148,AZ,2023-01-11,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1
131,3.08859772542892,0.371944635258617,AZ,2023-01-12,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
132,2.43789782431733,0.4009436748825605,AZ,2023-01-13,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,1
133,2.51699886770622,0.418443369221068,AZ,2023-01-14,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1
134,6.64230084267532,0.396778576450771,AZ,2023-01-15,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1
135,3.62846708117587,0.32830297805686,AZ,2023-01-16,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1
136,5.74049036087702,0.304917619774342,AZ,2023-01-17,0,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0
137,3.5546620807656,0.380787531649073,AZ,2023-01-18,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1
138,8.32788220299872,0.447142286991516,AZ,2023-01-19,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1
139,5.10238989631713,0.371661812872329,AZ,2023-01-20,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0
140,2.0929322998782,0.3996485695502775,AZ,2023-01-21,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1
141,0.84720876090085,0.603380662167685,AZ,2023-01-22,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1
142,16.0138667106879,0.444648327515353,AZ,2023-01-23,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
143,2.94668212932143,0.405512543927795,AZ,2023-01-24,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1
144,3.48199031808515,0.4063778705428705,AZ,2023-01-25,1,1,0,0,0,1,1,1,0,1,1,1,0,1,1,1
145,1.46582389945764,0.32336102945601,AZ,2023-01-26,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1
146,4.11307728556844,0.4305242704279245,AZ,2023-01-27,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
147,1.1298264842581,0.3748358831581095,AZ,2023-01-28,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1
148,1.53616951797648,0.3235711098098255,AZ,2023-01-29,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
149,17.8727638297719,0.3929252302051215,AZ,2023-01-30,1,0,0,1,0,1,1,1,0,1,0,0,0,1,0,1
150,16.4061050757306,0.467361569564642,AZ,2023-01-31,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0
151,11.1834213502928,0.3881671755385815,AZ,2023-02-01,0,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1
152,6.96287385227334,0.4057073727006445,AZ,2023-02-02,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1
153,5.1073383011237,0.394489080647251,AZ,2023-02-03,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1
154,0.968020130323527,0.288195073195581,AZ,2023-02-04,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1
155,8.17747316196619,0.323435658075362,AZ,2023-02-05,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,1
156,8.59391040994146,0.332854836782208,AZ,2023-02-06,1,1,0,1,0,1,1,1,0,0,0,1,0,1,1,1
157,4.56083630322447,0.325805474712234,AZ,2023-02-07,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,1
158,8.84308589451074,0.296541593691994,AZ,2023-02-08,1,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1
159,2.87622619280206,0.2533534996970265,AZ,2023-02-09,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,1
160,0.955859357061818,0.3068418167785645,AZ,2023-02-10,0,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1
161,1.85403197833611,0.2306983390491745,AZ,2023-02-11,1,1,1,1,0,1,1,1,1,0,1,0,0,1,1,1
162,5.80362240066217,0.303377731528006,AZ,2023-02-12,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,1
163,6.92697663219957,0.2473635228063375,AZ,2023-02-13,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0
164,4.11578950428988,0.204722928629035,AZ,2023-02-14,1,1,0,1,0,1,1,0,1,0,0,0,0,1,1,0
165,1.96903414791468,0.2578037131510885,AZ,2023-02-15,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1
166,2.4148404893829,0.2261891002566265,AZ,2023-02-16,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0
167,2.51005754635623,0.205289382281769,AZ,2023-02-17,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1
168,0.887995030407492,0.1931396354301625,AZ,2023-02-18,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1
169,25.2712080642303,0.2834456636447285,CA,2023-01-08,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
170,24.843370521379,0.2557783189299965,CA,2023-01-09,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0
171,43.2915926483089,0.321847821866951,CA,2023-01-10,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0
172,48.9909803764933,0.3410965610454205,CA,2023-01-11,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
173,27.084688722847,0.293373800585837,CA,2023-01-12,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0
174,32.3644656853996,0.3248430227135355,CA,2023-01-13,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
175,20.1697920297961,0.307636386948375,CA,2023-01-14,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0
176,34.7305023414427,0.358010762470417,CA,2023-01-15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
177,47.6069538095113,0.350005187002166,CA,2023-01-16,0,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0
178,39.6597967704536,0.3455338820200925,CA,2023-01-17,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0
179,18.3938164344971,0.31152682243523,CA,2023-01-18,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0
180,10.069527475485,0.3764366274616935,CA,2023-01-19,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0
181,22.8299820260185,0.347287365279347,CA,2023-01-20,1,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0
182,20.9406052300556,0.287632974276,CA,2023-01-21,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0
183,20.1386688834251,0.334815843963944,CA,2023-01-22,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0
184,36.0915084522559,0.34985635505174,CA,2023-01-23,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0
185,20.0162414745039,0.293568483677598,CA,2023-01-24,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
186,24.9688337441179,0.3491384119608335,CA,2023-01-25,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
187,32.554632117861,0.356281496652488,CA,2023-01-26,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0
188,25.4251117982115,0.3766179321122755,CA,2023-01-27,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
189,31.2269644544319,0.3793671869430535,CA,2023-01-28,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1
190,27.8324502900176,0.3952507708962435,CA,2023-01-29,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1
191,11.637064671435,0.3243558874321005,CA,2023-01-30,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1
192,15.4199455686229,0.3431835341415365,CA,2023-01-31,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
193,23.0582152400811,0.3406660163141455,CA,2023-02-01,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
194,54.9655109701196,0.3800036054185475,CA,2023-02-02,1,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0
195,42.4857706895493,0.368503798192256,CA,2023-02-03,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0
196,32.8232649866449,0.354413764887751,CA,2023-02-04,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0
197,46.7274058663068,0.332034745958073,CA,2023-02-05,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
198,53.2447358889131,0.3179398378673415,CA,2023-02-06,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
199,31.3881993224494,0.3294319747216725,CA,2023-02-07,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0
200,59.5972012898682,0.3098302362184385,CA,2023-02-08,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
201,51.6850669467738,0.2942265073964445,CA,2023-02-09,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0
202,38.6685989844693,0.305650516454137,CA,2023-02-10,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0
203,10.1202872582289,0.2940801438558685,CA,2023-02-11,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1
204,52.3564287380024,0.261317652446377,CA,2023-02-12,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0
205,48.0205937298739,0.237805256426155,CA,2023-02-13,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0
206,27.5466809277906,0.221273226856871,CA,2023-02-14,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
207,50.4890423835292,0.2445667788735735,CA,2023-02-15,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
208,43.3702590842919,0.2409204527378595,CA,2023-02-16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
209,12.4803775054003,0.232442425165983,CA,2023-02-17,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0
210,8.71835719547082,0.2196280732542355,CA,2023-02-18,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
211,1.06646570981475,0.216365666793983,CO,2023-01-08,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
212,2.19335071919366,0.391269078318123,CO,2023-01-09,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1
213,1.57195914097415,0.3966691344259595,CO,2023-01-10,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1
214,3.75216394307285,0.507638542502255,CO,2023-01-11,1,1,0,1,0,1,1,0,0,0,0,1,0,1,1,0
215,0.624765857832152,0.331815535187356,CO,2023-01-12,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0
216,0.911517888176077,0.657362462030345,CO,2023-01-13,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
217,NA,NA,CO,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,0.786694167014889,0.2981459356056985,CO,2023-01-15,1,0,1,1,1,1,1,1,0,0,0,1,1,0,1,1
219,2.22603417670772,0.464409984672915,CO,2023-01-16,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1
220,2.00652495014602,0.3554349734224615,CO,2023-01-17,1,1,1,0,0,1,1,1,0,1,1,0,0,1,1,1
221,1.16119291798814,0.3395985985035475,CO,2023-01-18,1,1,1,1,0,1,1,1,1,0,0,1,0,1,1,1
222,0.604771250535898,0.269249112760699,CO,2023-01-19,1,1,1,1,1,1,1,1,0,0,0,1,0,1,1,0
223,6.02492598685912,0.533784519154735,CO,2023-01-20,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1
224,0.515944448301768,0.3245365931866655,CO,2023-01-21,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
