...1,es_score,brier_score,location,target_date,X23E_50_CI,X23F_50_CI,X24A_50_CI,recombinant_50_CI,X23H_50_CI,other_50_CI,X23E_95_CI,X23F_95_CI,X24A_95_CI,recombinant_95_CI,X23H_95_CI,other_95_CI
85,NA,NA,AR,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,NA,NA,AR,2024-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,NA,NA,AR,2024-01-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,NA,NA,AR,2024-01-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,0.107372128141864,0.1034905815683865,AR,2024-02-01,1,1,1,1,1,1,1,1,1,1,1,1
90,NA,NA,AR,2024-02-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,NA,NA,AR,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,NA,NA,AR,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,0.0907169208839736,0.0786257501409835,AR,2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
94,0.0851717470820739,0.072914390520163,AR,2024-02-06,1,1,1,1,1,1,1,1,1,1,1,1
95,0.0831638608093857,0.0674232235663815,AR,2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
96,0.222139135696476,0.0621601782859655,AR,2024-02-08,1,1,1,1,1,1,1,1,0,1,1,0
97,0.206049861872672,0.057132273748662,AR,2024-02-09,1,1,1,1,1,1,1,1,0,1,1,0
98,NA,NA,AR,2024-02-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
99,NA,NA,AR,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,0.060744587778393,0.04351309925671915,AR,2024-02-12,1,1,1,1,1,1,1,1,0,1,1,0
101,0.761220933936472,0.3668184926578755,AR,2024-02-13,1,1,1,1,1,0,1,1,0,1,1,0
102,0.158016244663789,0.0356852194982506,AR,2024-02-14,1,1,1,1,1,1,1,1,0,1,1,0
103,NA,NA,AR,2024-02-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
104,NA,NA,AR,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,0.124043059699182,0.02044162508002235,AR,2024-02-19,1,1,1,1,1,1,1,1,1,1,1,1
108,0.112439040459376,0.01809387346029435,AR,2024-02-20,1,1,1,1,1,1,1,0,0,1,1,1
109,NA,NA,AR,2024-02-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,NA,NA,AR,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,NA,NA,AR,2024-02-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,NA,NA,AR,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,0.0778928223149498,0.00812101183721045,AR,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
115,NA,NA,AR,2024-02-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,NA,NA,AR,2024-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,1.13808498430302,0.871340514981495,AR,2024-02-29,1,1,0,1,1,0,1,1,0,1,1,0
118,0.0194819231490205,0.004503367049067695,AR,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
119,NA,NA,AR,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,0.111146243313345,0.00283746962466173,AR,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
122,NA,NA,AR,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.0157109085492068,0.00151406855181734,AR,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
126,NA,NA,AR,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,0.0465069503272131,0.0327745214915724,AZ,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
128,1.72775017280338,0.1156486221560285,AZ,2024-01-29,1,1,0,1,1,0,1,1,0,1,1,0
129,1.3443527890904,0.10101322390819201,AZ,2024-01-30,1,1,1,1,1,1,1,1,0,1,0,0
130,1.58341521135349,0.0822795084251345,AZ,2024-01-31,1,1,0,0,1,1,1,0,0,0,1,0
131,0.215641392090085,0.022850839532089,AZ,2024-02-01,1,1,1,1,1,1,1,1,0,1,1,0
132,0.193297286157937,0.02086800687785235,AZ,2024-02-02,1,1,1,1,1,1,1,0,0,1,1,1
133,NA,NA,AZ,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,0.262524420102996,0.01739959787545585,AZ,2024-02-04,1,1,1,1,1,1,1,1,0,1,1,0
135,1.38743961440557,0.1521077229494165,AZ,2024-02-05,1,0,1,1,1,1,1,0,0,1,1,0
136,1.83985841674588,0.04810182320596185,AZ,2024-02-06,1,0,0,1,1,1,1,0,0,0,0,0
137,1.75764173203937,0.0132538556722075,AZ,2024-02-07,1,1,0,1,1,1,1,1,0,1,1,0
138,0.0166170800321146,0.0121094827626824,AZ,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
139,1.00631090779145,0.2978530990361895,AZ,2024-02-09,1,1,1,1,0,1,1,0,1,1,0,1
140,0.0476266619798709,0.0101194398113468,AZ,2024-02-10,1,1,1,1,1,1,1,1,1,1,1,1
141,0.618408778132611,0.1148087871202585,AZ,2024-02-11,1,1,1,1,1,1,1,1,0,1,1,0
142,0.510372914697983,0.0084727483681703,AZ,2024-02-12,1,1,1,1,1,1,1,1,1,1,1,1
143,0.948978032029176,0.0667610840998235,AZ,2024-02-13,1,1,1,0,1,1,1,0,1,0,1,1
144,1.08654361701886,0.007112146087889,AZ,2024-02-14,1,1,0,1,1,1,1,0,0,1,0,0
145,0.00952095237030481,0.0065236929961067,AZ,2024-02-15,1,1,1,1,1,1,1,1,1,1,1,1
146,0.0644492904412687,0.0059892532733187,AZ,2024-02-16,1,1,1,1,1,1,1,1,1,1,1,1
147,0.305439198193228,0.0055039873562147,AZ,2024-02-17,1,1,1,1,1,1,1,1,1,1,1,1
148,0.702374764527,0.051595374238259,AZ,2024-02-18,1,1,1,1,1,1,1,1,0,0,1,1
149,0.830959226957038,0.00466369147300124,AZ,2024-02-19,1,1,0,1,1,1,1,1,1,1,1,1
150,0.97272658222216,0.066516339817739,AZ,2024-02-20,1,1,1,0,1,1,1,0,0,1,1,1
151,1.13325610736179,0.03662128031357475,AZ,2024-02-21,1,1,1,0,1,1,1,0,0,0,1,0
152,1.05455924402386,0.2329027015443555,AZ,2024-02-22,1,1,1,0,1,1,1,1,0,0,1,1
153,0.0397513891970206,0.003403285427133715,AZ,2024-02-23,1,1,1,1,1,1,1,1,1,1,1,1
154,0.0143085899957017,0.003158384832624755,AZ,2024-02-24,1,1,1,1,1,1,1,1,1,1,1,1
155,1.46474074727353,0.2061032543438015,AZ,2024-02-25,1,0,0,0,1,1,1,1,0,0,1,1
156,0.14721174769943501,0.0027362048092711,AZ,2024-02-26,1,1,1,1,1,1,1,0,0,1,1,0
157,0.805313601732675,0.0869162531226765,AZ,2024-02-27,1,1,1,0,1,1,1,1,0,0,1,1
158,0.0704330882517729,0.00239167424416051,AZ,2024-02-28,1,1,1,1,1,1,1,0,0,1,1,1
159,0.026817767165029,0.00224453747799687,AZ,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
160,0.00358933058640608,0.00211236031283556,AZ,2024-03-01,1,1,1,1,1,1,1,1,1,1,1,1
161,0.0425763254273478,0.00199398695896247,AZ,2024-03-02,1,1,1,1,1,1,1,1,0,1,1,0
162,0.0417557990135327,0.00188840088904144,AZ,2024-03-03,1,1,1,1,1,1,1,1,1,1,1,1
163,0.136812100255435,0.0017947168720395,AZ,2024-03-04,1,1,1,1,1,1,1,1,0,1,1,0
164,0.0786954615982773,0.00171217460622704,AZ,2024-03-05,1,1,1,1,1,1,1,1,1,1,1,1
165,0.0215081847983839,0.001640134008321775,AZ,2024-03-06,1,1,1,1,1,1,1,1,1,1,1,1
166,0.00269624058351545,0.001578072247052805,AZ,2024-03-07,1,1,1,1,1,1,1,1,1,1,1,1
167,NA,NA,AZ,2024-03-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,0.0223089114590347,0.00148237563485645,AZ,2024-03-09,1,1,1,1,1,1,1,0,0,1,1,1
169,2.35618215939223,0.058803417383356,CA,2024-01-28,1,0,0,1,1,1,1,0,0,1,1,0
170,4.33880908353162,0.0926139764632095,CA,2024-01-29,1,0,0,1,1,1,1,0,0,0,1,1
171,5.35449914834535,0.0781766006097605,CA,2024-01-30,1,1,0,1,1,0,1,0,0,1,0,0
172,4.13653091208446,0.0871713193256835,CA,2024-01-31,1,1,0,1,1,0,1,0,0,0,1,0
173,3.26220921167658,0.1052345189818955,CA,2024-02-01,1,1,0,1,1,1,1,0,0,1,0,0
174,3.66921463178998,0.10589378888822,CA,2024-02-02,1,0,0,0,1,0,1,0,0,0,0,1
175,3.40625814838944,0.0484996429172118,CA,2024-02-03,1,1,0,1,1,0,1,1,0,0,0,0
176,2.03281992568148,0.0422125852744559,CA,2024-02-04,1,0,0,1,1,1,1,0,0,0,0,1
177,2.48499644897146,0.0673958585616085,CA,2024-02-05,1,1,0,1,1,0,1,0,0,1,0,0
178,1.93104934081558,0.105148403617422,CA,2024-02-06,1,1,1,1,1,1,1,1,0,1,0,0
179,1.87396150494126,0.0852315765489965,CA,2024-02-07,1,1,1,1,1,1,1,0,0,0,0,0
180,5.71395121577113,0.03859650437351065,CA,2024-02-08,1,0,0,0,1,1,1,0,0,0,0,1
181,3.75215077153725,0.1140977856547225,CA,2024-02-09,1,0,1,0,1,1,1,0,0,0,1,0
182,1.92210688321764,0.139593919477698,CA,2024-02-10,1,1,1,0,1,1,1,0,0,1,1,1
183,0.142403114415036,0.0079917398636564,CA,2024-02-11,1,1,1,1,1,1,1,0,0,1,0,1
184,2.37258382744082,0.1056953960352235,CA,2024-02-12,1,0,1,0,1,1,1,0,1,0,1,0
185,1.4716541717893,0.086157041624077,CA,2024-02-13,1,0,1,1,1,1,1,0,0,0,0,0
186,3.37905544514587,0.0409734768784846,CA,2024-02-14,1,0,0,1,1,1,1,0,0,0,0,0
187,1.63512755155662,0.112183907458941,CA,2024-02-15,1,1,1,1,1,1,1,0,0,0,0,1
188,2.43430873335428,0.03838622038044015,CA,2024-02-16,1,1,0,1,1,0,1,0,0,0,1,0
189,1.24726232821403,0.0349157025204978,CA,2024-02-17,1,1,0,1,1,1,1,0,0,0,0,0
190,0.947660391316235,0.054274157347924,CA,2024-02-18,1,1,1,1,1,1,1,1,0,0,1,0
191,1.75211477821393,0.039799894068884,CA,2024-02-19,1,1,0,1,1,0,1,1,0,0,1,0
192,0.759761202190727,0.00499467937346141,CA,2024-02-20,1,1,1,1,1,1,1,0,0,0,0,1
193,1.53792339065032,0.083306976875699,CA,2024-02-21,1,1,1,1,1,1,1,1,0,1,0,0
194,1.75269508014854,0.0635072089816845,CA,2024-02-22,1,1,1,0,0,1,1,1,0,0,1,0
195,1.24276715721009,0.062753748908584,CA,2024-02-23,1,1,1,1,1,1,1,0,0,1,1,0
196,1.09730540562704,0.0564104271309385,CA,2024-02-24,1,1,1,1,1,1,1,0,0,0,1,0
197,1.59526092691403,0.00436736722398385,CA,2024-02-25,1,1,0,1,1,1,1,0,0,1,1,1
198,1.5090578545928,0.075363138663185,CA,2024-02-26,1,1,1,1,1,0,1,1,0,0,0,0
199,2.46923669659324,0.109334820856858,CA,2024-02-27,1,1,0,1,1,0,1,1,0,0,0,0
200,1.59524826698773,0.073416154408753,CA,2024-02-28,1,1,1,1,1,1,1,0,0,1,0,1
201,0.204824996478434,0.004266649251773545,CA,2024-02-29,1,1,1,1,1,1,1,0,0,1,1,1
202,0.29432194318805,0.00429595871944635,CA,2024-03-01,1,1,1,1,1,1,1,1,0,0,1,0
203,1.40213926962382,0.004348054261239365,CA,2024-03-02,1,1,0,1,1,1,1,1,0,0,0,0
204,0.594769709324756,0.04612938155964905,CA,2024-03-03,1,1,1,1,1,1,1,0,0,1,1,1
205,1.08330109383184,0.085367725300338,CA,2024-03-04,1,1,1,1,1,1,1,0,0,1,1,0
206,2.08803843830468,0.109620161022117,CA,2024-03-05,1,1,1,1,1,0,1,1,0,0,1,0
207,1.35770313311369,0.059275239022432,CA,2024-03-06,1,1,1,1,1,1,1,0,0,0,1,0
208,2.78186046453343,0.116586688269151,CA,2024-03-07,1,1,1,1,1,0,1,0,0,0,0,0
209,1.50017066060685,0.0541713608013525,CA,2024-03-08,1,1,1,1,0,1,1,1,0,0,0,0
210,1.56134255987521,0.133703204840971,CA,2024-03-09,1,1,1,1,1,0,1,1,1,0,1,0
211,NA,NA,CO,2024-01-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
212,0.330652485387752,0.0149707119465396,CO,2024-01-29,1,1,1,1,1,1,1,1,1,1,1,1
213,0.0315317580774964,0.01331056818706945,CO,2024-01-30,1,1,1,1,1,1,1,1,1,1,1,1
214,0.0293575178652141,0.0118195704559957,CO,2024-01-31,1,1,1,1,1,1,1,1,0,1,1,0
215,0.274676676815173,0.01048317642923215,CO,2024-02-01,1,1,1,1,1,1,1,0,0,1,0,1
216,0.15742050844589,0.00928766470222095,CO,2024-02-02,1,1,1,1,1,1,1,1,1,1,1,1
217,NA,NA,CO,2024-02-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,NA,NA,CO,2024-02-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,0.0176693256314649,0.00642187975090815,CO,2024-02-05,1,1,1,1,1,1,1,1,1,1,1,1
220,0.0171523174384499,0.0056695812306245,CO,2024-02-06,1,1,1,1,1,1,1,1,1,1,1,1
221,0.0143322058941774,0.00500218912393105,CO,2024-02-07,1,1,1,1,1,1,1,1,1,1,1,1
222,0.0535588943364488,0.004410949357719575,CO,2024-02-08,1,1,1,1,1,1,1,1,1,1,1,1
223,0.0456141781400145,0.003887857079709405,CO,2024-02-09,1,1,1,1,1,1,1,1,1,1,1,1
224,1.15270388708308,0.467169910980991,CO,2024-02-10,1,1,0,0,1,1,1,1,0,0,1,1
225,NA,NA,CO,2024-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,0.0349711044315487,0.002657842778221585,CO,2024-02-12,1,1,1,1,1,1,1,1,1,1,1,1
227,1.17398984716987,0.472303673189208,CO,2024-02-13,1,1,0,0,1,1,1,1,0,0,1,1
228,NA,NA,CO,2024-02-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
229,0.00845569600721928,0.001816543772466905,CO,2024-02-15,1,1,1,1,1,1,1,1,0,1,1,0
230,NA,NA,CO,2024-02-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
231,NA,NA,CO,2024-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
232,NA,NA,CO,2024-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
233,NA,NA,CO,2024-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
234,0.00519418013085263,9.70712918710395e-4,CO,2024-02-20,1,1,1,1,1,1,1,1,1,1,1,1
235,0.0651452715303751,8.58241044658835e-4,CO,2024-02-21,1,1,1,1,1,1,1,1,1,1,1,1
236,NA,NA,CO,2024-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
237,1.23330773905663,0.484448731339533,CO,2024-02-23,1,1,0,0,1,1,1,1,0,0,1,1
238,NA,NA,CO,2024-02-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,NA,NA,CO,2024-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,0.0291124738314591,4.718610536967e-4,CO,2024-02-26,1,1,1,1,1,1,1,1,1,1,1,1
241,0.0034714558862112,4.204867853093e-4,CO,2024-02-27,1,1,1,1,1,1,1,1,1,1,1,1
242,0.00309984299004021,3.7536174170997e-4,CO,2024-02-28,1,1,1,1,1,1,1,1,1,1,1,1
243,0.0114970254125553,3.3570855986964e-4,CO,2024-02-29,1,1,1,1,1,1,1,1,1,1,1,1
244,NA,NA,CO,2024-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,NA,NA,CO,2024-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
246,NA,NA,CO,2024-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
247,0.00941644097664196,2.19422578692095e-4,CO,2024-03-04,1,1,1,1,1,1,1,1,1,1,1,1
248,NA,NA,CO,2024-03-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
249,NA,NA,CO,2024-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250,NA,NA,CO,2024-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251,0.00213031474495269,1.4933909163347e-4,CO,2024-03-08,1,1,1,1,1,1,1,1,1,1,1,1
252,NA,NA,CO,2024-03-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
253,0.0165399771098725,0.00790713525969865,CT,2024-01-28,1,1,1,1,1,1,1,1,1,1,1,1
254,0.86221822906455,0.1192662940481895,CT,2024-01-29,1,1,1,0,1,1,1,1,0,0,1,1
255,0.0469655811527884,0.00614098493102045,CT,2024-01-30,1,1,1,1,1,1,1,0,0,1,1,1
256,0.0420100802549961,0.0054124453562817,CT,2024-01-31,1,1,1,1,1,1,1,0,0,1,1,1
