...1,es_score,brier_score,location,target_date,X21K_50_CI,X21L_50_CI,X22B_50_CI,X22C_50_CI,X22D_50_CI,X22E_50_CI,X23A_50_CI,X23D_50_CI,X23B_50_CI,other_50_CI,X21K_95_CI,X21L_95_CI,X22B_95_CI,X22C_95_CI,X22D_95_CI,X22E_95_CI,X23A_95_CI,X23D_95_CI,X23B_95_CI,other_95_CI
1,3.60801874716738,0.67307220319535,AK,2023-03-26,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
2,1.00106439462596,0.2306726382253515,AK,2023-03-27,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
3,0.0379885453841124,0.00869170908640795,AK,2023-03-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,0.0773361928425991,0.00840172806093155,AK,2023-03-29,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,0.119625715644745,0.0081452574215526,AK,2023-03-30,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,0.0698950534098831,0.00792061340059405,AK,2023-03-31,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,0.117902239949264,0.0077263803690848,AK,2023-04-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
8,0.16490977317628,0.00756140358743425,AK,2023-04-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
9,0.987574608597121,0.230705427941702,AK,2023-04-03,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
10,0.114699369654819,0.00731588177387505,AK,2023-04-04,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
11,0.274870447084638,0.00723430919085385,AK,2023-04-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12,0.0348642461812627,0.0071799458402881,AK,2023-04-06,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13,0.903087814235876,0.185647905711593,AK,2023-04-07,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
14,0.0359053824797807,0.0071537426608586,AK,2023-04-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15,0.0102169575745281,0.0071830888642553,AK,2023-04-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,1.25185863512503,0.896897229827075,AK,2023-04-10,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1
17,0.127371908800148,0.0073320960444607,AK,2023-04-11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18,0.0125147293387311,0.0074550366069459,AK,2023-04-12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19,0.138809204580035,0.00761316747611175,AK,2023-04-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20,0.0127190831978044,0.0078092754476163,AK,2023-04-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,0.0134669051857098,0.00804671401524035,AK,2023-04-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,0.0141100612279881,0.0083294809594179,AK,2023-04-16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,1.10327501310826,0.450802586404138,AK,2023-04-17,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0
