...1,es_score,brier_score,location,target_date,X21L_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X21L_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
1,0.551928433260801,0.2026245592144115,AK,2022-12-25,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1
2,1.94277758588347,0.395820743064104,AK,2022-12-26,1,0,0,1,1,0,1,1,1,1,0,0,1,0,1,1
3,5.89041000803363,0.547478951833155,AK,2022-12-27,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0
4,1.60189885775843,0.4287222999982705,AK,2022-12-28,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
5,0.900443357996773,0.3540794992130805,AK,2022-12-29,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1
6,2.26683341798106,0.4721052736686315,AK,2022-12-30,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1
7,1.14569302882639,0.4178420010492865,AK,2022-12-31,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0
8,0.808369751129264,0.423996544123941,AK,2023-01-01,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
9,0.999730734769348,0.301454239645665,AK,2023-01-02,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
10,2.42748288587926,0.3287025372999825,AK,2023-01-03,1,0,1,1,1,0,1,1,1,0,1,0,1,0,1,0
11,1.40280393457367,0.25021086317239,AK,2023-01-04,1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0
12,0.785069334194351,0.1730174555161975,AK,2023-01-05,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
13,0.828334873044111,0.336459747626564,AK,2023-01-06,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
14,0.747369182239316,0.397055716588219,AK,2023-01-07,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
15,0.160354861416979,0.16682600333652,AK,2023-01-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16,1.09772449359121,0.35734603576154,AK,2023-01-09,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1
17,1.21942920716322,0.2395766868637965,AK,2023-01-10,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1
18,0.793830127994452,0.2829453278424845,AK,2023-01-11,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,0
19,1.002878574501,0.1596868441275705,AK,2023-01-12,1,1,1,0,1,1,1,1,0,1,1,0,1,1,0,1
20,1.40276301034916,0.3118639611989515,AK,2023-01-13,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1
21,0.133527979679059,0.156593357845658,AK,2023-01-14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
22,0.132405334526679,0.155167781562845,AK,2023-01-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23,0.776507158483928,0.269736100182127,AK,2023-01-16,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1
24,2.33704043155968,0.299497884698713,AK,2023-01-17,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,1
