...1,es_score,brier_score,location,target_date,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
31,3.39251640105468,0.3215337550063355,AK,2023-01-17,0,1,1,0,0,1,1,0,1,0,1,0,1,1
32,1.37248365389344,0.261196281648618,AK,2023-01-18,1,1,1,1,1,1,1,0,1,0,0,0,1,0
33,1.64403303032852,0.4900092578028885,AK,2023-01-19,1,1,1,1,0,1,1,0,1,0,1,0,1,1
34,2.40106471858839,0.285425406962973,AK,2023-01-20,0,1,1,1,0,1,1,0,1,0,0,0,1,0
35,NA,NA,AK,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,0.816688513276948,0.414733556550889,AK,2023-01-22,1,1,1,1,0,1,1,0,1,0,1,0,1,1
37,0.513351905931495,0.188940017301316,AK,2023-01-23,1,1,1,1,1,1,1,0,1,0,1,1,1,1
38,1.87570840894723,0.3038348206502395,AK,2023-01-24,0,0,1,1,1,1,1,0,0,0,1,0,1,1
39,2.40738029010517,0.41332110322646,AK,2023-01-25,0,1,1,1,0,1,0,0,1,0,0,0,1,0
40,2.43989586545552,0.2463470450965595,AK,2023-01-26,0,1,0,1,1,1,1,0,1,0,1,0,1,1
41,2.2770212643403,0.442723926778872,AK,2023-01-27,1,1,1,1,0,1,1,0,1,0,1,0,1,1
42,0.214909266808335,0.2037900958804075,AK,2023-01-28,1,1,1,1,1,1,1,0,1,0,1,1,1,1
43,0.485028049362492,0.1311493965563075,AL,2022-12-18,1,1,1,1,1,1,1,0,1,0,1,1,1,1
44,0.43629043369736,0.2045847820580335,AL,2022-12-19,1,1,1,1,1,1,1,0,1,1,0,1,1,1
45,2.58262823845123,0.2531268553177685,AL,2022-12-20,0,0,0,1,1,1,1,0,0,1,0,1,1,0
46,2.67173203104287,0.4481670849222435,AL,2022-12-21,0,1,1,1,0,0,1,0,1,0,1,0,0,1
47,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,0.141957838028767,0.11085681867017,AL,2022-12-24,1,1,1,1,1,1,1,0,1,0,1,1,1,1
50,NA,NA,AL,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,1.17608805897154,0.2822280599006945,AL,2022-12-26,1,1,1,1,1,1,1,0,1,0,0,0,1,1
52,1.51844034703283,0.230703641302066,AL,2022-12-27,0,1,1,1,1,1,1,0,1,0,1,1,1,1
53,1.64189330363228,0.354090915290694,AL,2022-12-28,1,1,1,0,1,1,1,0,1,0,0,0,1,1
54,2.45666005703086,0.305896762149438,AL,2022-12-29,0,1,1,0,1,1,1,0,0,0,1,1,1,0
55,1.72990657571103,0.3807179075799825,AL,2022-12-30,1,1,0,1,0,1,1,0,1,0,1,0,1,1
56,NA,NA,AL,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1.99452768048315,0.23695352018505,AL,2023-01-02,0,1,1,1,0,1,1,0,0,0,0,0,1,1
59,1.2291180666694,0.228611843566778,AL,2023-01-03,1,1,1,1,1,0,1,0,1,1,0,1,0,0
60,2.65530319884781,0.36916701031341,AL,2023-01-04,1,1,0,0,0,1,1,0,1,0,0,0,1,1
61,2.24876149946299,0.2811310125424375,AL,2023-01-05,0,1,1,1,0,1,1,0,1,0,1,0,1,1
62,1.57847596184154,0.3824049031999805,AL,2023-01-06,1,0,1,1,1,1,1,0,0,1,1,0,1,1
63,1.93428195020132,0.4275680056036065,AL,2023-01-07,1,1,0,1,1,0,0,0,0,0,1,0,0,0
64,1.39639574636967,0.631926541087625,AL,2023-01-08,1,1,0,1,1,0,1,0,1,0,0,1,0,1
65,1.44143679055315,0.309091542995359,AL,2023-01-09,1,1,1,1,0,0,1,1,1,0,0,0,0,1
66,1.22168320598824,0.2460924194700125,AL,2023-01-10,1,1,1,1,0,1,1,0,1,0,0,0,1,1
67,0.743949814046227,0.3693848191391245,AL,2023-01-11,1,1,1,1,0,1,1,1,1,1,0,0,1,1
68,1.25543713001031,0.480923048212689,AL,2023-01-12,1,1,1,1,0,0,1,1,1,0,1,1,0,1
69,NA,NA,AL,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
70,NA,NA,AL,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
71,NA,NA,AL,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
72,NA,NA,AL,2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,NA,NA,AL,2023-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,0.831529567297289,0.194099833457852,AL,2023-01-18,1,1,1,1,1,1,1,1,1,0,0,1,1,1
75,0.106475587445901,0.085163730676947,AL,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1
76,0.108873683524486,0.086381578142838,AL,2023-01-20,1,1,1,1,1,1,1,1,1,0,1,0,1,1
77,NA,NA,AL,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,0.11922176699754,0.09162745198257,AL,2023-01-23,1,1,1,1,1,1,1,1,1,0,1,0,1,1
80,0.114887909537701,0.093987088430957,AL,2023-01-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
81,0.850072599921476,0.60316815544184,AL,2023-01-25,1,1,1,1,0,1,1,1,1,0,1,0,1,1
82,1.24626431630432,0.597803765570495,AL,2023-01-26,0,1,0,1,0,1,1,1,1,1,1,1,1,1
83,2.0157152239528,0.3965491124731055,AL,2023-01-27,1,1,1,1,0,1,1,1,1,0,1,0,1,1
84,0.949550503217039,0.65464838173683,AL,2023-01-28,1,1,1,1,1,1,0,1,1,0,1,1,1,0
85,1.06602760665093,0.2916874653855605,AR,2022-12-18,1,1,1,1,1,1,1,0,0,1,1,1,1,1
86,4.69733569815679,0.264340811196948,AR,2022-12-19,0,0,0,1,0,1,1,0,0,0,1,0,1,0
87,1.75131926185591,0.311198463662603,AR,2022-12-20,1,1,1,1,1,0,1,0,0,1,1,1,0,1
88,4.95164381852663,0.2733321676328905,AR,2022-12-21,0,1,0,1,1,1,1,0,0,0,0,0,1,0
89,0.767059849653586,0.256449651702737,AR,2022-12-22,1,1,1,1,1,1,1,0,0,0,1,1,1,0
90,1.04169385324744,0.2934988362951705,AR,2022-12-23,0,1,1,1,1,1,1,0,0,1,1,1,1,1
91,2.78625742325632,0.1593977444453695,AR,2022-12-24,0,1,0,1,1,1,1,0,0,0,1,0,1,1
92,1.00902399781141,0.2676198084505315,AR,2022-12-25,1,1,1,1,1,1,1,0,0,1,1,1,1,1
93,6.08069761042384,0.1735922427305265,AR,2022-12-26,0,0,0,1,1,1,1,0,0,0,1,1,1,0
94,0.87656094056458,0.298271640828284,AR,2022-12-27,1,1,1,1,0,1,1,0,0,0,1,0,1,1
95,0.631831382968697,0.26906012556399,AR,2022-12-28,1,1,1,1,1,1,1,1,1,0,0,1,1,1
96,3.48613830563709,0.327083012735949,AR,2022-12-29,0,1,0,1,1,1,1,0,1,0,1,1,1,0
97,3.68849051100637,0.252451808618602,AR,2022-12-30,0,0,0,1,0,1,1,1,0,0,1,0,1,0
98,0.559490466072423,0.287615639147642,AR,2022-12-31,1,1,1,1,1,1,1,0,0,0,1,1,1,1
99,0.164258953528118,0.11853497827298,AR,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,1,1,1
100,1.47591756186577,0.159474535468673,AR,2023-01-02,1,1,0,1,1,1,1,0,1,0,1,1,1,0
101,1.59717187385534,0.239049153802354,AR,2023-01-03,1,1,1,1,1,1,1,0,1,0,1,1,1,0
102,4.66108218345113,0.2274202199869405,AR,2023-01-04,0,0,0,1,0,0,1,0,0,0,1,0,0,0
103,3.82470317064491,0.34060284172912,AR,2023-01-05,0,1,1,1,1,0,0,0,0,1,1,0,0,0
104,0.999339042721076,0.280805942697498,AR,2023-01-06,1,0,1,1,1,1,1,0,0,0,1,0,1,0
105,0.579953042498014,0.181209334817192,AR,2023-01-07,1,1,1,1,1,1,1,0,0,0,1,1,1,0
106,1.29119295367965,0.095816760418903,AR,2023-01-08,1,1,0,1,1,1,1,0,1,0,0,1,1,1
107,4.32628947568147,0.340883172932672,AR,2023-01-09,1,0,0,1,0,1,1,0,0,0,1,0,1,1
108,4.08956488424836,0.2431443133452775,AR,2023-01-10,0,0,1,0,0,1,1,0,0,0,0,0,1,0
109,3.43703081084297,0.257252983241607,AR,2023-01-11,0,0,1,1,0,1,0,1,0,0,0,0,1,0
110,2.52787477466325,0.300193161472785,AR,2023-01-12,0,1,1,1,0,1,0,0,0,0,1,0,1,1
111,2.13391772487628,0.300800261690731,AR,2023-01-13,0,1,1,1,0,0,1,1,0,0,1,0,0,1
112,1.16553766853382,0.4587956505785915,AR,2023-01-14,1,1,1,0,1,1,1,1,1,0,0,1,1,1
113,1.62974367116946,0.73233941261043,AR,2023-01-15,1,1,0,0,0,1,1,1,1,0,1,0,1,1
114,3.29419932227238,0.496403274763722,AR,2023-01-16,1,1,0,1,0,1,1,0,0,0,1,0,1,1
115,3.26089308651848,0.2680905432240725,AR,2023-01-17,1,0,1,1,0,1,1,0,0,0,1,0,1,1
116,1.69250142443592,0.287326113316718,AR,2023-01-18,1,1,1,1,0,1,1,0,1,0,1,0,1,1
117,1.6102088209064,0.303948172432412,AR,2023-01-19,1,1,1,1,0,1,1,1,1,0,1,0,1,1
118,1.34355253408378,0.2982170773624515,AR,2023-01-20,1,1,1,1,1,0,0,0,1,0,1,1,0,0
119,1.04656761837962,0.734598894701305,AR,2023-01-21,1,1,1,1,0,1,1,1,1,0,1,0,1,1
120,0.849113522077526,0.2959530952299785,AR,2023-01-22,1,1,1,1,0,1,1,1,0,1,1,0,1,1
121,2.99029650568889,0.235897776765607,AR,2023-01-23,1,0,1,1,0,0,1,1,0,1,1,0,0,0
122,5.39983940775796,0.4063735545237745,AR,2023-01-24,0,1,0,1,0,1,1,1,1,0,1,0,1,1
123,3.30016664443265,0.3397006477432425,AR,2023-01-25,1,1,1,1,0,1,1,0,0,0,1,0,1,1
124,2.89291349063427,0.2656162132599835,AR,2023-01-26,0,1,1,1,0,0,1,1,0,0,1,0,0,1
125,1.68630772421532,0.2650740619740755,AR,2023-01-27,1,1,1,1,0,1,1,1,1,0,1,0,1,1
126,0.0955047126170863,0.076088267628059,AR,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
127,3.28346693230109,0.2317006428978825,AZ,2022-12-18,0,1,0,1,1,1,1,1,1,1,1,1,1,1
128,9.74528311320419,0.2529854940055865,AZ,2022-12-19,0,1,0,1,1,1,1,0,1,0,0,1,1,0
129,1.81479574273959,0.274894922659698,AZ,2022-12-20,1,0,1,1,0,1,1,0,0,0,0,0,1,0
130,1.76700679962144,0.2698693045912045,AZ,2022-12-21,1,0,1,1,0,1,1,0,0,0,0,0,1,0
131,5.37093353528576,0.23473429440937,AZ,2022-12-22,0,0,0,0,0,1,1,0,1,0,0,1,1,0
132,2.40756055484823,0.253498320064232,AZ,2022-12-23,0,1,1,0,1,1,1,0,0,0,0,1,1,0
133,0.869308619703447,0.2421845323233655,AZ,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1
134,0.156850921056991,0.1085960103241385,AZ,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
135,4.37760133201384,0.249607490963614,AZ,2022-12-26,0,1,0,0,1,1,1,0,0,0,0,0,1,1
136,8.88940484446427,0.2145328783486675,AZ,2022-12-27,0,1,0,1,0,1,1,0,0,0,0,0,1,1
137,1.94318781984454,0.282922810756984,AZ,2022-12-28,1,0,1,1,0,1,1,0,0,0,1,0,1,1
138,1.7878738720118,0.280681786687291,AZ,2022-12-29,1,1,1,1,0,1,1,1,0,0,1,0,1,0
139,4.44135673539651,0.287638103084927,AZ,2022-12-30,0,0,1,0,0,1,1,0,1,0,1,0,1,1
140,1.71075149896719,0.251229495066802,AZ,2022-12-31,0,1,1,1,0,1,1,0,1,0,0,0,1,1
141,1.28513872281363,0.086438655500383,AZ,2023-01-01,1,1,0,1,1,1,1,0,1,0,1,1,1,1
142,4.87070354168426,0.2766983837088145,AZ,2023-01-02,0,1,1,0,0,1,1,0,0,1,0,0,1,1
143,3.42793862768525,0.252153388246583,AZ,2023-01-03,0,1,1,1,0,1,1,0,0,0,0,0,1,0
144,3.94714709239323,0.251645258543002,AZ,2023-01-04,0,1,1,1,0,0,1,0,0,0,1,0,0,0
145,1.63208799154779,0.2407786137987645,AZ,2023-01-05,1,1,1,0,1,1,1,0,0,0,0,1,1,1
146,2.97801997538777,0.198180635021314,AZ,2023-01-06,0,0,0,0,1,1,1,0,0,0,0,1,1,0
147,0.629879375589339,0.1539753992127275,AZ,2023-01-07,1,1,1,1,1,1,1,0,1,0,1,1,1,1
148,1.39141157882927,0.262112964313997,AZ,2023-01-08,1,1,1,1,0,1,1,0,1,0,1,0,1,1
149,10.7579877428019,0.333364389410044,AZ,2023-01-09,0,0,0,0,0,1,1,0,1,0,0,0,1,1
150,3.32758622632201,0.224615235964467,AZ,2023-01-10,0,1,1,1,0,1,1,0,0,0,1,1,1,0
151,2.37104054749767,0.299406498323472,AZ,2023-01-11,1,1,1,1,0,1,1,0,0,1,0,0,1,1
152,3.33951922355209,0.3780922028079745,AZ,2023-01-12,1,1,0,1,0,1,1,0,1,0,0,0,1,1
153,2.67176700707748,0.4108796813184185,AZ,2023-01-13,1,1,0,1,0,1,1,0,1,0,0,0,1,1
154,2.73980948341353,0.431618768654618,AZ,2023-01-14,1,1,0,0,0,1,1,0,0,0,0,0,1,1
155,7.41250286653846,0.408164255514711,AZ,2023-01-15,0,1,0,0,0,1,1,0,1,0,1,0,1,1
156,4.88335566352457,0.333991019690913,AZ,2023-01-16,1,1,0,0,0,1,1,0,1,0,0,0,1,1
157,6.64204668670708,0.3119198819573045,AZ,2023-01-17,0,1,0,1,0,1,1,0,0,0,1,0,1,1
158,4.15654621922617,0.3931987437195975,AZ,2023-01-18,1,1,0,1,0,1,1,0,1,0,1,0,1,1
159,9.38074945375874,0.4695507367882695,AZ,2023-01-19,0,1,0,0,0,1,1,0,1,0,0,0,1,1
160,5.70467761986287,0.3906130965375945,AZ,2023-01-20,0,1,0,1,0,1,1,0,1,0,1,0,1,1
161,2.36901835145257,0.423603569834868,AZ,2023-01-21,1,1,0,1,0,1,1,1,0,0,1,0,1,1
162,0.94390152616643,0.656454899363405,AZ,2023-01-22,1,1,1,1,0,1,1,1,1,1,1,1,1,1
163,18.2004245679055,0.473035207733393,AZ,2023-01-23,1,0,0,1,0,1,1,0,0,0,0,0,1,0
164,3.87733997447908,0.4231596164224895,AZ,2023-01-24,1,1,0,0,0,1,0,0,0,0,0,0,1,0
165,4.23451882895224,0.4333209438881065,AZ,2023-01-25,1,1,0,0,0,1,1,0,1,0,0,0,1,1
166,1.91431408218426,0.3334349655491345,AZ,2023-01-26,1,1,1,1,0,0,1,0,1,0,0,0,0,0
167,4.98804096501883,0.4642902346081775,AZ,2023-01-27,1,1,0,1,0,1,1,0,1,0,0,0,1,1
168,1.45295020018072,0.398033733293289,AZ,2023-01-28,1,1,0,0,0,1,1,1,1,0,1,0,1,1
169,28.823161443878,0.2066235037289635,CA,2022-12-18,0,0,0,0,0,1,0,0,0,0,0,0,0,0
170,31.5955046942324,0.2272316341124555,CA,2022-12-19,0,0,0,1,0,1,0,0,0,0,0,0,1,0
171,39.3676840561739,0.192067471871889,CA,2022-12-20,0,0,0,1,0,1,0,0,0,0,0,0,0,0
172,27.8672873634648,0.226836614944829,CA,2022-12-21,0,0,0,1,0,1,1,0,0,0,0,0,1,0
173,21.2112962932187,0.244874447712866,CA,2022-12-22,0,1,0,0,0,1,1,0,0,0,0,0,1,0
174,47.0337362163405,0.220106277402485,CA,2022-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,21.2154969300319,0.24753543347475301,CA,2022-12-24,0,0,0,1,0,0,1,0,0,0,0,0,0,0
176,0.54323322777486,0.0710306255412465,CA,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1
177,45.7479060129312,0.236764953018058,CA,2022-12-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0
178,27.9868849216055,0.228125325594514,CA,2022-12-27,0,1,0,1,0,1,1,0,0,0,0,0,0,0
179,44.9152119172115,0.221856711845078,CA,2022-12-28,0,0,0,1,0,1,0,0,0,0,0,0,0,0
180,26.146357994534,0.234259521750675,CA,2022-12-29,0,1,0,0,0,0,1,0,0,0,0,0,0,0
181,17.090252614978,0.254990792783729,CA,2022-12-30,0,0,1,1,0,0,1,0,0,0,0,0,0,0
182,9.20149982744076,0.2739754063351685,CA,2022-12-31,0,0,0,1,0,0,1,0,0,0,0,0,0,0
183,1.9786481854273,0.2140205625133735,CA,2023-01-01,0,1,1,1,0,1,1,0,1,0,0,0,1,0
184,10.3531256263876,0.2268417492031605,CA,2023-01-02,0,0,1,1,0,0,1,0,0,0,0,0,0,0
185,28.5571887340286,0.3014073992636825,CA,2023-01-03,0,1,0,0,0,0,1,0,0,0,0,0,0,0
186,18.0514006407243,0.268088310552781,CA,2023-01-04,0,1,0,0,0,1,0,0,0,0,0,0,0,0
187,23.3348669491611,0.2702626573542075,CA,2023-01-05,0,1,0,0,0,0,0,0,0,0,0,0,0,0
188,32.9295939928677,0.296587444941044,CA,2023-01-06,0,0,0,0,0,1,1,0,0,0,0,0,0,0
189,8.81085485418035,0.26404389752064,CA,2023-01-07,0,0,0,0,0,0,0,0,0,0,1,0,0,0
190,27.2176532494896,0.285553410871743,CA,2023-01-08,0,1,0,0,0,0,1,0,0,0,0,0,0,0
191,27.9028089987824,0.257277439361841,CA,2023-01-09,0,1,0,0,0,1,0,0,0,0,0,0,0,0
192,47.4632521514524,0.324508935092258,CA,2023-01-10,0,1,0,0,0,0,0,0,0,0,0,0,0,0
193,54.1591658437042,0.344224449758788,CA,2023-01-11,0,0,0,0,0,0,1,0,0,0,0,0,0,0
194,31.5416026602856,0.2958393908768195,CA,2023-01-12,1,0,0,0,0,1,1,0,0,0,0,0,1,0
195,36.8075032433422,0.3284548256189435,CA,2023-01-13,0,0,0,1,0,0,1,0,0,0,0,0,0,0
196,23.5493023143495,0.3112296316330135,CA,2023-01-14,1,0,0,1,0,1,0,0,1,0,0,0,0,0
197,39.1298368101718,0.3632276742906935,CA,2023-01-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,53.4104697440298,0.355918939006928,CA,2023-01-16,0,1,0,1,0,1,0,0,0,0,0,0,1,0
199,45.5815882015388,0.3513893305940475,CA,2023-01-17,1,0,0,0,0,1,0,0,0,0,0,0,0,0
200,21.97650244195,0.316366015432506,CA,2023-01-18,1,0,0,1,0,1,1,0,0,0,1,0,0,0
201,11.8358589837427,0.3833942605940085,CA,2023-01-19,1,1,0,1,0,1,0,0,0,0,1,0,0,0
202,26.5176227754698,0.354149829696898,CA,2023-01-20,1,1,0,1,0,1,0,0,0,0,0,0,0,1
203,24.7898203514591,0.2917762634641055,CA,2023-01-21,0,0,0,0,0,1,1,0,0,0,0,0,0,0
204,23.9465458145527,0.340917852219467,CA,2023-01-22,1,1,0,1,0,1,1,0,0,0,0,0,0,0
205,42.3150927034755,0.3566946159585245,CA,2023-01-23,1,0,0,1,0,1,1,0,0,0,0,0,0,1
206,23.067154925976,0.2980418284694725,CA,2023-01-24,0,0,0,0,0,1,0,0,0,0,1,0,0,1
207,29.5282902087345,0.3550956116916755,CA,2023-01-25,1,0,0,1,0,1,0,0,0,0,0,0,0,0
208,36.9722410164163,0.3622824824643965,CA,2023-01-26,0,0,0,1,0,1,0,0,0,0,0,0,0,0
209,29.0519288476424,0.382067836031643,CA,2023-01-27,1,1,0,1,0,0,1,0,0,0,1,0,0,0
210,34.7587331225233,0.384389367703734,CA,2023-01-28,1,0,0,1,0,0,0,0,0,0,0,0,0,0
211,0.686285264781012,0.289336864296077,CO,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,1,1,1
212,1.45007258920164,0.30102964497985,CO,2022-12-19,1,1,1,0,0,1,1,0,0,0,0,0,1,1
213,1.44613092543075,0.3453312731561515,CO,2022-12-20,1,1,1,1,0,1,1,0,0,0,0,0,1,0
214,0.719626326137309,0.22764681349636,CO,2022-12-21,1,1,1,1,1,1,1,1,0,0,1,1,1,1
215,0.380557307809481,0.2969959811533215,CO,2022-12-22,1,1,1,1,1,1,1,1,1,1,1,1,1,1
216,2.73060577535735,0.087489473307539,CO,2022-12-23,0,1,0,1,1,1,1,0,0,0,1,1,1,1
217,0.843429436996406,0.3997527461907405,CO,2022-12-24,1,0,1,1,1,1,1,1,0,0,1,1,1,1
218,NA,NA,CO,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
219,1.27575369081828,0.4020176143657865,CO,2022-12-26,1,0,1,1,0,1,1,0,0,0,1,0,1,1
220,0.903735063182071,0.2386719991066025,CO,2022-12-27,1,0,1,1,1,1,1,0,0,1,1,1,1,1
221,0.63912011358575,0.0764852520912905,CO,2022-12-28,1,1,1,1,1,1,1,1,1,1,1,1,1,1
222,1.00075509751848,0.339287570489352,CO,2022-12-29,1,0,1,1,1,1,1,0,0,0,1,1,1,1
223,4.84007675571914,0.3664561183972325,CO,2022-12-30,0,1,0,1,1,1,1,0,1,0,1,0,1,1
224,0.898073908485939,0.296908186635958,CO,2022-12-31,1,1,1,1,1,0,1,1,1,0,1,1,0,1
225,NA,NA,CO,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,1.86469124669571,0.202121381915683,CO,2023-01-02,0,1,1,0,1,1,1,0,0,0,0,0,1,1
227,1.2323250542976,0.2725792089672565,CO,2023-01-03,1,1,1,1,1,1,1,0,0,0,1,0,1,0
228,1.30518636435181,0.378927874585898,CO,2023-01-04,1,1,1,0,1,0,1,1,1,1,0,0,1,1
229,2.16119348104208,0.2914280362667135,CO,2023-01-05,1,1,1,1,0,1,1,1,0,0,1,0,1,1
230,0.572001197532476,0.062847050265328,CO,2023-01-06,1,1,1,1,1,1,1,0,1,0,1,0,1,1
231,0.834745062084383,0.397840900957738,CO,2023-01-07,1,0,1,1,1,1,1,1,0,0,1,1,1,1
232,0.947759816604176,0.1933450017379915,CO,2023-01-08,1,1,1,1,0,1,1,0,1,1,1,0,1,1
233,2.65697752815512,0.4152293408346105,CO,2023-01-09,1,1,0,1,0,1,1,0,0,0,1,0,1,1
234,1.97249303415657,0.4247812145123985,CO,2023-01-10,1,1,0,0,0,1,1,0,0,1,0,0,1,1
235,4.5059334569508,0.564554132211535,CO,2023-01-11,1,1,0,1,0,1,0,0,0,0,1,0,1,0
236,0.819479382380722,0.3593149566757725,CO,2023-01-12,1,1,1,1,0,1,1,0,1,1,1,0,1,1
237,1.0038145423124,0.73944450751962,CO,2023-01-13,1,0,1,1,1,1,1,1,0,0,1,1,1,1
238,NA,NA,CO,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,0.801350052417598,0.283870557009971,CO,2023-01-15,1,0,1,1,1,1,1,0,0,0,1,1,1,1
240,2.84962369248484,0.561160873629995,CO,2023-01-16,1,1,0,1,0,1,1,0,1,0,1,0,1,1
241,2.86420717577605,0.382856604677509,CO,2023-01-17,1,1,0,0,0,1,1,0,1,0,0,0,1,1
