...1,es_score,brier_score,location,target_date,X21L_50_CI,X22B_50_CI,X22D_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,recombinant_50_CI,other_50_CI,X21L_95_CI,X22B_95_CI,X22D_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,recombinant_95_CI,other_95_CI
48,0.956186356189448,0.3161156748483685,AL,2022-12-16,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1
49,0.49131897632038,0.1196340138681475,AL,2022-12-17,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
50,0.483975558222602,0.1161127431628165,AL,2022-12-18,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
51,0.420225974752562,0.200245887396451,AL,2022-12-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,2.46552061039662,0.246667041664163,AL,2022-12-20,1,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
53,2.65470511035677,0.4458461559032615,AL,2022-12-21,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,0,1,0
54,NA,NA,AL,2022-12-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,NA,NA,AL,2022-12-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,0.140792101789399,0.100708674080118,AL,2022-12-24,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
57,NA,NA,AL,2022-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,1.2356460655006,0.281951507768989,AL,2022-12-26,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1
59,1.51072985472274,0.228749672918984,AL,2022-12-27,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1,0
60,1.82836942413047,0.3597026541511315,AL,2022-12-28,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1,0
61,2.83701587907973,0.311096280569618,AL,2022-12-29,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1,0,1
62,1.80041087711933,0.3832064164343615,AL,2022-12-30,1,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1
63,NA,NA,AL,2022-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,NA,NA,AL,2023-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
65,2.09968843877299,0.2390396039479805,AL,2023-01-02,1,0,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1
66,1.11643774310492,0.2287802682838955,AL,2023-01-03,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1
67,2.93757656507744,0.373653623004366,AL,2023-01-04,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,1,0
68,2.34097052577303,0.284819009508085,AL,2023-01-05,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,1
69,1.53342393245125,0.3673582561716685,AL,2023-01-06,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,0
70,2.02594000886602,0.4187284927122725,AL,2023-01-07,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,1
71,1.36874222009366,0.583937127141345,AL,2023-01-08,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1
72,1.50796682654042,0.3067370499880635,AL,2023-01-09,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1
73,1.35323733583434,0.2544205765325935,AL,2023-01-10,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1
74,0.78844410566203,0.366607974943279,AL,2023-01-11,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
75,1.25138348509208,0.445990209723019,AL,2023-01-12,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,1,1
76,NA,NA,AL,2023-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
77,NA,NA,AL,2023-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,NA,NA,AL,2023-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,NA,NA,AL,2023-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
80,NA,NA,AL,2023-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,0.971658951146845,0.2466080889042675,AL,2023-01-18,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
82,0.117772070816708,0.156694446910654,AL,2023-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,0.123148444087353,0.1644113776024815,AL,2023-01-20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
84,NA,NA,AL,2023-01-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
85,0.837506563020403,0.305417271993582,AR,2022-12-11,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
86,3.6672207667168,0.3249459181493695,AR,2022-12-12,1,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1
87,3.40700948090661,0.3271112555145315,AR,2022-12-13,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0
88,4.62389185919579,0.3027575202489595,AR,2022-12-14,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0
89,3.89572364167564,0.2673674657616935,AR,2022-12-15,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,0
90,1.57047888667123,0.3768674674158255,AR,2022-12-16,1,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,0,1
91,1.40518646016922,0.3049618261837875,AR,2022-12-17,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1
92,1.08827029507142,0.287290433266391,AR,2022-12-18,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
93,4.84851908645798,0.2623298522776845,AR,2022-12-19,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
94,1.77153640828385,0.3088937912750385,AR,2022-12-20,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0
95,5.14415501554556,0.2699198765196645,AR,2022-12-21,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1
96,0.783468156245667,0.258256623053951,AR,2022-12-22,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
97,1.05747391242764,0.2997234386370725,AR,2022-12-23,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
98,2.81734009805742,0.151885821215748,AR,2022-12-24,1,0,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1
99,1.00490169210493,0.257582193276887,AR,2022-12-25,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
100,6.13716834426494,0.168809824073206,AR,2022-12-26,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0
101,0.892470016629685,0.300011771085714,AR,2022-12-27,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1
102,0.626703940179308,0.267475600446444,AR,2022-12-28,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1
103,3.51523977789033,0.3352530921224225,AR,2022-12-29,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1
104,3.67341322218609,0.2488638834266765,AR,2022-12-30,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
105,0.524404377160081,0.283885014852759,AR,2022-12-31,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1
106,0.163739300752169,0.113215102819375,AR,2023-01-01,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1
107,1.53410098682918,0.158798404845974,AR,2023-01-02,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1
108,1.75510963497454,0.2407448614924885,AR,2023-01-03,1,1,0,1,1,1,1,1,1,1,0,0,0,1,0,1,1,1
109,4.89306788304547,0.2293887801830435,AR,2023-01-04,1,1,0,0,1,0,0,1,1,1,0,0,0,1,0,0,1,0
110,3.77812665191095,0.3396415142170995,AR,2023-01-05,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0
111,0.870570955223299,0.27350026736601,AR,2023-01-06,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
112,0.634068543630081,0.1873096831822055,AR,2023-01-07,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
113,1.30369765035454,0.0973691041677745,AR,2023-01-08,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
114,4.39552946769937,0.344590218161504,AR,2023-01-09,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0
115,4.06535147385447,0.2444363182408795,AR,2023-01-10,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1
116,3.52708917672248,0.261460800939653,AR,2023-01-11,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0
117,2.33291991332316,0.2970721823274835,AR,2023-01-12,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0
118,2.0988399894131202,0.302230349325062,AR,2023-01-13,1,0,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1
119,1.19617905957356,0.467807398703662,AR,2023-01-14,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
120,1.60656927245459,0.709510559957465,AR,2023-01-15,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1
121,3.26023887055589,0.4943689076556235,AR,2023-01-16,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
122,3.34914954592552,0.2765515157405545,AR,2023-01-17,1,1,0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
123,1.82099847559035,0.2989013119228155,AR,2023-01-18,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,1,1
124,1.63105285605015,0.311917221839969,AR,2023-01-19,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
125,1.37058931670993,0.31098188546756,AR,2023-01-20,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1
126,1.02914764684165,0.68062540558814,AR,2023-01-21,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1
127,10.711180335708,0.2536704000457815,AZ,2022-12-11,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,1,0
128,6.18155535949389,0.295349526430665,AZ,2022-12-12,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0
129,7.0532601967377,0.283784313055273,AZ,2022-12-13,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1
130,8.69839790945348,0.256947318057447,AZ,2022-12-14,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1,1
131,5.29992372996557,0.2698346721004485,AZ,2022-12-15,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1
132,3.9447244703412,0.2485202643252245,AZ,2022-12-16,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1
133,2.04114883693886,0.2986953912864,AZ,2022-12-17,1,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1
134,3.2555579279252,0.231514117153093,AZ,2022-12-18,0,0,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1,0
135,9.54606514296239,0.252453875715798,AZ,2022-12-19,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1
136,1.78010323274618,0.275054548713756,AZ,2022-12-20,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,1,1,1
137,1.70855453920934,0.269888808307927,AZ,2022-12-21,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,0
138,5.27973156033717,0.233257028261287,AZ,2022-12-22,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1
139,2.36716758641971,0.253268809359655,AZ,2022-12-23,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1
140,0.869921744612861,0.24104367440824,AZ,2022-12-24,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,1,1
141,0.150443218401526,0.104660562436904,AZ,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
142,4.19316501782601,0.2487120493094875,AZ,2022-12-26,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,0
143,8.20853698841398,0.2129120890220165,AZ,2022-12-27,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1
144,1.91526005287226,0.282892194902877,AZ,2022-12-28,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,0
145,1.86436208144917,0.281379113142669,AZ,2022-12-29,0,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,1,1
146,4.4079975303617,0.2865364946703445,AZ,2022-12-30,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1
147,1.66168267202731,0.2496904415408025,AZ,2022-12-31,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1
148,1.22184781951218,0.080170425451027,AZ,2023-01-01,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
149,4.77501404006596,0.276366319655802,AZ,2023-01-02,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,1,1
150,3.34832379569805,0.251614768350326,AZ,2023-01-03,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,0,1,0
151,3.86017599191886,0.25059647605128,AZ,2023-01-04,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,1
152,1.49491859076182,0.2393938206280535,AZ,2023-01-05,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1
153,2.56113768626021,0.194456425249953,AZ,2023-01-06,1,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0
154,0.574705390319775,0.1508457929309015,AZ,2023-01-07,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1
155,1.47635897326232,0.263181791812231,AZ,2023-01-08,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1
156,11.0303924110112,0.33452152337724,AZ,2023-01-09,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0
157,3.31859039045415,0.2234202767908735,AZ,2023-01-10,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,1
158,2.66430895027256,0.30141242844872,AZ,2023-01-11,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1,1,1
159,3.59509149865399,0.385756034490242,AZ,2023-01-12,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1
160,2.87070415426171,0.4162139722436925,AZ,2023-01-13,1,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1
161,2.86468565940444,0.436350834057792,AZ,2023-01-14,1,1,1,0,1,0,1,1,1,1,0,0,1,0,0,1,1,1
162,7.81817575567132,0.414625867333423,AZ,2023-01-15,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1
163,5.63439986414437,0.337865417761237,AZ,2023-01-16,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,0
164,7.34667983717767,0.316546925570666,AZ,2023-01-17,1,0,1,0,1,0,1,1,1,1,0,0,0,0,0,1,1,1
165,4.59477830886937,0.4009002170389505,AZ,2023-01-18,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,1
166,9.80640594623286,0.4730415299119995,AZ,2023-01-19,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1
167,6.13890046041606,0.4020006131813125,AZ,2023-01-20,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1
168,2.58178799330014,0.4373207849841415,AZ,2023-01-21,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1
169,31.0402557192128,0.248324038204039,CA,2022-12-11,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
170,44.3015857662309,0.2425963239984115,CA,2022-12-12,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0
171,39.0982831600767,0.2523316931437395,CA,2022-12-13,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
172,16.9123693766788,0.2789743207310495,CA,2022-12-14,1,0,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0
173,50.0015856281844,0.23566830678182701,CA,2022-12-15,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1
174,20.5695156574727,0.2404486324651915,CA,2022-12-16,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
175,6.96894026797337,0.250425579315447,CA,2022-12-17,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0
176,29.1619668074805,0.207409115733279,CA,2022-12-18,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
177,32.2127241453277,0.2278065893022615,CA,2022-12-19,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
178,39.9202804100759,0.1927366024847505,CA,2022-12-20,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
179,28.2460986890117,0.2272397088290435,CA,2022-12-21,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0
180,22.1259223870752,0.245339669598568,CA,2022-12-22,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
181,48.3419604748949,0.220462514010849,CA,2022-12-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,21.8915359698127,0.2480679703954515,CA,2022-12-24,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
183,0.551534441707582,0.071268317223072,CA,2022-12-25,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184,47.3191468630503,0.2372358195678785,CA,2022-12-26,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
185,28.8546449085705,0.228297681611871,CA,2022-12-27,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0
186,45.7637503846511,0.221856809948671,CA,2022-12-28,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
187,26.8529230685281,0.234507839473902,CA,2022-12-29,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
188,18.5926568969246,0.2552713292411885,CA,2022-12-30,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
189,9.57515624174216,0.2741985053023785,CA,2022-12-31,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
190,1.98138951891663,0.2136589329570765,CA,2023-01-01,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,1,1,1
191,10.7720379743867,0.2267999459320195,CA,2023-01-02,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
192,29.1763650129527,0.3018542205518735,CA,2023-01-03,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
193,18.4081978142897,0.268433886528208,CA,2023-01-04,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
194,23.7352980447175,0.2705364025204575,CA,2023-01-05,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
195,32.8605038198105,0.2966743206290185,CA,2023-01-06,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
196,8.86436587024713,0.2644745203520495,CA,2023-01-07,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1
197,26.7695518703459,0.2850855618156465,CA,2023-01-08,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0
198,27.1397324590498,0.256865074804317,CA,2023-01-09,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0
199,46.7403738139421,0.3244269518261495,CA,2023-01-10,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1
200,53.0048979276626,0.344388355322318,CA,2023-01-11,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1
201,29.8899228039273,0.295319641410997,CA,2023-01-12,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1
202,35.0783911520902,0.327832967949235,CA,2023-01-13,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
203,21.7174759749347,0.30998699244043,CA,2023-01-14,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1
204,37.0654582029507,0.362396420739219,CA,2023-01-15,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
205,49.5668054698196,0.353656965831748,CA,2023-01-16,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
206,41.2253214249013,0.3488451463760255,CA,2023-01-17,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
207,18.6132708126195,0.3132424428910745,CA,2023-01-18,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
208,10.3012124404839,0.379850817339951,CA,2023-01-19,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0
209,22.2250102726715,0.3485459348404925,CA,2023-01-20,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,1
