...1,es_score,brier_score,location,target_date,X21L_50_CI,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X21L_95_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,0.783453415097608,0.23356202368782,AK,2022-07-17,1,1,1,1,1,1,0,1,0,1
2,5.1151872193232,0.083364818218891,AK,2022-07-18,1,0,0,0,1,1,0,0,0,1
3,5.3452214979303,0.0514484616935275,AK,2022-07-19,1,0,0,0,1,1,0,0,0,1
4,1.60231120028511,0.1510668423978035,AK,2022-07-20,1,1,0,1,1,1,0,0,0,1
5,1.27043826403399,0.148658855979592,AK,2022-07-21,1,1,1,0,1,1,0,0,0,1
6,2.19202385282314,0.110893342085452,AK,2022-07-22,1,1,0,0,1,1,0,0,1,1
7,1.23102369368159,0.03436160073700395,AK,2022-07-23,1,1,0,1,1,1,1,1,1,1
8,1.01050823802908,0.099554432960948,AK,2022-07-24,1,1,1,1,1,1,0,0,1,1
9,0.787970971549251,0.1975535613782355,AK,2022-07-25,1,1,1,1,1,1,1,1,1,1
10,4.92081477005845,0.0653987379463485,AK,2022-07-26,1,0,0,0,1,1,0,0,0,1
11,3.007940814619,0.0540230695838315,AK,2022-07-27,1,1,0,0,1,0,0,0,1,1
12,1.77350254669333,0.1033770620023855,AK,2022-07-28,1,0,1,1,1,1,0,0,1,1
13,1.27473947990691,0.1176057308219695,AK,2022-07-29,1,1,1,1,0,0,1,0,0,0
14,0.915234473391777,0.1030014023702845,AK,2022-07-30,1,1,1,1,1,1,1,0,0,0
15,2.46257832820562,0.0140022600650125,AK,2022-07-31,1,0,0,1,1,1,1,0,0,1
16,1.49772356757574,0.0996586916733225,AK,2022-08-01,1,1,1,1,1,1,0,0,0,1
17,0.710284616075166,0.0730837970252895,AK,2022-08-02,1,1,1,1,1,0,1,0,1,1
18,0.732043165007876,0.00972412701665565,AK,2022-08-03,1,1,1,1,1,1,1,1,1,1
19,0.856784636992834,0.1592731398942865,AK,2022-08-04,1,0,1,1,1,1,1,0,0,1
20,1.43019043065334,0.175348521576053,AK,2022-08-05,1,0,1,1,1,1,0,0,1,1
21,0.486418480160629,0.00666713857530095,AK,2022-08-06,1,1,1,1,1,1,0,0,1,1
22,0.432475838839639,0.0058643041958746,AK,2022-08-07,1,1,1,1,1,1,0,0,1,1
23,0.689477377606975,0.096353078502811,AK,2022-08-08,1,1,1,1,1,1,1,1,1,1
24,0.96164264173381,0.089167832381002,AK,2022-08-09,1,1,1,1,1,1,0,0,0,1
25,1.38735787078989,0.003965427004937835,AK,2022-08-10,1,1,0,1,1,1,1,0,0,1
26,0.544400732730657,0.1517915492199345,AK,2022-08-11,1,1,1,1,1,1,0,0,1,1
27,0.305925956807542,0.003041487389410545,AK,2022-08-12,1,1,1,1,1,1,0,0,1,1
28,1.19106228003482,0.1669331201192575,AK,2022-08-13,1,0,1,1,1,1,0,0,0,1
29,0.699261584024094,0.184269527675682,AK,2022-08-14,1,1,1,1,1,1,1,1,1,1
30,0.353256134258513,0.002033190243319025,AK,2022-08-15,1,1,1,1,1,1,1,1,1,1
31,0.484620623042296,0.1041170862129965,AK,2022-08-16,1,1,1,1,1,1,0,1,0,1
32,0.828560109345808,0.087025423291552,AK,2022-08-17,1,1,1,0,1,1,1,1,1,1
33,0.0447755321084467,0.001354204875622025,AK,2022-08-18,1,1,1,1,1,1,0,0,1,1
34,0.495635228155361,0.094745280914694,AK,2022-08-19,1,1,1,1,1,1,0,0,1,1
35,1.11126421185087,0.4709767570891765,AK,2022-08-20,1,0,0,1,1,1,0,0,1,1
36,0.118719442090878,9.0083194883916e-4,AK,2022-08-21,1,1,1,1,1,1,1,1,1,1
37,2.02222918993602,0.316654737164671,AK,2022-08-22,1,0,0,1,1,1,0,0,1,1
38,0.00348281202485753,6.86780225384715e-4,AK,2022-08-23,1,1,1,1,1,1,1,1,1,1
39,NA,NA,AK,2022-08-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,0.0130228791354061,5.2421072195962e-4,AK,2022-08-25,1,1,1,1,1,1,1,1,1,1
41,NA,NA,AK,2022-08-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0.0117798770304217,4.00882629392225e-4,AK,2022-08-27,1,1,1,1,1,1,1,1,1,1
43,1.28726331095595,0.242405650570036,AL,2022-07-17,1,1,1,1,1,1,0,0,0,1
44,1.03661768972433,0.2080499678295825,AL,2022-07-18,1,1,1,1,1,1,0,0,0,1
45,10.2407628511422,0.181156322674808,AL,2022-07-19,1,0,0,0,0,1,0,0,0,0
46,1.651888450281,0.2302062002016145,AL,2022-07-20,1,1,1,1,1,0,0,1,1,1
47,5.4587169588544,0.1586184314558915,AL,2022-07-21,1,0,0,0,0,1,0,0,0,0
48,2.4445640253754,0.221053968964427,AL,2022-07-22,1,1,0,0,1,1,0,0,1,1
49,3.67359089556249,0.1793310279677975,AL,2022-07-23,1,1,0,0,0,1,0,0,0,0
50,1.35345163720341,0.1689524918315375,AL,2022-07-24,1,1,0,1,1,0,0,0,0,1
51,1.11726771583507,0.164971876696133,AL,2022-07-25,1,1,1,1,1,1,0,0,1,1
52,1.03417110521803,0.173251942876293,AL,2022-07-26,1,1,1,1,1,1,0,0,0,1
53,0.380624302871348,0.23426272400492,AL,2022-07-27,1,1,1,1,1,1,0,0,1,1
54,4.66654622680471,0.1183549129933465,AL,2022-07-28,1,0,0,0,1,1,0,0,0,1
55,4.96948629465495,0.128520451272154,AL,2022-07-29,1,0,0,0,1,1,0,0,0,1
56,2.3141341735004,0.226650265298917,AL,2022-07-30,1,0,1,0,1,1,0,0,0,1
57,0.826158784270678,0.202844348628862,AL,2022-07-31,1,1,1,1,1,1,0,0,1,1
58,1.51044189736136,0.136837594800782,AL,2022-08-01,1,0,0,1,1,0,0,0,1,1
59,0.873439743907334,0.1852486687776135,AL,2022-08-02,1,1,1,1,1,1,0,0,1,1
60,1.22749653226524,0.119680008461837,AL,2022-08-03,1,1,0,1,1,1,1,1,1,1
61,1.72525071680111,0.226367957819777,AL,2022-08-04,1,0,1,1,1,1,0,0,1,1
62,2.80118994636832,0.239569589441067,AL,2022-08-05,1,0,0,1,1,1,0,0,0,1
63,0.834107622697054,0.1908344358451015,AL,2022-08-06,1,1,1,1,1,1,1,1,1,1
64,0.305108164462367,0.1403818202157825,AL,2022-08-07,1,1,1,1,1,1,0,0,1,1
65,0.953322418964136,0.1659210604485905,AL,2022-08-08,1,1,1,1,1,1,0,0,1,1
66,1.77088287769855,0.03371339727967775,AL,2022-08-09,1,0,0,1,1,1,0,0,1,1
67,1.07245091839782,0.172183921959192,AL,2022-08-10,1,1,1,1,1,1,0,0,0,1
68,0.293966249145927,0.161165169576842,AL,2022-08-11,1,1,1,1,1,1,0,0,1,1
69,4.61655767445064,0.3035706865172815,AL,2022-08-12,1,0,0,1,1,1,0,0,0,1
70,0.483368408383349,0.0936145594910355,AL,2022-08-13,1,1,1,1,1,1,0,0,1,1
71,0.767115843421075,0.076890818118654,AL,2022-08-14,1,1,1,1,1,1,0,0,1,1
72,3.5109609855562,0.236628244942197,AL,2022-08-15,1,0,0,1,1,1,0,0,1,1
73,0.66978747415854,0.1466662751873995,AL,2022-08-16,1,1,1,1,1,1,1,1,1,1
74,1.0472922142011,0.1727931844493935,AL,2022-08-17,0,1,1,1,1,0,0,1,1,1
75,5.26807911269943,0.274531684763377,AL,2022-08-18,1,0,0,1,1,1,0,0,0,1
76,3.09927160265424,0.266118024638143,AL,2022-08-19,1,0,0,1,1,1,0,0,1,1
77,1.1447044795906,0.01402910078932875,AL,2022-08-20,1,0,0,1,1,1,1,1,1,1
78,0.961826430450186,0.01275118741099855,AL,2022-08-21,1,1,1,1,1,1,1,1,1,1
79,0.849777267864659,0.123720249709743,AL,2022-08-22,1,1,1,1,1,1,0,0,1,1
80,4.99313930283189,0.2756986784593635,AL,2022-08-23,1,0,0,1,1,1,0,0,1,1
81,0.544956449736943,0.063144941622056,AL,2022-08-24,1,1,1,1,1,1,0,0,1,1
82,0.455714502677645,0.0667481931112025,AL,2022-08-25,1,1,1,1,1,1,1,1,1,1
83,1.29525029015292,0.1677776674572715,AL,2022-08-26,0,1,1,1,1,0,0,0,1,1
84,0.845137104789705,0.120728078758027,AL,2022-08-27,1,1,1,1,1,1,0,0,1,1
85,0.302533412765672,0.03373222812685225,AR,2022-07-17,1,1,1,1,1,0,1,0,1,1
86,5.96580981126025,0.1591262448175635,AR,2022-07-18,0,0,1,0,1,1,0,0,0,1
87,1.96896638531796,0.1082296541742885,AR,2022-07-19,1,1,0,0,1,0,0,0,0,1
88,1.83066498708701,0.1515365326675395,AR,2022-07-20,1,0,1,0,1,1,1,0,0,1
89,3.16218309403524,0.089929364498391,AR,2022-07-21,1,1,0,0,1,1,0,1,0,1
90,1.70418418810045,0.123197793324632,AR,2022-07-22,1,1,1,0,0,1,0,0,0,0
91,0.477213566565548,0.0229098410045636,AR,2022-07-23,1,1,1,1,1,1,1,1,1,1
92,1.18821936593485,0.197011905749091,AR,2022-07-24,1,1,1,1,1,0,0,0,0,1
93,1.60617567352666,0.1307179249434465,AR,2022-07-25,1,1,1,1,1,0,1,0,1,1
94,2.28661116441989,0.1387299264197475,AR,2022-07-26,0,1,1,0,1,0,1,0,0,1
95,2.3236090111709,0.10372721095342,AR,2022-07-27,1,1,0,0,1,0,0,0,1,1
96,1.6253693901288,0.093552999980151,AR,2022-07-28,1,1,1,0,1,1,0,1,0,1
97,1.16023527785544,0.154409599918804,AR,2022-07-29,1,1,1,1,0,0,1,0,0,0
98,1.81376640325078,0.233277186115045,AR,2022-07-30,1,0,0,1,1,0,0,0,1,1
99,0.978318618725863,0.0889427531967135,AR,2022-07-31,1,1,1,1,1,1,0,0,1,1
100,4.04028631079618,0.078761266327347,AR,2022-08-01,1,1,0,0,1,0,0,0,1,1
101,3.86083366776684,0.0601992926919985,AR,2022-08-02,1,0,0,0,1,1,0,0,0,1
102,5.42316281202775,0.059679755945634,AR,2022-08-03,1,0,0,0,1,0,0,0,0,1
103,2.58510374050571,0.162731178311251,AR,2022-08-04,1,0,1,1,1,1,0,0,1,1
104,1.02614808756343,0.1113715283619395,AR,2022-08-05,1,1,1,1,0,1,1,0,1,0
105,2.26614581664856,0.33656985287803,AR,2022-08-06,1,0,0,1,1,1,0,0,1,1
106,1.44615653208048,0.072463856016971,AR,2022-08-07,1,1,0,1,1,1,1,1,1,1
107,1.74594808247822,0.182754488633664,AR,2022-08-08,1,1,0,0,1,0,0,1,0,1
108,1.06986814117678,0.1047284764432545,AR,2022-08-09,1,1,1,1,1,1,1,1,1,1
