...1,es_score,brier_score,location,target_date,X23A_50_CI,X23B_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23H_50_CI,X24A_50_CI,X23I_50_CI,other_50_CI,X23A_95_CI,X23B_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23H_95_CI,X24A_95_CI,X23I_95_CI,other_95_CI
99,NA,NA,AR,2023-12-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
100,NA,NA,AR,2023-12-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,NA,NA,AR,2023-12-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,0.843674916720685,0.4274891993751725,AR,2023-12-27,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1
103,1.41490625804804,0.306228434253434,AR,2023-12-28,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1
104,NA,NA,AR,2023-12-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,NA,NA,AR,2023-12-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,NA,NA,AR,2023-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
107,NA,NA,AR,2024-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,0.456137769627854,0.262400444132366,AR,2024-01-02,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
109,1.61552586101438,0.2619694179944145,AR,2024-01-03,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,1,1
110,1.58025611044468,0.384294513844542,AR,2024-01-04,1,1,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1
111,0.439410494019631,0.261808371870441,AR,2024-01-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
112,NA,NA,AR,2024-01-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,NA,NA,AR,2024-01-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
114,NA,NA,AR,2024-01-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,NA,NA,AR,2024-01-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,0.799994986738872,0.59765036712663,AR,2024-01-10,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0
117,1.0127297574311,0.2662530415614605,AR,2024-01-11,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
118,0.855747212293566,0.4336962686907935,AR,2024-01-12,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1
119,NA,NA,AR,2024-01-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,NA,NA,AR,2024-01-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,NA,NA,AR,2024-01-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,NA,NA,AR,2024-01-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,NA,NA,AR,2024-01-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,NA,NA,AR,2024-01-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
125,0.44087593037104,0.280718632811897,AR,2024-01-19,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1
126,NA,NA,AR,2024-01-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,1.03690906223187,0.4470583591479365,AZ,2023-12-10,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1
128,1.74610132900997,0.3981895219461345,AZ,2023-12-11,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0
129,3.32442535979237,0.466789133943246,AZ,2023-12-12,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0
130,2.26872294325799,0.4034538500936225,AZ,2023-12-13,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,0
131,1.61581710520157,0.339435411843105,AZ,2023-12-14,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,0
132,0.948865392751655,0.3543800026042705,AZ,2023-12-15,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0
133,3.80036061358364,0.4509100432476355,AZ,2023-12-16,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0
134,1.93902801984651,0.251288574426669,AZ,2023-12-17,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,1
135,7.32795911771686,0.4253185367713235,AZ,2023-12-18,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
136,9.32135510316311,0.4763962473690145,AZ,2023-12-19,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,0
137,2.59083711781059,0.410604741579996,AZ,2023-12-20,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0
138,1.58881220333795,0.3844792967118425,AZ,2023-12-21,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1
139,1.57774952408007,0.4280030579270245,AZ,2023-12-22,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,0,0,0,1
140,0.798485453100845,0.303305498506403,AZ,2023-12-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1
141,5.43005893534787,0.4391230195280405,AZ,2023-12-24,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0
142,5.16140076106934,0.50464170957596,AZ,2023-12-25,1,1,1,0,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1
143,16.7928908542304,0.464640810762969,AZ,2023-12-26,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0
144,7.24842443632733,0.4611249820134585,AZ,2023-12-27,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,0,1,1
145,2.54971275009338,0.3887681992193635,AZ,2023-12-28,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1
146,1.45438164944192,0.4379797869532675,AZ,2023-12-29,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1
147,1.53209227810525,0.50805037417983,AZ,2023-12-30,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
148,3.8245973716032,0.4485421093180785,AZ,2023-12-31,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,0,0,1,0
149,15.7142633417036,0.451808240307984,AZ,2024-01-01,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0
150,24.1696086787817,0.4469781214656245,AZ,2024-01-02,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
151,3.52567513363238,0.4311618107811685,AZ,2024-01-03,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1
152,2.51099144668478,0.50445755961959,AZ,2024-01-04,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1
153,1.25464748606111,0.384613569641947,AZ,2024-01-05,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1
154,5.54701665638808,0.448121604250745,AZ,2024-01-06,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1
155,5.00164648963985,0.484052999567401,AZ,2024-01-07,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1
156,10.7892381535959,0.448675637677004,AZ,2024-01-08,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
157,15.1246918463313,0.447456595892352,AZ,2024-01-09,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1
158,1.51764230796799,0.474817960920254,AZ,2024-01-10,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1
159,3.26434226961879,0.3868080659331395,AZ,2024-01-11,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1
160,3.45368874458281,0.388244326605716,AZ,2024-01-12,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1
161,4.1543360574566,0.47349498345231,AZ,2024-01-13,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,1
162,8.27408275771952,0.402626546524544,AZ,2024-01-14,1,0,1,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,1
163,29.6860399421322,0.4594852614476385,AZ,2024-01-15,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
164,1.51537482423939,0.4552441534482745,AZ,2024-01-16,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
165,15.8778336140539,0.429541707791319,AZ,2024-01-17,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1
166,2.45658370671486,0.463732174986587,AZ,2024-01-18,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,1,0,1,1
167,3.19102561483848,0.4446341233364835,AZ,2024-01-19,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,0
168,2.01156457213877,0.3831674345909535,AZ,2024-01-20,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1
169,1.80996312905252,0.3846299268908065,CA,2023-12-10,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,0
170,2.88341877128819,0.3428529607559905,CA,2023-12-11,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0
171,5.46867468903244,0.3757251419293415,CA,2023-12-12,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
172,2.30917590158011,0.333365915270208,CA,2023-12-13,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1
173,8.3362461030088,0.4315342155399075,CA,2023-12-14,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
174,3.90447968022638,0.4112989854622625,CA,2023-12-15,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1
175,5.88937596796126,0.3966178151937835,CA,2023-12-16,0,1,1,1,0,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0
176,1.6451746454234,0.350570124262913,CA,2023-12-17,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1
177,7.96502484375474,0.391570817273746,CA,2023-12-18,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,1,0
178,5.50430432926647,0.3978708965497215,CA,2023-12-19,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1
179,6.48298042432437,0.4237800634656365,CA,2023-12-20,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
180,16.7962964884221,0.460512906003107,CA,2023-12-21,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0
181,7.710935811149,0.359129251873262,CA,2023-12-22,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,1,0
182,0.856572479749649,0.3006939710540955,CA,2023-12-23,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,0,1,1
183,3.73162760881263,0.4599482809851955,CA,2023-12-24,1,1,1,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,0,1
184,1.04632891211286,0.508850280695185,CA,2023-12-25,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,0,1,1
185,9.25743636175363,0.3937679592458865,CA,2023-12-26,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0
186,5.8236797562162,0.4114029710164135,CA,2023-12-27,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0
