...1,es_score,brier_score,location,target_date,X22B_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,other_50_CI,X22B_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,other_95_CI
1,0.432564378010548,0.297498172163544,AK,2023-01-22,1,1,1,1,1,1,1,0,1,0,1,1
2,0.503727568201163,0.1532424336269175,AK,2023-01-23,1,1,1,1,1,1,1,0,0,1,1,1
3,1.27997618927136,0.2470053503668415,AK,2023-01-24,1,1,1,1,1,1,1,0,1,0,1,0
4,1.35482436270186,0.3406865413526925,AK,2023-01-25,1,1,1,1,1,0,1,0,0,0,1,0
5,2.1504717382922,0.1836989396095655,AK,2023-01-26,1,0,1,1,1,1,1,0,1,0,1,1
6,1.45377707813569,0.358021699440931,AK,2023-01-27,1,0,1,0,1,1,0,0,1,0,1,1
7,0.180268628860274,0.152012247861608,AK,2023-01-28,1,1,1,1,1,1,1,1,1,1,1,1
8,0.400829504725169,0.243130645184705,AK,2023-01-29,1,1,1,1,1,1,1,1,1,1,1,1
9,0.891881850998813,0.1509348275201445,AK,2023-01-30,1,0,1,1,1,1,1,1,1,1,1,1
10,1.71904060618068,0.3068500062058395,AK,2023-01-31,1,1,1,0,1,1,0,1,1,0,0,0
11,1.35224762322738,0.423642885462155,AK,2023-02-01,1,0,1,0,1,1,1,0,1,0,1,1
12,4.1803891294321,0.3317021064549885,AK,2023-02-02,1,0,1,0,1,1,1,0,0,0,0,1
13,1.29595224336149,0.4168369673174455,AK,2023-02-03,1,0,0,1,1,1,1,0,0,0,1,1
14,0.944336810778985,0.2651392180661575,AK,2023-02-04,1,1,1,1,1,1,1,0,1,0,1,0
15,2.07064438895039,0.42346817324088,AK,2023-02-05,1,0,1,0,1,1,0,1,1,0,1,1
16,9.48325080455817,0.4040210836644375,AK,2023-02-06,1,0,1,0,1,1,0,0,1,0,1,1
17,2.48303131276383,0.4209264482570635,AK,2023-02-07,1,0,1,0,0,1,1,0,1,0,1,1
18,2.68777746329887,0.386741063355012,AK,2023-02-08,1,0,0,0,1,1,1,0,0,0,0,1
19,0.346215891998593,0.283504445778303,AK,2023-02-09,1,1,1,1,1,1,0,0,1,1,1,1
20,5.08878314116519,0.4282103371066055,AK,2023-02-10,1,0,1,0,1,1,1,0,1,0,1,1
21,2.96584686765408,0.380952501993755,AK,2023-02-11,1,0,1,0,1,1,1,0,1,0,1,1
22,2.7290722113492,0.4314196644767395,AK,2023-02-12,1,0,1,0,1,1,1,0,1,0,0,1
23,3.04843994346811,0.352970634827073,AK,2023-02-13,1,0,1,0,1,1,0,0,1,0,1,0
24,1.75114678794112,0.334178341644696,AK,2023-02-14,1,1,1,0,1,1,1,0,1,0,1,0
25,1.16177824978459,0.314535683722533,AK,2023-02-15,1,1,1,0,1,1,1,0,1,0,1,1
26,4.94936294925736,0.4395806234252515,AK,2023-02-16,1,0,1,0,1,1,1,0,1,0,1,1
27,3.55425355947381,0.396887164196741,AK,2023-02-17,1,0,1,0,1,1,1,0,1,0,1,1
28,1.43875349035819,0.3644858287393025,AK,2023-02-18,1,1,1,0,1,1,1,0,1,0,1,1
29,0.340133984437863,0.2849999014665005,AK,2023-02-19,1,1,1,1,1,1,1,1,1,0,1,0
30,8.03415492821222,0.4056301568960315,AK,2023-02-20,1,0,1,0,1,1,1,0,1,0,1,1
31,4.18822289369463,0.410410672600665,AK,2023-02-21,1,0,1,0,1,1,0,0,1,0,1,1
32,NA,NA,AK,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,2.59107265919919,0.4572174358781085,AK,2023-02-23,1,0,1,0,1,1,1,0,1,0,1,1
34,1.13464654045315,0.58884261069159,AK,2023-02-24,1,0,1,1,0,1,1,0,1,0,0,1
35,NA,NA,AK,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.544715239835309,0.4677306525825145,AK,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1
38,NA,NA,AK,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,NA,NA,AK,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,NA,NA,AK,2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
41,NA,NA,AK,2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,NA,NA,AK,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,NA,NA,AL,2023-01-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,0.165721405901383,0.1215728069439045,AL,2023-01-23,1,1,1,1,1,1,1,1,1,1,1,1
45,0.171087130145163,0.126156272369153,AL,2023-01-24,1,1,1,1,1,1,1,0,1,1,1,0
46,0.671133176098112,0.460750359562234,AL,2023-01-25,1,1,1,0,1,1,1,1,1,1,1,1
47,1.09004557297058,0.516043164402305,AL,2023-01-26,0,0,1,1,1,1,0,0,1,0,1,1
48,1.45754136798037,0.318347782131143,AL,2023-01-27,1,1,1,0,1,1,1,0,1,0,1,1
49,0.900215592374449,0.641046972023305,AL,2023-01-28,1,1,1,1,1,0,1,0,1,1,1,0
50,NA,NA,AL,2023-01-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,2.05834735245211,0.398016422448441,AL,2023-01-30,1,0,1,0,1,1,1,0,0,0,1,0
52,0.598918368713824,0.3852755704978975,AL,2023-01-31,1,1,1,1,1,1,1,1,1,0,1,0
