...1,es_score,brier_score,location,target_date,X22F_50_CI,X23A_50_CI,X23B_50_CI,X23C_50_CI,X23D_50_CI,X23E_50_CI,X23F_50_CI,recombinant_50_CI,X23G_50_CI,other_50_CI,X22F_95_CI,X23A_95_CI,X23B_95_CI,X23C_95_CI,X23D_95_CI,X23E_95_CI,X23F_95_CI,recombinant_95_CI,X23G_95_CI,other_95_CI
513,1.38222897842562,0.4062887498443095,IA,2023-07-17,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1
514,1.16232196883187,0.571179584700635,IA,2023-07-18,0,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1
515,1.93847861172656,0.326947390256895,IA,2023-07-19,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1
516,0.739845230605014,0.3984868914452105,IA,2023-07-20,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1
517,NA,NA,IA,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
518,0.729467901809181,0.530236778724705,IA,2023-07-22,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
519,0.837832610002664,0.598967994546505,IA,2023-07-23,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
520,0.747650714278913,0.546427012861,IA,2023-07-24,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
521,NA,NA,IA,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
522,0.958274256319206,0.320429486757828,IA,2023-07-26,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1
523,1.12695107043047,0.553092934282545,IA,2023-07-27,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,1,0,1
524,NA,NA,IA,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
525,2.2818616817562,0.498238068987579,IA,2023-07-29,1,0,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1
526,2.14393393272867,0.490751382057965,IA,2023-07-30,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,1
527,1.00505737845672,0.3608308745343845,IA,2023-07-31,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
528,1.12991399092805,0.3623028079917365,IA,2023-08-01,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
529,2.08849624039838,0.422538201061804,IA,2023-08-02,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1
530,1.06304205119864,0.3772025482164655,IA,2023-08-03,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,0,1
531,0.850149342683543,0.4340782511433925,IA,2023-08-04,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1
532,2.17593196422069,0.465016273588403,IA,2023-08-05,1,0,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1
533,0.852758288668431,0.4343141396478465,IA,2023-08-06,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1
534,1.68455576631344,0.417145273741679,IA,2023-08-07,1,0,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1
535,4.37940667710176,0.4349092591650805,IA,2023-08-08,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
536,1.40297483271132,0.4071979813887285,IA,2023-08-09,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1
537,1.9161616343626,0.405089335733024,IA,2023-08-10,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,1
538,1.89816604872932,0.3551575113371715,IA,2023-08-11,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1
539,1.39592266850134,0.439526583376651,IA,2023-08-12,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
540,1.65809245905691,0.3886455077171395,IA,2023-08-13,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1
541,2.95999126418034,0.383455286972488,IA,2023-08-14,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1
542,2.42866213481124,0.40932999519764,IA,2023-08-15,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
543,3.05748236692275,0.420565294270387,IA,2023-08-16,1,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0
544,1.41289045120466,0.4273193162434215,IA,2023-08-17,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
545,0.685587301595339,0.51531350188161,IA,2023-08-18,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
546,2.517021072113,0.482825434144618,IA,2023-08-19,1,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
547,NA,NA,ID,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
548,NA,NA,ID,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
549,NA,NA,ID,2023-07-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,NA,NA,ID,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,NA,NA,ID,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,NA,NA,ID,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,NA,NA,ID,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
554,NA,NA,ID,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,NA,NA,ID,2023-07-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
556,NA,NA,ID,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,NA,NA,ID,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
558,NA,NA,ID,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,NA,NA,ID,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,NA,NA,ID,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,NA,NA,ID,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,NA,NA,ID,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
563,NA,NA,ID,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,NA,NA,ID,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,NA,NA,ID,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,NA,NA,ID,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,NA,NA,ID,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,NA,NA,ID,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,NA,NA,ID,2023-07-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,NA,NA,ID,2023-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,NA,NA,ID,2023-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,NA,NA,ID,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,NA,NA,ID,2023-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
574,NA,NA,ID,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,NA,NA,ID,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,NA,NA,ID,2023-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,NA,NA,ID,2023-08-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,NA,NA,ID,2023-08-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,NA,NA,ID,2023-08-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
580,NA,NA,ID,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,NA,NA,ID,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,NA,NA,ID,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,NA,NA,ID,2023-08-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,NA,NA,ID,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,NA,NA,ID,2023-08-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
586,NA,NA,ID,2023-08-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
587,NA,NA,ID,2023-08-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
588,NA,NA,ID,2023-08-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,0.349951770496133,0.247669697964769,IL,2023-07-09,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
590,1.12138204623358,0.3382015801370395,IL,2023-07-10,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,0
591,1.69779469895163,0.4285172901257055,IL,2023-07-11,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,1,0,1
592,0.774627896378606,0.4060116578833565,IL,2023-07-12,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1
593,1.10197374545313,0.366170312741792,IL,2023-07-13,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1
594,3.29669994855842,0.4739699176856625,IL,2023-07-14,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1
595,0.995723818704207,0.4453086270895155,IL,2023-07-15,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1
596,1.39576086408991,0.4349735993293975,IL,2023-07-16,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1
597,1.94336156081795,0.3939791730511725,IL,2023-07-17,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1
598,1.48425946469546,0.400926825504505,IL,2023-07-18,1,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1
599,0.955677371403798,0.3964560117225175,IL,2023-07-19,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1
600,2.2896026586185,0.4458056650622225,IL,2023-07-20,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1
601,1.24708650478709,0.3995119994676915,IL,2023-07-21,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1
602,1.34156360299602,0.357481576647688,IL,2023-07-22,1,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1
603,0.825393128510667,0.423728744487521,IL,2023-07-23,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1
604,3.07804964591038,0.3901474535351915,IL,2023-07-24,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1
605,2.61081492766965,0.4122489954551225,IL,2023-07-25,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1
606,1.99885834366141,0.402936992021254,IL,2023-07-26,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1
607,2.45992952203319,0.492220183383779,IL,2023-07-27,1,1,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1
608,3.5298972293744,0.446314624707541,IL,2023-07-28,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0
609,1.6899943343004,0.3516228310884115,IL,2023-07-29,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
610,1.3897233848679,0.4499265895887415,IL,2023-07-30,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0
611,1.59593173834336,0.390593549101364,IL,2023-07-31,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,1
612,1.71765834057983,0.3997230237223135,IL,2023-08-01,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,1,1,1
613,2.92510425509476,0.4351480775558215,IL,2023-08-02,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1
614,1.71532657228893,0.4173936405984295,IL,2023-08-03,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1
615,1.80528273609407,0.3925835324149365,IL,2023-08-04,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,0,0,1,1
616,1.86252356794774,0.4552941944346,IL,2023-08-05,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,1
617,2.36344938637002,0.4346357118109055,IL,2023-08-06,1,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,1
618,3.82547015554938,0.4469626994147805,IL,2023-08-07,1,1,0,1,1,1,0,1,1,1,1,0,0,1,0,1,0,0,0,1
619,2.57858066760746,0.419530181091692,IL,2023-08-08,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0
620,1.53922578894265,0.3958973697679635,IL,2023-08-09,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
621,1.7619620730488,0.4142660834192975,IL,2023-08-10,1,1,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1
622,1.32775936123693,0.384846042840366,IL,2023-08-11,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1
623,1.81527726469723,0.4060027857830175,IL,2023-08-12,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1
624,1.78030174056379,0.4146268492029645,IL,2023-08-13,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1
625,2.14554911243126,0.459265077519664,IL,2023-08-14,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1
626,2.07313506202621,0.445599263558322,IL,2023-08-15,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1
627,2.88048860950884,0.445314929964298,IL,2023-08-16,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0
628,4.7295286666285,0.443428017893681,IL,2023-08-17,1,1,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,1,0,1
629,2.08489195722157,0.449935308103802,IL,2023-08-18,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1
630,2.00874753618484,0.4299430799504355,IL,2023-08-19,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0
631,0.601049376024533,0.3550778087793275,IN,2023-07-09,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
632,NA,NA,IN,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,0.306657163728924,0.205431247021916,IN,2023-07-11,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
634,0.760890389689376,0.4056095800583445,IN,2023-07-12,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
635,0.686754593358536,0.50081849350046,IN,2023-07-13,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1
636,1.04276629989012,0.52694895577504,IN,2023-07-14,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,0,1
637,0.621926482642359,0.3565562435353905,IN,2023-07-15,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
638,0.585777722707658,0.4133161066930495,IN,2023-07-16,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
639,0.620397184833014,0.356574213753034,IN,2023-07-17,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1
640,0.605799602274929,0.359513912184018,IN,2023-07-18,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1
641,1.46435492970208,0.4052589791272575,IN,2023-07-19,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
642,NA,NA,IN,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,0.661984275164129,0.473653380093989,IN,2023-07-21,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
644,0.671529849013378,0.4701328832818175,IN,2023-07-22,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1
645,NA,NA,IN,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,0.346218133558586,0.249557572856891,IN,2023-07-24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
647,0.727067352683435,0.3885233403665975,IN,2023-07-25,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
648,0.363487731785274,0.256440121241884,IN,2023-07-26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
649,NA,NA,IN,2023-07-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
650,NA,NA,IN,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
651,NA,NA,IN,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
652,NA,NA,IN,2023-07-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,0.590047516352112,0.4022610788323475,IN,2023-07-31,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
654,0.577852936657641,0.402403290342491,IN,2023-08-01,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
655,0.796277203124795,0.56354929381697,IN,2023-08-02,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
656,1.45795148687044,0.55304888980545,IN,2023-08-03,0,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,0,0,0,1
657,1.28741559733139,0.403513894202905,IN,2023-08-04,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
658,1.40615079707206,0.4349496278684125,IN,2023-08-05,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
659,0.599004508669423,0.4048289132096715,IN,2023-08-06,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1
660,0.707785448199113,0.491891552987258,IN,2023-08-07,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
661,2.04523794973252,0.359998419071904,IN,2023-08-08,1,0,1,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1
662,0.637697566626284,0.378183390020439,IN,2023-08-09,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1
663,1.3189728962362,0.404869073972897,IN,2023-08-10,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1
664,NA,NA,IN,2023-08-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
665,NA,NA,IN,2023-08-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
666,NA,NA,IN,2023-08-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
667,0.613535239499594,0.352839784131362,IN,2023-08-14,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
668,NA,NA,IN,2023-08-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
669,0.892296734588925,0.444714907604731,IN,2023-08-16,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
670,1.68031171738665,0.393138414212485,IN,2023-08-17,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1
671,0.605748992176006,0.4222743690100605,IN,2023-08-18,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
672,1.3978136517324,0.437730260530149,IN,2023-08-19,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1
673,NA,NA,KS,2023-07-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
674,NA,NA,KS,2023-07-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
675,0.771954554150931,0.56144295488285,KS,2023-07-11,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
676,NA,NA,KS,2023-07-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,NA,NA,KS,2023-07-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,NA,NA,KS,2023-07-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,NA,NA,KS,2023-07-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,NA,NA,KS,2023-07-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
681,1.0764239833366,0.3080010111490605,KS,2023-07-17,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1
682,NA,NA,KS,2023-07-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
683,NA,NA,KS,2023-07-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
684,NA,NA,KS,2023-07-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
685,NA,NA,KS,2023-07-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
686,NA,NA,KS,2023-07-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,NA,NA,KS,2023-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
688,NA,NA,KS,2023-07-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
689,NA,NA,KS,2023-07-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
690,NA,NA,KS,2023-07-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
691,0.772493836232277,0.55294700342975,KS,2023-07-27,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1
692,NA,NA,KS,2023-07-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
693,NA,NA,KS,2023-07-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,0.448170090372585,0.2854955295097935,KS,2023-07-30,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
695,0.836032471701618,0.596521527968205,KS,2023-07-31,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1
696,NA,NA,KS,2023-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,0.674060966057479,0.475675327957967,KS,2023-08-02,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1
698,NA,NA,KS,2023-08-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
699,NA,NA,KS,2023-08-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
700,NA,NA,KS,2023-08-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
701,NA,NA,KS,2023-08-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
702,0.825655208425488,0.414413504095816,KS,2023-08-07,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
