...1,es_score,brier_score,location,target_date,X22B_50_CI,X22E_50_CI,X22F_50_CI,X23A_50_CI,X23C_50_CI,X23D_50_CI,other_50_CI,X22B_95_CI,X22E_95_CI,X22F_95_CI,X23A_95_CI,X23C_95_CI,X23D_95_CI,other_95_CI
1,1.75588312883752,0.2974873453129195,AK,2023-02-05,1,0,1,0,1,1,1,1,0,1,0,1,1,1
2,8.1438087001933,0.28611308134728197,AK,2023-02-06,1,0,1,0,1,1,1,1,0,1,0,1,1,1
3,1.98965561045233,0.3403377790335865,AK,2023-02-07,1,0,1,0,0,1,1,0,0,1,0,0,1,0
4,2.00393454305834,0.3139071519636805,AK,2023-02-08,1,0,1,0,1,1,1,0,0,1,0,1,1,1
5,0.282263166739201,0.259141506779473,AK,2023-02-09,1,1,1,1,1,1,1,1,0,1,0,1,1,1
6,4.28987693201814,0.2628578709833565,AK,2023-02-10,1,0,1,0,1,1,1,0,0,1,0,1,1,1
7,2.29736102420369,0.2570283421892845,AK,2023-02-11,1,0,1,0,1,1,1,0,0,0,0,1,1,1
8,2.23104838101864,0.249762616143712,AK,2023-02-12,1,0,1,0,1,1,1,1,0,0,0,1,1,0
9,1.98181470793271,0.2868939202830955,AK,2023-02-13,1,1,1,0,1,1,1,1,1,1,0,0,0,0
10,1.20642697876945,0.2513196907117435,AK,2023-02-14,1,1,1,0,1,1,1,0,1,1,0,1,1,1
11,0.781799669707405,0.253040352550498,AK,2023-02-15,1,1,1,1,1,1,1,1,0,1,0,1,1,1
12,4.04897575550756,0.224875350213957,AK,2023-02-16,1,0,1,0,1,1,1,1,0,1,0,1,1,0
13,2.68304187953042,0.2304130177477815,AK,2023-02-17,1,0,1,0,1,1,1,0,0,0,0,1,1,1
14,0.983359920875035,0.2363119318463425,AK,2023-02-18,1,1,1,0,1,1,1,1,0,1,0,1,1,1
15,0.272451601398959,0.260003352124757,AK,2023-02-19,1,1,1,1,1,1,1,1,0,1,0,1,1,1
16,6.08113562371224,0.2174919236675895,AK,2023-02-20,1,0,1,0,1,1,1,1,0,0,0,1,1,0
17,3.06841280650455,0.2125881804852825,AK,2023-02-21,1,0,1,0,1,1,1,1,0,1,0,1,1,1
18,NA,NA,AK,2023-02-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,1.97368328539664,0.185884005269036,AK,2023-02-23,1,0,1,0,1,1,1,1,0,1,0,1,1,1
20,0.970213820012091,0.434987480682269,AK,2023-02-24,1,1,1,1,0,1,1,1,1,1,0,0,1,1
21,NA,NA,AK,2023-02-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,NA,NA,AK,2023-02-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,0.339069453547382,0.1666903953315595,AK,2023-02-27,1,1,1,1,1,1,1,1,1,1,1,1,1,1
24,NA,NA,AK,2023-02-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,NA,NA,AK,2023-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,NA,NA,AK,2023-03-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,NA,NA,AK,2023-03-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,NA,NA,AK,2023-03-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,0.305694932712823,0.143006543656583,AK,2023-03-05,1,1,1,1,1,1,1,1,0,1,0,1,1,1
30,NA,NA,AK,2023-03-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,NA,NA,AK,2023-03-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,0.718633888546878,0.133669919752892,AK,2023-03-08,1,1,1,1,1,1,1,1,1,1,1,1,1,1
33,0.287265990513559,0.130935717492273,AK,2023-03-09,1,1,1,1,1,1,1,1,0,1,0,1,1,1
34,NA,NA,AK,2023-03-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,NA,NA,AK,2023-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,NA,NA,AK,2023-03-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,0.27456868617518,0.121844430517988,AK,2023-03-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
38,NA,NA,AK,2023-03-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,0.27421401555568,0.118361444961864,AK,2023-03-15,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,0.270547369910384,0.1168714750726905,AK,2023-03-16,1,1,1,1,1,1,1,1,1,1,0,0,1,1
41,NA,NA,AK,2023-03-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,0.269293160469256,0.1143715020656855,AK,2023-03-18,1,1,1,1,1,1,1,1,0,1,0,1,1,1
43,0.348291780596074,0.2281863069521895,AL,2023-02-05,1,1,1,1,1,1,1,1,1,1,1,1,1,1
44,0.273197906629258,0.26081531123372,AL,2023-02-06,1,1,1,1,1,1,1,0,0,1,0,0,1,1
45,0.384620141013864,0.2497324784428725,AL,2023-02-07,1,1,1,1,1,1,1,1,0,1,0,1,1,1
46,1.98939294601137,0.2584298873527785,AL,2023-02-08,1,0,1,0,1,1,1,1,0,1,0,1,1,1
47,0.890427240474831,0.65488976427319,AL,2023-02-09,1,1,1,1,0,1,1,1,1,1,0,0,1,1
48,0.332167766090321,0.235112986579502,AL,2023-02-10,1,1,1,1,1,1,1,1,1,1,0,1,1,0
49,NA,NA,AL,2023-02-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,NA,NA,AL,2023-02-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,0.269475438458239,0.202490334482771,AL,2023-02-13,1,1,1,1,1,1,1,1,1,1,1,1,1,1
52,0.69008589608178,0.192300155981162,AL,2023-02-14,1,1,1,0,1,1,1,1,1,1,0,0,1,1
53,1.07261163421586,0.182469239014049,AL,2023-02-15,1,1,1,0,1,1,1,1,1,1,1,1,1,1
54,0.23971561921069,0.173004530396393,AL,2023-02-16,1,1,1,1,1,1,1,1,0,1,0,1,1,1
55,NA,NA,AL,2023-02-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,NA,NA,AL,2023-02-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,NA,NA,AL,2023-02-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
