...1,es_score,brier_score,location,target_date,X22A_50_CI,X22B_50_CI,X22C_50_CI,other_50_CI,X22A_95_CI,X22B_95_CI,X22C_95_CI,other_95_CI
1,1.1303568981397,0.113238669666772,AK,2022-07-24,1,0,1,1,0,1,0,1
2,0.758771863783083,0.1982733379558685,AK,2022-07-25,1,1,1,1,1,0,0,1
3,5.80539474881757,0.08300780365374,AK,2022-07-26,0,0,0,1,0,0,1,0
4,3.56820684023322,0.0722696724175545,AK,2022-07-27,0,0,0,1,0,0,0,0
5,2.18194818518869,0.1161864124870165,AK,2022-07-28,0,0,1,1,0,0,0,0
6,1.36052746357996,0.1254220877126125,AK,2022-07-29,1,1,1,1,0,0,1,0
7,1.39822999639643,0.1130170798977945,AK,2022-07-30,1,0,1,1,0,0,0,1
8,3.22046611555867,0.0372977613243828,AK,2022-07-31,0,0,1,1,0,0,1,1
9,2.49090231956201,0.110095755003267,AK,2022-08-01,0,0,1,1,1,0,0,0
10,1.09193910840373,0.0843310254696585,AK,2022-08-02,1,0,1,1,0,0,1,1
11,1.1030251468265,0.03309279400351255,AK,2022-08-03,1,0,1,1,0,0,1,1
12,0.638423935158824,0.1517017617591445,AK,2022-08-04,1,1,1,1,1,0,0,1
13,0.921353744656584,0.163406488830822,AK,2022-08-05,1,1,1,1,0,0,1,1
14,0.881579463418019,0.0302985234696658,AK,2022-08-06,1,0,1,1,0,0,0,0
15,0.875041179630325,0.0296480605979579,AK,2022-08-07,1,0,1,1,0,0,1,1
16,1.04773619598031,0.0994769008755675,AK,2022-08-08,1,1,1,1,0,0,1,1
17,1.89192879718804,0.093520932170595,AK,2022-08-09,1,0,1,1,0,0,1,1
18,2.96734505546425,0.02848935900213,AK,2022-08-10,0,0,1,1,0,0,1,1
19,0.317312744216825,0.1399637309182815,AK,2022-08-11,1,1,1,1,0,0,1,1
20,0.858219015153679,0.02837390361723805,AK,2022-08-12,1,1,1,1,1,1,1,1
21,0.522923236566085,0.1498134660288965,AK,2022-08-13,1,1,1,1,0,0,1,1
22,0.334387436054856,0.16176236172097,AK,2022-08-14,1,1,1,1,1,1,1,1
23,1.21486068617742,0.02925030143352215,AK,2022-08-15,0,0,1,1,0,0,1,1
24,0.439067199075435,0.102921541880519,AK,2022-08-16,1,1,1,1,1,1,1,1
25,1.36344765278261,0.1029282189604965,AK,2022-08-17,0,1,0,1,0,1,0,1
26,0.26826765296525,0.03158231454791205,AK,2022-08-18,1,1,1,1,1,1,1,1
27,0.574029059378071,0.096759626806141,AK,2022-08-19,1,1,1,1,1,0,0,1
28,0.655750671805767,0.3502900783791555,AK,2022-08-20,1,1,1,1,1,1,1,1
29,0.784693883278997,0.0357479071218392,AK,2022-08-21,1,1,1,1,0,0,1,1
30,0.865514233317405,0.242081931696463,AK,2022-08-22,1,1,1,1,0,0,1,1
31,0.0444324263268827,0.0398151060081704,AK,2022-08-23,1,1,1,1,1,1,1,1
32,NA,NA,AK,2022-08-24,NA,NA,NA,NA,NA,NA,NA,NA
33,0.17508991445326,0.0451535313669059,AK,2022-08-25,1,1,1,1,1,1,1,1
34,NA,NA,AK,2022-08-26,NA,NA,NA,NA,NA,NA,NA,NA
35,0.192244944425803,0.051987212297231,AK,2022-08-27,1,1,1,1,1,1,1,1
36,0.1981525613683,0.056031176377869,AK,2022-08-28,1,1,1,1,1,1,1,1
37,0.376368854264555,0.0605222620891,AK,2022-08-29,1,1,1,1,0,0,1,1
38,0.219848540074758,0.065474975138674,AK,2022-08-30,1,1,1,1,1,1,1,1
39,0.336849641928714,0.1644654237815515,AK,2022-08-31,1,1,1,1,0,0,1,0
40,NA,NA,AK,2022-09-01,NA,NA,NA,NA,NA,NA,NA,NA
41,0.095504231808161,0.0831117301135515,AK,2022-09-02,1,1,1,1,1,1,1,1
42,NA,NA,AK,2022-09-03,NA,NA,NA,NA,NA,NA,NA,NA
43,1.44119486900995,0.164175218155766,AL,2022-07-24,1,0,1,1,0,0,1,0
44,1.26311226885243,0.165193669949384,AL,2022-07-25,1,1,1,1,1,0,0,1
45,1.09249572161734,0.168917762277168,AL,2022-07-26,1,1,1,1,0,0,0,1
46,0.392352155560888,0.240636346951143,AL,2022-07-27,1,1,1,1,0,0,0,1
47,5.11380351592764,0.1152378674931175,AL,2022-07-28,0,0,0,1,0,0,0,1
48,5.66467839597832,0.1264982249170945,AL,2022-07-29,0,0,0,1,0,0,0,1
49,2.38971168670524,0.2316491596669345,AL,2022-07-30,0,1,0,1,0,0,0,0
50,0.883305660659802,0.2060527645736135,AL,2022-07-31,1,1,1,1,0,0,1,1
